KO	BSPSPC_002	BSPSPC_005	BSPSPC_018	BSPSPC_047	BSPSPC_057	BSPSPC_069	BSPSPC_073	BSPSPC_076	BSPSPC_146	BSPSPC_169	BSPSPC_171	BSPSPC_189	BSPSPC_214	BSPSPC_252	BSPSPC_287	BSPSPC_294	BSPSPC_298	BSPSPC_300	BSPSPC_325	BSPSPC_328	BSPSPC_330	BSPSPC_334	BSPSPC_337	BSPSPC_342	BSPSPC_343	BSPSPC_345	BSPSPC_353	BSPSPC_358	BSPSPC_363	BSPSPC_368	BSPSPC_369	BSPSPC_376	BSPSPC_384	BSPSPC_388	BSPSPC_393	BSPSPC_399	BSPSPC_401	BSPSPC_404	BSPSPC_414	BSPSPC_416	BSPSPC_422	BSPSPC_427	BSPSPC_437	BSPSPC_443	BSPSPC_445	BSPSPC_454	BSPSPC_456	BSPSPC_465	BSPSPC_468	BSPSPC_470	BSPSPC_475	BSPSPC_478	BSPSPC_494	BSPSPC_503	BSPSPC_506	BSPSPC_509	BSPSPC_514	BSPSPC_518	BSPSPC_525	BSPSPC_527	BSPSPC_529	BSPSPC_530	BSPSPC_532	BSPSPC_552	BSPSPC_561	BSPSPC_566	BSPSPC_569	BSPSPC_583	BSPSPC_593	BSPSPC_609	BSPSPC_624	BSPSPC_681	BSPSPC_696	BSPSPC_719
K00023	18.95	1.08	26.66	6.5	30.5	9.97	0	0	17.25	12.5	0	5.27	2.27	6.46	9	31	13	0.8	10	0.8	8.53	5	2.1	26.67	4	2	22.2	16	0.5	51.33	11.07	155	19.83	18.06	6.33	1.33	2	33.8	1.2	174.03	9.83	7.57	0.8	48.33	1.6	0	23.5	6.27	3.45	121.5	19.76	1.8	7.17	8.97	3.5	19.23	19	47.5	0.33	69	0	29	32	7.33	0.33	5	1.67	0.4	0	69	2.33	0	0	1.53
K00024	1067.22	2379.11	1836.85	1321.93	1472.52	1753.5	1383.37	1580.3	2450.58	1808.24	2235.46	466.6	1359.54	1353.59	1988.95	2250.89	1608.92	1984.66	1739.04	388.79	1271.89	1942.42	859.17	1242.26	1069.59	1223.62	1089.98	2080.94	2640.29	1274.89	1024.07	2223.5	1108.94	1386.84	1362.5	1907.75	1357.27	2275.11	1576.06	2168.1	1019.53	1945.99	1134.37	1545.75	1129.85	2542.25	2271.84	2068.89	2316.94	665.85	2794.06	1303.31	1725.28	1932.68	1918.38	2275.17	1855.75	1974.36	2434.71	2308.7	1275.21	2198.75	1372.91	964.45	947.05	1928.67	1425.49	178.03	490.89	1673.18	2455.89	2320.95	1568.77	1021.12
K00025	0	0	0	0.25	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00027	1420.97	979.18	1580.34	1387.42	1352.3	1149.96	786.26	948.41	1139.46	921.1	918.28	1635.39	1315.67	1081.49	682.55	1509.04	1345.97	406.6	1437.92	1708.19	1694.49	1446.08	2242.94	1793.9	1563.77	1517.62	1223.29	1050.23	1151.63	1638.28	1790.92	1493.02	1606.44	1211.16	1571	1543.89	1646.3	1349.8	1454.34	766.41	1714.47	1005.89	1677.76	1430.13	2140.74	991.38	829.74	982.96	935.88	1731.4	1327.81	1351.92	1110.44	1331.34	1116.75	711.07	875.4	1107.67	618.84	1321.42	1689.56	1212.05	1844.99	1391.72	1718.07	956.16	1241.25	1929.54	2527.52	1693.54	747.29	1218.64	1321.23	1415.64
K00029	962.6	1573.47	1131.31	1287.03	1094.17	1148.5	1534.31	1442.45	1486.31	1597.82	1555.5	320.73	1116.3	1229.67	1763.02	1429.46	959.67	1843.24	1154.16	216.66	769.96	1201.07	562.33	820.54	846.14	775.66	601.3	1624.19	1340.25	1023.95	871.93	1445.05	1111.78	1287.04	1023.51	1072.47	743.99	1556.73	1126.8	1743.82	598.35	1264.17	771.26	1162.2	685.84	1554.07	1757.83	1623.28	1403.94	813.27	1471.57	1153.28	910.22	1299.86	1995.42	1754.65	1750.62	1366.89	1841.24	1779.72	645.39	1382.27	1090.2	930.62	568.2	1697.64	1004.57	99.61	377.39	1186.25	1944.83	1606.36	1271.6	717.8
K00030	95.6	41.74	72.41	24.23	50.91	155.32	375.93	57.4	90.73	95.29	80.04	210.63	133.18	96.17	18.96	100.98	191.02	193.36	86.91	229.95	29.9	88.85	224.43	58.14	44.62	121.29	245.09	176.37	65.56	89.23	92.52	42	69.97	43.58	85.64	165.85	259.7	46.61	37.54	52.91	107.06	108	192.15	140.84	115.75	36.29	51.79	56.01	67.65	261.34	151.9	103.81	271.35	102.8	216.07	152.11	61.25	73.62	28.84	24.99	100.4	68.92	78.65	189.61	71.65	44.72	67.48	81.41	103.36	58.67	29.93	72.3	32.1	53.2
K00031	1644.65	1418.37	1979.91	1576.35	1769.54	1580.65	1098.68	1609.14	1849.88	1145.1	1456.76	1393.36	1679.28	1472.59	1758.99	1743.15	1570.11	1676.54	1680.42	1574.51	2001.65	1781.66	2386.08	1969.01	1840.44	1914.83	1600.27	1627.48	1464.5	1800.25	2157.47	1881.74	1894.21	1436.52	2325.35	1802.32	1828.64	2073.48	1881.64	1384.75	1863.55	1565.17	1837.78	1470.03	2163.22	1644.04	1901.1	1691.85	1979.61	1934.91	1723.94	1520.3	1483.42	1848.37	1407.33	1680.12	1633.48	1613.8	1849.74	1600.38	2021.72	1924.78	2177.75	1353.6	2014.97	2061.63	1712.44	1881.95	2400.84	2152.38	1651.5	1507.6	1787.93	1756.07
K00032	2.75	1.08	1.33	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0.67	0	0	12	0	0.5	0.33	4	0	0	1.83	0	1.33	0	0	0	0	0	3.17	0	1.83	0	0	0.5	3.67	0.2	0.5	3.83	0	0.4	2.67	0	0.33	0	0	0	0	0	0	0	0.33	0	0	1.67	0.2	0	0	0	0	0	0
K00033	201.17	900.96	653.01	562.16	596.02	1066.55	616.37	269.36	767.02	595.07	988.41	389.05	512.81	242.36	350.44	816.92	544.51	232.64	767.82	410.59	636.01	528.82	331.03	602.25	337.26	419.3	632.92	715.55	608.61	493.48	230.94	645.41	453.91	211.94	492.6	761.73	572.13	756.42	876.95	704.54	316.01	941.16	345.95	559.94	333.61	805.5	1191.91	751.19	1206.08	227.29	739.41	423.18	854.86	683.3	578.09	649.83	410.61	631.76	595.21	560.23	634.38	873.98	705.76	346.85	423.57	583.56	554.84	92.36	213.15	710.1	786.71	646.44	371.31	446.76
K00034	3.34	35.93	3.8	2.33	5.07	1.33	4.33	1	6.75	1.33	13.33	31.54	25.67	2.33	0	20.17	12.33	29.8	52.07	40.33	2	15.99	23.33	9.67	3.17	39.2	1	8	73.13	7.8	0.33	56.87	2.33	2.66	2.33	22.83	7.33	20.53	14.6	3.33	13.67	68	30.92	10.33	36.13	4	5.33	0	29.2	41.67	102.73	0.33	14.4	1.93	9.67	29.33	0	2.66	6	11.33	257.8	1.67	3.17	60.87	26.67	2.67	1.33	18.2	22	1	37	89.13	0	2
K00035	2.75	1.08	1.33	0	0	0.17	0	0	0	0	0	0	0	8.66	0	0	0	0	0	0	0	0.67	0	0.67	0	0	12	0	0.5	0.33	4	0	0	2.33	0	1.33	0	0	0	0	0	1	0	1.83	0	0	0.5	3.67	0	0.5	5.83	0	0	3.67	0	0.33	0	0	0.33	0	0	0	0	0.33	0	0	1.67	0	0	0	0	0	0	0
K00036	201.32	900.59	666.84	562.99	595.57	1057.92	337.14	269.36	770.47	601.07	984.61	357.92	514.18	175.82	359.44	817.07	551.31	194.12	772.19	388.34	641.14	533.07	326.53	599.97	330.56	419.43	630.12	694.05	607.31	544.81	220.11	669.25	470.49	223.1	465.78	601.61	572.13	756.42	873.83	703.94	302.26	900.05	328.3	593.8	334.26	802.85	1205.41	737.91	1204.48	339.94	730.64	423.18	855.26	681.52	578.09	659.56	360.98	633.26	594.11	559.23	636.38	902.78	733.31	349.41	422.57	576.9	555.91	90.96	208.58	727.3	785.91	654.69	370.71	445.61
K00038	0	0	0	0	0	0.67	0	0	0	0	0	0	0	8.66	0	0	0	0	0	0.33	0	0	0	0	0	0	0	0	0	0	0.67	0	0	0	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00039	0	0	0	0	0	2.45	0	0	0	0	0	2.67	0	1.83	0	0	0	0.12	0	0	0.33	4.33	0.5	0	0	0	0	0	0	0	0	0	24.33	1.33	0	0	0	0	0	1.5	0	0	0	0	0	0	11.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157.76	0	0	0	0	0	0	0	0	0	0	0	0
K00040	525.19	1005.17	239.6	380.18	333.25	801.71	123.75	172.23	205.77	178.72	481.85	343.89	255.88	157.05	85.65	346.23	255.45	55.46	166.09	275.87	353	185.89	209.5	371.47	135.41	442.33	458.96	96.28	274.59	140.82	179.27	260.75	417.85	140.83	289.19	93.63	247.84	176.23	492.42	115.24	153.13	387.64	208.82	130.76	457.05	182.06	594.15	134.26	192.4	253.23	293.86	437.64	278.51	158.49	158.58	182.6	67.8	315.44	143.63	168.57	287.83	305.84	94.31	270.05	213.67	75.44	159.42	158.15	146.63	105.92	352.77	153.05	113.66	249.81
K00041	793.43	1048.89	676.33	592.47	734.9	627.19	491.19	952.35	888.19	374.71	1089.68	415.89	581.79	555.53	1151.67	772.85	613.36	1359.7	576.72	384.08	762.19	509.81	570.38	622.02	523.61	895.08	808.97	524.52	637.81	466.9	587.76	769.63	559.67	317.64	512.35	564.46	790.3	860.22	851.8	736.62	381.84	1062.27	488.78	667.63	649.05	836.43	1226.83	768.03	1238.63	291.62	917.67	747.7	923.71	742.37	510.63	714.66	795.34	917.59	1382.31	665.93	937.74	837.7	471.41	455.51	549.46	1310.37	605.42	222.54	333.7	520.56	739.32	659.72	816.15	616.47
K00042	260.96	550.2	154.47	654.51	398.71	1427.01	482.65	96.78	162.19	122.31	1189.05	288.56	141.98	160.07	75.32	963.33	467.51	118.96	363.93	309.16	796.3	268.57	676.44	233.94	156.73	245.84	350.06	220.61	540.96	282.72	225.18	259.82	439.94	218.72	915.54	154.5	378.9	243.01	1289.84	180.72	249.08	660.38	406.36	461.54	731.82	83.56	178.6	233.73	153.71	554.64	307.78	1066.1	174.34	283.81	341.22	263.13	114.55	321.83	75.34	160.5	611.91	689.01	173.47	540.33	401.94	62.49	175.74	312.52	357.03	296.56	886.09	573.04	172.72	152.79
K00045	5.22	1.08	67.6	0.2	18.6	38.1	27.6	38.4	38.2	67.93	43.2	5.7	8.6	4.4	20.8	3.8	68.4	2.2	18.4	26.8	54.13	46.37	32.1	215.27	7	34.2	184.8	4.8	0.5	21.93	21.6	79.8	7.2	9.13	112	28.33	22.6	42.6	47.4	38.6	6.8	147	20.2	4.63	20	58.4	60.1	68	82.8	19.5	3.83	5	47.2	18.87	34.2	44.93	3.4	8.2	127.13	21.2	346.2	41.8	59.4	14.33	34.2	17.6	50.07	1	7.6	108.6	49	44.6	18.2	43.2
K00046	1412.59	811.27	1402.08	1004.71	1269.34	1232	950.06	1605.96	1263.59	1467.13	1406.85	486.23	1166.13	1300.59	1776.73	1575.58	1048.37	1495.78	1063.29	656.85	1067.46	1380.73	1335.19	882.13	989.04	1212.48	1036.15	1470.86	776.68	783.74	1260.12	1150.5	684.67	1492.06	786.14	1045.65	1106.56	1719.22	1325.3	1066.36	824.41	1339.57	1279.84	1214.58	1088.43	1647.52	1553.97	1681.07	1539.45	841.58	1162.27	1341.47	1048.4	1440.6	1146.02	1749.35	1185.24	1204.81	1858	1019.47	1305.1	1008.28	1002.89	719.27	795.94	1547.11	1050.99	293.96	1080.35	1304.71	1736.4	1251.53	1535.92	779.31
K00048	838.83	925.56	981.82	454.61	847.93	1870.56	397.2	372.36	1434.01	546.95	1166.76	913.62	830.04	561.81	279.75	906.87	1271.83	591.41	989.09	1024.26	1101.06	1049.86	1079.69	806.74	495.56	952.83	1363.9	561.19	2079.07	606.83	489.34	971.16	452.26	713.14	1296.84	712.56	1291.24	945.22	1366.28	723.39	959.92	1403.51	831.88	581.52	1386.92	1140	669.17	539.08	1181.95	652.67	1619.49	702.13	1258.63	962.3	1251.7	1276.86	172.28	1201.72	627.15	1244.52	1122.79	1336.99	658.79	883.48	1137.07	324.78	876.52	552.66	565.52	680.71	1345.26	1150.14	861.05	683.82
K00050	59.28	445.41	49.16	57.5	71.32	34.84	263.93	18.75	68.82	32.93	40.65	76.28	44.52	33.94	48.66	63.51	130.84	54.35	146.16	158.24	217.5	192.6	220.32	180.9	40.38	96.67	118.66	150.37	174.33	123.74	68.05	239.82	180.59	91.45	333.36	104.26	186.17	140.24	106.93	198.56	185.59	77	78.3	111.75	366.31	57.52	299.31	81.59	61.71	242.15	171.46	61.77	60.09	234.06	36.57	61.67	60.68	207.33	52.13	95.71	397.39	413.11	143.72	361.79	329.45	47.51	242.29	178.67	66.13	192.82	46.8	325.83	92.81	97.37
K00052	1957.42	2131.41	2562.74	1868.17	2038.08	1812.07	1633.59	1928.86	2565.12	1520.89	2052.1	1923.48	2240.71	1889.18	2235.07	2605.19	2105.23	1912.57	2384.1	1980.76	2263.62	2547.18	2770.19	2478.65	2098.6	2271.43	1895.35	2325.49	2480.39	2267.25	2391.33	2746.73	2145.62	1677.46	2517.06	2510.12	2388.52	2767.1	2135.2	1822.6	2301.02	1988.11	2296.26	2299.19	2758.21	2505.75	1927.26	2464.12	2325.86	2248.33	2792.53	1814.63	2125.56	2466.71	2099.43	2282.78	1947.21	2277.65	2431.98	2466.02	2439.58	2312.94	2729.36	2112.91	2261.3	2435.41	2156.81	1991.27	2796.27	2733.56	2064.9	2700.4	2134.44	2049.57
K00053	2203.09	2120.29	2547.59	1972.01	2158.13	1825.86	2029.4	2224.75	2591.09	2052.92	2084.52	1975.14	2326.01	2281.86	2397.49	2613.84	2097.5	1927.87	2333.29	2095.58	2259.44	2530.09	2707.02	2462.55	2251.63	2210.45	1936.99	2556.64	2424.01	2301.95	2596.25	2681.12	2203.64	2398.02	2538.1	2477.92	2374.45	2697.52	2111.08	1788.67	2294.4	1926.08	2408.27	2386.3	2727.79	2485.74	2291.92	2469.02	2336.12	2249.28	2745.39	2179.22	2111.28	2456.03	1923.62	2388.47	2015.66	2290.99	2424.14	2358.23	2265.89	2297.23	2668.97	2170.31	2257.5	2438.38	2136.41	1947.94	2774.93	2733.81	2088.33	2633.38	2525.96	2050.88
K00054	24.92	22.4	3.9	0	1.4	1.6	0.77	8.25	6.55	1.25	52.3	18.53	44.75	3.05	0	20.23	12.08	17.6	28.45	237.6	58.97	1.8	16.3	4.15	5.35	18.57	4.67	0	68.15	2.6	4.8	29.3	11.1	0.4	81.3	12.73	17.45	11.9	16.15	2.8	14.45	37.3	28.65	3.77	17.7	2.4	4	18.1	18.55	9.95	52.1	6.65	6.5	2.4	7.7	9.95	0	1.65	3.6	5.2	132.8	0	3.42	27.83	5.5	2.6	7.45	11	3	3.8	24.4	28.5	9	19.13
K00055	0	0.2	0.6	0	0	0.5	0.17	0	0	0	2.29	0	0	4.33	0	0.43	0	3.72	2.8	0	0.2	0	0	0	0	3.4	0	1.25	0.6	0.6	0	0.4	24	0	5.14	0	0	0.2	0.4	1.5	0	0	0	0.17	4.6	0	231.31	0	0	0	1.8	0.5	0	0	0	0	0	0	0	0	7.8	157.76	0	4.4	0	0	0	0	1	4.75	0	10.6	0	15.86
