KO	BSPSPC_002	BSPSPC_005	BSPSPC_018	BSPSPC_047	BSPSPC_057	BSPSPC_069	BSPSPC_073	BSPSPC_076	BSPSPC_146	BSPSPC_169	BSPSPC_171	BSPSPC_189	BSPSPC_214	BSPSPC_252	BSPSPC_287	BSPSPC_294	BSPSPC_298	BSPSPC_300	BSPSPC_325	BSPSPC_328	BSPSPC_330	BSPSPC_334	BSPSPC_337	BSPSPC_342	BSPSPC_343	BSPSPC_345	BSPSPC_353	BSPSPC_358	BSPSPC_363	BSPSPC_368	BSPSPC_369	BSPSPC_376	BSPSPC_384	BSPSPC_388	BSPSPC_393	BSPSPC_399	BSPSPC_401	BSPSPC_404	BSPSPC_414	BSPSPC_416	BSPSPC_422	BSPSPC_427	BSPSPC_437	BSPSPC_443	BSPSPC_445	BSPSPC_454	BSPSPC_456	BSPSPC_465	BSPSPC_468	BSPSPC_470	BSPSPC_475	BSPSPC_478	BSPSPC_494	BSPSPC_503	BSPSPC_506	BSPSPC_509	BSPSPC_514	BSPSPC_518	BSPSPC_525	BSPSPC_527	BSPSPC_529	BSPSPC_530	BSPSPC_532	BSPSPC_552	BSPSPC_561	BSPSPC_566	BSPSPC_569	BSPSPC_583	BSPSPC_593	BSPSPC_609	BSPSPC_624	BSPSPC_681	BSPSPC_696	BSPSPC_719
K00175	1268.21	2143	2788.12	2073.08	2370.43	2384.36	1767.35	1806.96	3209.18	2324.96	2247.78	1998.5	1891.56	1972.42	1711.67	2716.38	2689.37	1990.5	4236.04	938.42	2050.25	2887.73	1431.3	679.12	1128.58	1906.72	1855.22	3393.48	2473.92	2280.28	1017.6	3452.52	865.07	1864.85	1326.93	3536.66	2508.63	4022.02	2339.5	1875.47	1760.85	3277.01	1500.98	813.6	1559.68	4804.43	2172.05	1930.94	3866.3	847.87	3179.08	968.5	4482.43	3722.31	3757.84	4500.75	2427.47	3583.89	2456.03	2879.54	1739.47	4081.63	2343.68	1778.35	2291.42	1192.68	2663.37	585.8	1587.78	2179.28	4962.54	4422.4	2924	2182.25
K00176	1268.21	2143	2788.12	2073.08	2370.43	2384.36	1767.35	1806.96	3209.18	2324.96	2247.78	1998.5	1891.56	1972.42	1711.67	2716.38	2689.37	1990.5	4236.04	938.42	2050.25	2887.73	1431.3	679.12	1128.58	1906.72	1855.22	3393.48	2473.92	2280.28	1017.6	3452.52	865.07	1864.85	1326.93	3536.66	2508.63	4022.02	2339.5	1875.47	1760.85	3277.01	1500.98	813.6	1559.68	4804.43	2172.05	1930.94	3866.3	847.87	3179.08	968.5	4482.43	3722.31	3757.84	4500.75	2427.47	3583.89	2456.03	2879.54	1739.47	4081.63	2343.68	1778.35	2291.42	1192.68	2663.37	585.8	1587.78	2179.28	4962.54	4422.4	2924	2182.25
K00177	1268.21	2143	2788.12	2073.08	2370.43	2384.36	1767.35	1806.96	3209.18	2324.96	2247.78	1998.5	1891.56	1972.42	1711.67	2716.38	2689.37	1990.5	4236.04	938.42	2050.25	2887.73	1431.3	679.12	1128.58	1906.72	1855.22	3393.48	2473.92	2280.28	1017.6	3452.52	865.07	1864.85	1326.93	3536.66	2508.63	4022.02	2339.5	1875.47	1760.85	3277.01	1500.98	813.6	1559.68	4804.43	2172.05	1930.94	3866.3	847.87	3179.08	968.5	4482.43	3722.31	3757.84	4500.75	2427.47	3583.89	2456.03	2879.54	1739.47	4081.63	2343.68	1778.35	2291.42	1192.68	2663.37	585.8	1587.78	2179.28	4962.54	4422.4	2924	2182.25
K00207	395	2	93	14	9	4	10	0	60	51	46	397.5	49	71	26	34	115.25	22	63	107	30.5	52	37	30	22	28	326	16	207	62	15	52	156	49	58	32	35	25	18	37	15	372	50	62	10	18	56	88	48	253	124	41	10	26	82	28	49	72	8	10	111	58	32	212	211	23	37	41	45	58	99	2	6	54
K00208	557.71	1924.08	2047.95	346.08	2173.76	2416.11	1990.35	978.38	2876.18	960.96	2837.86	869.75	1104.39	1303.25	904.67	2381.38	1511.62	1169.62	3597.54	777.17	1926.42	1878.31	1356.97	1362.78	1118.87	1717.89	2025.97	2052.15	1828.08	1739.53	859.6	2007.69	973.07	1425.85	1683.85	1831.91	2124.3	3087.69	2566.75	2074.56	1358.43	3219.18	1247.98	428.85	1234.02	3407.85	2043.22	1652.69	3233.55	1005.53	2440.25	417.83	3890.93	3139.39	4507.09	4438.75	340.14	3416.48	2037.03	2235.71	1682.47	3767.89	1614.85	2870.18	2246.59	1201.85	2081.37	531.63	839.11	2102.28	4818.37	3356.73	2560.08	1237.25
K00209	84.5	289	188	280	32	258.75	91.5	358	249	11	1225.5	1340.34	72.83	27.67	17.5	497	126.75	47.45	31.67	111.75	63.17	165	17.5	8.34	20.29	49.5	68	13.5	231	47	26	914	380	391	13.5	50.33	353.33	132.5	410	11.33	27.5	314.83	114.5	18	14.66	20	124	44.5	44.5	220.17	46.33	407	826.5	6.5	3.75	20.5	19	357.58	123	448.83	7	463.92	935.5	437.67	18	31	67.5	39.17	756	12	1055.5	558.5	458	178
K00210	3630.88	3130.33	4998.95	1366.08	3998.76	3330.61	3549.35	2347.8	4888.18	2672.96	4224.11	5770	2442.89	3220.92	1648.67	3799.63	4195.62	1761.62	4562.29	4217.67	4297.42	4620.06	4324.97	2247.95	2579.37	5514.06	5313.72	3921.65	4834.33	3296.28	2492.1	4581.61	2656.57	3497.35	4570.85	4221.16	4958.13	5397.52	4015.5	3133.14	3914.18	5073.26	3915.48	2180.6	4113.52	5448.6	3355.22	3267.94	5065.3	2331.2	5052.67	2544.33	6425.93	5576.14	6298.59	6448.5	1709.14	5319.81	3657.03	4364.54	4526.97	6677.39	3896.85	5811.36	5410.09	1965.85	4749.62	4400.13	2842.78	3460.28	5712.37	6345.4	4226.83	3873.25
K00211	2788.88	2793.33	4371.95	1095.08	3806.26	2840.61	3212.35	2155.8	4696.18	2255.96	3998.11	5151	2093.89	3031.92	1594.67	3669.13	3918.62	1530.62	4235.29	3435.67	4234.42	4286.06	3729.97	2173.95	2485.37	5433.06	4222.72	3610.65	3997.33	2837.28	2325.1	4440.61	2376.57	3272.35	4055.85	3760.16	4588.13	4974.52	3837.5	3015.14	3780.18	4682.26	3750.48	2068.6	3846.52	5352.6	3236.22	3052.94	4903.3	2088.2	4342.67	2305.33	6338.93	5136.14	6072.59	6139.5	1382.14	5103.81	3580.03	4233.54	4196.97	6174.39	3487.85	5498.36	5037.59	1810.85	4602.62	4195.13	2367.78	3295.28	5684.37	6249.9	4122.83	3763.25
K00215	1625	785.17	1592.83	953	1224.58	407	830.75	677.67	955	534	1618.33	2567.17	430.08	446.17	391.75	668.25	1177.75	95.33	877.84	1054	1544.17	1207.58	1892.67	549.17	537.5	2065.17	999.75	1018.42	1037.25	811.25	971.25	1288.67	952.92	1145	2349.67	496.08	1259.33	1187.67	1030.92	539.5	1048.08	854.58	1560.5	784	2219.75	365.67	697.42	489.75	565.25	1255.25	1121.58	1166.33	1461	816.08	609.75	415.25	473.42	701.25	628.25	697.83	1305	1659.25	1965.67	1474.67	1624.42	548.67	1250	979	1401.25	752.75	1376.83	1599.33	885.08	1214
K00216	0	34.5	0	0	0	1.75	0	32.5	0	0	6.5	28	0	1	0	91.5	5.5	0.12	0	0	47	0	0	0	0	0	0	0	193.5	20	0	0	255.33	0	0	0	0	0	0	4	0	0	0	2.5	0	0	19	0	27.5	0	0	0	0	0	0	0	0	0	0	0	0	393.59	0	0	0	0	0	0	0	0	1	0	0	4
K00220	3742.88	3271.33	5208.45	1470.58	4471.26	3378.11	3585.35	2396.3	5331.18	3016.96	4338.61	6607.5	2923.64	3348.42	1715.17	3863.88	4206.37	1819.62	4714.29	4263.92	4484.92	5031.81	4478.47	4511.95	2854.87	5675.56	5395.72	4355.15	4964.83	3434.28	3871.1	5080.61	2848.82	3705.35	4953.35	5136.66	5049.63	5573.02	4372	3232.14	4254.68	5082.01	4143.98	3047.6	4594.02	5639.35	3390.97	3590.19	5093.8	2632.2	5235.17	3116.33	6639.43	5846.89	6333.59	6566	1837.39	5439.81	3679.03	4807.04	4544.97	6942.39	4272.85	5820.86	6329.09	2138.85	4910.62	5437.13	3302.28	3674.78	5719.37	6825.9	4820.83	4179
K00226	1617	850.5	1700.83	837	1147.58	457	1687.75	767.67	1092	751	1739.33	2860.67	678.41	483.17	507.75	842.25	1517.5	322.33	758.34	1033	1609.34	1195.58	2083.67	1114.17	598.5	2118.17	972.75	1125.42	1032.25	812.25	967.25	1350.67	1342.92	1152	2357.67	680.08	2020.33	1225.67	1030.92	613.5	1243.08	1074.58	1529.5	1021	2234.08	361.67	751.42	671.75	554.25	1148.25	1101.58	1222.33	1716	1206.08	1095.75	780.25	496.42	1394.25	646.25	711.83	1287	1650.25	2344.67	3038.67	1806.42	550.67	860	1182	1387.25	1171.75	1368.83	2287.33	963.08	1081
K00228	2750.33	782.08	2075	1217	1573.33	686.75	2334.5	1258.58	1276.33	942	1840.75	3977.75	1372.08	2220.5	1467	912.92	2668.25	633.45	662.75	2336.75	2102.17	1581.25	2366.5	862.17	1900.79	3119.5	2309.75	1249	1668.75	1322.25	1459.5	1863.75	1758	1841	2238.5	1322.08	2309.5	1189	1404.58	804.25	1978.25	1406.25	2313	1489.42	2255.83	581.75	1029	851.75	1084.75	1028	1300.75	1651.5	3071	1223.25	1302.75	1243.25	1198	1144.75	936	1220	2721.5	2255.92	2011.5	2258.33	2609.5	605.5	1889.25	3652.67	1776.67	723.33	1415.33	2166	1398.25	2656.17
K00229	157	322	145	58	231	219.75	846	79.5	269	94	1169.5	132	19	158	178	496.5	55.5	286.12	178	6	146	12	75	592	7	56	50	166	193.5	324	67	107	742.5	57	30	111	2	64	498	217	23	312	10	32.5	40	61	110	317	53.5	13	84	6	309	470	1065.25	442	28	716	231	584	14	650.59	330	1575	192	119	43	12	160	457	1182	773	290	35
K00231	0.33	0	0	1	0	0	2	0.33	4	0	0	12	5.25	0	0	3	5.75	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0.33	0	0	0	0	0	0	0	0	0.5	0.5
K00238	1531.38	2500.75	3029.45	2042.08	2712.59	2631.11	1355.85	1995.05	3456.51	2410.96	3481.36	1959.25	2010.64	2725.92	2092.67	3367.05	3041.62	2103.62	4167.71	2027.17	2683.92	3452.31	1591.47	1704.95	2195.37	3256.89	2721.47	3228.15	3054.08	2613.53	1249.1	3067.69	1928.07	2033.85	1956.85	3163.91	2358.13	4262.69	3002.58	2320.89	2299.93	3759.51	2001.98	1056.02	1746.85	5085.35	2407.72	2521.19	4278.55	1028.7	3304.08	975.83	4258.93	4108.89	3974.59	4746.25	2478.14	4145.31	3061.03	2959.54	2890.47	4340.89	1905.85	3814.52	3406.59	1317.85	3181.37	2963.13	992.11	2748.11	6070.2	4947.23	2998.08	2968.42
K00239	1691.88	2498.08	3131.45	2186.08	2978.59	2640.11	2741.35	2045.05	3721.51	2504.96	3494.36	2050.75	2064.97	2878.92	2143.67	3370.3	3042.62	2355.62	4463.71	2056.42	2689.59	3462.06	1703.47	1732.95	2207.87	3326.89	2838.47	3510.15	3002.58	2887.53	1314.1	3093.19	1930.82	2076.85	2039.35	3414.91	2338.13	4294.69	3102.58	2378.89	2374.93	3819.26	2018.98	1133.02	1837.18	5149.6	2465.47	2702.94	4289.55	1169.2	3335.08	980.33	4539.93	4166.64	5030.59	5165.25	2541.39	4216.31	3180.53	3499.54	2646.47	4600.89	1980.85	3809.52	3425.09	1432.85	3597.37	2961.13	1153.11	2750.61	6220.2	4906.23	3182.08	3095.17
K00240	1691.88	2498.08	3131.45	2186.08	2978.59	2640.11	2741.35	2045.05	3721.51	2504.96	3494.36	2050.75	2064.97	2878.92	2143.67	3370.3	3042.62	2355.62	4463.71	2056.42	2689.59	3462.06	1703.47	1732.95	2207.87	3326.89	2838.47	3510.15	3002.58	2887.53	1314.1	3093.19	1930.82	2076.85	2039.35	3414.91	2338.13	4294.69	3102.58	2378.89	2374.93	3819.26	2018.98	1133.02	1837.18	5149.6	2465.47	2702.94	4289.55	1169.2	3335.08	980.33	4539.93	4166.64	5030.59	5165.25	2541.39	4216.31	3180.53	3499.54	2646.47	4600.89	1980.85	3809.52	3425.09	1432.85	3597.37	2961.13	1153.11	2750.61	6220.2	4906.23	3182.08	3095.17
K00241	1691.88	2498.08	3131.45	2186.08	2978.59	2640.11	2741.35	2045.05	3721.51	2504.96	3494.36	2050.75	2064.97	2878.92	2143.67	3370.3	3042.62	2355.62	4463.71	2056.42	2689.59	3462.06	1703.47	1732.95	2207.87	3326.89	2838.47	3510.15	3002.58	2887.53	1314.1	3093.19	1930.82	2076.85	2039.35	3414.91	2338.13	4294.69	3102.58	2378.89	2374.93	3819.26	2018.98	1133.02	1837.18	5149.6	2465.47	2702.94	4289.55	1169.2	3335.08	980.33	4539.93	4166.64	5030.59	5165.25	2541.39	4216.31	3180.53	3499.54	2646.47	4600.89	1980.85	3809.52	3425.09	1432.85	3597.37	2961.13	1153.11	2750.61	6220.2	4906.23	3182.08	3095.17
K00242	1691.88	2498.08	3131.45	2186.08	2978.59	2640.11	2741.35	2045.05	3721.51	2504.96	3494.36	2050.75	2064.97	2878.92	2143.67	3370.3	3042.62	2355.62	4463.71	2056.42	2689.59	3462.06	1703.47	1732.95	2207.87	3326.89	2838.47	3510.15	3002.58	2887.53	1314.1	3093.19	1930.82	2076.85	2039.35	3414.91	2338.13	4294.69	3102.58	2378.89	2374.93	3819.26	2018.98	1133.02	1837.18	5149.6	2465.47	2702.94	4289.55	1169.2	3335.08	980.33	4539.93	4166.64	5030.59	5165.25	2541.39	4216.31	3180.53	3499.54	2646.47	4600.89	1980.85	3809.52	3425.09	1432.85	3597.37	2961.13	1153.11	2750.61	6220.2	4906.23	3182.08	3095.17
K00244	1691.88	2498.08	3131.45	2186.08	2978.59	2640.11	2741.35	2045.05	3721.51	2504.96	3494.36	2050.75	2064.97	2878.92	2143.67	3370.3	3042.62	2355.62	4463.71	2056.42	2689.59	3462.06	1703.47	1732.95	2207.87	3326.89	2838.47	3510.15	3002.58	2887.53	1314.1	3093.19	1930.82	2076.85	2039.35	3414.91	2338.13	4294.69	3102.58	2378.89	2374.93	3819.26	2018.98	1133.02	1837.18	5149.6	2465.47	2702.94	4289.55	1169.2	3335.08	980.33	4539.93	4166.64	5030.59	5165.25	2541.39	4216.31	3180.53	3499.54	2646.47	4600.89	1980.85	3809.52	3425.09	1432.85	3597.37	2961.13	1153.11	2750.61	6220.2	4906.23	3182.08	3095.17
K00245	1691.88	2498.08	3131.45	2186.08	2978.59	2640.11	2741.35	2045.05	3721.51	2504.96	3494.36	2050.75	2064.97	2878.92	2143.67	3370.3	3042.62	2355.62	4463.71	2056.42	2689.59	3462.06	1703.47	1732.95	2207.87	3326.89	2838.47	3510.15	3002.58	2887.53	1314.1	3093.19	1930.82	2076.85	2039.35	3414.91	2338.13	4294.69	3102.58	2378.89	2374.93	3819.26	2018.98	1133.02	1837.18	5149.6	2465.47	2702.94	4289.55	1169.2	3335.08	980.33	4539.93	4166.64	5030.59	5165.25	2541.39	4216.31	3180.53	3499.54	2646.47	4600.89	1980.85	3809.52	3425.09	1432.85	3597.37	2961.13	1153.11	2750.61	6220.2	4906.23	3182.08	3095.17
K00246	1691.88	2498.08	3131.45	2186.08	2978.59	2640.11	2741.35	2045.05	3721.51	2504.96	3494.36	2050.75	2064.97	2878.92	2143.67	3370.3	3042.62	2355.62	4463.71	2056.42	2689.59	3462.06	1703.47	1732.95	2207.87	3326.89	2838.47	3510.15	3002.58	2887.53	1314.1	3093.19	1930.82	2076.85	2039.35	3414.91	2338.13	4294.69	3102.58	2378.89	2374.93	3819.26	2018.98	1133.02	1837.18	5149.6	2465.47	2702.94	4289.55	1169.2	3335.08	980.33	4539.93	4166.64	5030.59	5165.25	2541.39	4216.31	3180.53	3499.54	2646.47	4600.89	1980.85	3809.52	3425.09	1432.85	3597.37	2961.13	1153.11	2750.61	6220.2	4906.23	3182.08	3095.17
K00247	1691.88	2498.08	3131.45	2186.08	2978.59	2640.11	2741.35	2045.05	3721.51	2504.96	3494.36	2050.75	2064.97	2878.92	2143.67	3370.3	3042.62	2355.62	4463.71	2056.42	2689.59	3462.06	1703.47	1732.95	2207.87	3326.89	2838.47	3510.15	3002.58	2887.53	1314.1	3093.19	1930.82	2076.85	2039.35	3414.91	2338.13	4294.69	3102.58	2378.89	2374.93	3819.26	2018.98	1133.02	1837.18	5149.6	2465.47	2702.94	4289.55	1169.2	3335.08	980.33	4539.93	4166.64	5030.59	5165.25	2541.39	4216.31	3180.53	3499.54	2646.47	4600.89	1980.85	3809.52	3425.09	1432.85	3597.37	2961.13	1153.11	2750.61	6220.2	4906.23	3182.08	3095.17
K00248	1387.33	930.33	1994.5	975	1550	729.58	2182.5	1161.33	1173.33	691.66	1771.33	3930.84	848.83	1198.17	574.17	929.33	1797.42	785.45	867.33	2195.75	2080.67	1532.83	2068.5	831.84	1384.12	3015.5	1942.17	1098.33	1537	1322	793.83	1829.67	1527.67	1800.5	2118.58	1034.16	2226.83	1231.67	1337.67	726.67	1923.5	1429.66	1103.33	1115	2123.41	616.17	863.5	673.17	1080.5	974.67	1196.83	1187	2157.83	1540.16	1257.59	1043.5	756.67	997.91	1046.33	1270.82	2655.17	2344.75	2100	2030.67	2484.17	557.83	1920.17	3559.5	1915	677.83	1436.34	1615.5	1313.5	2132
K00249	19	0.33	0	26	0	3.5	0	0	0	0	0	0.67	0.33	0	0	2	0	0	1	0.25	1.67	1	0	0	0.29	0	0	0	0.33	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0	2.33	0	0	0	4	0	2	1	2	1	1.25	0	0	0.25	0	0	6.5	0	0	0	0	0	0	6	0	0	0	0	0	0
K00252	0	0	0	0	0	1.5	0	0	0	0	0	0.67	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00253	0	0	0	0	0	3.5	0	0	0	0	0	0.67	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	2	0	1.25	0	0	0	0	0	6.5	0	0	0	0	0	0	1	0	0	0	0	0	0
K00254	4650.08	3463.39	5279.35	3191.08	4922.29	3697.81	5240.45	3073.13	5352.01	4102.63	4440.01	6775.3	3681.67	4187.22	2627.17	3952.05	5107.87	3302.55	5405.29	4753.52	4571.19	5332.61	4530.77	4518.52	3426.17	5715.96	5690.55	5248.65	5017.93	4285.88	4046.4	5148.41	3526.42	3743.35	5134.6	5523.89	5088.83	5583.32	4388.53	3240.34	4301.78	5425.81	4242.88	3338.47	4699.2	5746.75	3423.47	3876.16	5140.6	2882.9	5251.77	3136.23	6655.43	5862.79	6572.79	6647.93	3497.39	5461.21	3704.13	4853.04	4555.57	6970.72	4369.85	5950.19	6332.59	2185.45	5009.32	5440.3	3387.38	3721.61	6592.3	7271.9	4878.13	5073.57
K00259	89.16	555.08	182.75	28.88	141.58	361.08	39.25	112.16	185.66	307.66	169.96	72.75	34	45	175.17	180.25	64.67	103.25	837.54	18.25	134.5	528.33	45.5	142.75	42.58	113.75	107.92	269.33	235.25	160.88	120.7	379.67	17.17	80.5	81.33	380.58	37	279.17	79.58	73.59	101.5	295.58	391.33	37.42	61.75	278.92	136	234.92	115.75	262	322.75	31.25	1035.33	330.91	617.84	160	51.42	62.08	320.83	131.99	54.17	522.08	282.63	134.83	39.92	117.83	288.42	6.83	74.58	513.91	355.17	555	90.5	92.92
K00260	246.88	1181.08	1955.12	261.08	1777.68	2245.03	727.1	1001.88	2594.85	809.3	1565.2	1791.25	890.14	1038.75	629.75	1663.05	1370.2	928.62	2778.21	630.42	1743.92	1477.9	1211.8	522.95	800.75	1453.22	1831.05	1861.9	1444.17	1346.28	733.02	2560.85	160.65	1695.85	1111.1	1717.33	2387.3	2749.85	2028	1765.55	1190.35	2610.1	979.65	259.35	1031.93	3217.01	1904.8	1022.27	3152.3	407.45	2088	728.5	3408.1	2967.65	3280.5	3862	337.05	2965.98	1496.45	1939.72	1303.3	3730.64	1879.68	1399.18	1969	994.85	1459.2	523.47	1498.2	1464.2	3419.7	2602.4	2677	1234.25
K00261	4456.71	3359.66	5159.95	3111.08	4689.76	3692.61	4465.85	3023.13	5071.68	4006.96	4369.61	6645.5	3587.47	3934.42	2449.17	3840.38	5082.87	2966.95	5177.29	4284.42	4408.59	5128.81	4421.97	3915.62	3110.87	5627.06	5631.22	5117.65	4904	4004.28	3974.6	4981.61	3112.82	3668.35	5014.6	5388.49	5039.63	5512.52	4262.17	3028.14	4262.18	5226.01	4176.48	3304.6	4622.6	5681.35	3355.47	3336.69	5087.8	2850.7	5063.67	3116.83	6333.43	5391.39	5495.59	6184	3464.39	4742.31	3571.53	4259.04	4262.97	6712.72	4042.85	4321.19	6129.59	2044.85	4952.12	5408.3	3218.78	3259.28	6394.37	6434.9	4543.33	5021.5
K00262	4444.38	3359.66	5157.95	3087.08	4689.76	3678.11	4463.85	3015.8	5071.68	3975.96	4363.61	6507.5	3587.47	3934.42	2449.17	3832.38	4993.87	2954.95	5175.29	3986.42	4408.59	5127.81	4421.97	3915.62	3110.87	5625.06	5630.22	5117.65	4896	4004.28	3974.6	4981.61	3102.82	3662.35	5005.35	5388.49	5039.63	5510.52	4260.17	3019.14	4262.18	5198.01	4168.48	3303.6	4608.35	5666.35	3355.47	3331.69	5053.3	2822.7	5053.17	3107.83	6326.43	5391.39	5490.34	6184	3464.39	4742.31	3571.53	4259.04	4256.47	6712.72	4041.85	4280.86	6127.59	2044.85	4878.12	5407.3	3217.78	3259.28	6389.37	6434.9	4543.33	5021.5
K00263	0	0	0	40	0	13.5	0	0	0	0	0	0	10	84	0	38	4	0.33	2	1	0	190	0	3.67	297	0	2	0	1.67	0	0	0	0	17	0	0.33	0	0	0	0	12	0	0	0	2	2	8	194	0	0	2	1	0	1	0	0	3	5	1	0	0	0.33	0	0	0	19	0	0.67	0	0	0	0	26	0
K00264	4019.66	2437.33	3591.58	1627.88	2947.58	1946.83	4591.25	1972.58	3062.83	2486.66	2953.54	6057.17	2516.33	3353.67	2086.17	2377.33	3774.67	1620.7	2728.96	3584.75	2875.67	4219.16	3433.67	3961.92	2713.87	4313.09	4047.17	3182	3647.33	2337.13	3411.7	3720.26	2842.92	2468	4191.25	4345.66	3594.33	2937.67	2407.67	1529.84	3129.08	2919.41	3709.33	2871	3684.42	2671.09	1703.92	2933.42	2043	2588.5	3354.67	2805.08	4149.33	3886.24	3754.34	3178.75	1918.34	2896.33	2144.33	3368.32	3227.17	4438.17	3359.3	4829.34	4361.59	1329.5	3688.67	4966.83	2850.58	2595.58	2546.17	5357.5	2697.58	3829
K00265	4019.66	2437.33	3591.58	1627.88	2947.58	1946.83	4591.25	1972.58	3062.83	2486.66	2953.54	6057.17	2516.33	3353.67	2086.17	2377.33	3774.67	1620.7	2728.96	3584.75	2875.67	4219.16	3433.67	3961.92	2713.87	4313.09	4047.17	3182	3647.33	2337.13	3411.7	3720.26	2842.92	2468	4191.25	4345.66	3594.33	2937.67	2407.67	1529.84	3129.08	2919.41	3709.33	2871	3684.42	2671.09	1703.92	2933.42	2043	2588.5	3354.67	2805.08	4149.33	3886.24	3754.34	3178.75	1918.34	2896.33	2144.33	3368.32	3227.17	4438.17	3359.3	4829.34	4361.59	1329.5	3688.67	4966.83	2850.58	2595.58	2546.17	5357.5	2697.58	3829
K00266	4019.66	2437.33	3591.58	1627.88	2947.58	1946.83	4591.25	1972.58	3062.83	2486.66	2953.54	6057.17	2516.33	3353.67	2086.17	2377.33	3774.67	1620.7	2728.96	3584.75	2875.67	4219.16	3433.67	3961.92	2713.87	4313.09	4047.17	3182	3647.33	2337.13	3411.7	3720.26	2842.92	2468	4191.25	4345.66	3594.33	2937.67	2407.67	1529.84	3129.08	2919.41	3709.33	2871	3684.42	2671.09	1703.92	2933.42	2043	2588.5	3354.67	2805.08	4149.33	3886.24	3754.34	3178.75	1918.34	2896.33	2144.33	3368.32	3227.17	4438.17	3359.3	4829.34	4361.59	1329.5	3688.67	4966.83	2850.58	2595.58	2546.17	5357.5	2697.58	3829
K00271	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00273	88	17	16	10	48	5	22	11	41	14	29	58	20	14	11	47	27	10	8	70	12	147	62	70	6	75	230	12	16	5	34	56	10	11	89	37	43	122	29	32	17	186	160	6	44	19	70	25	10	179	59	41	71	0	0	20	12	14	148	52	19	84	91	56	50	33	81	19	13	19	35	55	8	30
K00274	0	250	30	19	0	213.5	72	0	0	0	1120	35	0	0	0	353	50	0.12	1	0	0	0	0	0	0	0	0	4	0	25	0	0	347.5	1	0	0	0	15	398	11	0	185	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393.59	0	0	0	0	0	0	0	0	1027	0	0	0
K00275	2	254	43.33	91	33.33	223.25	84	167.17	118	3	1127.83	155.67	4.33	1	6	541.5	138.5	63.45	26.67	170	48.67	12.33	35.67	32	0	95.67	0	8.67	193.5	49	14	13.67	347.5	16	505.67	7.33	0	92.67	398	41.67	71.33	204	2	2.5	70.67	5.67	69.67	61	89.5	207.33	25	24.33	7	11.33	2.25	0	14.67	11.67	147	2	35.5	395.59	48.67	194	0.67	17.67	89	17	0.33	17	1038.33	50.33	0.33	28
K00276	0	250	30	19	0	213.5	72	0	0	0	1120	35	0	0	0	353	50	0.12	1	0	0	0	0	0	0	0	0	4	0	25	0	0	347.5	1	0	0	0	15	398	11	0	185	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393.59	0	0	0	0	0	0	0	0	1027	0	0	0
K00278	1830.88	2576.33	3400.45	795.58	2747.26	2677.61	2803.85	1507.3	4019.18	1982.96	3679.11	3840.33	2578.39	1995.75	1827.17	3579.38	3285.62	1062.62	4007.79	984.92	2396.42	3539.56	1988.47	2984.78	1786.87	2249.89	2580.22	3226.65	3038.83	1958.28	2623.6	4210.44	1236.07	2396.85	2436.6	4082.66	3582.8	4389.69	3216	2181.81	2628.68	4166.93	1967.48	1947.1	2180.52	5006.6	2476.72	2458.44	3907.3	1764.03	3545.5	1735.33	4975.43	4003.64	4456.59	5248	978.14	4032.98	2526.53	3446.21	1640.97	4462.89	2944.85	2165.35	3525.09	1470.35	3037.62	1903.63	1997.61	2559.28	5285.37	4995.73	3684.83	2368.75
K00281	1369.71	2498.24	2769.45	576.08	2038.09	2590.11	1616.85	913.38	3190.51	1381.96	3369.86	1118.58	1822.97	1799.25	1883.67	3376.05	2776.62	980.95	3994.87	933.67	2235.09	3207.31	1851.47	1401.45	1572.58	2400.56	2411.97	2529.65	2831.42	1647.03	1177.6	2700.86	1284.07	1611.35	1883.35	2799.74	1918.3	4171.02	2814.58	2221.56	1905.93	3811.18	1785.48	621.02	1977.02	4803.85	2354.22	2506.19	3885.05	1147.53	3352.59	734.83	3899.93	3559.89	3813.59	4445.25	647.14	4064.23	2648.03	2613.71	1987.47	4120.72	1839.35	3431.02	2568.09	1197.35	2787.37	623.3	791.11	2740.11	5215.2	5282.9	2711.58	2030.42
