KO	output
K02418	124.3313499329
K02419	126.5265287946
K02420	850.5945627163
K02421	773.224139377
K02422	636.2613884188
K02423	77.6660907151
K02424	161.4767353566
K02426	190.734090059
K02427	392.274644067
K02428	8001.8269248053
K02429	248.8220858345
K02430	38.6025430866
K02431	94.4666498086
K02433	9027.6202940036
K02434	7739.9710738563
K02435	9483.0482373972
K02436	37.2385443085
K02437	8860.099584759
K02438	1790.2184918394
K02439	74.8655759874
K02440	293.4111331392
K02441	52.3957611462
K02443	73.034154033
K02444	343.6830251139
K02445	159.0166574709
K02446	171.6408651694
K02450	32.3526015709
K02451	35.172886494
K02452	150.4241356873
K02453	301.7354423363
K02454	1050.8858964635
K02455	238.0403057226
K02456	932.2350815232
K02457	146.6905927374
K02458	115.6313970777
K02459	205.3678883117
K02460	98.8760732542
K02461	124.068016751
K02462	118.7531769347
K02463	96.7725976487
K02466	127.8963493737
K02468	43.3311468791
K02469	6152.5533125204
K02470	6179.3976382218
K02471	268.0550091807
K02472	29.4981151144
K02473	56.6799359259
K02474	64.3915904833
K02475	47.8521904288
K02476	61.7490602961
K02477	29.5960996696
K02479	4674.6102260101
K02480	280.1387454786
K02481	73.6128874333
K02482	102.6192530568
K02483	9433.5229929493
K02484	2945.5884682827
K02487	133.9447951592
K02490	22.3800493364
K02492	5982.6061745635
K02493	7240.3062427696
K02494	298.6240027591
K02495	211.0739202164
K02496	202.1151130994
K02497	2978.294477135
K02498	224.542925307
K02499	6501.1860720857
K02500	10443.3911509598
K02501	8687.9877573524
K02502	373.1254400143
K02503	8291.3058321082
K02504	103.375170851
K02505	85.1817015625
K02506	95.0621710093
K02507	153.9359073691
K02508	38.3407158669
K02509	132.0921092681
K02510	224.4809997565
K02517	534.2570516451
K02518	15193.5141506666
K02519	9401.7457070409
K02520	9244.8149878692
K02521	156.0402461847
K02523	261.8336927513
K02525	75.1547265431
K02526	112.2419308057
K02527	345.501863835
K02528	7877.3316776413
K02529	8652.5271182987
K02530	4892.0824597195
K02533	202.2171248679
K02535	1189.1385813285
K02536	1284.4776940218
K02538	36.47948293
K02546	5044.0202630923
K02547	3460.9096854214
K02548	6747.1915711134
K02549	3401.6774749099
K02551	6782.8085156632
K02552	5437.6066611814
K02553	233.2079000236
K02554	62.2854002467
K02556	650.8765395035
K02557	413.5616052637
K02558	159.5335386104
K02560	37.512512167
K02562	48.6785357459
K02563	7640.5458708907
K02564	8446.1964392358
K02565	53.5786360871
K02566	308.6487337496
K02567	708.0621440511
K02568	708.3640329805
K02569	47.9773833017
K02570	157.249764772
K02571	2275
K02572	30.3348854252
K02573	614.286704052
K02574	518.9789739695
K02575	380.9404756595
K02584	81.8088318152
K02585	83.6352613694
K02586	138.732033749
K02587	74.871575902
K02588	97.4997864561
K02589	20.5022601156
K02590	28.5574996768
K02591	127.4482011766
K02592	31.6777741686
K02593	38.1057084879
K02594	63.7940895746
K02595	65.5801393038
K02596	56.0154683925
K02597	60.2219965187
K02598	55.4646818317
K02600	2097.8847505444
K02601	8512.6348408361
K02609	9.9218046712
K02610	55.4353170531
K02611	42.7152610837
K02612	36.8233098675
K02613	25.0780881613
K02614	195.7436899905
K02616	89.2041902255
K02619	272.0078256771
K02621	4975.6416754998
K02622	3736.0952350097
K02623	8.387906885
K02624	157.5532319618
K02628	63.4249669873
K02629	65.9641064638
K02630	61.1204907664
K02631	62.5649283455
K02632	71.7982981266
K02634	51.1601155201
K02635	182.0503527739
K02636	102.5750948203
K02637	69.8336778941
K02638	47.4509620819
K02639	295.7970691498
K02640	500
K02641	70.2794330126
K02643	90.9090909091
K02647	107.5999696244
K02650	1130.2222082449
K02651	200.6903300812
K02652	142.1656467329
K02653	309.0502807151
K02654	436.3676949765
K02655	166.3231893426
K02656	185.4252199097
K02657	231.9918941144
K02658	137.6521487186
K02659	167.5692191197
K02660	131.0726252425
K02662	138.9823776038
K02663	303.6216354158
K02664	107.62026994
K02665	78.7143538393
K02666	173.3256300824
K02667	59.5673758912
K02668	54.6019118042
K02669	189.3645803847
K02670	72.7796417716
K02671	21.5683337789
K02672	118.999233508
K02673	106.3879337981
K02674	73.8743025172
K02676	122.2766582851
K02679	40.1795626399
K02680	57.1977962621
K02681	76.3091028828
K02682	91.5778517177
K02686	327.9360549348
K02687	7909.7908631075
K02688	83.4706393336
K02689	93.0136224445
K02690	171.70608428
K02691	82.2537112011
K02692	52.5559721737
K02693	56.3986490923
K02694	103.1182463052
K02696	182.7088452088
K02697	2341.0960275344
K02698	115.9507083222
K02699	140.8486431317
K02703	184.8857670189
K02704	112.3573571054
K02705	225.865402456
K02706	155.1177996388
K02707	65.7768328718
K02709	170.5443441006
K02712	40.8163265306
K02713	100
K02715	15.1515151515
K02716	40.1737566656
K02717	55.0813256952
K02719	56.1932568586
K02720	125.1948691029
K02722	99.2063492063
K02723	100
K02724	143.9765211225
K02742	41.831983631
K02744	160.4470482712
K02745	35.1668044124
K02746	124.9920012451
K02747	99.5332980552
K02749	51.7389607354
K02750	51.7389607354
K02755	357.0325124301
K02756	357.0325124301
K02757	357.0325124301
K02759	260.8670677116
K02760	272.086328837
K02761	1048.6249452988
K02768	3030.7430613131
K02769	2943.2820690425
K02770	2978.6072836167
K02773	5438.9793565615
K02774	8365.0576550707
K02775	414.5330925455
K02777	7715.1534089266
K02778	25.4740651407
K02779	25.4740651407
K02781	278.0249706905
K02782	203.5047287876
K02783	449.2308571976
K02784	106.6376365673
K02786	2243.8106298687
K02787	2807.1529215348
K02788	2807.1529215348
K02790	852.1484518482
K02791	852.1484518482
K02793	437.0801784508
K02794	501.5533009965
K02795	701.5611706232
K02796	334.9286570782
K02798	11761.9901238256
K02799	3056.8625300727
K02800	3056.8625300727
K02803	155.6309470346
K02804	155.6309470346
K02805	76.5783723077
K02806	439.4102792633
K02808	217.9950867209
K02809	7106.8252195234
K02810	6863.9849357544
K02812	37.3014325134
K02813	66.2483555883
K02814	75.4836087215
K02815	39.8959239781
K02817	56.2711363929
K02818	112.0740336933
K02819	112.0740336933
K02821	7683.7854232462
K02822	601.8426381934
K02823	1532.6355797123
K02824	7313.1948020045
K02825	7034.1563834914
K02826	8485.9738548853
K02827	7347.8028382319
K02828	7305.815285109
K02829	9191.1945255115
K02834	9196.8666890942
K02835	7075.2257892109
K02836	6815.051728827
K02837	10335.0727553182
K02838	10662.4796486344
K02839	46.0226651631
K02841	158.1935539303
K02843	419.0604478759
K02847	107.8128404693
K02849	60.019862698
K02851	202.8581186315
K02852	28.7491158646
K02853	20.811443846
K02856	60.9688936503
K02858	186.3987643357
K02860	9537.07576172381
K02863	10472.5635156472
K02864	9928.3410427458
K02867	10743.5304067345
K02871	10632.5562465338
K02874	13777.8366408342
K02876	11454.3606405799
K02878	10994.0487457129
K02879	11396.6704771558
K02881	10567.8689556063
K02884	10951.5697042001
K02886	10360.7478775211
K02887	10135.8657954159
K02888	8031.4402051411
K02890	10312.6202347551
K02892	8704.7462617861
K02895	12132.846569766
K02897	9064.0081017024
K02899	11379.0049763315
K02902	14915.4534465015
K02904	14615.6308732169
K02906	10656.311160041
K02907	15062.4013497947
K02909	12338.0331785457
K02911	15070.9531097424
K02913	75275.8591139435
K02914	97767.3769951546
K02916	14460.5421319182
K02919	11219.4241251058
K02926	10555.9470231025
K02931	8824.2175303472
K02933	10468.4239205554
K02935	9922.3718721265
K02939	10071.9986648597
K02945	8328.3951833791
K02946	13804.0012249474
K02948	8449.534636598
K02950	9661.5450301753
K02952	10090.4688069874
K02954	25842.9947572547
K02956	12083.5121631982
K02959	11656.5171967823
K02961	10844.7724024671
K02963	11609.7589057554
K02965	12267.3573407158
K02967	5314.5942910499
K02968	11211.460431429
K02970	12337.5153703839
K02982	10260.1432876404
K02986	12756.5881937254
K02988	12021.6688862431
K02990	14407.0907221444
K02992	9962.79891519
K02994	11015.560468752
K02996	9590.9906205888
K03040	8848.3255858643
K03043	8210.3899101696
K03046	6169.4051878956
K03048	5785.8148670852
K03060	7257.4593930715
K03070	11610.2655068457
K03071	1987.761960229
K03072	2259.9304146569
K03073	7484.483124422
K03074	1085.8198210993
K03075	8720.8233183885
K03076	11892.0231348647
K03077	291.6155050119
K03078	478.5739108501
K03079	268.1040461021
K03086	8610.0393773632
K03087	353.6277889947
K03088	4269.9763333087
K03089	172.2536848401
K03090	207.9599101337
K03091	1261.791499403
K03092	359.3725813933
K03093	7.6191441344
K03095	7443.6799197938
K03098	187.0496957657
K03100	13134.9818688
K03101	6679.4729607928
K03106	7821.1180740733
K03110	671.1167259864
K03111	15364.7732025101
K03113	208.3338287387
K03116	9978.2230676921
K03117	1084.6244541081
K03118	922.0504353774
K03119	328.0914049021
K03147	2043.5027453585
K03148	93.3359321906
K03149	1850.2362006044
K03150	153.7342386409
K03151	5808.8364281102
K03152	505.8523913437
K03153	187.0668415295
K03154	1326.6244229437
K03168	9298.2577881932
K03169	7520.7719986858
K03177	10779.9214025412
K03179	1109.3278168501
K03181	300.7823276992
K03182	364.5903571847
K03183	7395.4446184824
K03184	20.7934304966
K03185	117.3468333103
K03186	898.3520419604
K03187	6871.3079689939
K03188	6047.0345617829
K03189	7479.8197356607
K03190	5943.059443002
K03192	116.1932146842
K03194	121.5065470478
K03195	78.6747900758
K03196	62.5870185902
K03198	37.260342315
K03199	49.3309601432
K03203	62.8819193168
K03204	46.7705195572
K03205	316.8099001377
K03208	36.9258364639
K03210	1662.9736693285
K03212	95.5984181645
K03214	184.7487189297
K03215	4258.3587006165
K03216	1436.6817326107
K03217	6979.7318770443
K03218	6429.7906745971
K03220	36.581721477
K03221	52.2915230242
K03222	26.7722913379
K03224	10.9366725667
K03225	36.3416686931
K03226	29.7955338304
K03227	113.9115820614
K03229	28.7792447458
K03230	131.5687119605
K03269	327.2733273538
K03270	551.0729457925
K03271	1624.7581744057
K03272	744.904957838
K03273	1036.6196488183
K03274	478.5964440489
K03281	178.1159937059
K03282	3317.0933166037
K03284	1301.8916517104
K03285	63.0479754754
K03286	549.8923033801
K03289	27.4804478694
K03292	163.4780641745
K03293	231.0900383277
K03294	3554.7246571169
K03296	302.5496296092
K03297	176.0334308564
K03298	55.8150590059
K03299	3247.0069062199
K03300	83.1244019901
K03303	2051.3488267467
K03304	27.0515167727
K03305	345.6002325166
K03306	1131.5326221419
K03307	7333.0725454951
K03308	7794.1773193342
K03310	11405.1289798889
K03311	6681.4020795473
K03312	173.6340089397
K03313	2980.1549471206
K03314	69.0865997217
K03315	5352.8179899111
K03316	329.9615999916
K03317	220.753537881
K03319	5076.4716819156
K03320	4283.6837369699
K03321	335.6318974711
K03322	7254.7234772468
K03324	4731.3767461421
K03325	172.4053624774
K03326	182.7950762976
K03327	681.0082304573
K03328	13210.9957555469
K03332	76.9822064628
K03333	220.5452877573
K03335	1932.6695742125
K03336	130.6664348966
K03337	101.8950237162
K03338	104.656246616
K03340	79.8403244572
K03342	637.6436189782
K03346	137.369773145
K03365	39.5400070544
K03366	5106.3338303252
K03367	6880.9941745417
K03381	58.965618734
K03385	232.0201433622
K03386	5419.7594613301
K03387	9161.0045711908
K03392	32.847973066
K03394	197.9649188678
K03399	99.1603098537
K03402	9864.0022176627
K03403	110.6192258168
K03404	88.653109456
K03405	154.4606626843
K03406	2331.1672896752
K03407	921.7648098787
K03408	1280.2877645233
K03409	48.8476611145
K03410	135.987784479
K03411	271.4725933495
K03412	1246.6314833931
K03413	1046.5429450408
K03414	67.3939132052
K03415	587.3992721606
K03416	27.2234043073
K03417	151.8783469096
K03424	5449.7893940027
K03426	196.8306783193
K03427	3238.6691746705
K03428	47.1012055249
K03429	5827.7614606655
K03430	194.4829142097
K03431	8027.9639065626
K03435	143.7383798914
K03436	292.8413656085
K03437	1616.2153284941
K03438	9471.29339964271
K03439	9395.76661357331
K03442	376.4456464037
K03445	47.8703862054
K03446	272.6520701262
K03449	297.4723613351
K03451	24.8921959775
K03453	6200.0472059554
K03455	853.5658143148
K03457	247.5386153723
K03458	1068.9277509529
K03462	115.1573521539
K03464	75.6928330761
K03465	1603.2209703311
K03466	5162.637581073
K03469	1052.4210983809
K03470	3505.2642211262
K03471	1544.9258198172
K03473	34.6968628225
K03474	791.7320464621
K03475	1536.2652968138
K03476	140.4996745608
K03477	30.4784350089
K03478	123.1399444504
K03480	4683.4484585777
K03481	45.6989820135
K03483	2420.7751296424
K03484	202.2665374986
K03485	86.6120604557
K03486	6084.946836888
K03488	284.1001789192
K03489	6550.5893279279
K03491	139.2932250062
K03492	33.8542642745
K03493	33.8156769595
K03495	7337.6403885677
K03496	1505.9788517241
K03497	1596.9726610238
K03498	1022.6903882493
K03499	1669.2564789117
K03500	4010.5235066874
K03501	8719.9211282539
K03502	1630.6281428824
K03503	25.43396334
K03516	25.313736813
K03517	465.7552989862
K03518	218.2345643734
K03519	104.3958833938
K03520	68.8095509612
K03521	553.5221622549
K03522	2429.0049802704
K03523	521.0763944506
K03524	1186.8244291295
K03525	2356.6256763502
K03526	1173.3547271819
K03527	1344.7550408848
K03528	74.2716803399
K03529	3386.5304255103
K03530	7601.6951377934
K03531	6791.956659163
K03532	162.4690679382
K03533	102.8713787577
K03534	210.6292889956
K03535	58.8130053699
K03536	9360.7555068146
K03543	255.3903538756
K03544	8918.8752960493
K03545	6356.2823345466
K03546	1864.0089832375
K03547	5614.7705746324
K03548	75.2076071174
K03549	268.3158366399
K03550	9247.2911359629
K03551	8970.1677102513
K03553	8623.7431686416
K03554	315.3730109088
K03555	9416.3862060181
K03556	167.627142794
K03557	259.2841061739
K03558	988.3731769543
K03559	1210.9910987619
K03560	229.7194365672
K03561	1280.9090445565
K03562	210.7438745777
K03563	1210.5686160789
K03564	1521.736254133
K03565	8303.4294033383
K03566	285.4807190931
K03568	401.7935642015
K03569	1817.9934040078
K03570	1117.467922214
K03571	376.3865656952
K03572	3127.12436927
K03573	109.5409612029
K03574	17998.4121530215
K03575	658.0967262876
K03576	331.7239562891
K03577	17.5364347307
K03578	220.1204626989
K03579	77.5939136371
K03580	45.8888816836
K03581	342.3315035385
K03582	1920.444147338
K03583	114.8348865241
K03584	7657.8694327801
K03585	415.100046779
K03586	357.0106635263
K03587	426.2810601212
K03588	2013.4771661553
K03589	5947.2448220738
K03590	4732.5435110177
K03591	39.3051465119
K03592	261.7861998576
K03593	375.1531863598
K03594	356.8581570634
K03595	9081.162592971
K03596	9385.1855631173
K03597	126.6462112404
K03598	126.5895744879
K03599	112.5089038935
K03600	244.4526775403
K03601	9020.6119756294
K03602	12339.5013860288
K03603	124.1237407364
K03604	65.2278257488
K03605	63.7938409575
K03606	192.4866642007
K03607	173.4352512009
K03608	335.0266777353
K03609	319.5294455608
K03610	450.2017402626
K03611	777.2311935329
K03612	1567.121235073
K03613	1204.0960113271
K03614	1408.5035221353
K03615	321.0472840514
K03616	430.4250712563
K03617	289.330570913
K03618	20.3236622803
K03619	40.3892563095
K03620	414.3560710337
K03621	8079.0873547714
K03623	98.3000448461
K03624	11164.7069370943
K03625	12013.268199468
K03628	1920.7710416442
K03629	12291.4852582958
K03630	5723.409608747
K03631	1611.5025988287
K03632	46.4109812129
K03633	80.0576887871
K03634	932.1959213795
K03635	8308.9969194201
K03636	8913.7358023271
K03637	8026.5503241986
K03638	6793.7827152289
K03639	11050.4941426793
K03640	300.4586078664
K03641	624.0475161291
K03642	1336.8416968417
K03643	270.8525127217
K03644	6525.1929657654
K03645	99.145018837
K03646	124.0320732096
K03647	6398.5539988677
K03648	9287.8410303067
K03649	82.3491144234
K03650	10141.9588807588
K03651	217.8899096088
K03652	7292.3035076532
K03653	168.766256481
K03654	677.6148174357
K03655	6974.5751305404
K03656	216.8290840031
K03657	7162.3790880844
K03658	25.237075836
K03664	9287.7126863888
K03665	567.5503461282
K03666	737.5534562412
K03667	7840.7664802205
K03668	19.3221725597
K03669	34.9011414261
K03670	72.4236154395
K03671	11614.0885921432
K03672	119.511511651
K03673	749.1488488328
K03674	206.1982613999
K03676	326.8206892986
K03683	105.6608359022
K03684	165.3592919242
K03685	7908.5900751915
K03686	9325.6913818456
K03687	9095.6190121073
K03688	351.566298883
K03690	134.4397837674
K03693	159.4178152712
K03694	469.752865894
K03695	11175.4437527914
K03696	4072.9044100854
K03697	69.4833863109
K03698	140.18839537
K03699	336.4954471578
K03700	7528.4052451897
K03701	6159.3390897925
K03702	7761.4720541149
K03703	10109.8781743188
K03704	22363.4231163604
K03705	6097.8626416203
K03706	6251.3641023095
K03707	5477.1626862631
K03708	7993.2388321079
K03709	6799.1568872527
K03710	941.7139700974
K03711	3482.1289590489
K03713	239.2577764723
K03716	120.2002798365
K03717	78.9733216577
K03718	166.216560799
K03719	474.6163683235
K03720	189.9361374316
K03721	118.4240829641
K03722	4507.6816564686
K03723	10886.9915325467
K03724	161.2738764661
K03727	1799.9550902232
K03732	114.1721155609
K03733	513.1004075875
K03734	1855.7609148992
K03735	226.3175397315
K03736	144.57570966
K03737	302.3248309413
K03738	114.7141506733
K03739	222.1041314494
K03740	4151.122213936
K03741	3047.9429393499
K03742	1431.5560379507
K03743	2060.9753578864
K03744	548.5428474294
K03745	293.482310856
K03746	968.4882441013
K03747	95.6069165185
K03748	149.5499356258
K03749	117.3601050666
K03750	7117.5977046146
K03752	2748.7891762566
K03753	9412.160256259
K03756	27.564584433
K03758	102.9614172354
K03760	237.6523397583
K03761	26.5960657376
K03762	1509.6404841481
K03763	3938.2361168614
K03764	169.0240326587
K03767	356.8731177694
K03768	8301.6541044817
K03769	1456.1365160966
K03770	394.7934285015
K03771	240.8821430262
K03772	475.0914428042
K03773	133.7504809774
K03774	132.3643050862
K03775	460.161850594
K03776	167.2579074779
K03777	1972.8377798579
K03778	7083.7069434709
K03781	10435.3705854552
K03782	154.2440075148
K03783	118.0970507779
K03784	8396.5787957831
K03785	7342.1231210691
K03786	1285.2190224187
K03787	1203.5233450219
K03788	46.2001094032
K03789	1113.3193543279
K03790	65.2288673693
K03791	60.1217718241
K03795	116.5832393487
K03796	678.3758207009
K03797	2794.7556428118
K03798	1108.7653542966
K03799	741.6273216649
K03800	18052.3354958448
K03801	480.1447465738
K03802	407.0002347279
K03803	84.0724926141
K03804	124.3899437289
K03805	31.0881815318
K03806	159.1329900484
K03808	133.4359485555
K03809	270.2455195193
K03810	14.7337227185
K03811	303.446299758
K03813	105.0655963591
K03814	274.5948993211
K03816	5737.0453218529
K03817	47.8411796709
K03818	30.152425121
K03819	39.1178601526
K03820	701.9450152317
K03821	208.3764131229
K03823	469.646888777
K03824	128.6184543291
K03826	43.6641603267
K03827	165.0364844682
K03828	78.8843588063
K03829	55.5665688088
K03830	158.064696817
K03831	278.5727396918
K03832	1304.979718322
K03833	209.7898263626
K03834	158.1843558449
K03835	23.9122870272
K03837	173.7930973502
K03839	1100.7036667322
K03841	1197.7839985273
K03855	28.3041413574
K03856	230.0436607735
K03862	5.8205980312
K03863	37.0832480528
K03867	60.7653838348
K03885	7245.0303658908
K03889	28.7987692457
K03890	40.9251964611
K03891	52.9215022683
K03892	3616.0010508368
K03893	2522.0568336449
K03897	48.3791200011
K03919	105.3483204287
K03923	34.9412354083
K03924	371.2801350861
K03925	1707.3072355003
K03926	132.4122494137
K03928	6302.9011486181
K03929	465.2352369221
K03932	100.1067450768
K03933	58.6406397985
K03969	163.9583586733
K03972	112.3909801827
K03975	200.7125690352
K03976	188.1591008301
K03977	8136.5137353317
K03978	5939.2826112049
K03979	6776.9800088708
K03980	1035.5004203952
K03981	813.4241700104
K04013	81.4984060365
K04014	71.7014831205
K04015	51.0987548182
K04016	58.2649107688
K04017	43.6111827067
K04018	28.6807779788
K04019	150.2691518369
K04023	173.4749226495
K04024	1714.0977133366
K04026	58.4475477546
K04028	32.6786606697
K04029	60.638445956
K04030	59.7856042692
K04031	76.8167715943
K04032	43.3957451952
K04033	99.1064270564
K04035	69.4561904834
K04037	72.9037152276
K04038	60.324617603
K04039	46.4096734324
K04040	45.4236052796
K04041	7423.037879369
K04042	8846.4546525131
K04043	8031.0227868844
K04044	261.0439676212
K04045	25.7185532646
K04046	129.9411651282
K04047	1441.645268615
K04054	17.5531041046
K04061	109.4523694614
K04062	201.0986910729
K04063	77.6275079249
K04065	34.2551264704
K04066	8966.8563576274
K04067	50.0231493536
K04068	7152.2355702844
K04069	6382.7799119008
K04070	31.2965982092
K04072	127.5892984787
K04073	178.4115646463
K04074	212.2959329222
K04075	7119.9015837395
K04077	6860.6052977493
K04078	10249.6173357131
K04079	1067.3400068365
K04082	315.9699374054
K04083	8338.1055607648
K04084	833.7801007851
K04085	79.8482091736
K04086	5770.8922261657
K04087	187.405040609
K04088	169.1006499229
K04090	180.0667748271
K04091	202.2191669448
K04093	87.5386514177
K04094	4683.1821973136
K04095	321.6848727745
K04096	4272.4201058214
K04098	21.0364894298
K04099	37.5985858197
K04110	17.0932924867
K04117	17.5026893792
K04118	71.9450778246
K04334	67.0476319415
K04343	65.1220108279
K04477	80.4499228552
K04478	3776.1766451634
K04485	1622.4545984301
K04486	324.230836427
K04487	7168.1521067501
K04488	715.2218451216
K04516	73.9500275747
K04517	7414.5809268038
K04518	1305.4606199608
K04561	212.523954547
K04562	705.2325001742
K04564	11535.0157628906
K04565	447.1755855451
K04566	29.4284614635
K04567	7972.5843167946
K04568	85.6365915845
K04651	668.7300319325
K04652	165.7398217658
K04653	313.990738612
K04654	686.6678281788
K04655	190.8377433204
K04656	169.7534965165
K04691	70.6908097401
K04719	85.2963221825
K04720	140.1180591822
K04744	359.899104266
K04748	29.8825104192
K04749	8055.4938333174
K04750	7147.6821367394
K04751	424.1257695511
K04752	226.4444841994
K04753	401.432034628
K04754	1068.9147026637
K04755	418.7789213145
K04756	37.5531126582
K04757	6733.7451836523
K04758	1182.8713485086
K04759	6192.901907437
K04760	308.602455686
K04761	387.1860743345
K04762	296.8052882945
K04763	13238.6407744458
K04764	306.2085251984
K04765	67.5437463707
K04766	73.0687258183
K04767	108.1082946627
K04768	6912.4066843735
K04769	16.762414405
K04770	82.9055750007
K04771	280.2543702362
K04772	67.8675425186
K04773	529.1347176886
K04774	80.4499853631
K04775	54.8299926564
K04781	50.9780526946
K04782	101.2719831985
K04835	16.8841787011
K04844	47.3512335807
K04940	6396.2696934255
K05020	1374.1167147991
K05275	49.3657191748
K05303	33.3619047971
K05306	89.759817262
K05311	174.0628401087
K05337	176.8595253941
K05338	6807.8831922018
K05339	7497.1665099196
K05340	6695.6367230131
K05343	147.2582886337
K05346	26.8839279342
K05349	322.5982429901
K05350	207.4861596436
K05351	41.7079650557
K05352	6942.6683310277
K05356	63.7818883078
K05358	24.4303653069
K05362	6099.5124239315
K05363	164.5883491324
K05364	61.4883890411
K05365	47.9212130951
K05366	962.3907002675
K05367	303.3187026705
K05371	50.7936886069
K05375	284.6820006616
K05396	56.5131288276
K05501	122.456262527
K05515	480.8284001668
K05516	228.8713198091
K05520	5811.489410638
K05522	39.2100497652
K05523	6435.0873474318
K05524	156.5464956236
K05526	51.6394053168
K05527	169.1165128904
K05539	273.9498569298
K05540	253.6919298628
K05541	165.6290603369
K05548	144.4762041839
K05549	48.0335349198
K05550	145.9003244883
K05559	50.5044046907
K05560	51.2219360767
K05561	55.5446444836
K05562	34.6303206991
K05563	18.3482581898
K05564	35.2747684278
K05565	867.3909227574
K05566	13074.0491243179
K05567	12838.255558453
K05568	4513.2190726931
K05569	12529.151071904
K05570	11491.2108279456
K05571	11368.1882466925
K05572	55.272479345
K05573	51.2391521905
K05574	21.1935811202
K05575	266.3604651546
K05576	45.4084624283
K05577	6202.2615327638
K05578	47.1685418645
K05579	56.5072693256
K05580	52.9646552105
K05581	59.9214973934
K05582	59.0312523456
K05583	34.6622500887
K05584	32.58351031
K05585	61.0975942458
K05586	37.404958353
K05587	45.1732425171
K05588	62.5507386525
K05589	404.8014086076
K05590	54.1252795511
K05591	157.741492531
K05592	8619.1139540994
K05593	234.4998563511
K05595	470.2369484734
K05596	246.1709606225
K05597	49.6726724983
K05601	1266.3205915907
K05602	35.4815073329
K05603	85.8679062365
K05606	119.7990165689
K05685	571.5203206291
K05710	31.9998115343
K05712	179.8905956409
K05713	46.9724801412
K05714	17.5672170469
K05770	190.702497221
K05772	631.0539792373
K05773	462.4639161895
K05774	28.204134277
K05775	41.38034082
K05776	41.5892683518
K05780	18.2759174573
K05781	36.9013042937
K05782	165.2498851134
K05783	100.0089534711
K05784	51.0044187813
K05786	401.6389049494
K05787	208.1253475203
K05788	255.8429121588
K05790	36.5968033579
K05794	87.8664441009
K05795	63.7968286991
K05796	44.3418421133
K05799	362.742900766
K05800	66.0930294732
K05801	472.8398007856
K05802	101.8870645633
K05803	86.5116984145
K05805	123.7267724411
K05807	984.5358643432
K05808	629.2847391379
K05809	128.9869884936
K05810	6641.3438548459
K05813	79.5896187248
K05814	138.9661125144
K05815	160.3208367049
K05816	139.5146325864
K05818	14.7995839368
K05820	107.2224952756
K05822	4480.1410332179
K05823	112.3715474131
K05825	185.6685441014
K05832	423.9176553927
K05833	192.1598695063
K05834	32.8193631786
K05835	64.2809216192
K05836	122.2502766559
K05837	1134.5907238175
K05838	229.2712381402
K05841	70.7819951275
K05844	121.4422508346
K05845	389.1785878908
K05846	7510.9576791621
K05847	450.2232233663
K05851	35.3936255879
K05874	247.0724861159
K05875	18.8400229872
K05878	270.0373278697
K05879	366.2428379131
K05881	243.3816857542
K05895	151.6347264682
K05896	4781.6026590437
K05910	46.7027354831
K05916	159.3307412764
K05919	28.1242220842
K05921	132.2067501973
K05922	629.60041526
K05927	763.6954450257
K05928	43.8016557451
K05934	117.5283351615
K05936	225.3358732205
K05937	27.753202061
K05939	164.2093442305
K05946	7018.329952647
K05952	200.205802208
K05964	76.0646263269
K05966	39.4955109756
K05970	70.326884052
K05973	85.6368332105
K05979	102.9358570667
K05982	119.0200111862
K05985	5987.5566072831
K05989	21.9363758737
K05994	51.8163541189
K05995	1579.5294785518
K05998	46.7398143276
K05999	39.8307654989
K06001	1736.6352891077
K06006	38.9670090866
K06012	27.5742187935
K06013	390.7091422322
K06015	145.3388497203
K06016	507.102149749
K06019	1859.2937286008
K06020	62.2330178839
K06023	7656.189535412
K06024	3477.6781558189
K06039	89.2459495013
K06041	1263.032150806
K06042	355.5620036452
K06044	119.468000616
K06045	60.6289440871
K06048	158.5026222843
K06075	76.5960573778
K06076	405.4035964793
K06077	219.5498110083
K06113	48.3545031316
K06117	80.3513885945
K06118	85.6374497231
K06131	10338.3798919084
K06132	121.1611799635
K06133	243.6741105068
K06134	133.2284919152
K06136	51.186708617
K06137	85.7180413416
K06138	56.6351732889
K06139	65.352499349
K06140	169.0892474848
K06142	557.6941947132
K06143	104.7917957904
K06145	179.1842307473
K06147	9506.909995424
K06148	1851.8068686166
K06149	126.9324303823
K06151	63.756402095
K06152	661.9220079645
K06153	8400.7991576735
K06156	41.6103332165
K06158	448.5884379729
K06159	73.0858768911
K06160	123.0782284312
K06162	19.8134475776
K06165	40.5755145305
K06167	94.556801219
K06168	7186.7820027663
K06169	36.7653390545
K06173	8005.3398772312
K06175	48.1008577195
K06176	655.6806401366
K06177	500.7224892848
K06178	3954.7259492757
K06179	1427.9089878132
K06180	3612.4187653475
K06181	285.9290258365
K06182	238.4022657053
K06183	621.9673398752
K06186	282.1806731656
K06187	10842.7685148194
K06188	323.4904488142
K06189	130.4167585942
K06190	359.2532078432
K06191	546.4784749135
K06192	116.8644909574
K06193	912.4700097724
K06194	321.906938775
K06195	153.1102537707
K06196	265.029876746
K06197	128.0348664424
K06199	16033.6870224578
K06200	452.893014991
K06201	369.5429245963
K06202	436.7678573756
K06203	96.6352592746
K06204	906.0587014259
K06205	99.918703175
K06206	228.6086871211
K06207	7582.3786774322
K06208	98.7930792704
K06209	7254.355716372
K06211	137.3652439678
K06212	28.3412660783
K06213	410.5564225042
