KO	output
K00849	2963.197699
K00850	6978.932548
K00851	2751.252142
K00852	8315.658809
K00853	5314.237452
K00854	2244.976296
K00855	72.0819606
K00856	146.8682322
K00857	8010.358639
K00858	12126.28015
K00859	8860.104855
K00860	415.4993781
K00863	633.2560568
K00864	6058.276556
K00865	2277.621421
K00867	2953.323577
K00868	9683.947865
K00869	6168.547184
K00872	5321.875529
K00873	8388.409596
K00874	505.1454855
K00875	73.21219456
K00876	6601.679983
K00878	5920.630141
K00880	67.58206736
K00881	14.27607319
K00882	2814.06964
K00883	28.16886351
K00886	2165.732584
K00887	97.92070506
K00891	7621.53575
K00895	129.3958311
K00897	30.61239582
K00899	175.1245478
K00901	538.4617075
K00906	140.5036092
K00912	564.1019982
K00917	3503.419726
K00919	8340.479714
K00925	8681.18411
K00926	10296.47581
K00927	10151.63122
K00928	6466.173697
K00929	165.6388363
K00930	12483.99624
K00931	4071.119287
K00936	202.4922623
K00937	745.863396
K00938	930.8100875
K00939	10226.29178
K00940	9574.69857
K00941	6622.342869
K00942	9605.786326
K00943	9083.465025
K00945	8955.621502
K00946	2808.086099
K00947	12.14651341
K00948	9196.477902
K00949	5119.585782
K00950	2846.547857
K00951	9336.764522
K00952	16.67805642
K00954	9772.408967
K00955	104.0352807
K00956	2172.697111
K00957	2134.200382
K00958	525.0532852
K00962	9392.176812
K00963	10514.33173
K00965	1905.408748
K00966	846.3820672
K00969	8750.786752
K00970	1921.068188
K00971	346.9574056
K00973	3717.43269
K00974	4215.216794
K00975	4212.986944
K00978	344.139386
K00979	600.4272308
K00980	3745.168244
K00981	9957.280663
K00982	2213.435248
K00983	102.042776
K00984	31.84227574
K00989	3200.981359
K00990	2149.324959
K00991	2631.511079
K00992	245.659897
K00995	9322.611299
K00997	6950.090409
K00998	20.5530814
K01000	9808.120512
K01002	76.9231152
K01003	28.18976801
K01004	206.0384552
K01006	318.489019
K01007	939.5052289
K01008	466.2376041
K01011	6745.754732
K01012	6989.705121
K01023	53.32291279
K01026	81.81776111
K01027	71.88841416
K01028	2372.883091
K01029	2596.874376
K01034	147.0337286
K01035	151.010807
K01039	60.26447234
K01042	228.9418508
K01046	9232.808089
K01048	178.5971111
K01051	58.43811908
K01053	40.64649167
K01055	2248.589915
K01056	11300.18297
K01057	2686.635902
K01058	176.6076302
K01060	72.05017947
K01061	284.6532532
K01066	746.7816887
K01069	3885.855368
K01070	187.7924116
K01071	260.7281688
K01073	91.08787986
K01077	2542.017881
K01079	1478.843116
K01081	509.3227192
K01082	2733.396416
K01083	56.99197485
K01085	27.45433856
K01087	1825.677059
K01089	118.2125759
K01090	172.8900853
K01091	1616.302792
K01092	2400.137633
K01095	220.5097942
K01096	2.008436306
K01101	534.6329704
K01104	15421.74025
K01113	1306.954158
K01114	2035.613709
K01115	82.31091481
K01118	3167.008805
K01119	316.5172103
K01120	20.81192284
K01126	8861.64156
K01129	3149.245506
K01130	127.3186092
K01133	66.25072104
K01139	1110.951842
K01141	197.9040255
K01142	4448.305282
K01144	170.3910016
K01146	40.9869767
K01147	85.52352494
K01151	5938.099379
K01153	3826.539643
K01154	1977.725357
K01155	81.82258894
K01156	374.914928
K01159	2657.385806
K01160	42.92320856
K01163	94.76901284
K01166	158.7654688
K01167	23.76987585
K01173	190.8232656
K01174	5935.92962
K01176	896.4676202
K01179	806.155811
K01181	286.7118537
K01182	85.06878656
K01183	90.39784003
K01185	497.936649
K01186	391.2165324
K01187	1377.279056
K01190	488.7250149
K01191	143.7283676
K01192	101.5628176
K01193	2872.341484
K01194	101.8796845
K01195	151.3763998
K01197	65.71297275
K01198	234.9648188
K01200	152.9991207
K01201	238.0243284
K01206	302.3499686
K01207	1762.218797
K01208	90.41531789
K01209	157.92237
K01214	953.0689961
K01215	163.8412684
K01218	169.8176676
K01220	3450.168142
K01222	180.25036
K01223	1750.292533
K01224	48.66007995
K01226	267.0763798
K01227	26.58334516
K01232	110.8570818
K01233	118.0061363
K01235	42.56828569
K01236	1128.823799
K01239	2257.448413
K01241	413.4987952
K01243	5836.87096
K01246	3960.144146
K01247	198.8267551
K01250	55.53134309
K01251	2763.909025
K01252	98.68296536
K01255	3520.49139
K01256	2552.226799
K01258	4178.326814
K01259	966.4176094
K01261	5519.211807
K01262	1287.062376
K01265	8123.781434
K01266	50.89103822
K01267	1688.876015
K01270	261.4704395
K01271	5701.060867
K01273	326.9948425
K01277	15.8936794
K01278	257.8394531
K01281	238.1543008
K01284	2097.730842
K01286	303.9834954
K01295	244.238367
K01297	380.1166372
K01299	200.1720314
K01301	99.91564588
K01304	5702.173263
K01305	70.194256
K01308	23.3400283
K01318	12420.56313
K01322	484.0648272
K01337	98.77249697
K01338	835.282662
K01347	3.574281144
K01354	1070.717477
K01356	9976.523607
K01358	15150.75876
K01361	113.2880607
K01372	1379.71957
K01387	60.92603223
K01390	19.6855982
K01392	16.21473467
K01399	66.3032519
K01406	60.65286181
K01409	8792.135258
K01414	113.3597837
K01419	6318.648766
K01420	696.7974204
K01421	2969.266417
K01423	104.303292
K01424	1241.084069
K01425	2371.100426
K01426	1285.456803
K01427	16.42358747
K01428	7723.113455
K01429	8770.035124
K01430	8394.521399
K01431	12.80749331
K01432	23.28834471
K01433	1206.137016
K01434	255.1052774
K01436	1850.439223
K01438	409.3833731
K01439	11365.11259
K01442	297.2244685
K01443	4952.944251
K01444	100.1031229
K01447	258.5912416
K01448	8270.060441
K01449	341.3652965
K01455	114.7989342
K01457	81.12559433
K01458	15.83546708
K01462	18190.81937
K01463	277.9015763
K01464	362.2788762
K01465	8220.914293
K01466	686.9565803
K01467	189.5815613
K01468	5934.462169
K01469	20.38735904
K01470	793.3541523
K01473	58.28526122
K01474	109.135011
K01476	3458.902064
K01477	681.287801
K01478	2585.543805
K01479	4479.044913
K01480	610.2176058
K01481	23.59714767
K01482	78.01698697
K01483	211.8198685
K01484	120.7222125
K01485	742.7390689
K01486	550.0182294
K01487	759.0722823
K01488	1402.00565
K01489	2834.438101
K01491	9713.314079
K01493	797.3504724
K01494	3022.894783
K01495	3065.133617
K01496	2702.424145
K01497	291.7978051
K01499	25.70074986
K01501	123.4272314
K01505	131.0431007
K01507	2420.438171
K01512	9848.182179
K01515	8599.337719
K01520	4622.463415
K01521	15.64882364
K01523	3510.700627
K01524	3910.979354
K01525	219.6253624
K01531	554.2834258
K01533	1215.340284
K01534	1035.028614
K01537	1260.727808
K01539	50.40758143
K01545	4954.024204
K01546	8362.579046
K01547	6860.812506
K01548	9993.566911
K01551	235.7657778
K01555	126.7932942
K01556	273.5077563
K01560	394.0273387
K01561	80.44356937
K01567	194.5572416
K01569	46.45108806
K01571	118.3905528
K01572	152.0166718
K01574	71.83950609
K01575	6702.836655
K01576	105.0612343
K01577	27.66039843
K01578	97.42892182
K01579	9180.300554
K01580	861.8380824
K01581	185.8412927
K01582	6.508066359
K01583	19.7843005
K01584	199.2703992
K01585	407.2377386
K01586	9909.245024
K01588	8229.921771
K01589	6377.375434
K01590	14.99800601
K01591	9122.907774
K01593	96.56219062
K01595	3508.15881
K01596	2680.083565
K01597	1035.862415
K01598	57.66028053
K01599	8008.266776
K01601	251.2410382
K01607	1801.845715
K01608	29.69815846
K01609	5067.837665
K01610	4748.297738
K01611	334.8733269
K01612	35.46148498
K01613	821.5163131
K01616	757.7737948
K01617	119.566167
K01619	6079.492913
K01620	3634.873346
K01621	337.5949953
K01623	6347.254057
K01624	10961.47873
K01625	621.6858672
K01626	4430.999935
K01627	552.3550423
K01628	374.0474566
K01629	69.21435923
K01631	21.20461566
K01633	8136.803003
K01635	4312.28235
K01637	1932.800215
K01638	1975.173758
K01639	5703.108941
K01640	513.9387551
K01641	842.3081819
K01643	51.86416381
K01644	1726.569147
K01646	76.36112499
K01647	8413.861892
K01649	4847.041812
K01652	2815.224829
K01653	3455.73918
K01654	170.6422546
K01657	3319.16258
K01658	2703.831073
K01659	3499.197343
K01661	9099.209671
K01662	3516.563684
K01664	5094.815059
K01665	4964.571485
K01666	102.8710435
K01667	127.4247335
K01669	7143.97437
K01673	3004.119625
K01674	112.9732072
K01676	199.498478
K01677	18.09551873
K01678	58.42988987
K01679	6549.54162
K01681	6980.292524
K01682	176.6134747
K01684	63.07262825
K01685	114.5161314
K01686	628.8219271
K01687	9771.338874
K01689	9370.76981
K01690	245.3051737
K01692	1595.14849
K01693	5968.703458
K01695	5644.352424
K01696	6518.135542
K01697	121.6545214
K01698	5860.661044
K01699	51.33096513
K01703	6957.014505
K01704	8536.498362
K01707	908.1935798
K01709	122.7714194
K01710	3312.234349
K01711	201.3337933
K01712	2404.419098
K01713	77.18696915
K01714	10926.14834
K01715	279.8187011
K01716	305.0183844
K01719	1243.845785
K01720	2775.66089
K01724	1747.27774
K01725	115.1814868
K01727	1152.719974
K01728	66.77943145
K01729	59.10561075
K01732	38.43415497
K01733	2570.278847
K01734	252.1826144
K01735	6884.588966
K01736	9065.504417
K01737	6201.640157
K01738	9740.833332
K01739	2216.205565
K01740	3051.692972
K01744	3657.12781
K01745	4641.29529
K01749	7796.58492
K01750	280.9311163
K01751	53.64090087
K01752	3730.26665
K01753	344.4688395
K01754	13229.42244
K01755	8523.76628
K01756	6979.316271
K01758	10.66344228
K01759	2106.66147
K01760	452.0534271
K01761	135.916848
K01766	110.2346888
K01768	3499.566447
K01770	2446.234506
K01771	4961.914608
K01772	9368.585363
K01775	11489.29848
K01776	7906.217572
K01777	160.185637
K01778	3593.482856
K01779	772.7271538
K01782	786.6738269
K01783	3043.832611
K01784	8172.484485
K01785	1722.904782
K01787	65.01856038
K01788	7109.471328
K01790	3332.665458
K01791	852.40011
K01792	441.2888803
K01795	79.65134215
K01796	64.94603038
K01799	69.87579823
K01800	89.59018302
K01801	9.646897407
K01802	1010.485001
K01803	9514.802698
K01804	158.5062005
K01805	347.6843784
K01807	5564.279497
K01808	1230.252216
K01809	1468.174647
K01810	10839.94311
K01811	52.16636934
K01812	639.4656951
K01813	79.99565723
K01814	7705.169003
K01815	152.1999873
K01816	514.3517902
K01817	6475.202659
K01818	62.357199
K01819	13600.11118
K01821	11143.4319
K01823	8559.176757
K01825	183.8199477
K01826	65.71827962
K01834	15247.64431
K01835	6256.281326
K01838	168.5445069
K01839	6218.026295
K01840	3721.421525
K01841	36.49752559
K01843	123.5200853
K01845	11969.95338
K01847	2448.504551
K01851	31.38789888
K01854	2039.359787
K01856	93.06671185
K01857	179.8500956
K01858	1806.434132
K01866	10327.50591
K01867	8835.21293
K01868	10565.61402
K01869	5695.153893
K01870	4257.797125
K01872	10596.92772
K01873	6422.178601
K01874	8449.144952
K01875	8195.420243
K01876	9253.823357
K01878	1058.201868
K01879	1151.864577
K01880	5802.302869
K01881	9641.417847
K01883	6243.239904
K01884	48.35278126
K01885	4451.608348
K01886	431.1271214
K01887	10245.04436
K01889	10094.78315
K01890	9182.12638
K01892	8091.91378
K01893	7156.169271
K01894	335.7056326
K01895	1075.325614
K01897	6278.607449
K01902	7839.401631
K01903	7469.737054
K01906	5756.124116
K01907	1001.642143
K01908	274.1078939
K01910	72.89471387
K01911	6112.710123
K01912	1636.556524
K01914	617.993083
K01915	11329.3183
K01916	7329.007648
K01918	12466.75547
K01919	556.653417
K01920	338.2599742
K01921	8653.105869
K01923	7434.791455
K01924	8709.275409
K01925	6799.637733
K01926	5997.828344
K01928	2563.557274
K01929	3310.666822
K01932	52.66659356
K01933	8767.422126
K01934	3361.639657
K01935	6083.438072
K01937	9563.981395
K01938	6798.123204
K01939	8591.108619
K01940	9262.383814
K01941	59.13904342
K01945	6331.504051
K01947	47.80653522
K01949	15.32041326
K01950	827.9498406
K01951	10597.29525
K01952	18384.1963
K01953	1536.431508
K01955	8441.568719
K01956	10189.53528
K01958	1847.639012
K01959	77.42969652
K01961	1118.701863
K01962	8229.730786
K01963	9460.044477
K01965	106.9555403
K01966	1272.834627
K01968	133.7614041
K01969	819.4555356
K01971	730.6483003
K01972	8872.228164
K01974	12.19120712
K01975	1361.488352
K01989	1554.221779
K01990	39356.77869
K01991	713.6907388
K01992	30652.3005
K01993	491.2133738
K01994	302.2900763
K01995	1146.543409
K01996	1340.450513
K01997	1431.089656
K01998	1159.48199
K01999	1356.302235
K02000	1177.232451
K02001	976.6186729
K02002	1472.868771
K02003	11164.08957
K02004	8788.356337
K02005	2452.552837
K02006	370.6233424
K02007	524.8663649
K02008	450.813534
K02009	364.2153267
K02010	2994.038331
K02011	1672.714721
K02012	7946.259751
K02013	20128.93871
K02014	2474.84647
K02015	35047.71922
K02016	46670.20858
K02017	401.4437548
K02018	6552.370463
K02019	189.6359952
K02020	1445.273221
K02021	1747.409331
K02022	27.26761568
K02024	79.57841194
K02025	3811.775173
K02026	2337.410976
K02027	3029.316965
K02028	3526.256517
K02029	4077.219379
K02030	4893.039548
K02031	13094.19876
K02032	9074.561828
K02033	12562.13514
K02034	13329.19711
K02035	8352.099664
K02036	7956.385816
K02037	1606.382377
K02038	2408.042771
K02039	3870.199001
K02040	5988.112555
K02041	8039.579572
K02042	4431.761322
K02043	116.4734515
K02044	2932.891394
K02045	1002.633309
K02046	926.6094109
K02047	987.0517317
K02048	1144.137189
K02049	4942.150798
K02050	3308.596233
K02051	2926.187313
K02052	464.806237
K02053	427.1793842
K02054	326.0249123
K02055	646.8191739
K02056	1467.088252
K02057	3504.786898
K02058	292.3255794
K02062	192.5185207
K02063	117.697766
K02064	175.9203557
K02065	624.4388793
K02066	589.1443019
K02067	676.6123413
K02068	629.6455631
K02069	972.9467482
K02071	12358.2685
K02072	3680.059214
K02073	4670.79337
K02074	3286.659654
K02075	4062.689233
K02076	4737.201651
K02077	1509.079041
K02078	13142.28262
K02081	94.31094568
K02082	74.27411949
K02083	73.51786802
K02086	418.0635656
K02099	11.47652624
K02100	67.31821061
K02101	36.39403357
K02103	57.7597301
K02106	93.97146327
K02107	95.5313515
K02108	7966.25647
K02109	9605.334718
K02110	11296.11435
K02111	10212.48591
K02112	8432.974961
K02113	8864.161152
K02114	9682.126123
K02115	10310.59504
K02116	412.2302758
K02117	640.2837442
K02118	707.3058883
K02119	287.0795451
K02120	788.952452
K02121	663.7670604
K02122	227.1881631
K02123	562.2031971
K02124	148.1092629
K02160	1141.243309
K02164	94.18183718
K02167	248.2698586
K02168	3231.913045
K02169	541.3451908
K02170	196.7898979
K02171	46.11410666
K02172	399.7845775
K02173	13.3380237
K02182	111.6942356
K02188	174.0789491
K02189	240.9127169
K02190	22.22926582
K02191	54.65842987
K02192	185.5384128
K02193	338.6612999
K02194	269.1689537
K02195	248.4767485
K02196	554.5716395
K02197	367.966994
K02198	306.4808762
K02199	331.3479836
K02200	447.6434521
K02203	131.5710354
K02204	233.4590768
K02205	126.7387734
K02217	8792.065132
K02221	3651.705126
K02224	1043.816826
K02225	155.1728982
K02226	821.4686264
K02227	719.1307391
K02228	129.4064244
K02229	903.4336107
K02230	169.190903
K02231	1400.383208
K02232	705.6557104
K02233	1620.122241
K02234	101.6518988
K02236	307.5345998
K02237	1413.651334
K02238	1671.601263
K02239	51.70480122
K02240	333.036159
K02241	35.1513301
K02242	3283.219058
K02243	301.3438613
K02244	246.8436997
K02245	348.8686954
K02246	160.5046426
K02247	55.53227128
K02248	140.9569404
K02250	624.2373474
K02251	30.67002161
K02254	135.8739621
K02257	8352.717553
K02258	101.1463407
K02259	8124.789866
K02274	2893.751274
K02275	2244.016741
K02276	2809.104157
K02277	153.3583506
K02278	138.4878766
K02279	307.919268
K02280	157.2455255
K02281	23.5969178
K02282	114.8802595
K02283	1678.59741
K02291	269.9245023
K02297	113.0375934
K02298	136.481618
K02299	122.5751397
K02300	238.8814069
K02302	820.1138942
K02303	1819.473712
K02304	5755.500448
K02305	165.1282815
K02313	8713.21106
K02314	2789.718772
K02315	1827.640612
K02316	2924.079336
K02317	12.23850952
K02334	99.32218575
K02335	3331.936095
K02336	25.45302482
K02337	6094.15015
K02338	10519.12331
K02339	381.4281626
K02340	1889.372367
K02341	1644.487959
K02342	9285.671025
K02343	1887.285348
K02346	9137.454449
K02347	183.444906
K02348	2550.257687
K02351	889.1888963
K02352	5526.917227
K02355	8393.11833
K02356	10970.32914
K02357	11085.89594
K02358	11162.87738
K02361	3143.017923
K02362	59.35690773
K02363	648.6366233
K02371	243.0803136
K02372	7078.404264
K02377	126.9901349
K02379	7444.784185
K02380	137.2260728
K02381	21.82851373
K02385	171.2037037
K02386	199.950555
K02387	319.2091627
K02388	322.3274302
K02389	282.5267566
K02390	480.5817215
K02391	281.0613251
K02392	450.4490339
K02393	370.2959444
K02394	375.4049385
K02395	213.1710468
K02396	442.4443135
K02397	383.2871993
K02398	180.9500643
K02399	65.79022759
K02400	465.7574478
K02401	416.3827391
K02402	41.85115085
K02404	251.5585067
K02405	281.8048043
K02406	387.8027522
K02407	230.5138649
K02408	442.7456201
K02409	402.8190477
K02410	535.2928099
K02411	393.893752
K02412	441.8392259
K02413	215.5662564
K02414	131.0282732
K02415	294.9567907
K02416	495.6652575
K02417	557.8183658
K02418	178.4213474
K02419	422.7091128
K02420	494.4306579
K02421	405.1642241
K02422	268.1649822
K02423	92.54828961
K02424	207.184025
K02426	292.0223883
K02427	442.280436
K02428	9185.149883
K02429	83.24109694
K02431	131.6139343
K02433	11284.55317
K02434	8296.204163
K02435	11456.75076
K02437	9665.741525
K02438	84.55687276
K02439	206.6773279
K02440	874.0404853
K02441	69.91015943
K02442	87.36032578
K02443	319.0078678
K02444	222.4836432
K02445	732.0281998
K02446	2574.139131
K02448	148.7912775
K02452	109.2049283
K02453	279.0346644
K02454	303.6985286
K02455	94.09160151
K02456	394.1012653
K02457	35.49282164
K02458	38.02732709
K02459	126.1894903
K02460	94.81925716
K02461	94.03434119
K02462	199.1221292
K02463	42.03587545
K02466	43.10889736
K02469	5732.014373
K02470	6993.570195
K02471	231.2857566
K02472	66.82800095
K02473	134.8349676
K02474	267.5125803
K02475	553.9993585
K02476	1645.209385
K02477	507.1513062
K02478	118.9464967
K02479	3757.453367
K02481	94.85276623
K02482	67.13652371
K02483	7937.391072
K02484	1071.985989
K02487	62.48048834
K02488	120.893952
K02490	15.08756496
K02492	6990.424799
K02493	8179.860608
K02494	190.0444175
K02495	392.2005688
K02496	174.1696381
K02497	2936.145571
K02498	307.5018348
K02499	5199.46124
K02500	11173.46388
K02501	9544.0671
K02502	714.7353502
K02503	6861.065379
K02508	55.71284336
K02509	92.31603623
K02510	207.072917
K02517	445.2839144
K02518	13937.3764
K02519	9264.114564
K02520	10225.58736
K02521	31.18277967
K02523	310.8066098
K02525	35.44352994
K02526	39.34922585
K02527	539.9691938
K02528	8254.231142
K02529	8909.128082
K02530	3712.810949
K02532	67.13578528
K02533	205.5210575
K02535	414.8507595
K02536	721.315484
K02538	99.71417192
K02546	4255.918235
K02547	2842.644064
K02548	7748.014923
K02549	4362.052651
K02551	8462.147612
K02552	3164.786029
K02553	2182.555029
K02554	119.8044243
K02556	460.5673472
K02557	969.8694632
K02558	175.7359994
K02560	65.33100588
K02562	17.87654159
K02563	7958.684277
K02564	8557.398024
K02565	12.43717944
K02566	1067.577049
K02567	170.5798621
K02568	106.3448373
K02569	174.0074024
K02570	98.25902374
K02572	114.6515529
K02573	158.7973095
K02574	157.9670365
K02575	1696.335549
K02584	237.5886682
K02585	65.13706618
K02586	239.545152
K02587	100.4687347
