KO	output
K00761	10456.74999
K00762	10895.32784
K00763	1172.23253
K00764	8734.683279
K00765	5436.746853
K00766	7061.644053
K00767	439.2104605
K00768	1049.894756
K00769	37.6236735
K00773	10845.28745
K00782	329.3376121
K00783	7249.659584
K00784	9016.076172
K00785	44.25581585
K00788	11327.58636
K00789	4669.391374
K00790	11598.62935
K00791	7316.905852
K00793	364.7916192
K00794	11116.92616
K00795	77.51195494
K00796	9826.954651
K00797	111.6550086
K00798	839.6331772
K00799	332.6490376
K00800	10964.62874
K00803	35.91926471
K00805	8864.978939
K00806	12722.10263
K00809	17.16879293
K00812	61.81563731
K00813	33.37865051
K00817	18006.46799
K00819	10658.29478
K00820	7829.789166
K00821	1158.271378
K00822	45.40616253
K00823	1944.356246
K00824	9374.342945
K00826	9059.914716
K00830	36.84747908
K00831	1100.446382
K00833	6224.076324
K00835	26.52682617
K00836	63.28316747
K00839	15.19688299
K00840	13.17473893
K00841	953.7923898
K00845	1886.723982
K00847	126.1001833
K00849	451.4334967
K00850	8506.842181
K00851	1005.323972
K00852	9206.524597
K00853	8503.899832
K00854	879.5325511
K00856	24.42131349
K00857	11472.40925
K00858	14083.51437
K00859	11567.06736
K00860	113.9519099
K00863	11.64032587
K00864	3294.593163
K00865	799.9702472
K00867	1143.546021
K00868	10572.13801
K00869	8768.647842
K00872	3999.001611
K00873	7779.968218
K00874	103.151677
K00876	7028.358238
K00878	5957.060244
K00882	827.4764593
K00883	10.83278669
K00886	780.4776091
K00887	30.95829298
K00891	9885.648319
K00895	622.3583002
K00901	53.49050915
K00906	33.51033124
K00912	122.7128147
K00917	5002.214834
K00919	9092.853616
K00925	7933.758926
K00926	17102.25577
K00927	9931.553164
K00928	6403.76915
K00930	17363.35232
K00931	1815.210078
K00936	650.0644441
K00937	125.4921702
K00938	43.87402476
K00939	10585.28024
K00940	11006.09699
K00941	8760.119382
K00942	9774.560294
K00943	10636.15514
K00945	9594.408593
K00946	966.9710517
K00948	8170.944893
K00949	7447.052525
K00950	1043.986503
K00951	10044.3617
K00954	10665.78251
K00955	34.13206086
K00956	911.4313762
K00957	862.3693727
K00958	98.89055733
K00962	9021.262347
K00963	9833.709889
K00965	290.9604883
K00966	28.54803285
K00969	10625.71831
K00970	591.0436389
K00971	9.091247889
K00973	1187.130051
K00974	5853.644379
K00975	1814.528588
K00978	11.66963453
K00979	146.6957686
K00980	4713.649822
K00981	10115.92066
K00982	883.4755431
K00983	73.87822764
K00984	16.77618119
K00986	68.20980761
K00989	1126.960161
K00990	1093.637549
K00991	1002.77255
K00992	45.73251011
K00995	8955.621298
K00997	6226.168528
K01000	10327.95805
K01006	19.1298539
K01007	13.72062853
K01008	56.64543631
K01011	2504.81569
K01012	7108.58031
K01028	575.7860989
K01029	888.7544413
K01031	8.983130285
K01032	22.11295216
K01042	30.97628862
K01046	11917.36697
K01048	33.40443246
K01053	25.20214484
K01055	897.5875165
K01056	8993.749455
K01057	962.7477641
K01058	29.19308912
K01061	108.9305727
K01066	66.43873214
K01069	1926.95575
K01070	119.6749308
K01071	10.08454282
K01075	21.56659776
K01077	1343.953632
K01079	280.3933955
K01081	27.7735697
K01082	1056.650067
K01086	39.9057121
K01087	961.7001635
K01089	7.660048408
K01091	266.4579138
K01092	233.2928203
K01095	105.6827567
K01101	44.92149632
K01104	17094.0429
K01113	1019.622424
K01114	3522.882038
K01118	2563.375251
K01119	32.01999455
K01126	7532.503054
K01129	826.6223968
K01130	47.23468602
K01139	795.8991722
K01142	1029.730447
K01147	29.07726271
K01151	8154.284371
K01153	2799.024801
K01154	776.344791
K01155	24.22598987
K01156	101.2444649
K01159	1025.600531
K01166	43.1427827
K01167	51.07410319
K01173	32.99458029
K01174	9341.027326
K01176	11.2439809
K01178	11.76311299
K01179	21.81172855
K01181	52.98130565
K01182	13.53462809
K01185	23.2885516
K01186	22.82094106
K01187	16.02025402
K01190	14.73401656
K01193	941.9396639
K01194	16.88968925
K01198	23.51377188
K01200	36.05502436
K01201	18.9777387
K01206	45.55287727
K01207	856.8036967
K01209	53.79354186
K01214	635.6353554
K01215	67.79129106
K01220	3501.339135
K01223	732.7065796
K01224	11.63446843
K01226	27.73226719
K01227	15.87092158
K01235	12.95124573
K01236	746.1269401
K01239	198.6941386
K01241	69.2299745
K01243	5696.947757
K01246	1458.926185
K01247	11.16745039
K01251	1032.891479
K01255	1121.551091
K01256	952.0242054
K01258	4317.716865
K01259	242.8570199
K01261	8921.778366
K01262	58.09864721
K01263	26.80211966
K01265	5710.876206
K01266	44.87752405
K01267	192.1976859
K01270	24.14807893
K01271	9252.642803
K01273	62.14728473
K01278	35.69538299
K01281	60.90110669
K01284	1408.33588
K01286	36.48058294
K01295	57.48067353
K01297	60.14316542
K01304	5542.03722
K01318	20542.35944
K01322	225.3507779
K01338	70.11648362
K01354	72.21799842
K01356	10374.46957
K01358	13359.10096
K01372	11.53928216
K01390	34.22877701
K01406	15.53077251
K01407	34.26314649
K01409	9904.411024
K01414	54.43127117
K01419	6934.173784
K01420	41.94258578
K01421	1221.701945
K01423	33.76496949
K01424	796.9704368
K01425	807.3744785
K01426	128.5067578
K01428	9159.613076
K01429	10495.68587
K01430	7914.897868
K01432	14.69134918
K01433	95.46951691
K01434	71.71403197
K01436	756.8322997
K01438	76.93706446
K01439	15726.4526
K01442	72.21912874
K01443	7146.97822
K01447	50.83206307
K01448	7213.21536
K01451	56.63751188
K01457	14.85340991
K01458	64.07978775
K01462	14477.26423
K01464	53.37052972
K01465	7124.212434
K01467	43.93010823
K01468	8800.411984
K01469	22.17126874
K01474	22.69360755
K01476	5292.709365
K01477	14.74409744
K01478	2924.6566
K01479	6430.045649
K01480	38.89665942
K01484	34.42305767
K01485	62.5522303
K01487	62.97524708
K01488	209.0212836
K01489	891.1369847
K01491	10534.73994
K01493	61.58048316
K01494	1269.97953
K01495	1083.805803
K01496	1105.88521
K01497	100.9587473
K01501	28.41887413
K01507	951.2349154
K01512	13272.17907
K01515	9783.416945
K01520	2942.890078
K01523	1216.415109
K01524	1134.917514
K01525	107.4510788
K01531	46.08975725
K01533	640.2261518
K01534	118.213115
K01537	65.04377622
K01545	7560.025964
K01546	11577.91354
K01547	9535.822231
K01548	13827.20578
K01555	94.81552518
K01556	45.81864283
K01560	55.85654256
K01561	64.22962681
K01563	20.21284932
K01571	27.94784632
K01572	25.40995062
K01573	53.25926824
K01574	25.81281467
K01575	7348.668416
K01578	41.62210761
K01579	9111.253203
K01581	12.21503823
K01585	25.47991583
K01586	10754.3928
K01588	9906.788884
K01589	6726.424001
K01590	40.97569287
K01591	9751.421613
K01595	1086.615567
K01596	1062.656051
K01597	24.36239226
K01598	26.73594619
K01599	9205.536813
K01601	26.23062223
K01607	913.6934306
K01608	29.37227717
K01609	3713.870217
K01610	6213.012659
K01613	139.5716514
K01616	34.7013299
K01619	3825.473431
K01620	4615.982901
K01621	615.074697
K01623	9444.545915
K01624	11440.19201
K01625	101.8287745
K01626	2546.255383
K01627	135.7039664
K01628	128.1463179
K01630	42.31128891
K01631	39.68679493
K01633	10949.47427
K01635	4735.460686
K01637	676.9811035
K01638	692.7815748
K01639	8831.657883
K01640	69.09956657
K01641	43.04231071
K01643	26.88204278
K01644	911.0461033
K01647	8043.999831
K01649	2441.166199
K01652	1048.776473
K01653	1198.928346
K01654	53.62879394
K01657	1737.076127
K01658	1110.332787
K01659	1614.205246
K01661	10835.50823
K01662	1046.518489
K01664	5408.437059
K01665	7422.302668
K01666	29.36639905
K01669	9212.142332
K01673	358.0691435
K01676	31.51750142
K01677	27.0281594
K01678	29.97700329
K01679	6315.916971
K01681	6652.635016
K01682	47.43661901
K01685	27.96055972
K01686	94.69208131
K01687	10855.66504
K01689	7580.657474
K01690	117.7192088
K01692	230.6924986
K01693	4367.581142
K01695	2373.384665
K01696	7933.314012
K01697	62.64469034
K01698	5075.780794
K01703	6981.470645
K01704	10126.92834
K01706	50.05742354
K01707	808.012686
K01708	29.32462438
K01709	12.32531963
K01710	1072.162993
K01712	2072.557492
K01714	10891.29079
K01716	62.7051724
K01719	112.381398
K01720	1441.306151
K01724	1053.711455
K01725	11.1388523
K01727	1824.836988
K01733	861.2567383
K01734	61.01224969
K01735	5719.138029
K01736	10349.82802
K01737	11859.82263
K01738	10304.06893
K01739	879.438804
K01740	1048.05872
K01744	1711.216701
K01745	7198.710192
K01749	9286.201404
K01750	89.35901036
K01752	857.8050066
K01753	16.4830995
K01754	15866.71797
K01755	10274.30443
K01756	6179.804166
K01758	13.32625569
K01759	932.6608116
K01760	22.8832121
K01761	16.33346837
K01768	1020.595815
K01770	836.5774659
K01771	7131.262131
K01772	9522.70815
K01775	14088.36678
K01776	7299.361432
K01778	1113.617598
K01779	12.12781704
K01782	99.47929314
K01783	460.1847316
K01784	9415.600776
K01785	129.0881523
K01788	10047.93443
K01790	1770.072604
K01791	489.9698665
K01792	31.11347304
K01796	83.09321591
K01799	53.31269736
K01800	25.61303489
K01801	22.47804555
K01802	1201.664475
K01803	8675.411397
K01807	7956.553573
K01808	51.23861483
K01809	92.29408671
K01810	11498.84258
K01811	32.29521204
K01812	156.842299
K01814	8038.01151
K01815	15.18346167
K01816	93.83217511
K01817	7639.223729
K01818	32.86550346
K01819	18322.46571
K01821	14769.02681
K01823	9971.442852
K01825	18.73234447
K01826	35.94420979
K01834	22416.69357
K01835	7149.463921
K01839	8594.703016
K01840	1540.715926
K01843	25.06332739
K01845	12230.59338
K01847	1574.962461
K01854	1172.968109
K01856	40.97914382
K01857	49.9821213
K01858	854.1154797
K01866	8545.116847
K01867	9677.003929
K01868	11164.27545
K01869	5476.437831
K01870	1862.221596
K01872	11292.82358
K01873	5273.840741
K01874	6818.27703
K01875	7365.963635
K01876	8030.271212
K01878	191.6426696
K01879	186.6934842
K01880	4724.167013
K01881	9941.917932
K01883	5801.922408
K01885	1764.765429
K01886	92.53002198
K01887	11543.59152
K01889	9445.440063
K01890	10491.80029
K01892	7204.169807
K01893	9217.319046
K01894	111.7446812
K01895	116.5477811
K01897	2104.902274
K01902	9991.209492
K01903	9094.104315
K01906	8975.940353
K01907	794.0971966
K01908	34.0214401
K01910	25.82063314
K01911	6161.900216
K01912	841.1553246
K01914	188.0613909
K01915	9946.739955
K01916	8747.205273
K01918	17299.79719
K01919	37.17780371
K01920	62.60048667
K01921	9959.125142
K01923	7288.441587
K01924	9056.332939
K01925	6160.03342
K01926	9184.405553
K01928	579.74635
K01929	1035.377869
K01932	32.48345288
K01933	8636.248529
K01934	1137.775348
K01935	5246.387447
K01937	10366.10032
K01938	7954.441318
K01939	6825.865305
K01940	9475.535523
K01941	12.80760551
K01945	6098.902606
K01947	30.84775211
K01950	634.0890442
K01951	8947.145084
K01952	17329.20861
K01953	668.7166871
K01955	8591.244999
K01956	10766.5648
K01958	250.5899102
K01961	247.8181958
K01962	8925.048862
K01963	11206.89772
K01965	47.92346579
K01966	77.59614953
K01968	70.07723875
K01969	98.64337859
K01971	52.33399764
K01972	6785.828317
K01975	903.7779082
K01989	821.7151651
K01990	36488.64503
K01991	90.84674528
K01992	24838.95472
K01993	46.82707413
K01995	198.7537232
K01996	275.5594894
K01997	260.2815942
K01998	180.2601489
K01999	209.2706381
K02000	22.61903474
K02002	61.70300848
K02003	3737.489321
K02004	3729.53143
K02005	964.3819974
K02006	10.04162244
K02007	600.121139
K02010	1646.110678
K02011	804.8025797
K02012	9492.986558
K02013	11636.13543
K02014	532.6719797
K02015	26448.72945
K02016	30943.06762
K02017	60.45153089
K02018	8714.867983
K02019	17.88731132
K02020	228.4898894
K02021	1398.89072
K02022	16.81393768
K02025	1121.388637
K02026	210.8409944
K02027	1863.445182
K02028	1020.885544
K02029	1467.04234
K02030	1262.574948
K02031	11941.68577
K02032	7260.755531
K02033	9589.543508
K02034	13837.74689
K02035	3009.326047
K02036	7652.390612
K02037	208.1822265
K02038	828.9391118
K02039	1184.58144
K02040	5062.884939
K02041	9954.737064
K02042	5430.032902
K02044	1621.855005
K02045	81.2595644
K02047	50.90018923
K02048	35.43077073
K02049	1972.842063
K02050	156.5153913
K02051	811.0529264
K02055	27.07212006
K02056	86.66110641
K02057	1113.478898
K02058	39.21292683
K02062	44.70386004
K02064	28.54845732
K02065	127.1584674
K02066	178.7229695
K02067	97.34075543
K02068	171.7192938
K02069	24.454254
K02071	10297.97052
K02072	1399.493425
K02073	549.3200257
K02074	1364.466372
K02075	1948.784733
K02076	6240.030461
K02077	223.1633573
K02078	12967.1485
K02081	11.94235426
K02082	11.48134655
K02083	13.50063128
K02086	134.8638956
K02106	24.7872968
K02108	9524.770926
K02109	10097.52118
K02110	9907.972407
K02111	11016.63415
K02112	8195.02444
K02113	10404.00993
K02114	11780.51636
K02115	11165.38316
K02116	220.831238
K02117	130.3140495
K02118	151.8864651
K02119	123.4304188
K02120	129.190725
K02123	82.41520595
K02124	93.50558958
K02160	191.956487
K02168	912.5369683
K02169	47.33679649
K02170	16.21734463
K02172	377.1944372
K02182	425.8036443
K02192	52.75334993
K02193	125.748169
K02194	88.60396154
K02195	74.92566695
K02196	63.51351351
K02197	44.76629085
K02198	69.76672708
K02199	50.85644399
K02200	99.42464071
K02204	99.97960071
K02217	10616.35592
K02221	1085.361316
K02224	182.0391566
K02225	15.13010077
K02226	37.59649353
K02227	674.0640886
K02229	156.0804446
K02231	786.8110423
K02232	33.12644805
K02233	786.5729926
K02237	171.3765937
K02238	174.0454381
K02240	7.686956585
K02242	4784.227117
K02243	4.75774858
K02244	42.9241206
K02245	155.8035485
K02248	73.63161913
K02250	159.2522946
K02257	9544.341004
K02258	27.03258055
K02259	9175.006613
K02274	738.4487209
K02275	859.8291
K02276	990.0595855
K02278	52.44209105
K02279	115.4141077
K02280	48.42000657
K02281	29.446845
K02282	125.1279075
K02283	256.8304418
K02291	27.70478024
K02297	25.34347265
K02298	65.68372414
K02299	85.54502486
K02300	33.31705306
K02302	26.4312609
K02303	293.7167456
K02304	8841.815652
K02313	9906.089464
K02314	966.4997401
K02315	3853.42089
K02316	935.5083371
K02334	77.0295512
K02335	1016.571826
K02336	39.66476618
K02337	6437.565186
K02338	9896.127035
K02339	106.1078466
K02340	357.8217752
K02341	141.7378515
K02342	1783.073161
K02343	313.1726142
K02344	24.71851586
K02346	9928.049093
K02348	275.4830785
K02351	32.32392005
K02352	9053.24608
K02355	6883.538067
K02356	11386.77785
K02357	11161.43088
K02358	11339.34589
K02361	794.7023075
K02363	25.21699434
K02364	9.551759218
K02371	24.89051152
K02372	7903.270069
K02379	9819.820746
K02380	20.34555265
K02386	18.38052584
K02387	23.77089872
K02388	65.52743456
K02389	33.29990905
K02390	30.42378224
K02391	11.41891609
K02392	18.01859531
K02394	48.43550008
K02395	25.584065
K02396	26.82412043
K02397	19.49990233
K02398	29.6564908
K02399	52.34811317
K02400	37.84986024
K02401	29.50096953
K02402	53.08776423
K02403	96.85336675
K02406	78.97081088
K02407	113.194616
K02408	15.59613887
K02409	39.55603999
K02410	13.42122519
K02411	36.53571398
K02412	56.56725661
K02415	36.10107653
K02416	24.25060397
K02417	43.66464024
K02418	94.26021205
K02419	107.0709665
K02420	96.88181772
K02421	49.12050009
K02424	65.23911345
K02427	192.0949132
K02428	9342.79074
K02429	41.4113023
K02431	6.331396514
K02433	11534.64187
K02434	8008.224986
K02435	11829.67382
K02437	10876.60804
K02438	609.8005961
K02439	32.52042032
K02440	105.1765149
K02441	6.432366519
K02443	104.6178343
K02444	81.01435175
K02445	121.4333889
K02446	1076.964332
K02452	42.03901035
K02453	80.20953779
K02454	135.0293725
K02455	99.52554662
K02456	122.6335672
K02457	56.04349475
K02458	73.29818088
K02459	49.03670995
K02460	66.67804547
K02461	112.9692757
K02462	84.37249121
K02463	63.63945893
K02469	5133.981496
K02470	4777.077995
K02471	24.04064773
K02472	87.83556883
K02474	35.58574757
K02475	368.5698236
K02476	771.228924
K02479	5179.148928
K02480	28.43518543
K02483	9723.946806
K02484	680.4189748
K02487	20.67891725
K02488	16.99228924
K02492	6532.295244
K02493	9457.794111
K02494	150.0664872
K02495	49.3704636
K02496	39.98512467
K02497	3613.42691
K02498	108.7262442
K02499	8478.254442
K02500	13532.19449
K02501	10914.55947
K02502	84.22997546
K02503	9958.767559
K02504	42.48094427
K02505	29.91835072
K02506	52.88779738
K02507	25.70969267
K02509	21.25488842
K02510	34.37191384
K02517	43.13847059
K02518	15420.48104
K02519	11180.99117
K02520	9563.150368
K02523	109.0015494
K02526	41.9961773
K02527	57.05764834
K02528	10176.48891
K02529	8463.287717
K02530	5834.111775
K02531	11.068297
K02533	26.96397229
K02535	156.9987092
K02536	144.1434078
K02546	5957.70146
K02547	4368.95566
K02548	9546.018895
K02549	4793.73073
K02551	9854.289131
K02552	3683.318863
K02553	827.0703756
K02554	61.85927971
K02556	24.19514303
K02557	20.63216249
K02558	51.00065642
K02563	7733.685474
K02564	11316.53676
K02566	702.9436305
K02567	60.81582793
K02568	15.71194553
K02569	28.170862
K02572	32.43110581
K02574	39.04021742
K02575	576.2406261
K02600	1820.620563
K02601	9617.409805
K02609	14.58313613
K02610	1110.308959
K02611	789.8495514
K02612	44.53375676
K02613	841.2834232
K02614	1084.952915
K02619	797.7802899
K02621	5590.32763
K02622	3738.46215
K02624	737.8350359
K02647	17.59147409
K02650	50.39730513
K02651	73.88951798
K02652	12.4754514
K02654	92.61585826
K02657	45.62168879
K02659	26.29684043
K02660	16.36565594
K02663	63.15425631
K02664	29.08407273
K02665	28.31369182
K02666	41.94535932
K02668	35.01780576
K02669	25.88658122
K02670	49.5873405
K02672	73.35273421
K02674	21.11548297
K02676	35.68960834
K02679	28.3129799
K02680	27.88305402
K02682	42.30844733
K02686	75.54200957
K02687	9342.832788
K02742	16.03658638
K02746	75.0182296
K02755	835.6220282
K02756	835.6220282
K02757	835.6220282
K02760	153.5605834
K02761	51.59526346
K02768	3935.446087
K02769	3957.856667
K02770	3948.282806
K02773	2233.267926
K02774	10049.87868
K02777	10176.67552
K02786	3364.845856
K02787	3240.539115
K02788	3240.539115
K02790	705.3479974
K02791	705.3479974
K02793	73.28886322
K02794	57.40711285
K02795	109.8376763
K02796	99.05520136
K02798	13386.82702
K02799	3993.527905
K02800	3993.527905
K02803	15.46869528
K02804	15.46869528
K02805	22.85436053
K02806	18.46912678
K02808	10.60578778
K02809	8462.757777
K02810	8095.098153
K02817	10.47003485
K02818	49.80364451
K02819	49.80364451
K02821	9468.283908
K02822	31.15217578
K02823	109.0819659
K02824	7421.870024
K02825	9513.879988
K02826	12087.09244
K02827	9514.870663
K02828	10070.75181
K02829	12036.77824
K02834	8937.767088
K02835	6380.722448
K02836	8554.505435
K02837	13746.53557
K02838	11411.80666
K02841	38.84072026
K02843	55.97958278
K02847	6.353969242
K02851	880.7689216
K02858	37.15518715
K02860	10073.99717
K02863	11299.54773
K02864	10055.52509
K02867	11168.53327
K02871	11654.07961
K02874	12218.64534
K02876	11975.63524
K02878	11385.9149
K02879	12083.0499
K02881	9970.744626
K02884	11334.96324
K02886	10959.86388
K02887	8656.712421
K02888	7597.054568
K02890	10942.07952
K02892	7135.439974
K02895	12292.30643
K02897	8784.691726
K02899	12538.11719
K02902	17283.28367
K02904	14917.51829
K02906	11007.48915
K02907	17913.03587
K02909	13632.22112
K02911	13789.83137
K02913	77049.03223
K02914	68989.3798
K02916	14734.16457
K02919	16028.37694
K02926	10978.527
K02931	10549.6106
K02933	11436.8863
K02935	10770.36822
K02939	10854.93044
K02945	9744.554466
K02946	11469.56359
K02948	9990.717339
K02950	10009.42456
K02952	9353.281545
K02954	27459.45217
K02956	13501.55352
K02959	10143.74789
K02961	13412.80577
K02963	13960.41853
K02965	12932.34321
K02967	5250.418424
K02968	11483.79065
K02970	10746.47356
K02982	10426.06586
K02986	12182.40511
K02988	12460.24909
K02990	14073.18377
K02992	10734.60328
K02994	11941.07217
K02996	8966.96195
K03040	10596.73187
K03043	8453.766968
K03046	5917.772812
K03048	6501.969568
K03060	7923.102083
K03070	13074.64915
K03071	917.5632022
K03072	849.6376561
K03073	6166.425625
K03074	307.4441021
K03075	10972.74094
K03076	12207.27223
K03078	209.7177622
K03079	119.4753519
K03086	9180.974696
K03087	902.0764627
K03088	6478.621739
K03089	117.2699157
K03090	39.94284655
K03091	8.372374075
K03092	37.30873925
K03095	9574.819051
K03098	794.7237236
K03100	20039.53249
K03101	7468.255914
K03106	9746.073468
K03110	1107.26679
K03111	13685.01078
K03113	21.2338999
K03116	13777.76684
K03117	1189.902517
K03118	258.40616
K03119	144.7759999
K03147	842.0285902
K03149	1798.325342
K03151	5238.556648
K03153	876.6176003
K03154	1496.788732
K03168	10037.02234
K03169	7904.464652
K03177	10819.84681
K03179	122.0200488
K03181	97.52178865
K03182	112.8585219
K03183	10114.59417
K03184	25.87747537
K03185	30.15384191
K03186	49.685128
K03187	8792.091936
K03188	8113.532654
K03189	11109.97225
K03190	8038.121743
K03192	58.41385136
K03205	85.74593259
K03208	53.72868171
K03210	1027.128937
K03212	40.28740851
K03215	3617.747631
K03216	1016.679357
K03217	7365.658057
K03218	7928.865237
K03269	78.06183891
K03270	34.47525939
K03271	99.99362435
K03272	76.14005518
K03273	159.1310824
K03274	124.1569591
K03282	4231.02343
K03284	501.6193956
K03292	730.2394499
K03293	882.8119087
K03294	3771.696199
K03296	89.68594268
K03299	1082.278138
K03300	26.97814536
K03303	842.2233935
K03305	793.8996192
K03306	442.4117887
K03307	9808.790288
K03308	8724.232282
K03310	13607.3442
K03311	9154.315319
K03312	529.0919593
K03313	650.3348128
K03314	27.51238843
K03315	6790.4146
K03316	581.0219819
K03317	180.3452548
K03319	7298.642799
K03320	5434.638722
K03321	940.7846267
K03322	9064.608877
K03324	5331.613892
K03325	1588.012105
K03327	194.8696432
K03328	17148.23336
K03333	25.30313194
K03335	885.7087532
K03336	768.1282891
K03337	719.025432
K03338	368.2755405
K03339	5.531496918
K03340	757.6933727
K03342	43.27122413
K03366	7511.705119
K03367	9037.104695
K03380	171.8633183
K03381	933.3399106
K03385	205.6383436
K03386	4064.59766
K03387	10463.78312
K03392	23.18119879
K03395	32.714332
K03402	11911.33635
K03404	163.0098573
K03406	334.8247844
K03407	74.49859556
K03408	100.5339946
K03410	9.867160929
K03411	61.28970937
K03412	91.79598741
K03413	122.0109768
K03416	167.1125836
K03417	1565.856508
