KO	output
KO	output
K00001	357.0825349765
K00003	801.5773418807
K00008	11538.8243464452
K00009	8801.3159667554
K00012	8.7467233867
K00013	3821.4951464404
K00014	3577.2469879739
K00016	22197.9496417237
K00024	600.9430577603
K00027	125.5499303172
K00031	8445.6440231067
K00033	10351.8957212449
K00036	819.3250900005
K00052	9635.9026251582
K00053	10460.3324703481
K00054	3428.5774672656
K00057	10248.8469178635
K00059	22430.4076448959
K00067	601.1738653719
K00075	6600.962768899
K00076	125.4668726088
K00077	786.4148657084
K00088	10532.2996082148
K00097	754.8216530508
K00099	94.3551560476
K00108	22557.1408552495
K00111	9352.4673509139
K00116	17090.211948212
K00123	9137.2988285015
K00124	118.5712275808
K00128	19608.5182227571
K00133	7359.8216673099
K00134	18466.3443196676
K00145	5792.1061477145
K00147	99.4127461206
K00161	11624.2909461575
K00162	10153.4799311435
K00164	921.3025613121
K00167	98.8115148694
K00170	292.5721460793
K00174	7437.6056880496
K00175	97.1305251926
K00176	117.608619039
K00208	11215.4773317969
K00215	9889.7766141158
K00226	415.8174729937
K00239	4601.9681425467
K00241	884.9015535399
K00243	9567.214724294
K00252	7965.6442252214
K00254	102.715764766
K00259	12163.7114389635
K00260	9133.8302960149
K00265	590.2875981626
K00266	994.3201639885
K00278	1176.9715221224
K00282	9645.1219992104
K00283	10897.4548339087
K00286	10892.6744851576
K00287	4773.209396687
K00290	31.5160961918
K00294	7828.4604027679
K00297	73.3356018139
K00330	260.0861491937
K00331	90.3705165182
K00333	84.4127371771
K00334	163.0557147209
K00335	285.5954669394
K00337	128.2056769259
K00338	133.4183314407
K00339	78.3042611055
K00341	118.1986504346
K00343	102.0348141428
K00347	352.5993837247
K00350	298.8019047453
K00351	341.0289437485
K00364	5907.0516074126
K00368	582.3889513171
K00371	135.9474096111
K00373	4956.8775342922
K00374	160.6289832802
K00375	2025.9403571815
K00380	6218.2364098224
K00381	489.146416329
K00382	15746.484294296
K00384	10287.5049275604
K00390	1033.5821643586
K00392	555.544797961
K00405	120.3444826683
K00406	117.7174220393
K00407	166.6253745354
K00411	159.4057537853
K00412	101.4912534046
K00426	82.0480312807
K00428	35.5653139179
K00432	9607.3763282316
K00435	9500.2032034731
K00459	9284.0985647249
K00491	9008.3115982327
K00525	11327.8184407217
K00526	10269.1691783123
K00548	607.5071466127
K00549	4952.6134844333
K00554	6532.9909381322
K00557	92.61170604
K00558	957.1382984566
K00560	7214.8972841879
K00561	19253.131061196
K00566	10961.8182381643
K00567	127.7366600403
K00575	76.4901220548
K00600	9938.0375813661
K00602	7953.3528541996
K00604	2401.5708248582
K00605	5179.0963300398
K00606	6065.2976987267
K00609	10044.4429055703
K00611	19974.6315214714
K00615	6165.9543068202
K00616	496.8514036358
K00620	9760.5425818975
K00625	6385.6787038346
K00626	14246.0205111293
K00627	11244.504657681
K00633	75.1875335725
K00639	5738.2996364498
K00640	13849.9977655757
K00645	8409.0049148575
K00648	7004.2413846284
K00652	8104.9564580607
K00655	1238.3634735474
K00656	7817.5013787711
K00657	125.3110412921
K00658	6924.3541835645
K00674	197.9501769854
K00677	96.0681552081
K00681	5520.8765962076
K00684	696.3889174689
K00688	117.4960487894
K00700	420.6320245826
K00703	478.6649269701
K00705	1211.1514773114
K00728	553.6590276259
K00748	45.5090907991
K00756	11181.5003596253
K00759	11887.7588689385
K00760	9580.2889910451
K00761	10670.27306536
K00762	10857.5703334898
K00764	9991.0858526696
K00765	5460.939953887
K00766	6364.9394640016
K00773	10587.6243601909
K00782	59.7471748502
K00783	8577.2822276237
K00784	9366.9664565017
K00788	10638.5308523788
K00789	4188.4230201918
K00790	12152.3461707658
K00791	6910.8350791693
K00793	18.4020179344
K00794	10434.8143766894
K00795	86.1882947556
K00796	9160.9106050283
K00800	11549.6371764912
K00805	9018.0922432053
K00806	12379.792258678
K00812	346.7727370182
K00817	16500.6078089506
K00819	12142.2840914517
K00820	7823.2489369502
K00821	281.6339680164
K00823	2014.9054730138
K00824	9877.9617054903
K00826	9885.2593834258
K00831	134.268422114
K00833	5195.8567798776
K00841	990.2966834808
K00850	9551.7615744057
K00852	8547.2470593831
K00853	9342.1936505183
K00854	295.5976252486
K00857	12395.1840709825
K00858	14165.1567432551
K00859	10842.992759096
K00860	474.734465962
K00864	3129.4592154202
K00865	508.1239800827
K00868	9713.4199121835
K00869	9315.3430489554
K00872	3754.8838586242
K00873	7953.5101769064
K00876	8242.6666950557
K00878	5601.333630549
K00882	114.0657468882
K00891	7691.6060150965
K00895	661.3847279493
K00901	548.5974079193
K00912	102.2535179712
K00917	5747.1731627455
K00919	8825.3206196678
K00925	7977.5248493382
K00926	18188.045257506
K00927	9737.2861523038
K00928	6257.4127331147
K00930	17261.1173914425
K00931	718.3084742705
K00936	638.3951633488
K00937	238.5962560005
K00939	11707.1533857393
K00940	10415.6603365258
K00941	9043.3887777674
K00942	9958.969452581
K00943	10336.055606667
K00945	8941.9503215227
K00948	8125.9037301214
K00949	7744.2287126403
K00950	116.9661803698
K00951	9920.1171075773
K00954	11075.9838793796
K00958	279.2270013745
K00962	9141.6914023007
K00963	8822.3210994309
K00969	9343.0802103103
K00973	99.1036722433
K00974	6402.3345675129
K00975	718.0175156754
K00979	36.8612755968
K00980	5321.9924716162
K00981	10637.6604004722
K00991	279.4582807948
K00995	8040.289470244
K00997	6111.6373307419
K01000	10443.8484841183
K01008	424.6943521288
K01012	6601.9921250011
K01042	120.0658900022
K01046	9767.9984307693
K01056	7734.610568781
K01077	1334.5005516453
K01079	74.2288697813
K01089	88.1595420944
K01091	1039.263953611
K01095	82.4556225076
K01101	116.8993342552
K01104	18497.198138931
K01114	3505.4953786591
K01118	2837.4064672717
K01126	6036.1856634251
K01129	355.7501529307
K01139	89.787552336
K01151	9590.7071342307
K01153	2985.8387189791
K01154	1976.2505926332
K01159	335.6380389311
K01174	10629.5924711155
K01176	81.6472024018
K01214	586.9450282933
K01220	4367.5824210249
K01243	5814.1493268241
K01246	175.8208023661
K01255	72.2711765446
K01258	4759.8468729204
K01261	9496.5181624177
K01265	5809.7758179714
K01271	9669.090552838
K01284	625.2077400184
K01304	5685.5848504497
K01318	20635.3324912729
K01338	410.5417401936
K01356	12243.025517501
K01358	12355.3878405855
K01361	298.8860771314
K01409	9760.8770236323
K01419	8537.1151878787
K01424	696.7531657454
K01428	9554.8048556747
K01429	10363.9243385842
K01430	7909.4642756708
K01433	98.6347997852
K01439	15817.9046217739
K01443	7300.0732245599
K01448	6697.8922429769
K01451	106.0931733791
K01462	17986.4794946347
K01465	6852.603809877
K01468	8843.9590545577
K01476	5620.5449321338
K01478	3930.6784016948
K01479	6825.2527603264
K01491	9626.4410109245
K01494	115.793286549
K01495	478.4107292093
K01507	149.9542488433
K01512	11387.89090821
K01515	9370.6629121093
K01520	2190.9284665222
K01524	323.0576721823
K01531	122.3322522882
K01533	1099.1126096791
K01545	9787.4618862875
K01546	12183.4897916838
K01547	9980.4937435557
K01548	14699.302364623
K01575	8565.6188431909
K01579	9488.9207687632
K01586	10209.6742210646
K01588	10502.2454116233
K01589	6752.4842148801
K01591	9366.0084346501
K01595	95.0921670893
K01599	8595.3555043434
K01609	3212.8692358696
K01610	7185.0879858874
K01613	269.6224775615
K01619	3934.1064612446
K01620	4872.0679250745
K01621	593.6407343783
K01623	10891.8623898005
K01624	11289.3076898218
K01626	572.8457330828
K01627	101.1215332408
K01633	11315.8246616246
K01635	5501.0844381531
K01639	9210.915034832
K01647	6492.0223440401
K01649	1946.9024900171
K01653	816.609978202
K01657	703.2681931864
K01661	11167.875951022
K01662	112.0792453433
K01664	6080.044606442
K01665	7418.6270237503
K01669	8623.534795646
K01673	96.7617891357
K01679	7380.1307917624
K01681	6460.4181556493
K01682	115.5890539597
K01686	349.3223409786
K01687	10867.0558564292
K01689	8158.556729683
K01693	5291.0764951756
K01695	3809.4004234788
K01696	7369.5637806025
K01698	5269.8908049833
K01703	6875.0651574453
K01704	9759.979425452
K01712	2679.8020140709
K01714	9506.3180729639
K01719	109.2372171446
K01727	2079.7607217182
K01733	117.3745411121
K01735	4772.8993667779
K01736	10216.1150347981
K01737	12393.0824328899
K01738	10947.6927724054
K01744	494.4933763096
K01745	7514.6898868326
K01749	9396.1465580669
K01752	484.9716728596
K01754	16276.0590383458
K01755	9852.3546820596
K01756	6373.2321499134
K01770	286.2429045112
K01771	7215.5484674785
K01772	9390.7229338403
K01775	13995.7844835663
K01776	7048.2909642563
K01778	23.9894849372
K01783	318.1970711242
K01784	8572.3622843156
K01785	89.6970261399
K01788	9233.9318407729
K01790	610.3601258264
K01791	426.8575047261
K01802	607.6126940067
K01803	8857.6479850049
K01807	7762.8270827939
K01810	11515.8493242426
K01814	7310.0270630433
K01817	7802.0989329468
K01819	19069.0187545739
K01821	15766.9607074132
K01823	9538.7593323894
K01834	21284.6496979728
K01835	8035.9258350557
K01839	9144.7383750065
K01845	13528.7578323071
K01854	398.1156855113
K01866	10284.3625784518
K01867	8966.5118012606
K01868	11207.8645082236
K01869	5344.7051962214
K01870	2074.3110584002
K01872	11096.5064584304
K01873	5281.7147930737
K01874	7103.0324257475
K01875	7682.3408222153
K01876	8577.0466980503
K01878	169.0290460904
K01879	506.8987227739
K01880	4869.2457729539
K01881	10139.4122713941
K01883	5847.3208430622
K01885	144.4602335182
K01887	11250.8300519193
K01889	9093.5687182293
K01890	10390.77279051
K01892	7054.786668437
K01893	10302.2982840413
K01895	119.4887537095
K01902	10297.0526219223
K01903	9629.3742500939
K01906	8966.301760989
K01911	5709.3939759077
K01912	338.461351662
K01914	311.6088331458
K01915	10294.2065910491
K01916	8836.0687025844
K01918	17418.5792008268
K01919	381.8803902021
K01921	10322.9205155207
K01923	7026.8391928255
K01924	8822.7838636713
K01925	6520.3735328796
K01926	9459.7479258253
K01928	120.8558946179
K01929	374.9564656043
K01933	9356.1269413467
K01934	404.1946454074
K01935	4610.8359747756
K01937	10714.2795844126
K01938	9054.0323770261
K01939	7388.7314101384
K01940	9200.5923609679
K01945	5623.8717307377
K01950	583.9904840568
K01951	8044.3731392311
K01952	16025.174414986
K01953	559.6366426768
K01955	8665.6233511888
K01956	10349.1508357084
K01959	94.2295443594
K01961	97.3592759294
K01962	8500.5116205683
K01963	11151.2304564691
K01972	6485.8125413118
K01990	35071.4655804721
K01992	18943.4425050794
K01997	97.3425023222
K01998	114.4217861891
K02003	320.627739586
K02004	1534.7274395403
K02007	609.4568091829
K02011	61.0452914201
K02012	8502.6285349972
K02013	8157.8398004536
K02015	22069.8462114298
K02016	24887.7739726588
K02017	10.5946946525
K02018	9446.3908412248
K02019	324.7698893315
K02020	340.2459693414
K02025	306.6083786629
K02026	687.7661745683
K02027	1078.9285632344
K02029	1121.1955525545
K02030	522.6000692911
K02031	9914.3188533945
K02032	5733.5477107574
K02033	6207.0786638148
K02034	12453.6826864094
K02035	290.6620936464
K02036	7245.4843942376
K02037	87.4967012114
K02039	389.2284251841
K02040	5051.0424272856
K02041	10270.2014135626
K02042	4360.148692516
K02049	1514.4744342981
K02055	129.0016951006
K02057	121.4344251892
K02067	141.0064980402
K02068	707.7277956754
K02071	10746.6781758571
K02072	101.2125654456
K02073	113.6963239255
K02076	6193.6325269321
K02078	14726.2328842521
K02086	320.8029912384
K02108	10068.4205433903
K02109	10380.6938869237
K02110	9079.8187905105
K02111	11052.6744130037
K02112	8025.9231421098
K02113	10059.5529793866
K02114	9721.1052130943
K02115	10799.6033091045
K02117	100.7501498206
K02118	129.3277223098
K02119	309.6151625003
K02120	139.0097361262
K02121	327.4918517949
K02122	437.1243811063
K02160	174.5621300031
K02172	757.1646774744
K02182	367.5377747961
K02217	10498.1725799476
K02221	120.2341040652
K02227	610.7373628454
K02237	435.7180268491
K02238	37.9378272916
K02242	5003.6296155467
K02245	354.3283705613
K02250	457.8932554519
K02257	9861.5181365476
K02259	9779.3439958876
K02304	9419.3261870344
K02313	9687.3341570446
K02314	117.2978051851
K02315	3944.1913881507
K02316	398.7551277825
K02335	441.1807349197
K02337	6650.0230499567
K02338	10209.3299482351
K02341	453.0568703704
K02343	370.0239906879
K02346	9748.0310590177
K02352	9700.2329547878
K02355	7136.5006617157
K02356	11813.9406025138
K02357	11490.3684344802
K02358	11804.4806255308
K02372	8559.5299310081
K02379	9763.0746741207
K02386	158.3883032227
K02388	137.0437588795
K02392	285.3730657634
K02393	111.6696142785
K02394	118.3839941147
K02396	128.0905761366
K02397	53.6737263393
K02400	84.788802041
K02401	125.4568233664
K02404	126.2240283479
K02406	139.5566111452
K02409	23.0738167865
K02412	145.66041604
K02415	159.0868085638
K02420	102.8649970814
K02421	133.9781839488
K02422	71.8911702455
K02428	8906.8522124961
K02433	10842.1857477272
K02434	8297.0073133814
K02435	11167.2910855576
K02437	11817.252167148
K02438	586.4329756216
K02443	360.8791993482
K02454	109.4970267839
K02456	141.8651725074
K02469	4870.5482853749
K02470	4982.7471951214
K02479	5648.7349074263
K02483	9710.754350972
K02484	714.6995745901
K02492	6138.0308297197
K02493	9133.8643536336
K02497	4177.6520263564
K02499	8529.0890552697
K02500	13695.3384745836
K02501	11424.4806653544
K02503	10430.4090185565
K02518	16300.7447847217
K02519	11589.5760353852
K02520	9271.8518866569
K02528	9866.9988498206
K02529	8384.0164776153
K02530	6655.2392784444
K02535	97.0955127038
K02536	112.7280212413
K02546	6754.2277306051
K02547	4824.7746628031
K02548	9112.5744266237
K02549	4360.0880570028
K02551	9391.0311684717
K02552	3945.5154878864
K02556	112.1459417966
K02563	7358.668333753
K02564	10790.2819192966
K02567	122.6681033111
K02568	128.5547051613
K02573	79.7868249406
K02574	64.0617802322
K02600	1889.6033063318
K02601	10791.9545654449
K02621	5827.5405733383
K02622	4165.0364605474
K02650	324.4891451196
K02687	9480.6054611984
K02761	222.9579042746
K02768	3394.125296193
K02769	3394.125296193
K02770	3394.125296193
K02773	2319.6729306611
K02774	10504.6636778788
K02777	9875.0237350369
K02786	3908.1926960411
K02787	3534.624761238
K02788	3534.624761238
K02790	712.8638517025
K02791	712.8638517025
K02795	223.7384101287
K02796	110.1161436523
K02798	13923.4532703848
K02799	4756.0629096608
K02800	4756.0629096608
K02809	8995.211702451
K02810	8632.5968384696
K02821	9840.0284238694
K02823	415.5005867311
K02824	8061.575419109
K02825	8931.6302152077
K02826	12979.3806700872
K02827	10542.832146371
K02828	10779.7883086264
K02829	12515.5904463267
K02834	9684.6224416502
K02835	6509.3442627546
K02836	7968.1841321113
K02837	13582.5946311709
K02838	11546.1711707927
K02860	10125.0060466385
K02863	11634.6580504111
K02864	10302.7378258355
K02867	11832.1921023118
K02871	12023.0454714816
K02874	12586.2919064375
