KO	skin_13
K00001	0.000593370038204433
K00002	7.51907871343053e-05
K00003	0.000487339891860556
K00004	0.000467369089735385
K00005	7.78302792361945e-06
K00007	0
K00008	0.000398294151826102
K00009	0.000167455123006731
K00010	6.72113298527861e-05
K00012	8.04079780905761e-05
K00013	0.000446657417246669
K00014	0.000554297310719081
K00015	0.000649599931450369
K00016	0.000486627198890189
K00018	0.00043551262171376
K00019	0.00013577760619757
K00020	0.000253679756211933
K00021	2.65943657533263e-05
K00023	0.000132900832736296
K00024	0.000146334514858987
K00027	0.00050676903797312
K00029	0.000686407363649091
K00030	9.27896864004744e-06
K00031	0.000483174043889856
K00032	2.6502836356228e-06
K00033	0.000484809059813711
K00034	0.00027931840683642
K00035	8.33007071651285e-07
K00036	0.000495642712063671
K00038	0.000337557303929693
K00039	1.21402552384804e-06
K00040	3.64828316129793e-06
K00041	2.81738990938896e-07
K00042	8.18438355180928e-06
K00043	8.57359993306256e-07
K00045	1.40069898649965e-05
K00046	0.000166720249164605
K00048	1.74741949802163e-06
K00050	3.66857761877379e-07
K00052	0.000508684029892186
K00053	0.000480237218191376
K00054	0.000201536474865546
K00055	0.000737415590830834
K00057	0.000493989543865737
K00058	0.00120682300623413
K00059	0.00272844009775622
K00060	9.11439719561505e-06
K00064	8.70508307695639e-07
K00065	8.13150856885511e-05
K00066	0
K00067	0.000342053780714628
K00068	4.85835957968991e-05
K00073	1.59390885997157e-05
K00074	0.000104058478641462
K00075	0.000487372511512436
K00076	1.30855866263914e-05
K00077	0.000472408235095709
K00082	0
K00086	5.5708306408544e-07
K00087	1.56337846215437e-06
K00088	0.000599636636227245
K00090	0.000407029462509522
K00091	0.000360511084726103
K00094	5.83209775292243e-07
K00096	1.91127986141969e-07
K00097	0.000224961739601215
K00098	4.57559552706287e-06
K00099	0.000281214557617884
K00100	1.57466639328906e-06
K00101	0.00031917076574996
K00102	0.000236585086486473
K00103	2.65943657533263e-05
K00104	0.0004876784234268
K00105	7.86696816439034e-07
K00106	0
K00108	0.000244614856834024
K00109	0
K00111	0.000250493422656022
K00112	1.74962932587673e-07
K00113	1.74962932587673e-07
K00114	3.950775897141e-08
K00116	0.000730767447889569
K00117	4.61411707984156e-07
K00118	0.000312143445136994
K00121	0.00040891829466473
K00122	0.000170673208064619
K00123	0.000247652033635601
K00124	0.00022766895033594
K00125	0
K00126	0
K00127	7.11853918608179e-07
K00128	0.00151833983466427
K00129	0
K00130	0.000691409585057815
K00131	0.000252077768414107
K00132	0.000164130937261847
K00133	0.000493994440033294
K00134	0.000964522848572644
K00135	0.00149716388747767
K00137	0.000181343574522082
K00138	0.000476635346686522
K00140	7.88630471534694e-05
K00141	6.55238710798241e-05
K00145	0.000478136907006398
K00146	9.94708500259972e-05
K00147	0.000280262793275038
K00148	4.33467763849155e-06
K00150	5.05233824092298e-05
K00151	0.000213519475793153
K00152	1.80606898155017e-07
K00153	8.83823876016568e-05
K00154	0.000190193525518493
K00156	0.000155613100281087
K00158	0.000202042719763121
K00161	0.000438624816336912
K00162	0.000438741397197318
K00163	0.00027893135070552
K00164	0.000480031048725777
K00166	0.000206291782915164
K00167	0.000267219520564152
K00169	1.18344474411135e-05
K00170	1.18776855577761e-05
K00171	1.17912093244509e-05
K00172	2.27825880999295e-05
K00174	0.000207626795106941
K00175	0.000203040492271601
K00176	0
K00177	0
K00179	2.66993435128789e-05
K00180	1.89541947983198e-10
K00183	0
K00184	8.74814662938365e-07
K00185	1.74962932587673e-07
K00186	0
K00187	0
K00193	0
K00194	0
K00196	3.49925865175346e-07
K00197	0
K00198	0
K00200	0
K00201	0
K00202	1.74962932587673e-07
K00205	0
K00208	0.000594745961257746
K00209	0
K00210	3.44281899608002e-07
K00214	0
K00215	0.000481126804329701
K00216	8.9532647073713e-05
K00217	3.15378376260024e-05
K00218	1.74962932587673e-07
K00219	0.00030905997418553
K00220	1.30182453841754e-06
K00221	2.93053018012272e-05
K00226	0.000201882439237085
K00228	5.36890986020506e-07
K00230	3.61928053432833e-07
K00231	0.000258733519208893
K00232	1.74962932587673e-07
K00239	0.000487983328568936
K00240	0.00047960222363602
K00241	0.000479609137209994
K00242	0.000224127516645859
K00243	0.000203904744031888
K00244	0.000462505730800646
K00245	3.49925865175346e-07
K00246	3.49925865175346e-07
K00247	3.49925865175346e-07
K00248	0.000222991771619204
K00249	0.000313505214813959
K00252	0.000400263785356499
K00253	2.91603883868599e-05
K00254	0.000487965813347391
K00255	1.14438561150361e-05
K00256	0
K00257	2.65943657533263e-05
K00259	0.000411160933751558
K00260	0.000428024524658483
K00261	0.000435796401260693
K00262	0.000506685088236615
K00263	4.50299091371826e-05
K00265	0.000297565630356784
K00266	0.00026007264444399
K00270	0
K00271	5.15561402035934e-06
K00273	2.65943657533263e-05
K00274	5.90264706278343e-06
K00275	0.000241906813148485
K00276	5.64396556734428e-09
K00278	0.00022779310068381
K00281	0.000475761943739602
K00282	0.000467816326739294
K00283	0.000244689109817651
K00284	0.000495209166965211
K00285	0.000263223954158068
K00286	0.000482766264879064
K00287	0.000513540981636048
K00288	0
K00290	3.49925865175346e-07
K00293	1.74962932587673e-07
K00294	0.00022230290957819
K00297	0.000481505454469027
K00298	1.55848519385029e-07
K00299	0.000233406739298419
K00301	2.68568101522078e-05
K00302	2.99980068751481e-05
K00303	1.1984712880617e-05
K00304	5.24888797763019e-07
K00305	5.24888797763019e-07
