KO	skin_15
K00001	0.000927926070470191
K00002	9.33336747989008e-05
K00003	0.000432490241180232
K00004	0.000441634277852452
K00005	1.76687823566012e-05
K00007	0
K00008	0.000709219016694422
K00009	0.00032261059921484
K00010	0.000206846718479663
K00012	0.000119610230663791
K00013	0.000387487860948601
K00014	0.000510198740680039
K00015	0.00115484034086063
K00016	0.000822092753162308
K00018	0.000424858693923664
K00019	0.000243341247050032
K00020	6.72211126783528e-05
K00021	0
K00023	0.000185319200868446
K00024	0.00017297332934595
K00027	0.000513274484954271
K00029	0.000397030528977526
K00030	1.34351367712724e-05
K00031	0.000419449599658842
K00032	4.1352079192518e-06
K00033	0.000445452242472799
K00034	0.000407795914562056
K00035	1.5874684037729e-06
K00036	0.000435347639379476
K00038	0.000685799971924445
K00039	2.82529552256114e-06
K00040	6.21091181922515e-06
K00041	2.33863928097528e-07
K00042	1.77276780512908e-05
K00043	1.7978062227893e-05
K00045	2.8814528238626e-05
K00046	0.000257977567834405
K00048	7.19920755558532e-06
K00050	2.31653269108648e-06
K00052	0.000426822667623896
K00053	0.00042116197313872
K00054	0.000358085580862586
K00055	6.84234053269162e-05
K00057	0.000424213836651436
K00058	0.00168798412216618
K00059	0.00326016944125206
K00060	1.37885348534651e-05
K00064	3.86223137361671e-06
K00065	0.000117418278207881
K00066	1.3754412853326e-06
K00067	0.000151794656191623
K00068	5.64330168098214e-05
K00073	2.82635789954223e-05
K00074	3.8310377243217e-05
K00075	0.000432936782529047
K00076	1.83817828766346e-05
K00077	0.000834369119927354
K00082	0
K00086	1.78544490799581e-06
K00087	0
K00088	0.00057777592636836
K00090	0.000750881165292102
K00091	0.000643547508497316
K00094	0
K00096	2.25683695428368e-05
K00097	3.17237621290078e-05
K00098	7.28760968897548e-06
K00099	6.71476199324078e-05
K00100	0
K00101	3.51719774333154e-05
K00102	3.297198449548e-05
K00103	1.79383671432114e-06
K00104	5.9599347177459e-05
K00105	7.41922571118681e-06
K00106	0
K00108	0.00037405078512995
K00109	0
K00111	0.000456613533715138
K00112	2.31653269108648e-05
K00113	2.31653269108648e-05
K00114	0
K00116	0.000754774737298085
K00117	5.5538134480914e-06
K00118	0.000613976459467905
K00121	0.000184001898164019
K00122	0.000298358852685943
K00123	0.000407419839106523
K00124	6.99087542670259e-06
K00125	0
K00126	1.15826634554324e-06
K00127	3.50800554756819e-06
K00128	0.00204236868423736
K00129	0
K00130	0.000819539262187683
K00131	1.1423838077458e-05
K00132	0.000319880016536013
K00133	0.000427200921337178
K00134	0.000819418814482212
K00135	0.00144809108315258
K00137	0.000408204832692522
K00138	0.000757656527815435
K00140	9.10503835717941e-05
K00141	5.53066041316142e-05
K00145	0.000440267931092203
K00146	0.000171432962636761
K00147	7.16653455884914e-05
K00148	2.56562664932829e-05
K00150	7.26267381560103e-05
K00151	0.000417876417322814
K00152	1.15826634554324e-06
K00153	6.83111799323579e-05
K00154	0.000346762160310483
K00156	0.000311173007878675
K00158	0.000384521421565958
K00161	0.000768071390392036
K00162	0.00077308412013437
K00163	6.44384615916907e-05
K00164	0.000416719014577418
K00166	0.000357506386325327
K00167	0.000411036752449561
K00169	1.80885643879128e-07
K00170	3.61771287758255e-07
K00171	0
K00172	0
K00174	0.000387621066804668
K00175	0.000378496418383593
K00176	0
K00177	0
K00179	5.60320774102863e-07
K00180	5.60320774102863e-07
K00183	0
K00184	0
K00185	0
K00186	0
K00187	0
K00193	0
K00194	0
K00196	0
K00197	0
K00198	0
K00200	0
K00201	1.14776846325735e-06
K00202	0
K00205	0
K00208	0.000709510967332476
K00209	0
K00210	1.7185871196461e-06
K00214	0
K00215	0.000424671287423631
K00216	1.99005734927361e-05
K00217	4.33447923323405e-05
K00218	6.29439218298051e-07
K00219	8.98097298863597e-05
K00220	4.08550787358574e-06
K00221	5.54189840904516e-05
K00226	0.000403293863184205
K00228	3.48704656596327e-06
K00230	0
K00231	0.00041384235976501
K00232	2.31653269108648e-06
K00239	0.000459276296246332
K00240	0.000436787002689789
K00241	0.000436734345770539
K00242	4.63306538217297e-06
K00243	0.000360529154593408
K00244	0.000750911334181136
K00245	1.15826634554324e-06
K00246	1.15826634554324e-06
K00247	1.15826634554324e-06
K00248	0.000333980058999813
K00249	0.000150928349022424
K00252	0.000377925139952712
K00253	2.25333889587715e-05
K00254	0.000412394270918238
K00255	6.86561501497233e-06
K00256	0
K00257	0
K00259	0.000746404095430122
K00260	0.000354211993606936
K00261	0.000370870018810863
K00262	7.30175502070773e-05
K00263	2.30970548557542e-05
K00265	0.000447831310613166
K00266	0.000445525690105114
K00270	5.9794557144038e-07
K00271	3.52409212860226e-06
K00273	5.9794557144038e-07
K00274	5.89164861830551e-05
K00275	5.90620111735687e-06
K00276	1.16876422782913e-06
K00278	7.92702270696314e-05
K00281	0.000386052549983341
K00282	0.000386451376669273
K00283	0.000383632687048181
K00284	0.000798317710805506
K00285	9.56579566506988e-05
K00286	0.000425501038470812
K00287	0.000484192833619349
K00288	0
K00290	1.04300564644038e-05
K00293	0
K00294	0.000392658626093886
K00297	0.000426468937748471
K00298	0
K00299	0.000411212577595045
K00301	0
K00302	2.27656706905073e-06
K00303	2.2355435235178e-05
K00304	0
K00305	0
K00311	5.73884231628676e-06
K00313	2.20070605653216e-05
K00314	0
K00315	0
K00316	2.21155386822758e-06
K00317	6.44285654708429e-06
K00318	0.000352103689474478
K00320	0
K00322	0.000297310901130268
K00324	8.99011860869533e-05
K00325	2.83775254658094e-05
K00329	0.000257992854306287
K00330	2.66401259474946e-05
K00331	2.72192591202662e-05
K00332	2.54818596019513e-05
K00333	2.66401259474946e-05
K00334	2.78366820895847e-05
K00335	2.89694219040967e-05
K00336	2.97819509364192e-05
K00337	2.66401259474946e-05
K00338	2.66401259474946e-05
K00339	2.66528892130102e-05
K00340	2.66401259474946e-05
K00341	7.93814003474698e-05
K00342	2.67039422750727e-05
K00343	2.6764567786272e-05
K00344	0.000642537600210572
K00346	2.31653269108649e-06
K00347	2.31653269108649e-06
K00348	2.31653269108649e-06
K00349	2.31653269108649e-06
K00350	3.59102182491435e-06
K00351	2.9272415280425e-06
K00354	0.000112052325013126
K00355	3.89637079632851e-05
K00356	0.000257992854306287
K00360	5.9794557144038e-07
K00362	0.000398321859540852
K00363	0.000354811168372886
K00364	0.000737408024608966
K00365	0
K00366	0
K00367	2.91447826252687e-06
K00368	6.55200906163731e-05
K00370	0.000424449209047714
K00371	0.000406440201381699
K00372	2.92497614481275e-06
K00373	0.000405326526406139
K00374	0.000405348154299154
K00375	0.000485745084940675
K00376	1.17102961105887e-06
K00380	0.000674149358192698
K00381	3.50324132042056e-05
K00382	0.00149268097062839
K00383	0.00077616047159756
K00384	0.00133615727726118
K00385	0
K00387	0
K00389	2.77402449513699e-05
K00390	8.8196061230271e-05
K00392	7.75203873534318e-05
K00394	0
K00395	0
K00400	0.000360429779218182
K00404	4.65187778084173e-06
K00405	4.65187778084173e-06
K00406	8.70580999024308e-06
K00407	2.91447826252687e-06
K00410	2.31653269108648e-06
K00411	3.47479903662973e-06
K00412	3.47479903662973e-06
K00413	3.47479903662973e-06
K00423	0
K00424	2.31653269108648e-06
K00425	0.000392082153435964
K00426	0.000415697864467369
K00427	3.52892895734333e-06
K00428	5.59573134560193e-06
K00432	0.000724383790199507
K00433	3.29544599714225e-06
K00435	0.000352112969040513
K00436	7.21263568093629e-07
K00437	0
K00440	0
K00441	0
K00442	0
K00446	2.85107449387524e-06
K00448	2.94570651800492e-05
K00449	2.96776873411051e-05
K00450	2.88775155323413e-05
K00451	2.31653269108648e-06
K00452	1.15826634554324e-06
K00453	2.49741833496561e-06
K00455	7.34851760012329e-08
K00456	0
K00457	3.172069198477e-05
K00459	0.000418062706084103
K00462	0
K00464	0
K00466	0
K00467	1.15826634554324e-06
K00469	0
K00471	1.75621191698362e-06
K00472	1.15826634554324e-06
K00476	0
K00477	1.15826634554324e-06
K00479	1.20396673352406e-06
K00480	5.53059518514696e-05
K00481	3.17478188998216e-05
K00483	0
K00484	3.36907413063099e-06
K00485	0
K00486	3.14244019756482e-06
K00491	0.000351962231003947
K00493	2.31653269108648e-06
K00494	1.81280094356722e-07
K00496	2.92497614481275e-06
K00499	2.5470523825207e-06
K00500	2.31653269108648e-06
K00504	0
K00505	0
K00507	3.2084189665318e-06
K00508	5.67760836252561e-06
K00514	0
K00518	0
K00520	0.000492722285005184
K00523	3.50032556766098e-06
K00524	0
K00525	0.000471922722129049
K00526	0.000432793945760509
K00527	0
K00528	7.16670639898377e-05
K00529	0.000111764380236818
K00531	0
K00532	0
K00533	0
K00534	0
K00537	0.000416034947594591
K00544	0
