reactions	oral_16
K00001	110.033392964393
K00003	102.655567226891
K00004	58.4847142857143
K00005	20.895
K00006	147.136579238903
K00007	21.475
K00008	21.4766666666667
K00009	21.4011111111111
K00010	45.0766666666667
K00011	113.354392964393
K00012	63.2796944444444
K00013	74.3273529411765
K00014	103.629317226891
K00015	46.7709444444444
K00016	88.1010596310596
K00018	46.7709444444444
K00019	22.9716666666667
K00020	43.9131944444445
K00021	0
K00022	43.8231944444445
K00024	65.6748807189543
K00025	65.6748807189543
K00026	65.6748807189543
K00027	0.716666666666667
K00028	0.716666666666667
K00029	78.2231862745098
K00030	21.1483333333333
K00031	38.789
K00033	67.5316587301587
K00034	0.69
K00036	68.7216587301587
K00039	0
K00040	24.325
K00041	0
K00042	22.7816666666667
K00043	0.306666666666667
K00045	21.475
K00046	21.475
K00048	0.124444444444444
K00049	46.7709444444444
K00050	46.7709444444444
K00052	48.1572142857143
K00053	99.4355672268908
K00054	21.255
K00057	147.136579238903
K00058	83.8305473856209
K00059	147.236579238903
K00060	26.0233333333333
K00066	0
K00067	73.1900198412698
K00068	21.7816666666667
K00073	0
K00074	0
K00075	150.392579238903
K00077	98.5548529411765
K00082	100.219011671335
K00086	0
K00087	22.4716666666667
K00088	150.392579238903
K00090	0.69
K00094	0.306666666666667
K00096	147.136579238903
K00097	41.7746944444444
K00098	21.475
K00099	82.0550116713352
K00100	2.83944444444444
K00101	88.1010596310596
K00102	39.0338611111111
K00103	0
K00104	22.4716666666667
K00105	20.75
K00106	22.4716666666667
K00110	22.2994444444445
K00111	0
K00112	0
K00113	0
K00116	22.4001587301587
K00121	110.033392964393
K00122	28.4925
K00123	0
K00125	0
K00126	0
K00128	69.2799920634921
K00130	22.165
K00132	21.7427777777778
K00133	99.9002616713352
K00134	134.948579238903
K00135	38.8247142857143
K00137	69.2799920634921
K00139	37.419
K00140	23.0166666666667
K00145	46.75
K00146	21.475
K00147	50.0541666666667
K00149	69.2799920634921
K00150	150.392579238903
K00151	22.165
K00156	21.89
K00158	21.75
K00160	69.3326587301587
K00161	70.1382142857143
K00162	70.1382142857143
K00163	70.1382142857143
K00164	47.7019444444444
K00165	22.39
K00166	22.39
K00167	22.39
K00169	34.4523529411765
K00170	34.4523529411765
K00171	34.4523529411765
K00172	34.4523529411765
K00174	33.6786029411765
K00175	33.6786029411765
K00176	33.6786029411765
K00177	33.6786029411765
K00179	0
K00199	0
K00207	0.306666666666667
K00208	99.2406783380019
K00209	39.2397142857143
K00210	98.0638529411765
K00211	98.0638529411765
K00215	0.996666666666667
K00216	0
K00220	102.100567226891
K00226	22.5716666666667
K00228	24.002380952381
K00229	0.284444444444444
K00231	0.880714285714286
K00238	82.2529283380019
K00239	103.002928338002
K00240	103.002928338002
K00241	103.002928338002
K00242	103.002928338002
K00244	103.002928338002
K00245	103.002928338002
K00246	103.002928338002
K00247	103.002928338002
K00248	42.9717976190476
K00249	22.665
K00252	42.225
K00253	22.665
K00254	150.392579238903
K00259	43.035
K00260	23.832380952381
K00261	73.3526587301587
K00262	70.9693055555556
K00263	0.055
K00264	25.6205555555556
