function.	air_11
K00346	21.75
K00347	21.75
K00348	21.75
K00349	21.75
K00350	21.75
K00351	21.75
K00354	0.7
K00355	1.92
K00356	1.29
K00360	1.33
K00362	20.15
K00363	19.09
K00364	12.64
K00365	0.88
K00366	0.79
K00367	0
K00368	19.74
K00370	24.61
K00371	37.65
K00372	3.56
K00373	27.35
K00374	24.61
K00375	46.73
K00376	0.75
K00380	18.49
K00381	25.55
K00382	116.18
K00383	24.09
K00384	95.35
K00385	0
K00387	0.15
K00389	14.54
K00390	34.79
K00392	15.37
K00394	0
K00395	0
K00404	23.66
K00405	23.16
K00406	23.17
K00407	23.16
K00410	0.5
K00411	23.24
K00412	22.99
K00413	22.59
K00423	0.5
K00425	63.59
K00426	63.8
K00427	0.25
K00428	15.05
K00432	73.89
K00433	2.2
K00435	0
K00436	0
K00441	0.25
K00446	4.6
K00448	6.69
K00449	10.64
K00450	7.27
K00451	3
K00452	0.01
K00453	3.33
K00455	0.75
K00456	0.09
K00457	17.98
K00459	49.63
K00462	0.02
K00464	0
K00466	0.5
K00467	0.33
K00471	0
K00472	1.01
K00476	0
K00477	0
K00479	5.01
K00480	7.67
K00481	7.43
K00483	0.95
K00484	0.25
K00486	0
K00491	13.05
K00493	1
K00496	4.95
K00499	0.15
K00500	1.92
K00504	0
K00505	0.75
K00507	22.56
K00508	20.74
K00510	30.18
K00514	0
K00517	20.85
K00518	0.33
K00520	7.08
K00523	1.15
K00525	75.21
K00526	89.58
K00527	29.47
K00528	81.32
K00529	4.44
K00531	0
K00532	0
K00533	0
K00534	0.5
K00537	37.76
K00543	0
K00544	0
K00547	21.1
K00548	26.1
K00549	65.28
K00554	66.59
K00556	0
K00557	6.55
K00558	51.34
K00560	66.26
K00561	0.83
K00563	51.77
K00564	11.95
K00566	66.59
K00567	68.31
K00568	24.29
K00569	0.25
K00570	2.2
K00571	48.94
K00573	3.97
K00574	57.57
K00575	5.07
K00577	0
K00584	0
K00587	0
K00588	0.5
K00590	0.15
K00594	0.5
K00595	24.33
K00596	0.71
K00598	2.46
K00600	68.17
K00602	66.59
K00603	0
K00604	70.19
K00605	61.7
K00606	50.79
K00608	0
K00609	66.59
K00610	0
K00611	56.91
K00612	1.04
K00613	0.2
K00615	71.4
K00616	65.98
K00619	1.25
K00620	67.84
K00621	0.25
K00624	0.33
K00625	12.98
K00626	106.94
K00627	44.67
K00631	21.75
K00632	35.38
K00633	0.1
K00634	1.74
K00635	22
K00638	0.34
K00639	12.68
K00640	70.66
K00641	77.7
K00643	2.64
K00645	37.74
K00646	0.11
K00647	23.2
K00648	17.09
K00651	0.96
K00652	54.9
K00655	71.28
K00656	30.78
K00657	3.85
K00658	65.62
K00661	15.82
K00662	0.42
K00663	0.76
K00666	118.58
K00672	0.2
K00673	0.85
K00674	86.12
K00675	2.55
K00677	22.95
K00680	38.24
K00681	27.5
K00683	6.01
K00684	24.29
K00685	1.79
K00686	0.2
K00687	10.3
K00688	38.77
K00689	0
K00690	0.25
K00691	0
K00692	0.11
K00693	0
K00694	2.28
K00695	0
K00696	0.15
K00697	32.45
K00698	0.25
K00700	33.28
K00701	0
K00702	0
K00703	6.32
K00705	28.29
K00709	0
K00712	23.4
K00713	0
K00720	0.4
K00721	33.6
K00728	0
K00737	0
K00745	0
K00748	22.95
K00752	0
K00754	16.59
K00756	12.48
K00757	0.33
K00758	23.76
K00759	66.58
K00760	65.59
K00761	69.1
K00762	67.43
K00763	66.42
K00764	66.59
K00765	65.19
K00766	66.59
K00767	17.95
K00768	32.69
K00769	0.75
K00772	0.99
K00773	65.76
K00782	24.89
K00783	35.68
K00784	32.14
K00785	0.75
K00786	0.42
K00788	59.26
K00789	66.68
K00790	79.9
K00791	66.59
K00793	66.59
K00794	67.59
K00795	23.44
K00796	93.22
K00797	4.47
K00798	25.62
K00799	44.19
K00800	66.84
K00801	0.29
K00803	4.45
K00805	43.5
K00806	67.24
K00808	0.95
K00809	0.34
K00812	3
K00813	0
K00817	130.42
K00818	54.2
K00819	24.04
K00820	68.23
K00821	2.29
K00822	2.05
K00823	13.09
K00824	13.43
K00826	69.08
K00830	2.43
K00831	54.4
K00832	23.33
K00833	60.96
K00835	21.5
K00836	22.83
K00839	0.61
K00840	0
K00841	12.39
K00842	0
K00844	0
K00845	72.25
K00847	19.04
K00848	0.75
K00849	34.26
K00850	43.06
K00851	54.72
K00852	52.62
K00853	13
K00854	18.24
K00855	0.7
K00856	1.91
K00857	14.64
K00858	66.79
K00859	66.59
K00860	2.72
K00862	0.5
K00863	4.58
K00864	47.08
K00865	58.38
K00867	31.97
K00868	48.72
K00869	16.14
K00870	0
K00872	43.3
K00873	54.16
K00874	4.81
K00875	0
K00876	13.72
K00878	23.85
K00879	0
K00880	0.33
K00881	0
K00882	68.05
K00883	1.13
K00884	0.25
K00885	0
K00886	30.41
K00887	2.09
K00891	61.99
K00892	0
K00895	1.08
K00897	0.33
K00899	0.79
K00901	25.63
K00906	0.5
K00912	23.45
K00917	12.41
K00918	0
K00919	66.59
K00924	2.41
K00925	65.65
K00926	23.14
K00927	66.59
K00928	79.09
K00929	0.49
K00930	65.99
K00931	54.51
K00932	0
K00936	17.36
K00937	26.93
K00938	16.14
K00939	66.74
K00940	66.59
K00941	47.56
K00942	66.59
K00943	67.68
K00945	66.01
K00946	54.06
K00947	1
K00948	67.09
K00949	12.64
K00950	87.09
K00951	87.59
K00952	0
K00954	66.59
K00955	1.59
K00956	16.07
K00957	17.16
K00958	2.09
K00960	0.09
K00962	66.59
K00963	68.05
K00965	22.72
K00966	30.91
K00968	0
K00969	76.64
K00970	54
K00971	8.3
K00972	10.3
K00973	33.75
K00974	34.39
K00975	32.17
K00978	1.82
K00979	22.96
K00980	14.98
K00981	66.84
K00982	54.21
K00983	1.25
K00984	0
K00986	0.25
K00988	0
K00989	54.15
K00990	49.6
K00991	69.92
K00992	23.29
K00995	97.5
K00996	0.65
K00997	44.26
K00998	0
K00999	0.5
K01000	66.59
K01002	3.95
K01003	0.75
K01004	1
K01006	4.52
K01007	28.87
K01008	4.73
K01011	76.52
K01012	81.8
K01014	0
K01015	0
K01023	0
K01026	0.25
K01027	0
K01028	45.23
K01029	39.9
K01031	0.51
K01032	0.51
K01034	0.2
K01035	0.09
K01039	0.77
K01040	0.77
K01042	5.4
K01046	42.46
K01048	1.48
K01051	0
K01053	4.66
K01055	16.99
K01056	95.84
K01057	32.45
K01058	21.75
K01060	0.44
K01061	8.29
K01066	16.43
K01067	0.25
K01069	29.59
K01070	23.18
K01071	0.33
K01073	0.25
K01075	1.01
K01077	27.79
K01078	0.05
K01079	54.2
K01081	34.49
K01082	30.79
K01083	0.12
K01085	0
K01086	0
K01087	35.74
K01089	0
K01090	40.29
K01091	70.05
K01092	109.45
K01093	0.25
K01095	22
K01096	0
K01101	0.2
K01104	107
K01113	18.27
K01114	13.27
K01115	0
K01117	0.09
K01118	14.97
K01119	1.57
K01120	0
K01121	0
K01126	132.17
K01128	0
K01129	55.41
K01130	11.01
K01133	0.5
K01135	0
K01137	0
K01138	0
K01139	7.68
K01141	0.65
K01142	111.64
K01143	0
K01144	1.1
K01146	0
K01147	0.25
K01150	0.25
K01151	13.05
K01153	44.58
K01154	53.5
K01155	7.86
K01156	42.74
K01158	0
K01159	54.35
K01160	4.03
K01163	0
K01166	1.29
K01167	0.75
K01169	0
K01173	23.1
K01174	23.08
K01175	0
K01176	0.44
K01178	0.33
K01179	3.36
K01181	0.49
K01182	0.86
K01183	11.06
K01184	0.25
K01185	0.7
K01186	15.01
K01187	22.47
K01190	0.87
K01191	0.75
K01192	1.21
K01193	37.52
K01194	0.58
K01195	1.09
K01197	0.33
K01198	0.69
K01200	13.97
K01201	0.11
K01205	0
K01206	0.99
K01207	56.56
K01208	5.73
K01209	1.13
K01210	1
K01212	0
K01215	0
K01216	0
K01218	0.44
K01219	0
K01220	12.01
K01222	0.53
K01223	12.7
K01224	0.11
K01226	12.19
K01227	0.31
K01230	0
K01232	0.11
K01233	0.11
K01235	0
K01236	8.7
K01239	79.17
K01240	0.09
K01241	26.57
K01243	27.56
K01246	72.57
K01247	3.16
K01250	10.63
K01251	50.85
K01252	4.15
K01253	0.52
K01255	74.92
K01256	58.21
K01258	26.03
K01259	33.79
K01261	12.19
K01262	36.84
K01263	0
K01264	0.25
K01265	101.73
K01266	0.55
K01267	30.5
K01269	0
K01270	21.59
K01271	33.66
K01273	2.82
K01274	14.58
K01277	0
K01278	0.83
K01281	0.75
K01283	0.34
K01284	30.86
K01286	10.42
K01295	3.28
K01297	1.36
K01299	0.4
K01301	0
K01303	0
K01304	13.63
K01305	0
K01308	0.11
K01318	22.22
K01322	36.55
K01325	0
K01338	24.58
K01342	0.11
K01347	0
K01350	0
K01354	31.79
K01355	0
K01356	46.57
K01358	100.59
K01361	0
K01372	36.46
K01387	0.27
K01389	0
K01390	0
K01392	0
K01399	0.25
K01400	0.11
K01401	11.59
K01406	0.28
K01407	0
K01409	68.09
K01414	41.58
K01415	0
K01416	0
K01417	0
K01419	14.18
K01420	12.76
K01421	57.43
K01424	78.41
K01425	16.89
K01426	38.8
K01427	3.95
K01428	43.97
K01429	38.84
K01430	38.84
K01432	0.58
K01433	26.91
K01434	2.73
K01436	30.11
K01437	0
K01438	5.81
K01439	81.58
K01442	13.24
K01443	39.92
K01444	0.33
K01446	10.3
K01447	2.68
K01448	53.5
K01449	0.69
K01451	61.48
K01452	0.59
K01453	9.1
K01455	3.09
K01457	1.03
K01458	1.25
K01459	2.25
K01460	0
K01461	0.5
K01462	109.84
K01464	2.55
K01465	91.03
K01466	5.14
K01467	0.41
K01468	18.2
K01469	0.26
K01470	12.62
K01471	0
K01473	4.26
K01474	4.02
K01476	13.38
K01477	4.53
K01478	16.12
K01479	17.05
K01480	2.49
K01482	0.58
K01483	1.45
K01484	0.59
K01485	6.98
K01486	1.76
K01487	6.43
K01488	14.77
K01489	37.45
K01491	66.41
K01492	0
K01493	12.89
K01494	54.35
K01495	55.48
K01496	32.79
K01497	22.09
K01499	0.2
K01501	22.01
K01502	0.73
K01505	1.21
K01507	54.2
K01512	43.51
K01515	43.89
K01518	0
K01520	67.13
K01521	0.35
K01523	32.96
K01524	92.39
K01525	22
K01531	1.14
K01533	35.19
K01534	10.1
K01535	0.5
K01537	4.62
K01539	0
K01545	0.55
K01546	15.27
K01547	15.27
K01548	15.27
K01551	3.9
K01555	2.84
K01556	3.09
K01560	13.72
K01561	1.2
K01563	0
K01567	0.2
K01568	0
K01569	0.42
K01571	14.25
K01572	0
K01573	0
K01574	0.73
K01575	46.76
K01576	1.72
K01577	0.7
K01578	1.2
K01579	25.87
K01580	4.61
K01581	5.09
K01582	10.48
K01583	0
K01584	0.75
K01585	0.36
K01586	97.43
K01588	66.59
K01589	66.59
K01590	0
K01591	66.84
K01593	0.33
K01594	0
K01595	31.57
K01596	51.92
K01597	16.14
K01598	0
K01599	66.59
K01601	1
K01602	1
K01607	23.46
K01608	1
K01609	66.59
K01610	13.94
K01611	1.12
K01613	24.37
K01615	0
K01616	29.91
K01617	1.07
K01619	72.77
K01620	36.9
K01621	0.86
K01622	0
K01623	12.78
K01624	67.49
K01625	5.17
K01626	62.79
K01627	22.96
K01628	2.72
K01629	0
K01630	0
K01631	1.13
K01633	66.43
K01635	13.17
K01637	35.14
K01638	34.68
K01639	16.7
K01640	12.71
K01641	16.14
K01643	0.15
K01644	64.54
K01646	0
K01647	79.58
K01649	80.05
K01652	90.91
K01653	56.38
K01654	1.25
K01655	0
K01657	65.59
K01658	71.09
K01659	34.66
K01661	43.3
K01662	54.73
K01664	28.48
K01665	36.34
K01666	0.53
K01667	0
K01668	0
K01669	25.8
K01671	0
K01673	92.21
K01674	0.5
K01676	23.83
K01677	0
K01678	0
K01679	67.14
K01681	68.76
K01682	22.01
K01683	0
K01684	1.86
K01685	1.49
K01686	2.2
K01687	72.91
K01689	66.84
K01690	1.63
K01692	38.67
K01693	65.14
K01695	66.59
K01696	66.78
K01697	16.11
K01698	66.59
K01699	0
K01702	0
K01703	67.11
K01704	67.11
K01706	1.38
K01707	1.72
K01708	1.05
K01709	1.15
K01710	34.22
K01711	1.96
K01712	17.36
K01713	1
K01714	125.69
K01715	0.01
K01716	1.95
K01719	43.06
K01720	13.65
K01721	1.1
K01724	34.75
K01725	0.95
K01727	10.3
K01728	0.77
K01729	0.25
K01730	0
K01732	0.11
K01733	68.58
K01734	0.45
K01735	66.94
K01736	66.68
K01737	36.23
K01738	87.25
K01739	29.69
K01740	49.55
K01744	34.64
K01745	18.77
K01746	0
K01749	66.59
K01750	62.82
K01751	0.01
K01752	94.2
K01753	1.05
K01754	82.86
K01755	66.98
K01756	66.59
K01758	0.58
K01759	25.72
K01760	14.44
K01761	0.48
K01766	0.25
K01768	22.97
K01769	0.5
K01770	48.83
K01771	10.39
K01772	70.92
K01775	80.15
K01776	66.68
K01777	0.51
K01778	54.4
K01779	2.62
K01781	0.5
K01782	7.23
K01783	66.59
K01784	91.6
K01785	36.76
K01787	0
K01788	34.76
K01790	34.67
K01791	38.35
K01792	22.37
K01795	0.25
K01796	4.39
K01799	1.89
K01800	9.37
K01801	9.97
K01802	54.16
K01803	66.59
K01804	0.9
K01805	2.89
K01807	35.48
K01808	32.24
K01809	55.91
K01810	66.34
K01811	1.32
K01812	7.47
K01813	0
K01814	41.11
K01815	0.58
K01816	19.07
K01817	68.77
K01818	0.09
K01819	23.98
K01820	0.91
K01821	35.02
K01822	0.01
K01823	42.63
K01825	21.75
K01826	7.97
K01829	0
K01834	58.21
K01835	38.81
K01838	0
K01839	13.34
K01840	97.83
K01841	0.25
K01843	1.48
K01844	0
K01845	79.57
K01846	0
K01847	47.34
K01848	0.99
K01849	0.66
K01851	0.25
K01854	30.83
K01856	7.44
K01857	12.87
K01858	29.22
K01865	0
K01866	66.93
K01867	67.16
K01868	68.22
K01869	66.59
K01870	66.68
K01872	67.01
K01873	66.92
K01874	66.74
K01875	66.59
K01876	66.09
K01878	23.4
K01879	23.4
K01880	43.19
K01881	66.68
K01883	66.59
K01884	0
K01885	84.82
K01886	22.5
K01887	67.16
K01889	66.59
K01890	66.59
K01892	66.68
K01893	12.39
K01894	23.29
K01895	34.39
K01896	0.01
K01897	144.39
K01902	24.62
K01903	24.62
K01904	0
K01905	0
K01906	31.1
K01907	1.99
K01908	1.53
K01909	0
K01910	0
K01911	43.3
K01912	4.1
K01914	0.09
K01915	103.79
K01916	38.69
K01918	75.56
K01919	23.96
K01920	23.29
K01921	68.1
K01922	0
K01923	67.39
K01924	66.92
K01925	66.59
K01926	14.05
K01928	54.69
K01929	66.68
K01933	66.59
K01934	56.29
K01935	77.11
K01937	48.8
K01938	32.35
K01939	66.59
K01940	66.84
K01941	1.15
K01945	66.59
K01947	0
K01950	29.15
K01951	91.23
K01952	151.5
K01953	34.27
K01955	67.03
K01956	66.7
K01958	42.72
K01959	0.25
K01960	0.25
K01961	55.86
K01962	35.68
K01963	58.56
K01965	2.04
K01966	70.63
K01968	10.3
K01969	14.91
K01971	8.15
K01972	66.24
K01974	0.5
K01975	8.35
K01989	51.63
K01990	411.71
K01991	5.09
K01992	319.3
K01993	4.66
K01994	0.2
K01995	12.66
K01996	12.74
K01997	12.61
K01998	12.42
K01999	12.84
K02000	7.3
K02001	7.3
K02002	11.3
K02003	183.63
K02004	155.87
K02005	15.38
K02006	0.83
K02007	1.33
K02008	0.83
K02009	0.5
K02010	33.86
K02011	47.46
K02012	58.05
K02013	348.12
K02014	69.69
K02015	472.57
K02016	411.43
K02017	38.14
K02018	51.49
K02019	2.39
K02020	52.79
K02021	22.1
K02022	4.14
K02024	0
K02025	40.65
K02026	40.32
K02027	40.81
K02028	82.96
K02029	84.94
K02030	161.15
K02031	44.77
K02032	225.17
K02033	164.5
K02034	164.72
K02035	239.97
K02036	67.45
K02037	67.43
K02038	68.09
K02039	45.73
K02040	67.23
K02041	14.23
K02042	27.66
K02043	1.05
K02044	15.63
K02045	8.15
K02046	8.15
K02047	8.15
K02048	22.44
K02049	40.9
K02050	31.52
K02051	23.92
K02052	22.55
K02053	9.7
K02054	8.2
K02055	9.95
K02056	40.11
K02057	45.32
K02058	35.71
K02062	0.58
K02063	0.58
K02064	0.58
K02065	3.3
K02066	4.55
K02067	7.55
K02068	25.43
K02069	29.38
K02071	77.8
K02072	78.05
K02073	103.53
K02074	22.28
K02075	21.78
K02076	12.39
K02077	37.23
K02078	53.42
K02079	0
K02080	0
K02081	0.58
K02082	0.69
K02083	0.61
K02086	12.39
K02092	0
K02093	0
K02094	0
K02095	0
K02096	0
K02097	0
K02099	0
K02100	0.11
K02103	0.4
K02106	7.04
K02107	0
K02108	66.59
K02109	67.88
K02110	66.59
K02111	66.59
K02112	66.59
K02113	55.79
K02114	66.59
K02115	66.59
K02116	24.86
K02117	0
K02118	0
K02119	0
K02120	0
K02121	0
K02122	0
K02123	0
K02124	0
K02160	61.24
K02164	0.75
K02167	0.5
K02168	81.75
K02169	21.35
K02170	0.34
K02171	10.5
K02172	10.5
K02173	0
K02182	0.52
K02188	1
K02189	1.2
K02190	0
K02191	0
K02192	22.51
K02193	23.54
K02194	23.04
K02195	23.04
K02196	22.7
K02197	23.19
K02198	23.04
K02199	23.04
K02200	24.1
K02203	0.5
K02204	23.29
K02205	0.65
K02217	41.53
K02221	66.59
K02224	18.32
K02225	1.2
K02226	1
K02227	18.9
K02228	17.32
K02229	27.16
K02230	18.57
K02231	24.33
K02232	18.66
K02233	24.33
K02234	1.95
K02236	12.39
K02237	64.55
K02238	66.55
K02239	0.2
K02240	12.39
K02241	0.11
K02242	12.39
K02243	12.39
K02244	12.39
K02245	12.39
K02246	11.59
K02247	0.2
K02248	0.2
K02249	0.2
K02250	12.37
K02251	0.11
K02253	0.11
K02254	0.2
K02255	0
K02258	1.79
K02259	45.09
K02274	42.16
K02275	33.61
K02276	33.6
K02277	0.75
K02278	1.8
K02279	2.89
K02280	2.3
K02281	1.79
K02282	2.8
K02283	34.13
K02284	0
K02285	0
K02286	0
K02287	0
K02288	0
K02289	0
K02290	0
K02291	5.37
K02292	0
K02293	0
K02294	0
K02297	1.78
K02298	12.58
K02299	12.87
K02300	12.67
K02302	42.25
K02303	32.94
K02304	12.77
K02305	0.75
K02313	66.59
K02314	67.11
K02315	1.18
K02316	66.59
K02317	0
K02334	3.43
K02335	67.4
K02336	0.25
K02337	72.76
K02338	67.1
K02339	1.78
K02340	66.59
K02341	66.59
K02342	139.48
K02343	66.59
K02344	0
K02345	0
K02346	66.33
K02347	12.39
K02348	27.1
K02351	0
K02352	12.19
K02355	68.25
K02356	66.59
K02357	66.59
K02358	88.84
K02361	33.73
K02362	0.5
K02363	4.48
K02364	0.25
K02371	1.14
K02372	37.31
K02377	1.25
K02379	31.48
K02380	0.55
K02381	0
K02383	0
K02385	0
K02386	1.99
K02387	2.19
K02388	3.29
K02389	2.69
K02390	2.94
K02391	1.99
K02392	2.55
K02393	1.99
K02394	1.99
K02395	0.84
K02396	2.69
K02397	1.99
K02398	0.95
K02399	0
K02400	2.19
K02401	2.19
K02402	0.25
K02403	0.25
K02404	0.7
K02405	1.28
K02406	4.32
K02407	1.54
K02408	2.52
K02409	2.19
K02410	2.19
K02411	1.74
K02412	2.19
K02413	0.61
K02414	0.76
K02415	2.35
K02416	2.19
K02417	2.98
K02418	0.95
K02419	2.19
K02420	2.52
K02421	2.19
K02422	1.45
K02423	0.36
K02424	12.4
K02425	0
K02426	2.04
K02427	23.29
K02428	83.9
K02429	1.79
K02430	0
K02431	2.09
K02433	76.98
K02434	66.59
K02435	66.54
K02436	0
K02437	60.92
K02438	35.21
K02439	0.25
K02440	32.25
K02441	0.25
K02442	0
K02443	12.73
K02444	15.75
K02445	41.16
K02446	31.2
K02448	0.75
K02450	0
K02451	0
K02452	1.59
K02453	4.34
K02454	5.49
K02455	4.24
K02456	4.34
K02457	3.09
K02458	3.84
K02459	3.84
K02460	3.59
K02461	3.59
K02462	2.34
K02463	2.34
K02464	0
K02465	0
K02466	0
K02467	0
K02468	0
K02469	68.07
K02470	68.07
K02471	14.89
K02472	14.75
K02473	0.26
K02474	0.85
K02475	6.56
K02476	10.22
K02477	0.34
K02478	1.66
K02479	0.5
K02480	0.45
K02481	0.51
K02482	0.7
K02483	42.93
K02484	43.01
K02485	0
K02486	0
K02487	0.25
K02488	0.95
K02490	0.2
K02491	0.11
K02492	65.3
K02493	68.26
K02494	22
K02495	91.74
K02496	0.5
K02497	2.09
K02498	1.45
K02499	12.64
K02500	65.14
K02501	65.14
K02502	23.49
K02503	37.83
K02504	0
K02505	0
K02506	0
K02507	0
K02508	0.25
K02509	4.89
K02510	7.4
K02511	0
K02517	75.36
K02518	66.85
K02519	66.04
K02520	66.59
K02521	0
K02523	23.29
K02525	0.36
K02526	0.39
K02527	22.95
K02528	66.59
K02529	79.09
K02530	12.1
K02531	0
K02532	0.71
K02533	1.54
K02535	23
K02536	22.95
K02538	11.5
K02545	10.3
K02547	10.3
K02548	44.14
K02549	43.96
K02550	0
K02551	43.3
K02552	14.05
K02553	32.8
K02554	1.89
K02556	2.98
K02557	3.59
K02558	22
K02560	0
K02562	0
K02563	66.27
K02564	38.19
K02565	0
K02566	26.13
K02567	0.9
K02568	0.9
K02569	0.9
K02570	0.9
K02571	0.9
K02572	0.25
K02573	0.15
K02574	0.15
K02575	49.71
K02584	0.65
K02585	0.5
K02586	0.5
K02587	0.5
K02588	0
K02589	0
K02590	0
K02591	0
K02592	0
K02593	0.5
K02594	0.5
K02595	0.5
K02596	0.5
K02597	1
K02598	0.09
K02600	66.59
K02601	67.25
K02609	2.59
K02610	3.09
K02611	3.09
K02612	3.09
K02613	2.59
K02614	3.26
K02615	0
K02616	1.16
K02617	0
K02618	2.34
K02619	53
K02621	35.18
K02622	35.68
K02623	0.5
K02624	8.44
K02625	0.25
K02626	0
K02634	0
K02635	0
K02636	0
K02637	0
K02638	0
K02639	0
K02640	0
K02641	0
K02642	0
K02643	0
K02647	0.74
K02650	22.75
K02651	4.39
K02652	22
K02653	22
K02654	41.21
K02655	2.5
K02656	22
K02657	1.25
K02658	1.25
K02659	1.25
K02660	1.25
K02661	0.25
K02662	1.25
K02663	8.96
K02664	22
K02665	15.79
K02666	22
K02667	1.25
K02668	1.25
K02669	22.15
K02670	1.5
K02671	16.29
K02672	22.5
K02673	1
K02674	1
K02676	1.25
K02679	0
K02680	0
K02681	0
K02682	0
K02686	0.25
K02687	35.68
K02688	0.5
K02689	0
K02690	0
K02691	0
K02692	0
K02693	0
K02694	0
K02696	0
K02697	0
K02698	0
K02699	0
K02700	0
K02702	0
K02703	0
K02704	0
K02705	0
K02706	0
K02707	0
K02708	0
K02709	0
K02710	0
K02711	0
K02712	0
K02713	0
K02714	0
K02715	0
K02716	0
K02717	0
K02718	0
K02719	0
K02720	0
K02722	0
K02723	0
K02724	0
K02742	0.25
K02744	0
K02745	0
K02746	0
K02747	0
K02750	13.19
K02753	0
K02755	10.3
K02756	0
K02757	29.81
K02759	1.07
K02760	1.16
K02761	1.27
K02763	0
K02765	22.69
K02768	0
K02769	0
K02770	89.82
K02771	0
K02773	10.59
K02774	10.59
K02775	10.59
K02777	26.32
K02778	0
K02779	0.09
K02781	0.29
K02783	0.58
K02784	0
K02786	12.1
K02788	12.3
K02791	11.19
K02793	1.89
K02794	0.6
K02795	0.6
K02796	0.6
K02798	11.5
K02799	0
K02800	11.5
K02802	0
K02803	0.33
K02804	30.6
K02805	0
K02806	1.84
K02810	33.22
K02812	0
K02813	0
K02814	0
K02815	0
K02819	12.19
K02821	14.29
K02822	11.88
K02823	0.7
K02824	12.64
K02825	43.8
K02826	2.09
K02827	12.39
K02828	2.09
K02829	2.09
K02834	66.59
K02835	66.59
K02836	66.54
K02837	65.24
K02838	66.59
K02839	1
K02840	0
K02841	0.25
K02843	0.75
K02844	0.75
K02846	0
K02847	0.25
K02848	0.25
K02849	0
K02850	0
K02851	43.3
K02852	0
K02853	0
K02854	0
K02855	0
K02856	0
K02858	0
K02859	0.2
K02860	66.59
K02862	0.2
K02863	66.59
K02864	66.59
K02867	66.59
K02871	66.59
K02874	66.59
K02876	66.59
K02878	66.59
K02879	66.59
