KO	oral_14
K00001	0.00029209397938804
K00002	3.72302001762164e-05
K00003	0.00046283233058002
K00004	0.000103991765658668
K00005	0.000131779600883073
K00007	4.54336955411698e-06
K00008	3.816416366951e-05
K00009	2.81582390466032e-05
K00010	0.000104664882319646
K00012	0.000467371039545532
K00013	0.000251545948528256
K00014	0.000558489323300664
K00015	6.72279433789326e-05
K00016	0.000359081652231267
K00018	0.000231262172500623
K00019	3.50145985033979e-05
K00020	0.00015835737532537
K00021	0
K00023	0.000240499997272489
K00024	0.000210055604988503
K00027	0.000397257522103488
K00029	0.000449488980489331
K00030	0.000237920588694715
K00031	0.000461802880028481
K00032	4.65740633277025e-07
K00033	0.000407072438857112
K00034	7.11850832301015e-05
K00035	9.34531415397879e-06
K00036	0.000398082872493301
K00038	6.04706945895768e-05
K00039	3.02891303607798e-06
K00040	1.92327573063202e-05
K00041	6.04529468992828e-06
K00042	3.78561283342364e-06
K00043	0.000141180590104877
K00045	1.27553363846858e-05
K00046	0.000111340880355982
K00048	2.79113801699706e-05
K00050	0
K00052	0.000552099448935824
K00053	0.000476208869463671
K00054	0.000287834686076143
K00055	0.000268771304338614
K00057	0.000535498576273061
K00058	0.000665368322975193
K00059	0.00189694001549228
K00060	8.09702397487982e-06
K00064	1.06712840309178e-05
K00065	8.78153483307802e-05
K00066	3.01338014871348e-06
K00067	0.000448334385388477
K00068	4.82247198652111e-05
K00073	6.52906449969184e-07
K00074	9.92439452411585e-05
K00075	0.000538296761779548
K00076	8.92827958335316e-05
K00077	0.000282156881325704
K00082	0
K00086	8.12186086325341e-05
K00087	1.4353992594247e-05
K00088	0.000583085990620599
K00090	1.17217262101799e-05
K00091	5.65415764337752e-06
K00094	8.97401672947771e-07
K00096	3.86808579348332e-06
K00097	0.000209685772284346
K00098	8.54919138472765e-06
K00099	0.000250854882459825
K00100	9.53313176467597e-06
K00101	0.000191266497126203
K00102	0.000102874177167651
K00103	0
K00104	0.000297907764738135
K00105	0.000257796988532653
K00108	6.81505433117546e-06
K00111	0.00026521939108706
K00112	6.67425874418431e-05
K00113	6.57329497631505e-05
K00114	0
