reactions	oral_15
K00001	71.7526018876019
K00003	80.4170695611578
K00004	58.5
K00005	0.055
K00006	92.0151754170137
K00007	0
K00008	0
K00009	0.361746031746032
K00010	0.95
K00011	72.5066018876019
K00012	64.391746031746
K00013	15.1055695611578
K00014	80.9583195611578
K00015	60.2713888888889
K00016	75.8816018876019
K00018	60.2713888888889
K00019	0.182857142857143
K00020	0.250138888888889
K00021	0
K00022	0.250138888888889
K00024	21.8342124183007
K00025	21.8342124183007
K00026	21.8342124183007
K00027	0.232857142857143
K00028	0.232857142857143
K00029	79.5292124183007
K00030	0.182857142857143
K00031	63.365
K00033	60.5713888888889
K00034	0
K00036	60.5713888888889
K00039	0
K00040	0.95
K00041	0
K00042	0.272857142857143
K00043	0.182857142857143
K00045	0
K00046	0
K00048	0.0888888888888889
K00049	60.2713888888889
K00050	60.2713888888889
K00052	60.744246031746
K00053	75.2370695611578
K00054	4.375
K00057	92.0151754170137
K00058	21.8530695611578
K00059	92.3051754170136
K00060	1.08285714285714
K00066	0
K00067	66.023246031746
K00068	0.182857142857143
K00073	0
K00074	0
K00075	92.8091754170136
K00077	75.0770695611578
K00082	80.1693195611578
K00086	0
K00087	0.182857142857143
K00088	92.8091754170136
K00090	0
K00094	0.182857142857143
K00096	92.0151754170137
K00097	63.815
K00098	0
K00099	76.2483195611578
K00100	0.933888888888889
K00101	75.8816018876019
K00102	63.307996031746
K00103	0
K00104	0.222857142857143
K00105	0
K00106	0.182857142857143
K00110	0.288888888888889
K00111	0
K00112	0
K00113	0
K00116	0.378888888888889
K00121	71.7526018876019
K00122	1.24424603174603
K00123	0
K00125	0
K00126	0
K00128	65.174246031746
K00130	0
K00132	0.376746031746032
K00133	80.1530695611578
K00134	34.3091754170136
K00135	58.5
K00137	65.174246031746
K00139	58.5
K00140	0.255
K00145	1.11674603174603
K00146	0
K00147	1.50638888888889
K00149	65.174246031746
K00150	92.8091754170136
K00151	0
K00156	4.375
K00158	0.05
K00160	64.8903888888889
K00161	65.213246031746
K00162	65.213246031746
K00163	65.213246031746
K00164	64.6003888888889
K00165	4.375
K00166	4.375
K00167	4.375
K00169	16.1229306722689
K00170	16.1229306722689
K00171	16.1229306722689
K00172	16.1229306722689
K00174	15.8616806722689
K00175	15.8616806722689
K00176	15.8616806722689
K00177	15.8616806722689
K00179	0
K00199	0
K00207	0.182857142857143
K00208	79.8302124183007
K00209	62.875
K00210	79.6980695611578
K00211	79.6980695611578
K00215	0.182857142857143
K00216	0
K00220	80.4520695611578
K00226	0.182857142857143
K00228	0.485
K00229	0.143888888888889
K00231	0.25
K00238	80.5792124183007
K00239	80.5792124183007
K00240	80.5792124183007
K00241	80.5792124183007
K00242	80.5792124183007
K00244	80.5792124183007
K00245	80.5792124183007
K00246	80.5792124183007
K00247	80.5792124183007
K00248	64.1191071428571
K00249	0
K00252	0
K00253	0
K00254	92.8091754170136
K00259	0.05
K00260	0.237857142857143
K00261	66.1344960317461
K00262	65.6403888888889
K00263	0.055
K00264	1.12285714285714
K00265	1.12285714285714
K00266	1.12285714285714
K00271	0
K00273	0
K00274	0
K00275	64.0863888888889
K00276	0
K00278	59.6228571428571
K00281	65.2853571428572
K00282	65.2853571428572
K00283	65.2853571428572
K00284	0
K00285	0
K00286	60.389246031746
K00287	92.8091754170136
K00288	92.8091754170136
K00294	59.3388888888889
K00297	77.1651018876019
K00299	0
K00301	0
K00302	0
K00303	0
K00304	0
K00305	0
K00306	0
K00318	58.5888888888889
K00319	0
K00320	0
K00322	1.37138888888889
K00323	1.37138888888889
K00324	1.37138888888889
K00325	1.37138888888889
K00329	65.818246031746
K00357	78.6752124183007
K00360	1.86638888888889
K00361	0.182857142857143
K00362	0.182857142857143
K00364	0.05
K00365	0
K00366	0
K00368	0.0888888888888889
K00370	1.86638888888889
K00371	1.86638888888889
K00372	1.86638888888889
K00374	1.86638888888889
K00376	0
K00380	0.143888888888889
K00381	0.143888888888889
K00382	77.9641018876019
K00383	1.77138888888889
K00384	92.8091754170136
K00385	0.143888888888889
K00390	5.165
K00392	0
K00394	0
K00395	0
K00399	0
K00401	0
K00402	0
K00411	0
K00432	0.805
K00436	0
K00440	0
K00441	0
K00442	0
K00443	0
K00448	0
K00449	0
K00451	0
K00453	0
K00455	0
K00457	0
K00463	0
K00466	0
K00472	0
K00480	0
K00483	0
K00484	0
K00491	0
K00500	0
K00518	80.0752124183007
K00522	6.29138888888889
K00524	92.5691754170137
K00525	92.5691754170137
K00526	92.5691754170137
K00527	19.3203518876019
K00528	59.005
K00529	0
K00531	0
K00540	0
K00547	0.0888888888888889
K00548	0.055
K00549	63.9363888888889
K00560	77.8874947447448
K00568	1.06138888888889
K00577	0
K00578	0
K00579	0
K00580	0
K00581	0
K00582	0
K00583	0
K00584	0
K00589	0.182857142857143
K00591	0.143888888888889
K00593	1.00625
K00595	0.439107142857143
K00598	0
K00599	64.4903888888889
K00600	80.3480695611578
