KO	skin_28
K00001	0.000899718930669198
K00002	0.000101192131986851
K00003	0.000408138770371447
K00004	0.000423357927345229
K00005	0.000100722575603209
K00007	0
K00008	0.000551423424285869
K00009	0.00025234869904629
K00010	0.000117267821594594
K00012	0.000212126756223562
K00013	0.000336359727910988
K00014	0.00042090604586186
K00015	0.000899265841161516
K00016	0.000669904442206777
K00018	0.000379496310626307
K00019	0.000594387412372851
K00020	0.000181121781941483
K00021	0
K00023	0.000229520177927739
K00024	0.000218179018180522
K00027	0.000494798699005111
K00029	0.000437782701790346
K00030	3.84900690501606e-05
K00031	0.000391146368718555
K00032	2.38159874086088e-06
K00033	0.000398071494511249
K00034	0.000572386117997398
K00035	3.41778647008763e-05
K00036	0.000482511263580486
K00038	0.000834009014262065
K00039	0
K00040	0
K00041	1.75251310923266e-05
K00042	5.73505436019263e-05
K00043	2.44295540262224e-05
K00045	0
K00046	0.00042148224723068
K00048	3.11253630337676e-05
K00050	1.6794917296813e-05
K00052	0.000394466169802226
K00053	0.000385514535687816
K00054	0.000304031074148873
K00055	8.29249041530142e-05
K00057	0.000437199667492201
K00058	0.0014492048104796
K00059	0.00421157574991322
K00060	7.41454608987393e-05
K00064	0.000100769503780878
K00065	0.000278612675964862
K00066	3.46395169246768e-05
K00067	0.000229706993487729
K00068	5.30365809373043e-06
K00073	1.39315834229746e-05
K00074	0.000179069719795283
K00075	0.000419872932420325
K00076	7.14936318518741e-05
K00077	0.000751265920423301
K00082	1.6794917296813e-05
K00086	5.4831185857201e-06
K00087	0
K00088	0.000537862485861488
K00090	0.000544113764976629
K00091	0.000420743136809858
K00094	0
K00096	1.83466216122794e-05
K00097	5.24841165525407e-05
K00098	3.3600811155628e-05
K00099	0.000116206965169209
K00100	0
K00101	7.52412294897223e-05
K00102	6.72419466066906e-05
K00103	1.6794917296813e-05
K00104	0.000134421615793943
K00105	6.84241603064353e-05
K00106	0
K00108	0.000336047516362173
K00109	1.6794917296813e-05
K00111	0.000455052823637224
K00112	1.6794917296813e-05
K00113	1.6794917296813e-05
K00114	0
K00116	0.000588281075800413
K00117	1.6794917296813e-05
K00118	0.00042597528274892
K00121	0.000312049603710641
K00122	0.000207238977417807
K00123	0.000359008872141081
K00124	1.6794917296813e-05
K00125	0
K00126	0
K00127	0
K00128	0.00190973059921153
K00129	0
K00130	0.000738472097378509
K00131	6.7179669187252e-05
K00132	0.000247678576745843
K00133	0.000441881599023734
K00134	0.000746958640258193
K00135	0.0014331471894571
K00137	0.000290800578067087
K00138	0.000580997806466237
K00140	0.000257814348167117
K00141	8.86588528648252e-05
K00145	0.000344941921909458
K00146	0.000247356903417665
K00147	0.000156270506256261
K00148	5.56884099841695e-05
K00150	6.28710742608412e-05
K00151	0.000376629370443478
K00152	0
K00153	0.000107735295492365
K00154	0.000305653131736398
K00156	0.000316098183124436
K00158	0.000447032123928327
K00161	0.000699506804117174
K00162	0.00074597368783769
K00163	8.3974586484065e-05
K00164	0.00034477497644176
K00166	0.000283010935424869
K00167	0.000339148467950084
K00169	1.7900451109534e-07
K00170	3.58009022190679e-07
K00171	0
K00172	0
K00174	0.000376811981263565
K00175	0.000372108451952208
K00176	3.3589834593626e-05
K00177	1.6794917296813e-05
K00179	3.3589834593626e-05
K00180	3.3589834593626e-05
K00183	0
K00184	0
K00185	0
K00186	0
K00187	0
K00193	0
K00194	0
K00196	0
K00197	0
K00198	0
K00200	0
K00201	0
K00202	0
K00205	0
K00208	0.000632999502093238
K00209	0
K00210	1.6794917296813e-05
K00214	0
K00215	0.000385663706113729
K00216	6.66272048024885e-05
K00217	3.3589834593626e-05
K00218	0
K00219	0.000416977808510152
K00220	6.65602774742818e-05
K00221	3.63541491423743e-05
K00226	0.000355100401472606
K00228	1.6794917296813e-05
K00230	1.6794917296813e-05
K00231	0.000323375433618498
K00232	3.3589834593626e-05
K00239	0.000415793539436852
K00240	0.000369607516870617
K00241	0.000369488180529886
K00242	3.3589834593626e-05
K00243	0.000356036843757357
K00244	0.000686564846055389
K00245	0
K00246	0
K00247	0
K00248	0.000550301526145473
K00249	0.000817015504031148
K00252	0.000524422542770851
K00253	0.000165688595905437
K00254	0.000303665967251116
K00255	8.3974586484065e-05
K00256	0
K00257	1.6794917296813e-05
K00259	0.000603829099310329
K00260	0.000319103428639447
K00261	0.000352693263233073
K00262	0.000173619938494742
K00263	7.26727716498388e-05
K00265	0.000442831070952632
K00266	0.000426718636034222
K00270	0
K00271	3.09380055467608e-05
K00273	0
K00274	0.000100769503780878
K00275	5.0384751890439e-05
K00276	0
K00278	0.000164860365596189
K00281	0.000321032640255087
K00282	0.000302457681768547
K00283	0.000302457681768547
K00284	0.000690151928659943
K00285	0.000136192944882756
K00286	0.000443822753054548
K00287	0.000464993801719377
K00288	0
K00290	6.7179669187252e-05
K00293	0
K00294	0.000390420517823274
K00297	0.000397066781549261
K00298	0
K00299	0.000330305236853596
K00301	0
K00302	2.20985753905434e-05
K00303	1.6794917296813e-05
K00304	0
K00305	0
K00311	1.6794917296813e-05
K00313	1.6794917296813e-05
K00314	0
K00315	0
K00316	0
K00317	3.67388815867785e-05
K00318	0.000299750386050162
K00320	3.3589834593626e-05
K00322	0.000188341232498024
K00324	0.000146364212381674
K00325	5.0384751890439e-05
K00329	0.000145081360387891
K00330	6.7179669187252e-05
