reactions	GI_10
K00001	29.9895229346824
K00003	29.0402845248933
K00004	0
K00005	6.4
K00006	35.4656697236733
K00007	0
K00008	0.666666666666667
K00009	0
K00010	0.4
K00011	29.9895229346824
K00012	13.8428134556575
K00013	26.3049983296071
K00014	27.9402845248933
K00015	0
K00016	20.9063856797805
K00018	0
K00019	6
K00020	13.6857142857143
K00021	5.66666666666667
K00022	13.6857142857143
K00024	11.4428134556575
K00025	11.4428134556575
K00026	11.4428134556575
K00027	7.28571428571429
K00028	7.28571428571429
K00029	19.0192840438928
K00030	0
K00031	22.3564065292506
K00033	1.18787878787879
K00034	0
K00036	0.787878787878788
K00039	0
K00040	8.01904761904762
K00041	7.28571428571429
K00042	9.46666666666667
K00043	0
K00045	0
K00046	5.66666666666667
K00048	7.68571428571429
K00049	0
K00050	0
K00052	27.5002845248933
K00053	27.5002845248933
K00054	0
K00057	35.4656697236733
K00058	35.4656697236733
K00059	34.6777909357945
K00060	1.06666666666667
K00066	0
K00067	21.5359351487792
K00068	5.66666666666667
K00073	0.333333333333333
K00074	0
K00075	34.7990030570066
K00077	27.5002845248933
K00082	13.8428134556575
K00086	0
K00087	3.20740740740741
K00088	35.4656697236733
K00090	0
K00094	0
K00096	35.4656697236733
K00097	11.4502208630649
K00098	0.333333333333333
K00099	34.6777909357945
K00100	1.47407407407407
K00101	20.9063856797805
K00102	0.666666666666667
K00103	0
K00104	9.46666666666667
K00105	0
K00106	3.20740740740741
K00110	8.4
K00111	0
K00112	0
K00113	0
K00116	0
K00121	29.9895229346824
K00122	6.4
K00123	0
K00125	0
K00126	0
K00128	6.4
K00130	6
K00132	8.88100048100048
K00133	35.4656697236733
K00134	35.4656697236733
K00135	6
K00137	6.4
K00139	6
K00140	6
K00145	27.9402845248933
K00146	0.333333333333333
K00147	28.6402845248933
K00149	6.4
K00150	35.4656697236733
K00151	0.333333333333333
K00156	0.666666666666667
K00158	6
K00160	6.66666666666667
K00161	27.9402845248933
K00162	27.9402845248933
K00163	27.9402845248933
K00164	6.66666666666667
K00165	6
K00166	6
K00167	6
K00169	23.8616441468037
K00170	23.8616441468037
K00171	23.8616441468037
K00172	23.8616441468037
K00174	7.17614678899083
K00175	7.17614678899083
K00176	7.17614678899083
K00177	7.17614678899083
K00179	0
K00199	0
K00207	0
K00208	13.8428134556575
K00209	6.4
K00210	21.5359351487792
K00211	21.5359351487792
K00215	10.352380952381
K00216	0
K00220	27.9402845248933
K00226	7.95238095238095
K00228	13.6857142857143
K00229	0
K00231	0
K00238	11.4428134556575
K00239	14.6306922435363
K00240	14.6306922435363
K00241	14.6306922435363
K00242	14.6306922435363
K00244	14.6306922435363
K00245	14.6306922435363
K00246	14.6306922435363
K00247	14.6306922435363
K00248	20.1110994844943
K00249	6
K00252	6
K00253	6
K00254	34.3656697236733
K00259	0
K00260	10.7761467889908
K00261	29.0402845248933
K00262	29.0402845248933
K00263	0
K00264	29.9895229346824
K00265	29.9895229346824
K00266	29.9895229346824
K00271	0
K00273	0
K00274	0
K00275	6.66666666666667
K00276	0
K00278	8.21614678899082
K00281	14.2502208630649
K00282	14.2502208630649
K00283	14.2502208630649
K00284	6
K00285	6
K00286	31.0895229346824
K00287	23.0730523464472
K00288	35.4656697236733
K00294	7.06666666666667
K00297	27.9402845248933
K00299	0.666666666666667
K00301	6.4
K00302	6.4
K00303	6.4
K00304	6.4
K00305	6.4
K00306	6.4
K00318	6.66666666666667
K00319	0
K00320	0
K00322	6
K00323	6
K00324	6
K00325	6
K00329	13.8428134556575
K00357	0.666666666666667
K00360	6
K00361	6.4
K00362	6.4
K00364	0
K00365	0
K00366	0
K00368	0
K00370	6
K00371	6
K00372	6
K00374	6
K00376	0.333333333333333
K00380	6.66666666666667
K00381	6.66666666666667
K00382	15.0380996509437
K00383	6
K00384	26.6402845248933
K00385	6.66666666666667
K00390	6.66666666666667
K00392	0.666666666666667
K00394	2.4
K00395	2.4
K00399	0
K00401	0
K00402	0
K00411	0
K00432	0.333333333333333
K00436	0
K00440	0
K00441	0
K00442	0
K00443	0
K00448	5.66666666666667
K00449	5.66666666666667
K00451	6
K00453	6
K00455	0.333333333333333
K00457	6
K00463	6
K00466	0
K00472	0
K00480	5.66666666666667
K00483	0
K00484	0
K00491	0
K00500	0
K00518	11.0428134556575
K00522	6
K00524	6.40740740740741
K00525	6.40740740740741
K00526	6.40740740740741
K00527	29.7990030570066
K00528	6.78787878787879
K00529	0
K00531	0
K00540	0.333333333333333
K00547	0
K00548	0
K00549	6.78787878787879
K00560	7.45454545454546
K00568	6.4
K00577	0
K00578	0
K00579	0
K00580	0
K00581	0
K00582	0
K00583	0
K00584	0
K00589	0.666666666666667
K00591	0
K00593	10.4931216931217
K00595	2.8
K00598	6.66666666666667
K00599	10.2545454545455
K00600	9.06666666666667
K00601	34.6777909357945
K00602	35.4656697236733
K00603	6.4
K00605	14.6306922435363
K00606	13.8428134556575
K00607	11.1640255768696
K00608	34.3656697236733
K00609	34.3656697236733
K00610	34.3656697236733
K00611	29.9895229346824
K00615	35.4656697236733
K00616	7.5952861952862
K00618	22.3762589480237
K00620	23.1641377359024
K00625	27.2751250613639
K00626	20.1110994844943
K00627	6.66666666666667
K00629	30.3016441468037
K00632	13.6857142857143
K00634	0.733333333333333
K00639	5.44281345565749
K00640	34.6777909357945
K00641	7.06666666666667
K00643	0
K00645	33.5777909357945
K00647	34.6777909357945
K00648	34.6777909357945
K00651	17.9974710692358
K00652	13.4428134556575
K00655	35.4656697236733
K00656	28.3656697236733
K00657	6
K00658	0
K00661	6.66666666666667
K00665	34.6777909357945
