reactions	air_7
K00001	211.447114625808
K00003	362.679199340264
K00004	4
K00005	1
K00006	385.73692456549
K00007	0
K00008	3
K00009	1.5
K00010	1.75
K00011	385.93818603338
K00012	176.691595653967
K00013	7.40016710353866
K00014	363.054199340264
K00015	5.14285714285714
K00016	206.586757482951
K00018	5.14285714285714
K00019	2.88
K00020	9.77642857142857
K00021	0
K00022	9.77642857142857
K00024	4.37016710353866
K00025	4.37016710353866
K00026	4.37016710353866
K00027	5.95535714285714
K00028	5.95535714285714
K00029	6.68766710353866
K00030	1
K00031	180.400167082539
K00033	354.191532236726
K00034	0
K00036	355.759032236726
K00039	0
K00040	0
K00041	0
K00042	5.22142857142857
K00043	0
K00045	0
K00046	0
K00048	0
K00049	5.14285714285714
K00050	5.14285714285714
K00052	177.337667082539
K00053	182.250167082539
K00054	1
K00057	385.73692456549
K00058	185.353500415872
K00059	387.04942456549
K00060	0
K00066	0
K00067	180.921595653967
K00068	0.75
K00073	0
K00074	0
K00075	387.64942456549
K00077	190.129199361264
K00082	180.762667082539
K00086	3
K00087	2.88
K00088	387.64942456549
K00090	0
K00094	0
K00096	385.73692456549
K00097	6.50909567496723
K00098	0
K00099	10.378500436872
K00100	3.75
K00101	206.586757482951
K00102	6.305
K00103	0
K00104	2.88
K00105	4
K00106	2.88
K00110	3.45857142857143
K00111	0
K00112	0
K00113	0
K00116	176.879999979
K00121	211.447114625808
K00122	3.88
K00123	0
K00125	0
K00126	0
K00128	354.730460808154
K00130	2.88
K00132	5.25
K00133	362.232532673598
K00134	387.64942456549
K00135	5.88
K00137	354.730460808154
K00139	3
K00140	2.88
K00145	6.08766710353866
K00146	0
K00147	183.121595653967
K00149	354.730460808154
K00150	387.64942456549
K00151	0
K00156	0
K00158	4.5
K00160	181.621071407571
K00161	359.879199340264
K00162	359.879199340264
K00163	359.879199340264
K00164	6.76392857142857
K00165	0.578571428571429
K00166	0.578571428571429
K00167	0.578571428571429
K00169	5.69083333333333
K00170	5.69083333333333
K00171	5.69083333333333
K00172	5.69083333333333
K00174	3.79873853211009
K00175	3.79873853211009
K00176	3.79873853211009
K00177	3.79873853211009
K00179	0
K00199	0
K00207	0
K00208	189.529199361264
K00209	7.60142857142857
K00210	184.466699361264
K00211	184.466699361264
K00215	5
K00216	0
K00220	357.066699340264
K00226	5.75
K00228	177.272857121857
K00229	0
K00231	172.578571407571
K00238	181.750167082539
K00239	182.750167082539
K00240	182.750167082539
K00241	182.750167082539
K00242	182.750167082539
K00244	182.750167082539
K00245	182.750167082539
K00246	182.750167082539
K00247	182.750167082539
K00248	5.9297619047619
K00249	4.02285714285714
K00252	1
K00253	2.88
K00254	387.09942456549
K00259	3.39107142857143
K00260	4.69480996068152
K00261	363.104199340264
K00262	181.029095653967
K00263	0
K00264	4.17619047619048
K00265	4.17619047619048
K00266	4.17619047619048
K00271	0
K00273	0
K00274	0
K00275	3.13
K00276	0
K00278	5.08766710353866
K00281	355.886342197407
K00282	355.886342197407
K00283	355.886342197407
K00284	1.14285714285714
K00285	4.02285714285714
K00286	185.367261883762
K00287	387.16318603338
K00288	387.64942456549
K00294	4.02285714285714
K00297	379.608591232156
K00299	0
K00301	0
K00302	0
K00303	0
K00304	0
K00305	0
K00306	0
K00318	4.60142857142857
K00319	0
K00320	0
K00322	5.58535714285714
K00323	5.58535714285714
K00324	5.58535714285714
K00325	5.58535714285714
K00329	185.750167082539
K00357	178.379032257726
K00360	4.27285714285714
K00361	4.02285714285714
K00362	4.02285714285714
K00364	180.629032257726
K00365	0
K00366	0
K00368	0
K00370	4.27285714285714
K00371	4.27285714285714
K00372	4.27285714285714
K00374	4.27285714285714
K00376	0
K00380	4.02285714285714
K00381	4.02285714285714
K00382	384.521091232156
K00383	4.13
K00384	387.496091232156
K00385	4.02285714285714
K00390	4.60142857142857
K00392	0
K00394	0
K00395	0
K00399	0
K00401	0
K00402	0
K00411	0
K00432	4.14285714285714
K00436	0
K00440	0
K00441	0
K00442	0
K00443	0
K00448	2.88
K00449	2.88
K00451	0
K00453	0
K00455	0
K00457	2.88
K00463	0
K00466	0
K00472	0
K00480	0
K00483	0
K00484	0
K00491	0
K00500	0
K00518	356.966699340264
K00522	186.337603686297
K00524	385.147352700046
K00525	385.147352700046
K00526	385.147352700046
K00527	31.6064637573353
K00528	176.022857121857
K00529	0
K00531	0
K00540	0
K00547	0
K00548	0
K00549	181.009032257726
K00560	384.459852700046
K00568	3.13
K00577	0
K00578	0
K00579	0
K00580	0
K00581	0
K00582	0
K00583	0
K00584	0
K00589	0
K00591	0
K00593	1.7375
K00595	0.425
K00598	0
K00599	185.251889400583
K00600	181.522857121857
K00601	385.04942456549
K00602	385.04942456549
K00603	350.629032236726
K00605	357.029199340264
K00606	358.316699340264
K00607	4.50909567496723
K00608	386.84942456549
K00609	386.84942456549
K00610	386.84942456549
K00611	180.567261883762
K00615	360.757532673598
K00616	182.751889400583
K00618	5.60142857142857
K00620	8.10142857142857
K00625	208.90692458649
K00626	5.60119047619048
K00627	9.35142857142857
K00629	385.25068603338
K00632	5.44785714285714
K00634	0
K00639	0.486238532110092
K00640	386.47442456549
K00641	179.163928550429
K00643	0
K00645	213.74942458649
K00647	387.04942456549
K00648	387.04942456549
K00651	5.12857142857143
K00652	6.93409567496723
K00655	387.64942456549
K00656	28.0564637573353
K00657	1.25
K00658	0
K00661	4.5
K00665	215.04942458649
K00667	215.04942458649
K00668	215.04942458649
K00672	0
K00673	0
K00674	179.585357121857
K00677	7.18409567496723
K00681	3.63
K00688	0
K00690	0
K00691	3.5
K00697	0
K00703	0
K00705	31.595630424002
K00713	5.555
K00748	7.18409567496723
K00756	207.356567443633
K00757	204.476567443633
K00758	206.044067443633
K00759	387.64942456549
K00760	387.64942456549
K00761	358.505460808154
K00762	385.906567422633
K00763	383.470328890522
K00764	384.62442456549
K00765	7.40016710353866
K00766	179.851428550429
K00767	183.466699361264
K00768	356.389389379583
K00769	383.441757461951
K00772	0
K00777	174.328571407571
K00787	387.64942456549
K00788	13.8251671035387
K00790	387.64942456549
K00793	180.276428550429
K00794	8.76266710353866
K00795	387.64942456549
K00796	182.746595653967
K00797	2
K00798	357.454199340264
K00800	186.450167082539
K00804	387.64942456549
K00805	184.762603686297
K00806	354.687603665297
K00810	176.601428550429
K00811	387.64942456549
K00812	387.64942456549
K00813	387.64942456549
K00814	0
K00815	358.757532673598
K00817	358.757532673598
K00818	175.207667082539
K00819	0
K00820	387.16318603338
K00821	179.400167082539
K00822	2.88
K00823	0
K00824	0
K00826	386.521091232156
K00827	0
K00830	0
K00831	182.200167082539
K00832	382.64942456549
K00833	6.44785714285714
K00835	0
K00838	358.757532673598
K00840	0
K00841	176.129032257726
K00844	185.886342218407
K00845	183.995270789836
K00848	0
K00849	178.47373851111
K00850	381.506567422632
K00851	7.38
K00852	8.29159567496723
K00853	4.3125
K00855	0.75
K00856	350.629032236726
K00857	182.207603686297
K00858	387.64942456549
K00859	387.09942456549
K00860	3.45857142857143
K00861	387.64942456549
K00863	0
K00864	359.721294141488
K00865	354.571532236726
K00867	387.64942456549
K00868	354.821532236726
K00869	4.5
K00872	360.330460808154
K00873	383.956567422632
K00875	6.3125
K00876	213.04942458649
K00877	8.45892857142857
K00878	6.14285714285714
K00879	0
K00882	377.400924128618
K00883	0
K00884	0
K00885	0.75
K00891	362.291699340264
K00892	0
K00893	350.629032236726
K00895	2.54873853211009
K00899	0
K00901	32.2718918918919
K00904	180.129032257726
K00912	7.18409567496723
K00917	380.906567422633
K00919	13.9499290083006
K00925	209.45692458649
K00926	0.75
K00927	387.16318603338
K00928	0
K00929	0
K00930	6.08766710353866
K00931	182.871595653967
K00932	209.45692458649
K00938	4
K00939	386.470853136918
K00940	355.980460808154
K00941	8.45892857142857
K00942	387.64942456549
K00943	387.64942456549
K00944	8.64285714285714
K00945	387.64942456549
K00948	387.64942456549
K00949	205.849257482951
K00950	180.846595653967
K00951	387.64942456549
K00952	387.64942456549
K00953	387.64942456549
K00954	363.757532673598
K00955	4.60142857142857
K00956	4.02285714285714
K00957	4.02285714285714
K00958	4.02285714285714
K00963	362.567960808154
K00964	4.675
K00966	0
K00969	387.64942456549
K00971	4.1925
K00972	387.16318603338
K00973	180.171595653967
K00975	4.8375
K00978	0
K00979	357.563127911693
K00980	181.379032257726
K00981	387.64942456549
K00983	0.25
K00991	10.528500436872
K00995	387.16318603338
K00997	381.738424128618
K00998	357.655460808154
K01000	387.64942456549
K01005	385.64942456549
K01006	3.2125
K01007	9.02285714285714
K01008	3.88
K01011	3.13
K01012	180.010357121857
K01027	0.425
K01028	0.425
K01029	0.425
K01034	0.425
K01035	0.425
K01047	2
K01048	178.935357121857
K01053	0
K01055	4.02285714285714
K01057	357.071532236726
K01069	204.002249013749
K01077	2.81480996068152
K01078	2.06480996068152
K01079	182.246595653967
K01080	0
K01081	6.75909567496723
K01082	179.009095653967
K01085	0
K01086	358.141699340264
K01087	0
K01089	179.400167082539
K01091	5.50909567496723
K01092	185.480460829154
K01093	2.06480996068152
K01094	356.205460808154
K01101	2.06480996068152
K01112	0.25
K01113	2.81480996068152
K01119	4.73623853211009
K01126	359.217960808154
K01129	4.75
K01133	0
K01139	6.75909567496723
K01176	3
K01182	3
K01187	5.29873853211009
K01188	3.86623853211009
K01189	3
K01190	3.48623853211009
K01193	4
K01194	0
K01203	3
K01207	0.486238532110092
K01209	0
K01220	1
K01221	4.5
K01222	4.5
K01223	4.5
K01226	1
K01232	1
K01239	179.629999979
K01241	3.36623853211009
K01243	208.267352721046
K01244	208.267352721046
K01251	4.77285714285714
K01252	6.63
K01255	387.64942456549
K01256	387.64942456549
K01270	387.64942456549
K01271	387.64942456549
K01424	380.291091232156
K01425	3.305
K01426	2.88
K01427	2.88
K01428	2.88
K01429	2.88
K01430	2.88
K01431	0
K01432	0
K01433	6.02285714285714
K01436	0
K01438	7.36623853211009
K01439	179.585357121857
K01440	377.949495557189
K01443	180.804032257726
K01446	0
K01447	0
K01448	0
K01449	0
K01457	5.60142857142857
K01458	0
K01460	0
K01464	2.88
K01465	362.471294141488
K01466	0
K01468	0
K01476	0
K01477	0
K01478	0.75
K01479	355.230460808154
K01480	0.578571428571429
K01482	0
K01484	3.63
K01485	6.13
K01486	1.57857142857143
K01487	8.52285714285714
K01488	5.12285714285714
K01489	352.447175530741
K01491	387.64942456549
K01492	385.04942456549
K01493	205.964067443633
K01494	179.872857121857
K01495	183.925167082539
K01496	179.400167082539
K01497	181.075167082539
K01498	180.762667082539
K01499	0
K01507	386.18818603338
K01509	0
K01510	0
K01512	3
K01513	0
K01514	0
K01515	384.459852700046
K01517	384.459852700046
K01518	4.44785714285714
K01519	385.158353136918
K01520	385.158353136918
K01521	0
K01523	179.400167082539
K01524	0
K01525	4.27285714285714
K01529	0
K01533	0
K01553	0
K01556	0
K01568	359.879199340264
K01571	1
K01572	1
K01573	1
K01575	4.5
K01579	6.10766710353866
K01580	6.10766710353866
K01581	352.809032236726
K01582	7.33690476190476
K01583	7.33690476190476
K01584	7.33690476190476
K01585	7.33690476190476
K01586	361.482532673598
K01587	385.64942456549
K01591	387.09942456549
K01595	0
K01596	352.371889379583
K01597	4
K01598	387.64942456549
K01599	179.913928550429
K01607	7.02285714285714
K01608	0
K01609	180.451428550429
K01610	0
K01611	0
K01613	358.141699340264
K01619	205.007162681728
K01620	2.88
K01621	3
K01622	363.757532673598
K01623	363.757532673598
K01624	363.757532673598
K01625	6.86623853211009
K01626	363.757532673598
K01627	10.1840956749672
K01628	0
K01629	0
K01630	0
K01631	173.499999979
K01632	3
K01633	178.434095653967
K01635	0
K01637	4.02285714285714
K01638	4.02285714285714
K01639	0.25
K01640	2.88
K01641	4
K01643	0.425
K01644	0.425
