function.	skin_17
K00001	38.2351477
K00002	0.6650234
K00003	92.4597404
K00004	0.3980258
K00005	10.5377319
K00007	0.3980258
K00008	61.1141657
K00009	68.9535055
K00010	12.8722653
K00011	0
K00012	27.6998935
K00013	83.8425546
K00014	98.2195877
K00015	0.525394
K00016	174.9323068
K00018	2.2646164
K00019	9.679927
K00020	8.8388366
K00021	0
K00023	2.5077664
K00024	33.0745906
K00027	115.0642035
K00028	0.4293754
K00029	10.2097486
K00030	0.9675685
K00031	91.4207229
K00032	0.2041158
K00033	91.2521092
K00034	12.2424976
K00035	0.5662172
K00036	89.2879291
K00038	0
K00039	0.525394
K00040	9.7483888
K00041	3.5855821
K00042	3.2591345
K00043	0.3963046
K00045	0.7131805
K00046	15.6684477
K00048	5.5202947
K00050	2.3236541
K00052	92.8404194
K00053	93.0775534
K00054	75.802794
K00055	0.2285622
K00057	102.529373
K00058	107.5709491
K00059	228.042405
K00060	8.3301113
K00064	0.0734817
K00065	0.9810774
K00066	0.2857621
K00067	18.6324219
K00068	5.0159454
K00073	5.0052691
K00074	14.0580602
K00075	101.5921017
K00076	0.5636795
K00077	173.9600485
K00082	0.0163293
K00086	0.2166121
K00087	0.1957857
K00088	118.7571458
K00090	0.6511294
K00091	0.8947343
K00094	0
K00096	16.8535621
K00097	13.4902673
K00098	0.2133418
K00099	24.7155058
K00100	5.7316417
K00101	6.9347695
K00102	1.9801238
K00103	0
K00104	5.9847262
K00105	2.2542211
K00106	0
K00108	69.8473262
K00111	90.9517543
K00112	8.3141903
K00113	8.3141903
K00114	0.814422
K00116	152.7211649
K00117	0.9393816
K00118	0
K00119	1.1550912
K00121	4.9133537
K00122	53.0001573
K00123	74.3014036
K00124	3.6907398
K00126	2.1655459
K00127	4.5990142
K00128	231.384002
K00129	0
K00130	69.5730672
K00131	4.3238358
K00132	0.7831426
K00133	95.7721063
K00134	173.2684949
K00135	31.1168697
K00137	0.2122804
K00138	0
K00140	15.1729844
K00141	0.2555938
K00145	80.5535458
K00146	0.5939769
K00147	26.4301532
K00148	0.8111561
K00150	0.7960516
