function.	skin_13
K00001	203.38
K00002	0
K00003	590.27
K00004	395.28
K00005	41.6
K00007	0
K00008	345.27
K00009	173.4
K00010	49.29
K00011	0
K00012	72
K00013	547.23
K00014	640.91
K00015	8.54
K00016	467.67
K00018	319.67
K00019	8.62
K00020	357.6
K00021	30.4
K00023	0.75
K00024	112.53
K00025	0.52
K00027	551.35
K00028	0.02
K00029	321.06
K00030	0
K00031	587.4
K00032	0
K00033	587.47
K00034	12.55
K00035	0.5
K00036	594.44
K00038	10.2
K00039	0
K00040	10.37
K00041	0.17
K00042	0.95
K00043	0
K00045	43.31
K00046	6.87
K00048	0.14
K00050	0.77
K00052	617.8
K00053	587.07
K00054	201.4
K00055	11.19
K00057	590.66
K00058	270.24
K00059	992.31
K00060	0.39
K00064	1
K00065	0.81
K00066	0
K00067	354.54
K00068	1.05
K00073	1.14
K00074	127.63
K00075	593.33
K00076	0.25
K00077	473.39
K00078	0
K00082	4.13
K00086	0
K00087	0
K00088	675.37
K00090	0.81
K00091	0.87
K00094	0.14
K00096	0.17
K00097	321.53
K00098	5.85
K00099	387.26
K00100	3.11
K00101	371.08
K00102	1.42
K00104	62
K00105	0.78
K00106	0
K00108	239.2
K00111	251.56
K00112	0.14
K00113	0.14
K00114	0
K00116	799.53
K00117	0.16
K00118	15.71
K00121	323.74
K00122	188.72
K00123	202.68
K00124	1.48
K00126	0
K00127	1.08
K00128	687.65
K00130	247.21
K00131	0.88
K00132	0.18
K00133	590.91
K00134	1176.44
K00135	591.24
K00137	0.14
K00138	67.12
K00140	61.04
K00141	0
K00145	552.5
K00146	10.77
K00147	388.16
K00148	0
K00150	0
K00151	0.56
K00153	60.25
K00154	0.5
K00156	66.43
K00158	201.79
K00161	245.19
K00162	245.37
K00163	386.41
K00164	579.83
K00166	199.75
K00167	199.75
K00169	17.71
K00170	2
K00171	2
K00172	17.71
K00174	199.75
K00175	199.75
K00176	0
K00177	0
K00179	0
K00180	0
K00184	0.5
K00185	0.5
K00194	0
K00196	0
K00197	0
K00198	0
K00200	0
K00201	0
K00202	0
K00208	527.78
K00209	0
K00210	319.48
K00214	0
K00215	588.27
K00216	31.37
K00217	22.05
K00218	0
K00219	30.82
K00220	0.92
K00221	0
K00226	200.5
K00227	0
K00228	1.41
K00230	0.33
K00231	266.19
K00232	30.4
K00239	587.16
K00240	586.18
K00241	586.16
K00242	320.47
K00243	204.08
K00244	38.87
K00245	0.31
K00246	0.31
K00247	0.31
K00248	1
K00249	93.29
K00252	217.05
K00253	0.75
K00254	408.33
K00255	0
K00256	0
K00257	599.6
K00259	412.43
K00260	522.28
K00261	2.09
K00262	387.19
K00263	7.65
K00265	273.99
K00266	243.87
K00270	0
K00271	0
K00273	30.4
K00274	0.5
K00275	366.42
K00276	0
K00278	322.69
K00280	0
K00281	374.01
K00282	201.92
K00283	201.92
K00284	0
K00285	350.41
K00286	588.58
K00287	589.99
K00288	0
K00290	0.59
K00293	0.25
K00294	199.92
K00297	388.2
K00298	0.2
K00299	228.8
K00301	12.66
K00302	0.75
K00303	2.95
K00304	0.75
K00305	0.75
K00311	320
K00313	0.39
K00314	0
K00315	1
K00316	0
K00317	0
K00318	199.92
K00320	0
K00322	0.39
K00324	351.21
K00325	350.71
K00326	0
K00329	0
K00330	320.14
K00331	320.14
K00332	320
K00333	320
K00334	324.14
K00335	323.14
K00336	322.14
K00337	320.14
K00338	320.14
K00339	320.14
K00340	320.14
K00341	320.14
K00342	320.64
K00343	320.14
K00344	17.55
K00346	319.4
K00347	321.4
K00348	321.4
K00349	321.4
K00350	321.4
K00351	321.4
K00354	0.02
K00355	1.2
K00356	0.75
K00360	0
K00362	200.55
K00363	200.05
K00364	201.77
K00365	0
K00366	0.5
K00367	0
K00368	566.95
K00370	229.53
K00371	229.53
K00372	0.5
K00373	74.46
K00374	229.53
K00375	254.29
K00376	0.91
K00380	550.57
K00381	363.97
K00382	1569.71
K00383	12.33
K00384	957.94
K00385	0.39
K00387	0
K00389	58.81
K00390	423.9
K00392	60.59
K00394	0
K00395	0
K00404	319.73
K00405	319.73
K00406	319.73
K00407	319.73
K00410	0
