KO	GI_12
K00001	0.000325340009605117
K00002	0.000181225597295037
K00003	0.000386125576239686
K00004	0.000158555068670212
K00005	0.000288861762103012
K00007	9.05583773488085e-07
K00008	0.000272815126580432
K00009	4.42317145320338e-05
K00010	0.000201995816709922
K00012	0.000112940982639338
K00013	0.00036955635186332
K00014	0.000553424210800437
K00015	0.000537638049193887
K00016	0.000415436002213791
K00018	0.000442546755317468
K00019	0.000143221900336702
K00020	0.000100808338497812
K00021	0
K00023	0.000226224551026973
K00024	0.000122024577149036
K00027	0.000540722278627218
K00029	0.000442123092095917
K00030	0.000173057059113573
K00031	0.000384671057930529
K00032	1.66440629401751e-05
K00033	0.000247836592023961
K00034	0.000478660049071745
K00035	0
K00036	0.000162555305953689
K00038	0.000127371708367702
K00039	9.05583773488085e-07
K00040	0.000204455555943536
K00041	5.52912065605763e-05
K00042	0.000104053790049682
K00043	9.02381119021603e-05
K00045	3.78896250827414e-05
K00046	0.000424287032101861
K00048	0.000246645270532137
K00050	1.31734139549595e-07
K00052	0.000461220573925343
K00053	0.000325585254944876
K00054	4.28944847375523e-06
K00055	5.7036738091873e-05
K00057	0.000280879791112179
K00058	0.000832475322388897
K00059	0.00197002083558434
K00060	0.000190554169174734
K00064	2.33480221608005e-05
K00065	0.000413267050064504
K00066	1.207300170223e-05
K00067	0.000237681601150646
K00068	0.000237266687302484
K00073	4.17111886068612e-05
K00074	0.000154982930505291
K00075	0.000522539228942067
K00076	0.000154731992918478
K00077	0.000235328464331025
K00082	1.31734139549595e-07
K00086	0.000146262357389627
K00087	0.000127005001222311
K00088	0.000589282382576027
K00090	0.00017469911478195
K00091	6.30511809681497e-05
K00094	5.38399739464449e-05
K00096	0.000427609453730128
K00097	0.000105246512449535
K00098	2.99500127327367e-05
K00099	0.000382484458295084
K00100	0.000451239445796602
K00101	5.28466114346904e-05
K00102	0.000120344607525864
K00103	9.91010509453794e-06
K00104	0.000274758269657158
K00105	0
K00108	2.56683428072724e-05
K00111	0.000262710876882102
K00112	4.03799804598337e-05
K00113	3.04698753652957e-05
K00114	0
K00116	1.68619698623481e-05
K00117	1.93764741400667e-05
K00118	1.60535839630491e-05
K00121	7.34806614990482e-05
K00122	4.16002545946089e-06
K00123	0.00166668205246641
K00124	0.000822948258241793
K00125	5.42837099954541e-05
K00126	0
K00127	0.000265502069323815
K00128	0.000480744014619726
K00129	0
K00130	0.000230371844323921
K00131	7.41744704335728e-05
K00132	5.53006266712922e-05
K00133	0.000405177235250469
K00134	0.000468271618213697
K00135	0.000347197089513759
K00137	0.000145256734630089
K00138	0.000190859325019942
K00140	5.08443719844558e-05
K00141	0.000114830598873738
K00145	0.000365270954511702
K00146	0.000209067214575992
K00147	0.000372442457135023
K00148	2.18909784177853e-05
K00150	0.000245293464316332
K00151	0.000149817097030628
K00152	0
K00153	1.06496651762199e-05
K00154	0.000192292984000203
K00156	5.87046358170638e-05
K00158	4.28437671998406e-05
K00161	0.000187318569705036
K00162	0.000459472856188055
K00163	2.94653982394292e-05
K00164	5.63544782241635e-05
K00166	0.000123062797591874
K00167	0.000140148048650857
K00169	9.93416906783791e-06
K00170	5.31497178702083e-06
K00171	5.31497178702083e-06
K00172	8.27321211374857e-06
K00174	0.000238728221778235
K00175	0.000241123461626879
K00176	0.0002074080652912
K00177	0.0002074080652912
K00179	0.000419890409903013
K00180	0.000412146656089026
K00183	0.000610284979403933
K00184	0.00142771677575797
K00185	0.000339753901524681
K00186	0.000127194473248204
K00187	3.44634998063782e-05
K00188	1.47912016336387e-05
K00193	0
K00194	3.54988839207329e-06
K00196	0.000342558791053321
K00197	1.3755817519284e-05
K00198	0.000229678091583409
K00200	8.08988170982689e-06
K00201	0
K00202	0.00011832961306911
K00205	0.000147545628772985
K00208	0.000323982961056681
K00209	1.716765469611e-05
K00210	6.65604073513742e-06
K00214	0
K00215	0.000413597279441903
K00216	0.000121706755125309
K00217	0
K00218	2.71739563154926e-06
K00219	0.000519338451563528
K00220	0.000135635318980467
K00221	3.01861257829361e-07
K00226	0.000235551879366294
K00228	1.93764741400667e-05
K00230	4.28944847375523e-05
K00231	7.39560081681935e-06
K00232	0
K00239	0.000422383265304283
K00240	0.000127795982114638
K00241	9.00784179488598e-05
K00242	1.93764741400667e-05
K00243	7.36601841355208e-05
K00244	0.00154871787215192
K00245	2.92865792346046e-05
K00246	2.92865792346046e-05
K00247	1.93764741400667e-05
K00248	0.000210524865551086
K00249	0.000333035413435533
K00252	0.000233322869024221
K00253	0.000134741957886169
K00254	8.85683907970077e-05
K00255	1.33120814702748e-06
K00256	0
K00257	0
K00259	9.62292146677986e-05
K00260	0.000134304110833439
K00261	0.000136818615111158
K00262	0.000249913953969507
K00263	1.77494419603665e-06
K00265	0.000233411199003976
K00266	0.00102544471763247
K00271	0
K00273	0
K00274	6.50360210565825e-05
K00275	4.20070126395339e-05
K00276	2.07076822870942e-06
K00278	0.000391234229548376
K00281	0.000301887483227812
K00282	0.000181488044044747
K00283	0.000179121451783365
K00284	9.49595144879605e-05
K00285	4.0159254800181e-05
K00286	0.00039995051317898
K00287	0.000228290264262365
K00288	0
K00290	0.000176015299440301
K00293	0
K00294	2.35180105974856e-05
K00297	0.000449621793159293
K00298	1.3842221568431e-05
K00299	3.70806369117588e-05
K00301	0
K00302	1.76586208752688e-05
K00303	9.89712886833411e-06
K00304	0
K00305	0
K00311	3.69255465180617e-05
K00313	0.000234197307245225
K00315	0.00011832961306911
K00316	0.000100875995141416
K00317	5.70066141437317e-05
K00318	0
K00320	0
K00322	2.61105484737908e-05
K00324	7.11456798578022e-05
K00325	6.12355747632643e-05
K00329	0.000128451408755835
K00330	6.96027811185869e-05
K00331	0.000338358914801802
K00332	6.33904764324586e-05
K00333	0.000198320769366887
K00334	0.000263709579442167
K00335	0.000414935476092455
K00336	0.000583463318728208
K00337	7.21172853963054e-05
K00338	0.000170478776260003
K00339	6.96027811185869e-05
K00340	6.96027811185869e-05
K00341	0.000166189327786248
K00342	7.11326527444368e-05
K00343	6.98986051512596e-05
K00344	0.000190253576938154
K00346	6.65604073513742e-06
K00347	9.64649952086913e-06
K00348	5.85803018266356e-05
K00349	7.94862217726177e-06
K00350	1.46432896173023e-05
K00351	6.95186476781019e-06
K00354	0.000224402632563614
K00355	0.000189560584732713
K00356	0.000128451408755835
K00360	2.16937623960035e-06
K00362	0.000380886009736244
K00363	1.93764741400667e-05
K00364	5.01421735380352e-05
K00365	0
K00366	7.40651569946811e-05
K00367	3.11283965872809e-06
K00368	9.7067260720754e-06
K00370	7.1430938746451e-05
K00371	4.63241946163522e-05
K00372	0.000384179309421754
K00373	4.61485490969528e-05
K00374	0.000156934649332907
K00375	0.000969683513536771
K00376	3.69780040840968e-06
K00380	0.000152349376826479
K00381	2.43068746846129e-05
K00382	0.000482643875652515
K00383	6.47950568726471e-05
K00384	0.00113255318963782
K00385	7.02385162691809e-05
K00387	0
K00389	3.19037163399852e-05
K00390	5.17281235387382e-05
K00392	3.71850809069677e-05
K00394	6.08016995153442e-05
K00395	6.08016995153442e-05
K00400	4.36624962189504e-05
K00404	0
K00405	0
K00406	2.95824032672774e-06
K00407	0
K00410	0
K00411	9.91010509453794e-06
K00412	0
K00413	0
K00423	0
K00424	1.93764741400667e-05
K00425	0.000215535541305179
K00426	0.000215535541305179
K00427	3.53328602289267e-05
K00428	6.71580926418764e-05
K00432	0.000234099162610553
K00433	0.000178751665594804
K00435	0
K00436	1.98202101890759e-05
K00437	0.000110786100235954
K00441	9.91010509453794e-06
K00442	9.91010509453794e-06
K00443	3.44634998063782e-05
K00446	0
K00448	0
K00449	0
K00450	3.89501643019153e-06
K00451	0
K00452	0
K00453	0
K00455	3.89501643019153e-06
K00457	2.95824032672774e-07
K00459	0.000378653133380634
K00462	0
K00464	0
K00466	4.43736049009161e-06
K00467	1.69338525771637e-05
K00469	0
K00471	0
K00472	0
K00476	0
K00477	0
K00479	0
K00480	1.38051215247295e-06
K00481	4.39122279692246e-06
K00483	5.55597338428087e-06
K00484	2.07569862925397e-05
K00486	8.08988170982689e-06
K00491	0
K00493	0
K00494	0
K00496	0.000124483506640506
K00499	0
K00500	0
K00505	0
K00507	0
K00508	1.42063454465943e-05
K00514	0
K00518	0
K00520	0.000258949845459906
K00523	2.51450427771858e-06
K00525	0.000379436178251449
K00526	0.000190179264143101
K00527	5.88719114527006e-07
K00528	0.00053098016975013
K00529	0.000296078405624128
K00531	1.81578854261619e-05
K00532	0.000271122331205216
K00533	0.000270861909324456
K00534	2.06090742762033e-06
K00537	0.00037173158614668
K00542	0
K00547	4.66025608072262e-05
K00548	0.000700358262992113
K00549	0.000176312572582017
K00554	0.000385335698638246
K00556	2.95824032672774e-05
K00557	5.8350347128274e-05
K00558	0.000417488374653096
K00560	0.000227170547658392
K00561	6.03722515658722e-07
K00563	0.00027698550605709
K00564	0.000163920438875106
K00566	0.000475059471698086
K00567	0.000500844670761447
K00568	3.06732543877583e-05
K00569	0
K00570	7.39560081681935e-06
K00571	0.000204585234247768
K00573	0.000276379708983929
K00574	8.10481473140995e-05
K00575	0.000569742618011486
K00577	0
K00584	0
K00588	5.32483258810994e-05
K00590	7.80071016092538e-07
K00594	0
K00595	0.00019222567798442
K00596	0
K00598	0.000151916995191755
