KO	GI_2
K00001	0.00069800733188602
K00002	1.22068860253974e-05
K00003	0.00021759603795198
K00004	5.22711235124017e-05
K00005	0.00010517003294619
K00007	1.81466934093941e-05
K00008	0.000310755183751587
K00009	2.04527758566468e-06
K00010	8.08503652494086e-05
K00012	0.000234368708566162
K00013	0.000231239424604125
K00014	0.000333382483459696
K00015	0.000582154409384237
K00016	0.000233369518729669
K00018	0.000363181044935216
K00019	0.00145312863449892
K00020	0.000907109211813767
K00021	0
K00023	0.00157090919699042
K00024	0.000233475714645084
K00027	0.000544867981252118
K00029	0.00056263425920842
K00030	2.64522654421524e-05
K00031	0.000268855946828399
K00032	4.01557472866644e-06
K00033	2.39073288397294e-05
K00034	0.000580026524200183
K00035	0
K00036	1.5624947522626e-05
K00038	0.0010567687299349
K00039	1.19182143795783e-05
K00040	0.000108550279805055
K00041	3.28726008824279e-05
K00042	0.000270684122774072
K00043	0.000218043284426328
K00045	5.28621068882351e-05
K00046	0.00161444516258378
K00048	0.000163847022310286
K00050	7.26840265488567e-05
K00052	0.000427017366039615
K00053	0.000217815843653421
K00054	2.9981493458999e-05
K00055	0.000171321252825953
K00057	0.000231392032259229
K00058	0.000988191402950664
K00059	0.00739422201100954
K00060	0.000153989025754693
K00064	3.1476512480772e-05
K00065	0.000805617377368398
K00066	2.3499008386783e-06
K00067	0.000281427272735581
K00068	6.66150826835099e-05
K00073	0.000130142494072422
K00074	0.00103107901849802
K00075	0.000225664619598324
K00076	8.45529551267211e-05
K00077	0.000261920702572965
K00082	1.32114058933268e-08
K00086	6.66068645392535e-05
K00087	0.000155253287033214
K00088	0.000253151818644427
K00090	0.00035871580219728
K00091	1.12867000483713e-05
K00094	0
K00096	1.28154650991716e-05
K00097	0.000326558613420073
K00098	4.18640961655192e-05
K00099	0.000226801257793192
K00100	7.2164632817379e-05
K00101	0.000592219109905794
K00102	0.000597999217928349
K00103	1.23678991509384e-06
K00104	0.000754459697910861
K00105	0
K00108	0.000447617353740868
K00111	0.00050090436356852
K00112	1.81051879171396e-06
K00113	5.73728876620122e-07
K00114	0
K00116	2.05136534193151e-05
K00117	1.16792605470982e-05
K00118	5.75888780419446e-06
K00121	0.000466960441785456
K00122	0.000109322528181235
K00123	0.000369403347233918
K00124	0.000440827444827564
