reactions	skin_20
K00001	156.139897937434
K00003	223.346648052056
K00004	2.37138469483529
K00005	0.941755065205664
K00006	238.114628532536
K00007	0.176470588235294
K00008	0
K00009	1.7295008912656
K00010	1.17647058823529
K00011	236.263112222648
K00012	85.4060172006535
K00013	9.46563252157233
K00014	225.846648052056
K00015	3.42037037037037
K00016	154.767688821921
K00018	3.42037037037037
K00019	2.77
K00020	6.38012928357988
K00021	0
K00022	5.98521517697988
K00024	10.5417314868678
K00025	10.5417314868678
K00026	10.5417314868678
K00027	4.93228536823597
K00028	4.93228536823597
K00029	14.4332184149723
K00030	0.697944409630303
K00031	87.7093240789603
K00033	212.114986118719
K00034	0
K00036	212.447486118719
K00039	0
K00040	0
K00041	0.176470588235294
K00042	3.78255524431995
K00043	0
K00045	0
K00046	0
K00048	0.571384694835294
K00049	3.42037037037037
K00050	3.42037037037037
K00052	84.4485028914427
K00053	87.8360028914427
K00054	2.3949141066
K00057	238.114628532536
K00058	90.4687806692205
K00059	240.302128532536
K00060	2.2795008912656
K00066	0
K00067	90.5944607190182
K00068	1.17647058823529
K00073	0
K00074	0
K00075	241.502128532536
K00077	144.916648052556
K00082	86.8691455929678
K00086	0
K00087	2.77
K00088	241.502128532536
K00090	0
K00094	0.546840958605664
K00096	238.114628532536
K00097	10.1334313077535
K00098	0
K00099	16.0738665631205
K00100	1.54684095860566
K00101	154.767688821921
K00102	7.1944149978656
K00103	0
K00104	2.77
K00105	0
K00106	2.77
K00110	5.35558554735025
K00111	0
K00112	0
K00113	0
K00116	77.6964705877353
K00121	156.139897937434
K00122	4.2495008912656
K00123	0
K00125	0
K00126	0
K00128	216.260774443693
K00130	2.69647058823529
K00132	3.49478536823597
K00133	224.349425829833
K00134	239.702128532536
K00135	4.49647058823529
K00137	216.260774443693
K00139	1.97647058823529
K00140	3.2495008912656
K00145	8.5285028919427
K00146	0.176470588235294
K00147	85.7802886057284
K00149	216.260774443693
K00150	241.502128532536
K00151	0.176470588235294
K00156	2.54684095860566
K00158	1.25
K00160	87.5430855468503
K00161	223.046648052056
K00162	223.046648052056
K00163	223.046648052056
K00164	12.1727151769799
K00165	4.40911495911496
K00166	4.40911495911496
K00167	4.40911495911496
K00169	9.47645748152573
K00170	9.47645748152573
K00171	9.47645748152573
K00172	9.47645748152573
K00174	4.87651630988787
K00175	4.87651630988787
K00176	4.87651630988787
K00177	4.87651630988787
K00179	0
K00199	0.25
K00207	0
K00208	145.709969240073
