KO	GI_5
K00001	0.000627333269722059
K00002	8.81294235000403e-05
K00003	0.000268137306212814
K00004	9.6427468924642e-06
K00005	6.4394916097984e-05
K00007	0
K00008	0.000246060741226874
K00009	4.60450572571841e-06
K00010	0.000149985785335857
K00012	0.00022111109968504
K00013	0.000277521728520735
K00014	0.000368975423912673
K00015	0.000816703909799124
K00016	0.000234065813471372
K00018	0.000479775526868199
K00019	0.00127907057808702
K00020	0.000975359809566711
K00021	0
K00023	0.0011542469832602
K00024	0.000214712116124069
K00027	0.000555406744291375
K00029	0.000513283975770199
K00030	3.15815940387106e-05
K00031	0.000318173054672782
K00032	1.64753939433756e-05
K00033	0.000126795347302308
K00034	0.000605974098928815
K00035	0
K00036	0.000103998446780742
K00038	0.00085654429346798
K00039	2.18073326935576e-05
K00040	0.000151523524813179
K00041	3.26685376665524e-05
K00042	0.000371591525249475
K00043	0.000217945695836854
K00045	5.60122997439795e-05
K00046	0.00136104282124841
K00048	0.000118790806827625
K00050	8.81628909809266e-05
K00052	0.000523903556534585
K00053	0.00026848718362147
K00054	4.37169168733498e-05
K00055	0.000172350662014153
K00057	0.000217343384915368
K00058	0.00128609791969951
K00059	0.00675162295875939
K00060	0.000196212099473505
K00064	3.8444038479261e-05
K00065	0.000699959338518782
K00066	1.81787926401865e-08
K00067	0.000273661568650982
K00068	0.000107982926356362
K00073	0.000162695586981966
K00074	0.000765919014555312
K00075	0.000270883107
K00076	0.000131855290245428
K00077	0.000294980697944703
K00082	6.38455607440402e-09
K00086	3.88693971310472e-05
K00087	0.000122471650075778
K00088	0.000357112891008493
K00090	0.000423518607876736
K00091	3.52657933197496e-05
K00094	0
K00096	0.000195165168993201
K00097	0.000205406735944193
K00098	5.65557036597641e-05
K00099	0.000271292073334785
K00100	0.000176227352599846
K00101	0.000464573507110984
K00102	0.000452605550331617
K00103	4.09846095687655e-06
K00104	0.000671160123416827
K00105	0
K00108	0.000339458481696532
K00111	0.000349260468581141
K00112	0
K00113	0
K00114	0
K00116	1.88414360977249e-08
K00117	2.64159611190999e-05
K00118	4.08252594935718e-06
K00121	0.000390048756464892
K00122	9.55316475368513e-05
K00123	0.000363456354534643
K00124	0.000421525388425038
K00125	0
K00126	5.72732058516928e-05
K00127	0.000179925728828232
K00128	0.00166119745736725
K00129	0
K00130	0.000643920739931082
K00131	0.00017242157412598
K00132	8.08809642894789e-06
K00133	0.000271031864465423
K00134	0.000275803619644557
K00135	0.00137071951938563
K00137	0.000199489991714393
K00138	0.000306315709400188
K00140	0.00073350058699094
K00141	7.08048366272389e-05
K00145	0.000300578481172951
K00146	0.000365541567093173
K00147	0.000266902728275723
K00148	1.65125146109337e-05
K00150	6.45507600708056e-05
K00151	0.000251449544267841
K00152	0
K00153	4.23633241784562e-05
K00154	6.9564389012912e-05
K00156	0.000207053679463142
K00158	4.81380782912948e-06
K00161	0.000176699453436272
K00162	0.000333289973121422
K00163	0.000286861567606732
K00164	0.000154347567199051
K00166	7.88953734198735e-05
K00167	0.000108493632378138
K00169	2.70363947534925e-05
K00170	0
K00171	0
K00172	2.77926883638191e-05
K00174	0.000115788456035945
K00175	0.000115830407095884
