KO	oral_15
K00001	0.000167511085576642
K00002	1.4638033447119e-05
K00003	0.000464926446347057
K00004	0.00027185925344518
K00005	4.90990328479585e-05
K00007	3.23179531557625e-06
K00008	5.99882401602066e-05
K00009	2.64803997569615e-05
K00010	7.95445941028366e-05
K00012	0.000267508005275465
K00013	0.000396467908756825
K00014	0.000560701114829556
K00015	8.04797532923474e-05
K00016	0.000218703257483076
K00018	0.000429347180496709
K00019	3.9122265098306e-05
K00020	0.00029387795534798
K00021	0
K00023	0.000132711589962461
K00024	0.000221861439765125
K00027	0.000480873814590137
K00029	0.000725512503136909
K00030	0.000120387690951798
K00031	0.000523939659262108
K00032	0
K00033	0.000398675408334533
K00034	5.06025974177901e-05
K00035	6.40494747199733e-06
K00036	0.000401173226447463
K00038	5.04153707850526e-05
K00039	3.1906183932983e-06
K00040	1.89097590872762e-05
K00041	4.29552142318269e-06
K00042	8.7253158067737e-06
K00043	5.86099546293567e-05
K00045	1.35583912848785e-05
K00046	0.000122249551780882
K00048	1.95823456599704e-05
K00050	0
K00052	0.000539400940287099
K00053	0.000498696703711435
K00054	0.000162078668618036
K00055	0.000743995798808336
K00057	0.000544894977106178
K00058	0.000782641506803809
K00059	0.0017454201919711
K00060	1.57297537625313e-05
K00064	2.10726593988235e-05
K00065	6.1821174544936e-05
K00066	2.12086567584691e-06
K00067	0.000476078188735077
K00068	3.18088708335161e-05
K00073	3.27793477110933e-06
K00074	8.43835602096388e-05
K00075	0.000546329913135788
K00076	8.31177357724766e-05
K00077	0.000152455810570829
K00082	7.57452027088183e-06
K00086	3.36493455580066e-05
K00087	1.4498894218513e-05
K00088	0.00062512852905913
K00090	2.27019985839786e-05
K00091	3.49632815804296e-05
K00094	2.21718364966183e-06
K00096	2.10863677188065e-06
K00097	0.000398561194867231
K00098	7.63476460574836e-06
K00099	0.00038737996389395
K00100	1.15938077998707e-05
K00101	0.000321044428176366
K00102	0.000263492311823076
K00103	0
K00104	0.000604145674892391
K00105	0.000103756363361383
K00108	1.37273352828666e-06
K00111	0.000141760659661759
K00112	2.04063186853313e-05
K00113	1.91438986401843e-05
K00114	0
K00116	0.000398421554394572
K00117	2.26478156099367e-05
K00118	5.20117058600552e-06
K00121	0.000275044708466854
K00122	0
K00123	0.000287839303846618
K00124	0.000444085207955978
K00125	0
K00126	0
K00127	0.000120726325396642
K00128	0.000509393233409621
K00129	0
K00130	0.000310197990350885
K00131	0.00038787535272526
K00132	0.000113946591564452
K00133	0.00055098019508542
K00134	0.000853797527591138
K00135	0.000776993596790745
K00137	1.01829439914287e-05
K00138	2.70279312058591e-05
K00140	0.000135455711471868
K00141	9.24009152000257e-05
K00145	0.000405389529252539
K00146	2.7646063332966e-05
K00147	0.000486161025733006
K00148	4.42170915695386e-06
K00150	2.25751577825098e-05
K00151	3.28099544008598e-05
K00152	7.57452027088183e-07
K00153	2.50094730823143e-06
K00154	3.6081179298845e-05
K00156	3.48032458602251e-05
K00158	1.49863286248336e-05
K00161	0.000164591520108384
K00162	0.000298047386123819
K00163	0.000286184922983002
K00164	0.000338488958163543
