reactions	GI_9
K00001	5.09220099595394
K00003	4.08350925283467
K00004	0
K00005	0.261428571428571
K00006	5.42210925283467
K00007	0
K00008	0
K00009	0
K00010	0
K00011	5.24220099595394
K00012	0.941336828309305
K00013	3.64948808881351
K00014	3.93350925283467
K00015	0
K00016	2.50690687830688
K00018	0
K00019	0.22
K00020	0.734285714285714
K00021	0.22
K00022	0.734285714285714
K00024	0.399908256880734
K00025	0.399908256880734
K00026	0.399908256880734
K00027	0.514285714285714
K00028	0.514285714285714
K00029	2.82663094595636
K00030	0.0414285714285714
K00031	1.58752730449978
K00033	0.214761904761905
K00034	0.5
K00036	0.173333333333333
K00039	0
K00040	0.514285714285714
K00041	0.555714285714286
K00042	0.261428571428571
K00043	0
K00045	0
K00046	0.22
K00048	0.514285714285714
K00049	0
K00050	0
K00052	3.93350925283467
K00053	3.93350925283467
K00054	0
K00057	5.42210925283467
K00058	5.42210925283467
K00059	5.24877591950134
K00060	0
K00066	0
K00067	1.67488180185428
K00068	0.22
K00073	0
K00074	0
K00075	5.42210925283467
K00077	4.08350925283467
K00082	0.591336828309305
K00086	0
K00087	0.110687830687831
K00088	5.42210925283467
K00090	0
K00094	0
K00096	5.42210925283467
K00097	0.469167516139993
K00098	0
K00099	5.24877591950134
K00100	0.610687830687831
K00101	2.50690687830688
K00102	0
K00103	0
K00104	0.261428571428571
K00105	0
K00106	0.110687830687831
K00110	0.22
K00111	0
K00112	0
K00113	0
K00116	0
K00121	5.09220099595394
K00122	0.761428571428571
K00123	0
K00125	0
K00126	0
K00128	0.411428571428571
K00130	0.22
K00132	0.756878306878307
K00133	5.42210925283467
K00134	5.42210925283467
K00135	0.22
K00137	0.411428571428571
K00139	0.22
K00140	0.22
K00145	3.93350925283467
K00146	0
K00147	4.08350925283467
K00149	0.411428571428571
K00150	5.42210925283467
K00151	0
K00156	0
K00158	0.22
K00160	0.22
K00161	3.93350925283467
K00162	3.93350925283467
K00163	3.93350925283467
K00164	0.22
K00165	0.22
K00166	0.22
K00167	0.22
K00169	4.8488676626206
K00170	4.8488676626206
K00171	4.8488676626206
K00172	4.8488676626206
K00174	0.829908256880734
K00175	0.829908256880734
K00176	0.829908256880734
K00177	0.829908256880734
K00179	0
K00199	0
K00207	0
K00208	0.399908256880734
K00209	0.87
K00210	1.48345323042571
K00211	1.48345323042571
K00215	1.01428571428571
K00216	0
K00220	3.8920806814061
K00226	1.05571428571429
K00228	0.925714285714286
K00229	0
K00231	0
K00238	0.899908256880734
K00239	1.07324159021407
K00240	1.07324159021407
K00241	1.07324159021407
K00242	1.07324159021407
K00244	1.07324159021407
K00245	1.07324159021407
K00246	1.07324159021407
K00247	1.07324159021407
K00248	2.76431428571429
K00249	0.22
K00252	0.22
K00253	0.22
K00254	5.42210925283467
K00259	0
K00260	0.549908256880734
K00261	4.08350925283467
K00262	4.08350925283467
K00263	0.15
K00264	5.09220099595394
K00265	5.09220099595394
K00266	5.09220099595394
K00271	0
K00273	0
K00274	0
K00275	0.22
K00276	0
K00278	0.221336828309305
K00281	0.619167516139993
K00282	0.619167516139993
K00283	0.619167516139993
K00284	0.22
K00285	0.22
K00286	5.24220099595394
K00287	2.50690687830688
K00288	5.42210925283467
K00294	0.22
K00297	3.58350925283467
K00299	0
K00301	0.261428571428571
K00302	0.261428571428571
K00303	0.261428571428571
K00304	0.261428571428571
K00305	0.261428571428571
K00306	0.261428571428571
K00318	0.22
K00319	0
K00320	0
K00322	0.22
K00323	0.22
K00324	0.22
K00325	0.22
K00329	0.399908256880734
K00357	0.15
K00360	0.22
K00361	0.22
K00362	0.22
K00364	0
K00365	0
K00366	0
K00368	0
K00370	0.22
K00371	0.22
K00372	0.22
K00374	0.22
K00376	0
K00380	0.22
K00381	0.22
K00382	1.3339294209019
K00383	0.22
K00384	4.0420806814061
K00385	0.22
K00390	0.22
K00392	0
K00394	0.0414285714285714
K00395	0.0414285714285714
K00399	0
K00401	0
K00402	0
K00411	0
K00432	0.0414285714285714
K00436	0
K00440	0
K00441	0
K00442	0
K00443	0
K00448	0.22
K00449	0.22
K00451	0.22
K00453	0.22
K00455	0
K00457	0.22
K00463	0.22
K00466	0
K00472	0
K00480	0.22
K00483	0
K00484	0
K00491	0
K00500	0
K00518	0.549908256880734
K00522	0.37
K00524	0.439259259259259
K00525	0.439259259259259
K00526	0.439259259259259
K00527	5.20210925283467
K00528	0.393333333333333
K00529	0
K00531	0.191428571428571
K00540	0
K00547	0.0414285714285714
K00548	0
K00549	0.393333333333333
K00560	0.584761904761905
K00568	0.22
K00577	0
K00578	0
K00579	0
K00580	0
K00581	0
K00582	0
K00583	0
K00584	0
K00589	0.0414285714285714
K00591	0
K00593	0.733544973544974
K00595	0.0414285714285714
K00598	0.22
K00599	0.934761904761905
K00600	0.87
K00601	5.24877591950134
K00602	5.42210925283467
K00603	0.37
K00605	0.723241590214067
K00606	0.591336828309305
K00607	0.573241590214067
K00608	5.42210925283467
K00609	5.42210925283467
K00610	5.42210925283467
K00611	5.24220099595394
K00615	5.42210925283467
K00616	1.11259259259259
K00618	3.53883909119203
K00620	3.71217242452537
K00625	2.96755587592835
K00626	2.11431428571429
K00627	0.22
K00629	5.0688676626206
K00632	0.775714285714286
K00634	0
K00639	0.179908256880734
K00640	5.09877591950134
K00641	0.22
K00643	0
K00645	5.24877591950134
K00647	5.24877591950134
K00648	5.24877591950134
K00651	3.53360099595394
K00652	0.549908256880734
K00655	5.42210925283467
K00656	4.5106806814061
K00657	0.22
K00658	0
K00661	0.261428571428571
K00665	5.24877591950134
K00667	5.24877591950134
K00668	5.24877591950134
K00672	0
K00673	0
K00674	0.393333333333333
K00677	0.591336828309305
K00681	0.411428571428571
K00688	0.555714285714286
K00690	0
K00691	0
K00697	0.5
K00703	0.555714285714286
K00705	1.02488180185428
K00713	0.411428571428571
K00748	0.591336828309305
K00756	2.51348180185428
K00757	2.51348180185428
K00758	2.36348180185428
K00759	5.42210925283467
K00760	5.42210925283467
K00761	3.32005602240896
K00762	3.18681513518761
K00763	3.00690687830688
K00764	5.42210925283467
K00765	3.86424999357541
K00766	0.434761904761905
