reactions	GI_4
K00001	23.9990404160962
K00003	24.2168186769657
K00004	0
K00005	2.33
K00006	25.0215404160962
K00007	0
K00008	4.78
K00009	0
K00010	0
K00011	24.0490404160962
K00012	8.1275
K00013	15.6597058823529
K00014	23.8368186769657
K00015	0
K00016	10.6093345337432
K00018	0
K00019	2.33
K00020	2.33
K00021	2.33
K00022	2.33
K00024	7.4225
K00025	7.4225
K00026	7.4225
K00027	0
K00028	0
K00029	15.8572058823529
K00030	0
K00031	15.1459090909091
K00033	7.25743083003953
K00034	0.165
K00036	7.25743083003953
K00039	0
K00040	0
K00041	0
K00042	7.65
K00043	0
K00045	0
K00046	2.33
K00048	0
K00049	0
K00050	0
K00052	23.0843186769657
K00053	23.0843186769657
K00054	0
K00057	25.0215404160962
K00058	24.9850186769657
K00059	17.8006313251871
K00060	5.0925
K00066	0
K00067	8.3812037037037
K00068	2.66
K00073	0
K00074	0
K00075	20.2415404160962
K00077	23.1343186769657
K00082	8.03
K00086	0
K00087	0.743703703703704
K00088	24.9850186769657
K00090	0
K00094	0
K00096	25.0215404160962
K00097	7.6262037037037
K00098	0
K00099	17.4341095860566
K00100	5.4787037037037
K00101	10.6093345337432
K00102	4.78
K00103	0
K00104	7.65
K00105	0
K00106	0.743703703703704
K00110	2.87
K00111	0
K00112	0
K00113	0
K00116	0
K00121	23.9990404160962
K00122	2.495
K00123	0
K00125	0
K00126	0
K00128	2.71
K00130	2.33
K00132	7.46113453374323
K00133	24.9850186769657
K00134	25.0215404160962
K00135	2.33
K00137	2.71
K00139	2.33
K00140	2.33
K00145	23.1943186769657
K00146	0
K00147	23.9043186769657
K00149	2.71
K00150	25.0215404160962
K00151	0
K00156	4.78
K00158	2.33
K00160	7.11
K00161	23.1943186769657
K00162	23.1943186769657
K00163	23.1943186769657
K00164	7.11
K00165	2.33
K00166	2.33
K00167	2.33
K00169	15.3241095860566
K00170	15.3241095860566
K00171	15.3241095860566
K00172	15.3241095860566
K00174	1.0675
K00175	1.0675
K00176	1.0675
K00177	1.0675
K00179	0
K00199	0
K00207	0
K00208	7.98
K00209	2.545
K00210	8.3312037037037
K00211	8.3312037037037
K00215	5.485
K00216	0
K00220	23.5068186769657
K00226	4.945
K00228	2.71
K00229	0
K00231	0
K00238	7.5875
K00239	15.3484090909091
K00240	15.3484090909091
K00241	15.3484090909091
K00242	15.3484090909091
K00244	15.3484090909091
K00245	15.3484090909091
K00246	15.3484090909091
K00247	15.3484090909091
K00248	3.6432
K00249	2.33
K00252	2.33
K00253	2.33
K00254	24.6550186769657
K00259	0
K00260	2.71
K00261	24.2168186769657
K00262	23.8868186769657
K00263	0.05
K00264	24.6050186769657
K00265	24.6050186769657
K00266	24.6050186769657
K00271	0
K00273	0
K00274	0
K00275	7.11
K00276	0
K00278	5.7425
K00281	8.5462037037037
K00282	8.5462037037037
K00283	8.5462037037037
K00284	2.33
K00285	2.33
K00286	24.9850186769657
K00287	16.0128127946128
K00288	25.0215404160962
K00294	7.11
K00297	23.4093186769657
K00299	4.78
K00301	2.33
K00302	2.33
K00303	2.33
K00304	2.33
K00305	2.33
K00306	2.33
K00318	7.11
K00319	0
K00320	0
K00322	2.33
K00323	2.33
