reactions	skin_18
K00001	47.5228006805265
K00003	76.859850230076
K00004	1.1
K00005	0
K00006	49.7228006805265
K00007	0.5
K00008	0.5
K00009	0
K00010	6.5
K00011	79.3103006805265
K00012	39.7732142857143
K00013	31.4017857142857
K00014	78.059850230076
K00015	7.38571428571429
K00016	71.5245863948122
K00018	7.38571428571429
K00019	0.5
K00020	7.21428571428571
K00021	0
K00022	7.21428571428571
K00024	32.7732142857143
K00025	32.7732142857143
K00026	32.7732142857143
K00027	30.9017857142857
K00028	30.9017857142857
K00029	9.18571428571429
K00030	0
K00031	33.0017857142857
K00033	69.5455645157903
K00034	0
K00036	39.3580645157903
K00039	0
K00040	0.928571428571429
K00041	0.428571428571429
K00042	0.785714285714286
K00043	0
K00045	0.5
K00046	0.5
K00048	0.428571428571429
K00049	7.38571428571429
K00050	7.38571428571429
K00052	2.81428571428571
K00053	33.6017857142857
K00054	0
K00057	49.7228006805265
K00058	33.6017857142857
K00059	79.9103006805265
K00060	1.7
K00066	0
K00067	40.8017857142857
K00068	6.5
K00073	0
K00074	0
K00075	80.5103006805265
K00077	75.859850230076
K00082	3.58571428571429
K00086	0
K00087	0.5
K00088	80.5103006805265
K00090	0
K00094	0
K00096	49.7228006805265
K00097	2.58571428571429
K00098	0.5
K00099	33.8017857142857
K00100	6
K00101	71.5245863948122
K00102	1.1
K00103	0
K00104	0.5
K00105	0
K00106	0.5
K00110	0.5
K00111	0
K00112	0
K00113	0
K00116	1.5
K00121	47.5228006805265
K00122	6.5
K00123	0
K00125	0
K00126	0
K00128	45.6437788015046
K00130	0.5
K00132	6.42857142857143
K00133	77.459850230076
K00134	79.9103006805265
K00135	1.1
K00137	45.6437788015046
K00139	1.1
K00140	0.5
K00145	1.21428571428571
K00146	0.5
K00147	32.4017857142857
K00149	45.6437788015046
K00150	80.5103006805265
K00151	0.5
K00156	0.5
K00158	0
K00160	32.8875
K00161	70.859850230076
K00162	70.859850230076
K00163	70.859850230076
K00164	32.1732142857143
K00165	0.5
K00166	0.5
K00167	0.5
K00169	37.8160714285714
K00170	37.8160714285714
K00171	37.8160714285714
K00172	37.8160714285714
K00174	31.3875
K00175	31.3875
K00176	31.3875
K00177	31.3875
K00179	0
K00199	0
K00207	0
K00208	76.0312788015046
K00209	1.38571428571429
K00210	39.072350230076
K00211	39.072350230076
K00215	0.428571428571429
K00216	0
K00220	40.672350230076
K00226	6.92857142857143
K00228	8.21428571428571
K00229	0
K00231	1
K00238	34.3732142857143
K00239	34.3732142857143
K00240	34.3732142857143
K00241	34.3732142857143
K00242	34.3732142857143
K00244	34.3732142857143
K00245	34.3732142857143
K00246	34.3732142857143
K00247	34.3732142857143
K00248	9.01428571428571
K00249	0.785714285714286
K00252	0.5
K00253	0.5
K00254	80.5103006805265
K00259	30.6875
K00260	6.5
K00261	78.059850230076
K00262	3.41428571428571
K00263	0
K00264	2.41428571428571
K00265	2.41428571428571
K00266	2.41428571428571
K00271	0
K00273	0.5
K00274	0
K00275	2.3
K00276	0
K00278	2.58571428571429
K00281	76.7455645157903
K00282	76.7455645157903
K00283	76.7455645157903
K00284	0.785714285714286
K00285	0.785714285714286
K00286	33.0017857142857
K00287	80.5103006805265
K00288	80.5103006805265
K00294	1.38571428571429
K00297	48.5228006805265
K00299	0
K00301	0.5
K00302	0.5
K00303	0.5
K00304	0.5
K00305	0.5
K00306	0.5
K00318	1.38571428571429
K00319	0
K00320	0
K00322	31.6732142857143
K00323	31.6732142857143
K00324	31.6732142857143
K00325	31.6732142857143
K00329	33.1732142857143
K00357	37.8580645157903
K00360	0.785714285714286
K00361	0.785714285714286
K00362	0.785714285714286
K00364	37.2580645157903
K00365	0
K00366	0
K00368	0
K00370	0.785714285714286
K00371	0.785714285714286
K00372	0.785714285714286
K00374	0.785714285714286
K00376	0
K00380	0.785714285714286
K00381	0.785714285714286
K00382	80.0817292519551
K00383	0.5
K00384	80.5103006805265
K00385	0.785714285714286
