KO	skin_20
K00001	0.000817327188344277
K00002	0.000156695431126852
K00003	0.000416769561088304
K00004	0.000362297202998718
K00005	9.39616598785522e-05
K00007	1.96835141801315e-06
K00008	0.000511663512485402
K00009	0.000229865983922655
K00010	0.000243508922927772
K00012	0.000250424873416042
K00013	0.000352646160424592
K00014	0.000566196680663697
K00015	0.000920611759464334
K00016	0.000718626042847552
K00018	0.000360231326501384
K00019	0.000318703537548779
K00020	0.000160305350349052
K00021	2.2873285657764e-05
K00023	0.000213444145380791
K00024	0.000227006091026733
K00027	0.000437025595125917
K00029	0.000370369925416048
K00030	3.02248837066165e-05
K00031	0.00041352934183312
K00032	1.78451899223265e-05
K00033	0.000410259730344443
K00034	0.000414565087265062
K00035	2.92267422909757e-06
K00036	0.000432145799704003
K00038	0.000516312395820423
K00039	1.00706264953479e-05
K00040	5.39421678014837e-05
K00041	6.51724138995119e-06
K00042	3.94082441780069e-05
K00043	2.28001856053143e-05
K00045	7.47596810457705e-05
K00046	0.000349556707006024
K00048	1.83476754246627e-05
K00050	7.06765199674386e-06
K00052	0.000434554242971524
K00053	0.000390645456450398
K00054	0.000277333231955862
K00055	0.000114494347452202
K00057	0.000416094530626692
K00058	0.00141224092519431
K00059	0.00349878085956298
K00060	2.42848074175884e-05
K00064	2.56441755037381e-05
K00065	0.000185518332493609
K00066	5.69823520003804e-06
K00067	0.000297765054602196
K00068	8.66042307982312e-05
K00073	2.57757592337992e-05
K00074	0.000189904591927767
K00075	0.000430821962489666
K00076	4.90325797686887e-05
K00077	0.00068613390832718
K00082	6.32989901140037e-07
K00086	1.32061829047796e-05
K00087	8.36427273826547e-06
K00088	0.00065882327912868
K00090	0.000551654405090909
K00091	0.000448207546402003
K00094	1.46243332649669e-06
K00096	1.25421073114827e-05
K00097	4.25402977547163e-05
K00098	3.04316317406163e-05
K00099	0.00013979195313399
K00100	9.71238060679517e-06
K00101	0.000129290013216553
K00102	5.59496742636418e-05
K00103	2.93624089952239e-05
K00104	0.000133917328762179
K00105	1.16174778075885e-05
K00106	0
K00108	0.00035521457772735
K00109	0
K00111	0.000412177586453664
K00112	8.74889220186993e-06
K00113	5.63070636008742e-06
K00114	1.64740076097322e-05
K00116	0.00061273359812548
K00117	1.08956771132943e-05
K00118	0.000382531131022058
K00121	0.00031138712052008
K00122	0.000204011721481718
K00123	0.000403843405860718
K00124	4.94152567260785e-05
K00125	0
K00126	7.4972310368794e-06
K00127	1.9940429494599e-05
K00128	0.00189231706381175
K00129	3.39187904588406e-08
K00130	0.000771144810009155
K00131	4.55366533480641e-05
K00132	0.00020179139981142
K00133	0.000423599099488951
K00134	0.000801393986241864
K00135	0.00157222960011025
K00137	0.000306871192916807
K00138	0.000634531818715663
K00140	0.000212801810131724
K00141	0.000114037527364958
K00145	0.000381025243008472
K00146	0.000252410471582243
K00147	0.00015716911946585
K00148	2.11355127812218e-05
K00150	0.000132777266270555
K00151	0.000328381205345621
K00152	3.12384626536642e-06
K00153	9.53909209336967e-05
K00154	0.000290189957657537
K00156	0.000268831418703404
K00158	0.000279382946949772
K00161	0.000613278902477467
K00162	0.000649989422380284
K00163	0.000114246713701093
K00164	0.00037277156875045
K00166	0.000270052512904938
K00167	0.000367454170781078
K00169	5.49080092902227e-06
K00170	4.67615754761585e-06
K00171	5.17665952546435e-06
K00172	5.17665952546435e-06
K00174	0.000268684507239774
K00175	0.000261918129029279
K00176	6.24769253073283e-06
K00177	6.24769253073283e-06
K00179	1.06826753065413e-05
K00180	9.70216956823043e-06
K00183	1.92236693253318e-07
K00184	1.56326978081291e-05
K00185	7.4343129699796e-06
K00186	3.12384626536642e-06
K00187	3.12384626536642e-06
K00193	0
K00194	6.24769253073283e-07
K00196	3.11818584178251e-06
K00197	1.24953850614657e-06
K00198	3.7486155184397e-06
K00200	1.24953850614657e-06
K00201	1.87430775921985e-06
K00202	1.87430775921985e-06
K00205	6.24769253073283e-07
K00208	0.00050918167849331
K00209	1.05594683548724e-05
K00210	6.17978282931183e-06
K00214	0
K00215	0.00041757697172964
K00216	8.527531143219e-05
K00217	5.75042705369483e-05
K00218	9.20965585135627e-06
K00219	0.000165799558413521
K00220	2.03332394304818e-05
K00221	3.49420238293118e-05
K00226	0.000288702950759013
K00228	1.47584858297044e-05
K00230	5.62292327765955e-06
K00231	0.00039370137025288
K00232	2.66270225640892e-05
K00239	0.000403627613333178
K00240	0.000377166075035409
K00241	0.000377423475733364
K00242	1.71812847945035e-05
K00243	0.000298239577914588
K00244	0.00061290710315046
K00245	3.74906407666194e-06
K00246	3.74906407666194e-06
K00247	1.87475631744209e-06
K00248	0.000398446357171204
K00249	0.000426317516580598
K00252	0.000407608361303639
K00253	0.00017103945829601
K00254	0.000354535502563072
K00255	5.84109133061262e-06
K00256	4.080338753277e-06
K00257	6.24769253073283e-07
K00259	0.000570119723947073
K00260	0.000266757643527834
K00261	0.000291422559198861
K00262	0.000163624457303115
K00263	5.72028088491975e-05
K00265	0.000420762262951661
K00266	0.000416554945190519
K00270	0
K00271	1.38838926823598e-05
K00273	2.09989778985442e-05
K00274	9.35601035586036e-05
K00275	5.59751486238362e-05
K00276	8.4613899788746e-07
K00278	7.34049430254991e-05
K00281	0.00032792504774205
K00282	0.000331836135148334
K00283	0.000318147960590377
K00284	0.000614117706786948
K00285	0.000145526969409448
K00286	0.000438002532674339
K00287	0.000454754240403295
K00288	0
K00290	2.16763509910486e-05
K00293	7.00542672567292e-07
K00294	0.000293289350721998
K00297	0.00041765081793024
K00298	1.84964581501959e-06
K00299	0.000361738181703316
K00301	2.33500832456357e-05
K00302	2.55733271716508e-05
K00303	6.02257477248151e-05
K00304	1.15854128167428e-05
K00305	1.16193316072016e-05
K00311	2.7469817530135e-05
K00313	2.5381607610826e-05
K00314	0
K00315	4.99815402458627e-06
K00316	4.52421326381677e-06
K00317	8.39305686749961e-06
K00318	0.000261452767570459
K00320	0
K00322	0.000221226338509304
K00324	0.000133127753564277
K00325	5.13796843560671e-05
K00329	0.000187354998727339
K00330	2.91606587292311e-05
K00331	3.04691873499762e-05
K00332	2.15045752918476e-05
K00333	2.47600590750493e-05
K00334	3.29321877951682e-05
K00335	4.91280692941503e-05
K00336	4.62162670982244e-05
K00337	2.71185630824781e-05
K00338	2.64335069006169e-05
K00339	2.6430316524739e-05
K00340	2.64144248465435e-05
K00341	7.6902376379798e-05
K00342	3.40662379395734e-05
K00343	2.7266217207847e-05
K00344	0.000763454505808872
K00346	1.5162249961292e-05
K00347	1.77024302139189e-05
K00348	2.204107972163e-05
K00349	2.20516711403276e-05
K00350	2.07851732389516e-05
K00351	1.80157233669955e-05
K00354	0.000194041362977785
K00355	9.87745626946094e-05
K00356	0.000187354998727339
