KO	skin_17
K00001	0.000929601515996414
K00002	0.000128116594666382
K00003	0.000408589006278168
K00004	0.000431866114084212
K00005	4.65737424844214e-05
K00007	2.66013361437215e-06
K00008	0.000692041135621807
K00009	0.000297573655851424
K00010	9.29908088211816e-05
K00012	0.000129487909756376
K00013	0.000337100594339912
K00014	0.000456711558326282
K00015	0.00107297911506216
K00016	0.000776988814633854
K00018	0.000395611220697478
K00019	0.000316283103261938
K00020	9.50841298661975e-05
K00021	0
K00023	0.00025359597221489
K00024	0.00019658176693338
K00027	0.000509116154406472
K00029	0.000417674173886336
K00030	3.11726428113972e-05
K00031	0.000398937966699243
K00032	5.37498335006171e-06
K00033	0.000410553644292268
K00034	0.00042757577743616
K00035	7.11526769025189e-06
K00036	0.000417453300898201
K00038	0.000617315390056247
K00039	3.89350717404401e-06
K00040	1.76791442365493e-05
K00041	1.5099256955301e-05
K00042	4.62722073119789e-05
K00043	3.63388781598382e-05
K00045	5.66591516335062e-06
K00046	0.000403337581166453
K00048	6.92368523806151e-05
K00050	3.68944199794167e-06
K00052	0.000410442841911001
K00053	0.000390042910033565
K00054	0.000353145728034787
K00055	3.49239013285724e-05
K00057	0.000415003973005268
K00058	0.00163536081870859
K00059	0.00339213420506962
K00060	3.75928772492932e-05
K00064	3.52797926551174e-05
K00065	0.000182429830781708
K00066	7.13607897993059e-06
K00067	0.000141016488928115
K00068	7.89174003106144e-05
K00073	3.83354302789965e-05
K00074	8.88205605788615e-05
K00075	0.000423073747099897
K00076	5.75506334082036e-05
K00077	0.000810070882745817
K00082	1.6943526206192e-08
K00086	1.40092058055951e-05
K00087	2.69747352749513e-05
K00088	0.000524098181933968
K00090	0.000657819132527898
K00091	0.000542920892097325
K00094	1.8600226546353e-06
K00096	2.52711204341312e-05
K00097	5.21644633919703e-05
K00098	6.00015069410121e-06
K00099	6.48807063257778e-05
K00100	2.34195520005853e-05
K00101	3.4027654685636e-05
K00102	4.34781707455909e-05
K00103	2.37209366886689e-06
K00104	7.54763917322521e-05
K00105	1.23686241539063e-05
K00106	0
K00108	0.000357289937824255
K00109	0
K00111	0.000427018859121765
K00112	1.56535790334629e-05
K00113	1.56535790334629e-05
K00114	1.62657851579444e-06
K00116	0.000671723836370265
K00117	5.55171319669129e-06
K00118	0.000510290931887676
K00121	0.000142042911453593
K00122	0.000279764572577452
K00123	0.000389180601350375
K00124	3.51261228403463e-05
K00125	1.2877079916706e-06
K00126	4.2649152153796e-06
K00127	1.22175390756363e-05
K00128	0.0018638026326287
K00129	0
K00130	0.000683866272975991
K00131	3.11347391622834e-05
K00132	0.000279888404563261
K00133	0.000412976806215749
K00134	0.000756907804388023
K00135	0.00123605158384356
K00137	0.000304001062554113
K00138	0.000629727964124148
K00140	8.89461292812805e-05
K00141	2.14113172044237e-05
K00145	0.000393846289072925
K00146	0.000154945991411692
K00147	7.98866026442028e-05
K00148	3.43567391171559e-05
K00150	3.2090299150768e-05
K00151	0.000325703321366532
K00152	1.2877079916706e-06
K00153	3.46351106148235e-05
K00154	0.000316364617603684
K00156	0.000232827818481718
K00158	0.000350879818505566
K00161	0.000769111686790714
K00162	0.000803203109923578
K00163	2.72720137782311e-05
K00164	0.000352679769897405
K00166	0.000355328977645064
K00167	0.000457903642131722
K00169	2.21052740846738e-06
K00170	4.5412234569151e-07
K00171	2.86318276409703e-06
K00172	1.57547477242643e-06
K00174	0.000404993486597636
K00175	0.000396358067668924
K00176	3.13293994494974e-05
K00177	3.13293994494974e-05
K00179	2.73607838392779e-05
K00180	2.66523743757644e-05
K00183	0
K00184	3.59822327678297e-06
K00185	0
K00186	1.3878675726798e-05
K00187	1.2877079916706e-06
K00193	0
K00194	3.57535719425595e-06
K00196	8.89145649676771e-06
K00197	4.57529840517071e-06
K00198	1.35933553277301e-05
K00200	0
K00201	0
