function.	air_27
K00847	57.3361521
K00848	0
K00849	82.9074799
K00850	94.4055942
K00851	93.2821904
K00852	128.3789386
K00853	27.4458873
K00854	41.5272324
K00855	2.9090909
K00856	0
K00857	49.3458168
K00858	66.7505825
K00859	94.6626704
K00860	28.5847485
K00862	0
K00863	0.9302326
K00864	88.9523807
K00865	82.4329001
K00867	39.9999999
K00868	83.1736633
K00869	20.9080841
K00870	0
K00872	94.4055942
K00873	106.1902745
K00874	3.3593073
K00875	0.3636364
K00876	48.0519479
K00878	30.3173259
K00879	0
K00880	0.3636364
K00881	0
K00882	83.9134196
K00883	1.8181818
K00884	1.4545454
K00885	14.025974
K00886	72.7272726
K00887	0
K00891	98.8273429
K00892	0
K00895	0
K00897	17.354475
K00899	0
K00901	57.0995669
K00903	0.4761905
K00906	0
K00912	5.2121212
K00917	19.5238094
K00918	0
K00919	92.8344986
K00924	11.3939394
K00925	99.8787876
K00926	35.7142855
K00927	99.6177153
K00928	112.3116879
K00929	34.1558441
K00930	91.9080916
K00931	66.6070672
K00932	0
K00934	0
K00936	28.1594683
K00937	31.099567
K00938	20.9080841
K00939	101.2121209
K00940	97.9393937
K00941	64.3563876
K00942	95.0449548
K00943	94.8025305
K00945	94.0434756
K00946	44.5128204
K00947	0
K00948	102.9177486
K00949	26.7359307
K00950	96.1818179
K00951	97.9393937
K00952	0
K00954	94.9050946
K00955	0
K00956	11.7122567
K00957	16.7457038
K00958	33.6796536
K00960	0
K00962	94.9423907
K00963	72.7464006
K00965	47.5586428
K00966	42.8148595
K00968	0
K00969	63.0769228
K00970	71.5434641
K00971	5.038961
K00972	0
K00973	78.2510821
K00974	44.0159838
K00975	98.4463906
K00978	6.1298701
K00979	5.4545454
K00980	20.9302325
K00981	93.6277053
K00982	43.3516559
K00983	1.5757576
K00984	18.1818181
K00985	0
K00986	0
K00988	0
K00989	73.2640691
K00990	40.5609583
K00991	105.2957117
K00992	0
K00995	106.6272019
K00996	0
K00997	82.361824
K00998	0
K00999	0
K01000	99.5804193
K01002	1.406423
K01003	0.9302326
K01004	1.8181818
K01005	0.4848485
K01006	15.9307359
K01007	36.0728883
K01008	3.3150106
K01011	164.5537095
K01012	94.0601566
K01013	0
K01014	0
K01023	0
K01026	0.9523809
K01027	19.6315312
K01028	47.4754857
K01029	43.6091814
K01031	17.8354977
K01032	7.7575757
K01034	0
K01035	0
K01036	0
K01039	0
K01040	0
K01041	1.8604651
K01042	1.8604651
K01043	1.6969697
K01046	35.6832778
K01048	2.2943723
K01051	0
K01053	19.1861472
K01054	0
K01055	13.8238195
K01056	132.5339773
K01057	55.8441557
K01058	3.1515151
K01060	4.6753247
K01061	2.9090909
K01066	4.4059196
K01067	2.1818182
K01069	13.9145815
K01070	4.9696969
K01071	0
K01073	0
K01075	0
K01076	8.9600322
K01077	33.8892579
K01078	0.9302326
K01079	44.5243127
K01081	43.6091814
K01082	45.4007696
K01083	9.3506493
K01085	0
K01087	56.083761
K01089	1.8181818
K01090	57.3417899
K01091	48.8388198
K01092	155.0305039
K01093	0
K01095	5.2121212
K01096	2.4242424
K01101	0.4761905
K01103	0
K01104	133.9921468
K01112	0.7186147
K01113	18.035236
K01114	21.0649349
K01115	0.3636364
K01117	0
K01118	30.155844
K01119	20.7445887
K01120	0
K01121	0
K01126	221.4577663
K01128	1.8181818
K01129	92.6926405
K01130	6.6694855
K01133	1.8181818
K01138	0.4761905
K01139	5.1331924
K01141	1.1188811
K01142	121.7787171
K01143	0
K01144	2.1818182
K01145	0.4848485
K01146	0
K01147	29.8701298
K01150	1.2587412
K01151	21.8181817
K01152	0
K01153	88.1308766
K01154	80.7677436
K01155	0.4761905
K01156	5.5813953
K01157	0
K01158	0
K01159	72.5762608
K01160	0
K01161	0
K01163	0
K01166	5.2121212
K01167	0
K01169	0
K01173	12.7445887
K01174	20.454042
K01175	10.1115473
K01176	0
K01178	4.6753247
K01179	69.1774891
K01180	0
K01181	0
K01182	9.8268398
K01183	14.025974
K01184	0
K01185	1.6969697
K01186	5.3697775
K01187	94.5778715
K01190	1.4285714
K01191	9.3506493
K01192	9.3506493
K01193	72.1393333
K01194	0
K01195	1.8826135
K01197	4.6753247
K01198	0
K01199	0
K01200	4.6753247
K01201	4.6753247
K01202	0
K01205	0
K01206	0
K01207	73.2862175
K01208	1.8604651
K01209	14.025974
K01210	0
K01212	0
K01214	0
K01215	0
K01216	0.3636364
K01218	0
K01219	0
K01220	19.5238094
K01222	0
K01223	27.4217255
K01224	0
K01225	0
K01226	23.7229436
K01227	3.8095238
K01230	0
K01232	0.9523809
K01233	0
K01234	0
K01235	0
K01236	31.7487164
K01238	1.5670996
K01239	59.9532868
K01240	0
K01241	25.0739957
K01243	74.0154107
K01246	68.8118391
K01247	36.4502164
K01249	1.8604651
K01250	0
K01251	43.3516559
K01252	7.8268398
K01253	0
K01255	91.0182992
K01256	42.6638476
K01258	20.3636363
K01259	56.6902244
K01261	16.1904761
K01262	41.8854323
K01263	2.4069264
K01264	0
K01265	142.2696059
K01266	15.1168831
K01267	1.8604651
K01269	59.9979864
K01270	3.3939394
K01271	34.0942312
K01273	23.6709956
K01274	0.9302326
K01277	0
K01278	0
K01281	0
K01283	0
K01284	39.9577166
K01286	3.6786469
K01289	0
K01295	32.7272727
K01297	0
K01299	48.2077922
K01301	0
K01303	0
K01304	48.9821805
K01305	0
K01308	0
K01317	0
K01318	12.8571428
K01322	47.514346
K01325	0
K01338	72.7272726
K01342	0
K01343	0
K01347	0
K01354	44.6753246
K01355	0
K01356	75.3901135
K01358	143.0244635
K01361	0
K01362	68.6002213
K01364	0
K01372	18.6046511
K01376	0
K01387	0
K01390	0
K01392	0.4848485
K01399	0
K01400	0
K01401	18.095238
K01406	0.3636364
K01407	0
K01408	0
K01409	95.5584413
K01412	0.7272727
K01414	36.3636363
K01415	0
K01416	0
K01417	34.1050267
K01419	23.6363635
K01420	52.6116983
K01421	93.0605051
K01422	5.038961
K01423	15.9595288
K01424	104.0424069
K01425	14.55673
K01426	48.7627101
K01428	59.8993253
K01429	49.8522096
K01430	50.7824421
K01431	0.7272727
K01432	4.6753247
K01433	44.2394039
K01434	18.7532467
K01436	12.4482029
K01437	0
K01438	7.2414252
K01439	89.1438635
K01442	20.7272726
K01443	74.938085
K01444	0
K01446	3.3333333
K01447	7.7835497
K01448	152.641854
K01449	0
K01451	55.7996575
K01452	0.3636364
K01453	0
K01454	0
K01455	3.1986308
K01457	3.9605356
K01458	0
K01459	0
K01460	0
K01461	0
K01462	165.6223771
K01463	6.3636363
K01464	13.5536091
K01465	100.4622041
K01466	15.9085875
K01467	21.808517
K01468	47.0985602
K01469	0.9302326
K01470	11.2111145
K01471	0.3636364
K01473	2.384778
K01474	2.0211416
K01476	48.4194099
K01477	4.5665962
K01478	23.2890364
K01479	25.9200643
K01480	27.1255411
K01481	0
K01482	0
K01483	5.2121212
K01484	3.6363636
K01485	3.3150106
K01486	25.1948052
K01487	10.6147186
K01488	44.5657906
K01489	79.0709753
K01491	123.6003993
K01492	0
K01493	34.0259739
K01494	74.824679
K01495	72.51598
K01496	40.8879491
K01497	4.9324009
K01498	0.5594406
K01499	0
K01500	0.2424242
K01501	1.0909091
K01502	0
K01503	0
K01504	0
K01505	0.7272727
K01506	0
K01507	64.7037922
K01512	85.2391018
K01515	117.6373701
K01518	0
K01520	64.199134
K01521	0
K01523	40.8879491
K01524	104.0060402
K01525	5.072261
K01529	11.4360213
K01531	2.9090909
K01533	94.110339
K01534	41.2320547
K01535	0
K01537	0.9302326
K01539	0
K01541	0
K01545	2.8571428
K01546	37.9730191
K01547	37.964361
K01548	37.4881706
K01550	0
K01551	5.1495016
K01552	10.2325581
K01553	0
K01554	4.6753247
K01555	3.3939394
K01556	23.6709956
K01560	5.991342
K01561	9.7142857
K01563	4.6753247
K01564	0
K01565	0
K01567	1.4545454
K01568	0.7272727
K01569	0
K01571	29.7674418
K01572	0
K01573	0
K01574	1.4458874
K01575	67.320044
K01576	0
K01577	0
K01578	0
K01579	60.249874
K01580	0.9302326
K01581	3.012987
K01582	0.9523809
K01583	0
K01584	0.2424242
K01585	28.051948
K01586	149.8297357
K01588	98.1818179
K01589	97.4632032
K01590	2.6666666
K01591	99.7202794
K01593	0
K01594	0
K01595	72.642706
K01596	43.3939393
K01597	20.9080841
K01598	0
K01599	75.0476188
K01601	3.6363636
K01602	1.8181818
K01607	63.1050033
K01608	0
K01609	88.5887443
K01610	54.5454544
K01611	10.6093906
K01612	0
K01613	28.5887445
K01615	0
K01616	35.3488371
K01617	0
K01618	0
K01619	109.4199131
K01620	50.4626999
K01621	0
K01622	0
K01623	21.2938688
K01624	100.0208161
K01625	8.5233061
K01626	79.2424008
K01627	4
K01628	5.2121212
K01629	0
K01630	0
K01631	1.8181818
K01632	0
K01633	93.6277053
K01635	19.5238094
K01636	0.9302326
K01637	49.5081042
K01638	50.3960534
K01639	21.3842745
K01640	17.6353568
K01641	20.9080841
K01643	0
K01644	102.591362
K01646	0
K01647	105.405416
K01649	101.326007
K01652	110.435595
K01653	92.2251079
K01654	1.5757576
K01655	28.051948
K01657	89.658837
K01658	83.3896334
K01659	12.5750528
K01661	59.0697672
K01662	81.1783253
K01664	25.5813952
K01665	26.1202052
K01666	0.9302326
K01667	0.7272727
K01668	0
K01669	49.4626302
K01671	0
K01673	99.7485148
K01674	0
K01676	3.3939394
K01677	0
K01678	0
K01679	97.6969694
K01681	95.0399675
K01682	3.8787878
K01684	2.4069264
K01685	1.4545454
K01686	2.4069264
K01687	107.9726936
K01689	95.0822508
K01690	4.8484848
K01692	96.5589447
K01693	91.3593071
K01695	93.9748621
K01696	107.0067758
K01697	19.5348837
K01698	98.4242421
K01699	0
K01703	93.4039291
K01704	98.321678
K01706	1.4545454
K01707	5.3361522
K01708	1.4545454
K01709	0
K01710	66.9070772
K01711	0
K01712	47.5834087
K01713	0
K01714	143.2493703
K01715	30.8003624
K01716	1.4545454
K01719	40.7277682
K01720	17.1078224
K01721	0.4848485
K01724	21.9921473
K01725	0
K01726	0
K01727	18.5714285
K01728	0
K01729	0
K01730	0
K01731	0
K01732	0
K01733	95.324675
K01734	18.7012987
K01735	101.5023423
K01736	95.1848149
K01737	49.7675656
K01738	120.2157528
K01739	22.8223094
K01740	88.220477
K01743	0
K01744	45.2544044
K01745	49.4102485
K01746	0
K01749	99.1981349
K01750	87.0993655
K01751	0
K01752	176.2947745
K01753	5.2457465
K01754	121.2900429
K01755	99.9999997
K01756	99.337995
K01758	0
K01759	23.6180408
K01760	24.121212
K01761	28.051948
K01766	0
K01768	8.7357294
K01769	0
K01770	78.0662746
K01771	14.7619047
K01772	74.5627703
K01774	0
K01775	116.6801566
K01776	102.6293703
K01777	1.0909091
K01778	45.1698377
K01779	18.1077217
K01780	0
K01781	0
K01782	11.0359407
K01783	100.7099564
K01784	132.428873
K01785	34.6445181
K01786	11.2554112
K01787	0
K01788	52.0598005
K01790	41.2028591
K01791	96.9157351
K01792	32.8005637
K01795	0
K01796	0.7272727
K01797	2.9090909
K01798	0
K01799	0
K01800	3.3939394
K01801	0.2424242
K01802	39.3725963
K01803	99.7575755
K01804	9.3506493
K01805	11.1688311
K01807	59.7575756
K01808	40.9523808
K01809	90.2385983
K01810	99.6177153
K01811	0
K01812	7.0580892
K01813	0
K01814	88.7445885
K01815	1.4545454
K01816	13.0599013
K01817	84.5041777
K01818	0
K01819	39.0476189
K01820	0
K01821	20.2202757
K01822	0
K01823	86.5128358
K01825	3.3939394
K01826	13.6969697
K01828	1.8604651
K01829	0
K01834	110.34632
K01835	81.4738747
K01838	0
K01839	51.2687311
K01840	96.4566593
K01841	0
K01843	20.2957043
K01844	0
K01845	112.3338363
K01846	0
K01847	94.9864087
K01848	28.7792207
K01849	24.1038961
K01851	0
K01854	54.0259739
K01856	8.9753347
K01857	11.7660324
K01858	39.0697673
K01860	0
K01865	0
K01866	99.6177153
K01867	114.0259737
K01868	96.9870127
K01869	96.0432897
K01870	99.4778552
K01872	99.7575755
K01873	99.9999997
K01874	99.6177153
K01875	99.8601396
K01876	99.7575755
K01878	6.8904428
K01879	6.8904428
K01880	88.0519478
K01881	103.3628074
K01883	95.0822508
K01884	4.6753247
K01885	154.4055941
K01886	38.041958
K01887	95.1761569
K01889	99.4778552
K01890	99.6177153
K01892	99.254079
K01893	45.1948051
K01894	5.2121212
K01895	112.4107517
K01896	0
K01897	160.9741262
K01902	65.6236784
K01903	60.9483538
K01904	0
K01905	0
K01906	44.5736433
K01907	1.8604651
K01908	1.8181818
K01909	0
K01910	0
K01911	59.9999998
K01912	23.6862981
K01913	0
K01914	0
K01915	176.5704213
K01916	90.3384985
K01917	0
K01918	115.9201725
K01919	6.7132866
K01920	6.7505827
K01921	95.6839747
K01922	0
K01923	99.1601729
K01924	94.6626704
K01925	93.6298737
K01926	52.2510821
K01928	74.5228103
K01929	93.9633697
K01932	0.3636364
K01933	93.264069
K01934	91.7397794
K01935	85.6487541
K01937	64.3472804
K01938	55.7605958
K01939	94.8025305
K01940	100.2424239
K01941	4.0817477
K01945	97.2515853
K01947	0
K01950	4.5665962
K01951	138.7850595
K01952	231.1549375
K01953	50.8051947
K01955	97.2790462
K01956	94.9423907
K01957	0
K01958	58.0972514
K01959	0
K01960	0
K01961	73.264069
K01962	85.8222085
K01963	85.8222085
K01965	1.8181818
K01966	66.0042282
K01968	4.9696969
K01969	6.5877378
K01970	0
K01971	4.7917044
K01972	99.4778552
K01974	0.4848485
K01975	33.5910601
K01976	0
K01989	6.5116279
K01990	340.8601621
K01991	6.9090908
K01992	306.3239697
K01993	7.1515151
K01994	0
K01995	129.3160171
K01996	124.6406925
K01997	128.9523808
K01998	129.3160171
K01999	125.7316015
K02000	5.6093828
K02001	5.6093828
K02002	7.8556327
K02003	255.754152
K02004	246.2120198
K02005	46.0136916
K02006	1.8181818
K02007	1.8181818
K02008	1.8181818
K02009	1.4545454
K02010	24.8329809
K02011	51.801067
K02012	68.2561157
K02013	456.0146972
K02014	47.6363632
K02015	645.1583589
K02016	605.419509
K02017	38.7625086
K02018	63.9754352
K02019	3.6363636
K02020	66.1967178
K02021	14.1959126
K02022	3.2727272
K02023	40.2732305
K02024	0.2424242
K02025	104.916138
K02026	22.7415685
K02027	23.1052048
K02028	68.8176782
K02029	136.748414
K02030	176.8571424
K02031	152.4826332
K02032	107.6007245
K02033	363.2594374
K02034	339.5616623
K02035	418.6944518
K02036	86.0646328
K02037	85.8222085
K02038	72.7747909
K02039	107.290043
K02040	87.2064832
K02041	28.2615523
K02042	44.8357996
K02043	0.3636364
K02044	27.7853618
K02045	6.1423537
K02046	6.1423537
K02047	6.1423537
K02048	9.7787173
K02049	41.9287223
K02050	79.798852
K02051	47.0341285
K02052	9.090909
K02053	8.7272726
K02054	9.090909
K02055	10.060606
K02056	84.5541124
K02057	118.6666664
K02058	14.880902
K02062	1.8181818
K02063	34.5454545
K02064	29.8701298
K02065	6.6666666
K02066	6.6666666
K02067	6.6666666
K02068	19.9999999
K02069	19.9999999
K02071	99.8874455
K02072	100.363636
K02073	148.0098656
K02074	23.2558139
K02075	14.8837209
K02076	19.9999999
K02077	65.2129265
K02078	103.6730088
K02079	0
K02080	0
K02081	0
K02082	1.9047619
K02083	9.8268398
K02086	19.9999999
K02092	0
K02093	0
K02094	0
K02095	0
K02096	0
K02097	0
K02099	0
K02100	0
K02101	0
K02103	0
K02106	5.0119802
K02108	66.6107223
K02109	67.6385317
K02110	66.7505825
K02111	66.9930067
K02112	66.9930067
K02113	66.7505825
K02114	66.7505825
K02115	66.9930067
K02116	23.7835496
K02117	28.051948
K02118	32.7272727
K02119	32.7272727
K02120	32.7272727
K02121	28.051948
K02122	28.051948
K02123	28.051948
K02124	28.051948
K02160	72.7878785
K02164	0
K02167	28.5887445
K02168	46.0155037
K02169	3.8974359
K02170	3.9533799
K02171	6.6666666
K02172	7.1428571
K02173	0
K02182	0
K02188	14.025974
K02189	15.8441558
K02190	0
K02191	0
K02192	3.6363636
K02193	29.8701298
K02194	34.5454545
K02195	34.5454545
K02196	1.8181818
K02197	34.5454545
K02198	34.5454545
K02199	34.5454545
K02200	31.6883116
K02203	3.3939394
K02204	8.069264
K02205	0
K02217	59.5238093
K02221	62.4214233
K02224	44.3177287
K02225	1.8181818
K02226	17.1774891
K02227	40.0060404
K02228	30.655391
K02229	31.6279069
K02230	43.7511325
K02231	51.5538104
K02232	43.3605153
K02233	51.3113861
K02234	15.8441558
K02236	19.9999999
K02237	95.1909793
K02238	86.2675926
K02239	0
K02240	19.9999999
K02241	0
K02242	19.9999999
K02243	20.4761904
K02244	19.5238094
K02245	19.9999999
K02246	19.9999999
K02247	0
K02248	0
K02249	0
K02250	19.9999999
K02251	0
K02252	0
K02253	0
K02254	0
K02255	0
K02258	1.4545454
K02259	89.5064933
K02274	47.5844155
K02275	71.3246752
K02276	40.5243128
K02277	0
K02278	1.8181818
K02279	1.8181818
K02280	1.8181818
K02281	0
K02282	1.8181818
K02283	40.8879491
K02284	0
K02285	0
K02286	0
K02287	0
K02288	0
K02289	0
K02290	0
K02291	20.5194805
K02292	0
K02293	0
K02294	0
K02297	5.2121212
K02298	5.072261
K02299	7.5930735
K02300	5.072261
K02301	99.3939391
K02302	5.5829132
K02303	66.9696967
K02304	29.3506492
K02305	1.4545454
K02313	99.7575755
K02314	95.5670993
K02315	8.4329004
K02316	94.4970066
K02317	1.2587412
K02334	46.7029094
K02335	95.0822508
K02336	0
K02337	105.7878552
K02338	99.7575755
K02339	5.2121212
K02340	94.9050946
K02341	76.3809521
K02342	226.3088688
K02343	98.8273429
K02344	0
K02345	0
K02346	78.9956707
K02347	48.0519479
K02348	26.4322963
K02351	41.4545453
K02352	18.5714285
K02355	115.349317
K02356	96.7792205
K02357	99.8601396
K02358	133.4878451
K02361	48.9994965
K02362	0
K02363	9.6873049
K02364	0
K02371	1.9047619
K02372	59.8601397
K02377	0
K02379	57.1241315
K02380	0
K02381	0.4761905
K02383	0
K02385	0
K02386	4.5314685
K02387	4.6713286
K02388	4.9510489
K02389	4.6713286
K02390	4.6713286
K02391	4.9510489
K02392	4.9510489
