KO	skin_16
K00001	0.00098073386518604
K00002	0.000119454688214533
K00003	0.000435940730131389
K00004	0.000471925993219961
K00005	2.13801931395507e-05
K00007	0
K00008	0.000744457520084979
K00009	0.000343879066893422
K00010	6.56868578973115e-05
K00012	5.27639536937052e-05
K00013	0.000371930258190125
K00014	0.000459688673035524
K00015	0.00120618698710282
K00016	0.000839964771871096
K00018	0.00042154708289601
K00019	0.000245446506751144
K00020	5.72213958434447e-05
K00021	0
K00023	0.00018128407139224
K00024	0.000162948129086059
K00027	0.000539127517507164
K00029	0.000409773091255196
K00030	1.80854285182561e-05
K00031	0.000424970652460777
K00032	4.59444268456804e-06
K00033	0.000448504101066641
K00034	0.000450432415957005
K00035	0
K00036	0.000465702177911867
K00038	0.000696451401246047
K00039	0
K00040	0
K00041	0
K00042	1.68138271002784e-05
K00043	1.83467671692224e-05
K00045	0
K00046	0.000280976978830635
K00048	8.29583030340962e-06
K00050	0
K00052	0.000416618767106201
K00053	0.000415100754887132
K00054	0.000389502465917733
K00055	2.03191943686992e-05
K00057	0.000432668341239662
K00058	0.00175173554601024
K00059	0.00322249427425719
K00060	1.80276284538026e-05
K00064	6.38842817644308e-08
K00065	0.00011512554462276
K00066	1.33757714944277e-06
K00067	7.32841980061531e-05
K00068	5.30308611544893e-05
K00073	3.08806300846863e-05
K00074	4.68104612444832e-05
K00075	0.000432304934699902
K00076	3.47451362923683e-05
K00077	0.00089646961759485
K00082	0
K00086	0
K00087	1.28407406346506e-05
K00088	0.000516286155944603
K00090	0.000768331834924814
K00091	0.000642528793117281
K00094	0
K00096	2.14012343910843e-05
K00097	2.86909633094205e-05
K00098	1.34156991705304e-06
K00099	2.9961728147518e-05
K00100	1.28407406346506e-05
K00101	0
K00102	2.24415721739842e-05
K00103	0
K00104	4.81230534432853e-05
K00105	1.47076581666744e-07
K00106	0
K00108	0.000389585658217636
K00109	0
K00111	0.000444618833898432
K00112	2.14012343910843e-05
K00113	2.14012343910843e-05
K00114	0
K00116	0.000811691376328401
K00117	0
K00118	0.000635766907852394
K00121	8.95234553607692e-05
K00122	0.000316974824239691
K00123	0.00044481744630536
K00124	1.71209875128674e-05
K00125	0
K00126	0
K00127	4.28024687821685e-06
K00128	0.002011839694498
K00129	0
K00130	0.000757251609227542
K00131	0
K00132	0.000336593244393648
K00133	0.000428139337291637
K00134	0.000826518312522068
K00135	0.00130625642445383
K00137	0.000374993943414787
K00138	0.000730455763861172
K00140	2.97169449272823e-05
K00141	5.40662763564235e-06
K00145	0.000436890635628267
K00146	0.000132283569616904
K00147	2.71761706553451e-05
K00148	2.9235464733775e-05
K00150	3.25988004190958e-05
K00151	0.000376536540916492
K00152	0
K00153	3.6042995911372e-05
K00154	0.000367266177128549
K00156	0.000279489564618662
K00158	0.000417220339655657
K00161	0.00085017416367594
K00162	0.000851170160723799
K00163	2.14012343910843e-05
K00164	0.000412158518321553
K00166	0.000404003331912682
K00167	0.000467862828167925
K00169	7.43739683682594e-06
K00170	7.53722759670872e-06
K00171	7.33756607694317e-06
K00172	7.33756607694317e-06
K00174	0.000429067106000622
K00175	0.000419911497551447
K00176	4.28024687821685e-06
K00177	4.28024687821685e-06
K00179	0
K00180	0
K00183	0
K00184	2.28279833504899e-06
K00185	0
K00186	0
K00187	0
K00193	0
K00194	0
K00196	0
K00197	0
K00198	0
K00200	0
K00201	0
K00202	0
K00205	0
K00208	0.000767849269535397
K00209	0
K00210	0
K00214	0
K00215	0.000419464194065251
K00216	1.70928279939318e-05
K00217	0
K00218	0
K00219	6.37813103892182e-05
K00220	0
K00221	6.01955556558873e-05
K00226	0.000433642511849345
K00228	0
K00230	0
K00231	0.000413335814371211
K00232	0
K00239	0.000458412394946766
K00240	0.000439647908232793
K00241	0.000435301107514654
K00242	0
K00243	0.000407031095990431
K00244	0.000807992193542733
K00245	4.28024687821685e-06
K00246	4.28024687821685e-06
K00247	0
K00248	0.000315720887222671
K00249	6.38286119199735e-05
K00252	0.000340572958471562
K00253	2.01880116573739e-06
K00254	0.000410903700308818
K00255	0
K00256	0
K00257	0
K00259	0.000777618792427978
K00260	0.000406559569148836
K00261	0.000406559569148836
K00262	4.35051958815772e-05
K00263	3.3776172151742e-05
K00265	0.000468698241100425
K00266	0.000443769245670815
K00270	0
K00271	1.44176736950462e-05
K00273	0
K00274	4.28024687821685e-05
K00275	0
K00276	0
K00278	6.91660922156431e-05
K00281	0.000415728672734747
K00282	0.000423827633243371
K00283	0.000424083170370428
K00284	0.00084640789420052
K00285	4.98672039650519e-05
K00286	0.000423853544066554
K00287	0.000492014303069029
K00288	0
K00290	4.28024687821685e-06
K00293	0
K00294	0.000430755981588325
K00297	0.000419464194065251
K00298	0
K00299	0.000373975858119241
K00301	0
K00302	5.40662763564235e-06
K00303	1.28407406346506e-05
K00304	0
K00305	0
K00311	0
K00313	2.14012343910843e-05
K00314	0
