function.	air_9
K02189	5.97
K02190	1.77
K02191	1.63
K02192	7.44
K02193	10.75
K02194	11.75
K02195	11.75
K02196	8.25
K02197	11.75
K02198	12.59
K02199	15.07
K02200	19.8
K02203	0.45
K02204	9.82
K02205	0.25
K02217	310.23
K02221	330.1
K02224	67.54
K02225	4.45
K02226	8.99
K02227	68.95
K02228	65.27
K02229	161.12
K02230	65.35
K02231	186.75
K02232	68.87
K02233	187.92
K02234	4.03
K02236	125.18
K02237	329.09
K02238	321.91
K02239	0
K02240	125.58
K02241	0
K02242	125.68
K02243	125.18
K02244	125.18
K02245	124.98
K02246	118.38
K02247	0
K02248	17.07
K02249	0
K02250	104.31
K02251	0
K02253	0
K02254	0
K02255	0.16
K02258	7.86
K02259	307.92
K02274	215.33
K02275	209.46
K02276	212.31
K02277	0.08
K02278	9.68
K02279	14.81
K02280	16.23
K02281	6.53
K02282	14.23
K02283	206.71
K02284	0
K02285	0
K02286	0
K02287	0
K02288	0
K02289	0
K02290	0
K02291	14.43
K02292	0
K02293	0
K02294	0
K02297	10.34
K02298	81.55
K02299	96.81
K02300	81.55
K02302	61.94
K02303	278.45
K02304	110.12
K02305	2.09
K02313	338.2
K02314	342.38
K02315	9.84
K02316	339.2
K02317	0.16
K02334	18.97
K02335	339.87
K02336	0.41
K02337	460.9
K02338	338.2
K02339	15.24
K02340	338.2
K02341	338.2
K02342	933.36
K02343	339.2
K02344	4.76
K02345	0.16
K02346	342.25
K02347	105.31
K02348	90.53
K02351	5.1
K02352	89.39
K02355	346.09
K02356	338.69
K02357	338.2
K02358	348.66
K02361	200.16
K02362	0.41
K02363	5.79
K02364	1.16
K02371	41.87
K02372	144.83
K02377	6.14
K02379	260.4
K02380	5.22
K02381	0.33
K02383	0
K02385	0.17
K02386	9.14
K02387	10.31
K02388	11.31
K02389	10.31
K02390	11.31
K02391	10.14
K02392	10.39
K02393	10.14
K02394	11.14
K02395	2.99
K02396	10.31
K02397	8.11
K02398	3.07
K02399	2.16
K02400	10.47
K02401	10.06
K02402	1.91
K02403	1.91
K02404	2.33
K02405	4.75
K02406	20.22
K02407	3.24
K02408	10.31
K02409	10.31
K02410	10.31
K02411	8.44
K02412	10.31
K02413	3.49
K02414	2.94
K02415	10.56
K02416	10.06
K02417	15.51
K02418	5.99
K02419	10.31
K02420	10.31
K02421	10.31
K02422	3.24
K02423	2.24
K02424	115.82
K02425	0.16
K02426	16.94
K02427	15.24
K02428	488.46
K02429	20.84
K02430	1.88
K02431	11.47
K02433	387.86
K02434	328.95
K02435	328.95
K02436	0.03
K02437	198.95
K02438	203.13
K02439	4.14
K02440	211.24
K02441	2.56
K02442	0.2
K02443	104.72
K02444	56.39
K02445	214.3
K02446	195.68
K02448	1.92
K02450	0.02
K02451	0
K02452	2.55
K02453	6.12
K02454	7.77
K02455	5.65
K02456	6.97
K02457	2.95
K02458	4.4
K02459	3.4
K02460	4.15
K02461	3.15
K02462	3.13
K02463	2.52
K02464	0.02
K02465	0
K02466	1.8
K02467	1.03
K02468	1.8
K02469	339.7
K02470	340.1
K02471	11.24
K02472	109.2
K02473	3.18
K02474	8.84
K02475	120.63
K02476	124.4
K02477	19.05
K02478	1.19
K02479	0.53
K02480	2
K02481	1.33
K02482	1.2
K02483	347.79
K02484	270.83
K02485	0.49
K02486	0.33
K02487	1.18
K02488	4.87
K02490	0
K02491	0
K02492	309.57
K02493	338.91
K02494	9.04
K02495	359.16
K02496	7.64
K02497	32.77
K02498	12.84
K02499	107.15
K02500	299.87
K02501	300.22
K02502	10.29
K02503	148.71
K02504	3.89
K02505	4.03
K02506	3.87
K02507	4.03
K02508	1.43
K02509	35.87
K02510	68.89
K02511	0.01
K02517	215.31
K02518	340.82
K02519	338.2
K02520	338.2
K02521	3.55
K02523	20.4
K02525	2.38
K02526	19.7
K02527	19.96
K02528	338.2
K02529	880.26
K02530	119.79
K02531	27.35
K02532	17.84
K02533	9.86
K02535	14.05
K02536	24.1
K02538	86.98
K02545	71.74
K02547	71.54
K02548	307.31
K02549	301.28
K02550	0.03
K02551	305.77
K02552	110.13
K02553	131.44
K02554	36.64
K02556	11.3
K02557	20.86
K02558	14.33
K02560	3.89
K02562	2.3
K02563	338.37
K02564	321.36
K02565	1.66
K02566	186.39
K02567	5.48
K02568	5.48
K02569	5.48
K02570	5.48
K02571	2.93
K02572	3.56
K02573	4.56
K02574	4.56
K02575	50.8
K02584	1.41
K02585	1
K02586	1
K02587	1.14
K02588	1.28
K02589	0
K02590	0
K02591	1
K02592	1
K02593	1
K02594	0
K02595	1
K02596	1
K02597	1
K02598	0.3
K02600	337.7
K02601	338.2
K02609	39.16
K02610	39.16
K02611	39.16
K02612	39.16
K02613	44.32
K02614	49.05
K02615	0.01
K02616	3.14
K02617	2.86
K02618	35.24
K02619	236.08
K02621	145.58
K02622	145.58
K02623	2
K02624	129.73
K02625	0.45
K02626	0
K02634	0
K02635	0
K02636	0
K02637	0
K02638	0
K02639	0
K02640	0
K02641	0
K02642	0
K02643	0
K02647	17.7
K02650	7.23
K02651	23.52
K02652	4.42
K02653	4.42
K02654	155.54
K02655	8.01
K02656	7.34
K02657	2.11
K02658	2.19
K02659	1.86
K02660	1.86
K02661	0.25
K02662	2.99
K02663	3.61
K02664	3.61
K02665	3.61
K02666	3.75
K02667	2.11
K02668	2.11
K02669	4.08
K02670	6.94
K02671	5.77
K02672	6.1
K02673	4.24
K02674	9.1
K02676	3.61
K02679	3.76
K02680	3.89
K02681	3.89
K02682	3.89
K02686	6.51
K02687	145.35
K02688	1.74
K02689	0
K02690	0
K02691	0
K02692	0
K02693	0
K02694	0
K02696	0
K02697	0
K02698	0
K02699	0
K02700	0
K02702	0
K02703	0
K02704	0
K02705	0
K02706	0
K02707	0
K02708	0
K02709	0
K02710	0
K02711	0
K02712	0
K02713	0
K02714	0
K02715	0
K02716	0
K02717	0
K02718	0
K02719	0
K02720	0
K02722	0
K02723	0
K02724	0
K02742	4.14
K02744	14.31
K02745	10.12
K02746	10.12
K02747	10.12
K02750	104.37
K02753	0.16
K02755	72.14
K02756	0
K02757	286.43
K02759	45.15
K02760	45.53
K02761	60.1
K02763	0
K02765	192.16
K02768	0.22
K02769	0.22
K02770	471.81
K02771	1.5
K02773	99.58
K02774	99.41
K02775	92.64
K02777	162.01
K02778	0
K02779	32.61
K02781	7.52
K02783	7.54
K02784	5.43
K02786	119.19
K02788	128.33
K02791	92.0800000000001
K02793	61.67
K02794	82.74
K02795	82.74
K02796	78.42
K02798	92.8700000000001
K02799	0.17
K02800	123.5
K02802	0.5
K02803	0.42
K02804	146.3
K02805	2.22
K02806	15.04
K02810	339.97
K02812	0.15
K02813	0.15
K02814	0.15
K02815	0.15
