reactions	oral_7
K00001	194.427299810422
K00003	70.2818866512844
K00004	4.68571428571429
K00005	1
K00006	254.815357413422
K00007	0
K00008	0
K00009	5.46730303006746
K00010	1
K00011	196.227299810422
K00012	6.96940508515079
K00013	4.06940508515079
K00014	73.9212764660344
K00015	64.7860341167222
K00016	196.477299810422
K00018	64.7860341167222
K00019	0.821428571428571
K00020	1.50648464388889
K00021	0
K00022	1.50648464388889
K00024	64.6860341167222
K00025	64.6860341167222
K00026	64.6860341167222
K00027	4.46081838617857
K00028	4.46081838617857
K00029	66.8360341167222
K00030	1.57142857142857
K00031	3.15
K00033	71.0498478946058
K00034	0
K00036	71.0498478946058
K00039	0
K00040	0
K00041	0
K00042	4.46081838617857
K00043	0.571428571428571
K00045	0
K00046	0
K00048	0.256484643888889
K00049	64.7860341167222
K00050	64.7860341167222
K00052	66.6431769738651
K00053	69.4431769738651
K00054	1.5
K00057	254.815357413422
K00058	64.4574626881508
K00059	254.815357413422
K00060	0.571428571428571
K00066	0
K00067	73.5825667886151
K00068	0.571428571428571
K00073	0
K00074	0
K00075	256.615357413422
K00077	68.4961723655701
K00082	68.1431769738651
K00086	0
K00087	0.821428571428571
K00088	256.615357413422
K00090	0
K00094	0.571428571428571
K00096	254.815357413422
K00097	3.15
K00098	0
K00099	68.4431769738651
K00100	0.256484643888889
K00101	196.477299810422
K00102	5.71940508515079
K00103	0
K00104	0.821428571428571
K00105	1
K00106	0.821428571428571
K00110	0.506484643888889
K00111	0
K00112	0
K00113	0
K00116	1.54219892960317
K00121	194.427299810422
K00122	62.9574626881508
K00123	0
K00125	0
K00126	0
K00128	68.4818866512844
K00130	0
K00132	7.45879489990079
K00133	68.4818866512844
K00134	254.215357413422
K00135	3.68571428571429
K00137	68.4818866512844
K00139	2.4
K00140	2.24149186983333
K00145	2.07791321531746
K00146	0
K00147	67.0254239314722
K00149	68.4818866512844
K00150	256.615357413422
K00151	0
K00156	0.5
K00158	4.63938981475
K00160	69.3717484024365
K00161	73.9212764660344
K00162	73.9212764660344
K00163	73.9212764660344
K00164	67.0860341167222
K00165	0.5
K00166	0.5
K00167	0.5
K00169	4.21081838617857
K00170	4.21081838617857
K00171	4.21081838617857
K00172	4.21081838617857
K00174	0.571428571428571
K00175	0.571428571428571
K00176	0.571428571428571
K00177	0.571428571428571
K00179	0
K00199	0.25
K00207	0.571428571428571
K00208	67.9104580798558
K00209	4.43571428571429
K00210	67.1961723655701
K00211	67.1961723655701
K00215	0.571428571428571
K00216	0
K00220	70.2818866512844
K00226	0.571428571428571
K00228	5.17510410046429
K00229	2.24797651372222
K00231	1.28571428571429
K00238	72.0111382171865
K00239	73.0111382171865
K00240	73.0111382171865
K00241	73.0111382171865
K00242	73.0111382171865
K00244	73.0111382171865
K00245	73.0111382171865
K00246	73.0111382171865
K00247	73.0111382171865
K00248	5.00714285714286
K00249	0
K00252	1
K00253	0
K00254	256.615357413422
K00259	4.63938981475
K00260	1.85714285714286
K00261	70.0318866512844
K00262	67.8360341167222
K00263	0
K00264	0.821428571428571
K00265	0.821428571428571
K00266	0.821428571428571
K00271	0
K00273	0
K00274	0
K00275	65.2860341167222
K00276	0
K00278	3.22142857142857
K00281	71.8647918221455
K00282	71.8647918221455
K00283	71.8647918221455
K00284	0
K00285	0
K00286	71.2825667886151
K00287	256.615357413422
K00288	256.615357413422
K00294	4.19219892960317
K00297	254.815357413422
K00299	0
K00301	0
K00302	0
K00303	0
K00304	0
K00305	0
K00306	0
K00318	4.19219892960317
K00319	0.25
K00320	0
K00322	62.3860341167222
K00323	62.3860341167222
K00324	62.3860341167222
K00325	62.3860341167222
K00329	71.5910749187817
K00357	66.6604580798558
K00360	63.6717484024365
K00361	2.10714285714286
K00362	2.10714285714286
K00364	4.97809949216935
K00365	0
K00366	0.25
K00368	0.256484643888889
K00370	63.6717484024365
K00371	63.6717484024365
K00372	63.6717484024365
K00374	63.6717484024365
K00376	0
K00380	2.49797651372222
K00381	2.49797651372222
K00382	256.615357413422
K00383	63.3860341167222
K00384	256.615357413422
K00385	2.49797651372222
K00390	0.75
K00392	0
K00394	0
K00395	0
K00399	0
K00401	0
K00402	0
K00411	0
K00432	0.25
K00436	0
K00440	0
K00441	0
K00442	0
K00443	0
K00448	0
K00449	0
K00451	0
K00453	0
K00455	0
K00457	0
K00463	0
K00466	0
K00472	0
K00480	0
