function.	air_27
K00344	47.9
K00346	2.63
K00347	2.88
K00348	2.88
K00349	2.88
K00350	2.88
K00351	2.88
K00354	2.87
K00355	3.86
K00356	23.96
K00360	0.17
K00362	28.98
K00363	26.23
K00364	28.24
K00365	20.05
K00366	1.25
K00367	0
K00368	23.91
K00370	27.26
K00371	27.97
K00372	10.6
K00373	12.2
K00374	27.72
K00375	109.41
K00376	0.5
K00380	31.49
K00381	10.16
K00382	186.31
K00383	18.74
K00384	186.46
K00385	2.2
K00387	0
K00389	13.56
K00390	46.26
K00392	35.5
K00394	0.91
K00395	0.91
K00404	2.82
K00405	2.49
K00406	2.49
K00407	2.49
K00410	0
K00411	2.49
K00412	2.49
K00413	2.49
K00423	0
K00425	68.39
K00426	69.46
K00427	3.06
K00428	14.87
K00432	90.47
K00433	3.9
K00435	0.34
K00436	1.66
K00441	0
K00446	27.14
K00448	7.58
K00449	13.51
K00450	5.99
K00451	0.41
K00452	0
K00453	23.05
K00455	1.33
K00456	0
K00457	7.93
K00459	69.59
K00462	0
K00464	0
K00466	0.17
K00467	0.31
K00471	0
K00472	0.08
K00476	0
K00477	0.33
K00479	7.43
K00480	7.57
K00481	7.33
K00483	23.7
K00484	1.42
K00486	0
K00491	35.04
K00493	8.3
K00496	11.51
K00499	0.01
K00500	0.08
K00504	0
K00505	0
K00507	4.7
K00508	30.42
K00510	34.19
K00514	0
K00517	5.59
K00518	0
K00520	5.81
K00523	0.91
K00525	119.95
K00526	120.5
K00527	61.99
K00528	78.97
K00529	8.73
K00531	1.33
K00532	0.43
K00533	0.23
K00534	1.66
K00537	71.86
K00543	0
K00544	0.5
K00547	31.11
K00548	65.64
K00549	61.45
K00554	98.47
K00556	23.86
K00557	28.07
K00558	36.9
K00560	85.47
K00561	2.51
K00563	48.51
K00564	54.91
K00566	101.22
K00567	74.52
K00568	29.68
K00569	0.33
K00570	1.66
K00571	37.79
K00573	7.07
K00574	84.44
K00575	20.16
K00577	0
K00584	0
K00587	0
K00588	1.2
K00590	0.53
K00594	0.17
K00595	29.41
K00596	0
K00598	22.8
K00600	98.14
K00602	100.22
K00603	2.66
K00604	100.33
K00605	81.37
K00606	66.38
K00608	0
K00609	98.3
K00610	7.54
K00611	112.49
K00612	8.67
K00613	0
K00615	130.99
K00616	96.66
K00619	23.75
K00620	82.76
K00621	0
K00624	0
K00625	35.31
K00626	202.89
K00627	93.25
K00631	4.62
K00632	45.46
K00633	1.54
K00634	9.02
K00635	2.31
K00638	4.48
K00639	46.07
K00640	82.83
K00641	98.74
K00643	1.66
K00645	64.23
K00646	0
K00647	7.65
K00648	82.49
K00651	14.38
K00652	52.94
K00655	105
K00656	78.66
K00657	19.86
K00658	83.27
K00661	33.82
K00662	33.87
K00663	31.05
K00666	188.33
K00672	0
K00673	3.21
K00674	95.92
K00675	2.01
K00677	10.32
K00680	62.76
K00681	52.6
K00683	26.87
K00684	28.45
K00685	4.05
K00686	1.2
K00687	24.11
K00688	71.2
K00689	2.83
K00690	9.77
K00691	3.73
K00692	0.51
K00693	0
K00694	2.63
K00695	0
K00696	0
K00697	38.08
K00698	0
K00700	71.94
K00701	0
K00702	0.12
K00703	42.96
K00705	64.96
K00709	0
K00712	39.31
K00713	0
K00720	1.66
K00721	40.41
K00728	0
K00737	0
K00745	0
K00748	8.82
K00752	0
K00754	32.95
K00756	53.5
K00757	8.43
K00758	54.01
K00759	115
K00760	99.87
K00761	98.59
K00762	98.14
K00763	97.49
K00764	100.6
K00765	87.69
K00766	89.21
K00767	40.05
K00768	62.84
K00769	4.22
K00772	1.86
K00773	98.47
K00782	40.75
K00783	63.69
K00784	57.98
K00785	0.25
K00786	3.25
K00788	84.2
K00789	102.3
K00790	130.88
K00791	99.93
K00793	90.62
K00794	90.62
K00795	6.86
K00796	123.99
K00797	12.33
K00798	55.51
K00799	33.81
K00800	98.13
K00801	0.53
K00803	6.59
K00805	70.43
K00806	78.61
K00808	0
K00809	0
K00812	37.63
K00813	3.56
K00817	183.89
K00818	43.35
K00819	56.65
K00820	120.49
K00821	4.86
K00822	2.19
K00823	45.37
K00824	23.43
K00826	100.55
K00830	24.13
K00831	51.1
K00832	6.69
K00833	58.7
K00835	2.64
K00836	4.15
K00839	0.67
K00840	3.21
K00841	29.99
K00842	0.92
K00844	0.21
K00845	129.09
K00847	61.1
K00848	6.99
K00849	63.18
K00850	97.62
K00851	92.59
K00852	118.74
K00853	24.27
K00854	33.93
K00855	4.13
K00856	0.33
K00857	60.15
K00858	78.48
K00859	98.53
K00860	28.06
K00862	0
K00863	13.96
K00864	97.98
K00865	98.68
K00867	47.45
K00868	99.48
K00869	34.82
K00870	0
K00872	90.91
K00873	107.95
K00874	17.3
K00875	0.33
K00876	68.48
K00878	47.03
K00879	1.49
K00880	1.89
K00881	0
K00882	101.41
K00883	1.66
K00884	1.87
K00885	8.81
K00886	51.42
K00887	14.35
K00891	93.26
K00892	1.14
K00895	1.54
K00897	23.88
K00899	1.56
K00901	47.26
K00906	1.33
K00912	8.82
K00917	27.26
K00918	0
K00919	91.88
K00924	42.26
K00925	103.78
K00926	51.8400000000001
K00927	98.47
K00928	124.31
K00929	29.95
K00930	86.59
K00931	77.26
K00932	1
K00936	41.26
K00937	37.88
K00938	35.15
K00939	99.29
K00940	92.84
K00941	68.78
K00942	99.48
K00943	97.06
K00945	97.93
K00946	42.64
K00947	0
K00948	110.16
K00949	57.54
K00950	94.64
K00951	101.05
K00952	0
K00954	98.47
K00955	0.11
K00956	19.31
K00957	19.68
K00958	26.96
K00960	0.58
K00962	98.47
K00963	83.16
K00965	54.51
K00966	43.43
K00968	0.67
K00969	90.47
K00970	64.93
K00971	31.95
K00972	15.31
K00973	95.21
K00974	59.6
K00975	101.19
K00978	1.41
K00979	8.82
K00980	23.73
K00981	100.01
K00982	41.64
K00983	2.81
K00984	0.12
K00986	2.29
K00988	0
K00989	65.65
K00990	34.88
K00991	101.02
K00992	4.55
K00995	113.12
K00996	0.39
K00997	93.03
K00998	2.31
K00999	0
K01000	98.51
K01002	7.44
K01003	0
K01004	1.99
K01006	20.43
K01007	57.82
K01008	7.09
K01011	137.56
K01012	93.72
K01014	0
K01015	0
K01023	0.11
K01026	3.66
K01027	16.31
K01028	49.83
K01029	45.44
K01031	5.48
K01032	5.29
K01034	4.9
K01035	4.82
K01039	1
K01040	1
K01042	6
K01046	79.59
K01048	4.04
K01051	2.73
K01053	18.7
K01055	25.32
K01056	132.42
K01057	43.46
K01058	5.2
K01060	4.04
K01061	5.02
K01066	45.3
K01067	0
K01069	35.42
K01070	7.06
K01071	9.59
K01073	0
K01075	0.33
K01077	44.43
K01078	0
K01079	51.1
K01081	65.89
K01082	41.88
K01083	0
K01085	1.14
K01086	0
K01087	44.64
K01089	3.45
K01090	119.84
K01091	61.32
K01092	159.79
K01093	0
K01095	6.9
K01096	4.36
K01101	8.15
K01104	165.35
K01113	15.7
K01114	21.4
K01115	0.33
K01117	0.08
K01118	32.79
K01119	33.03
K01120	0
K01121	0
K01126	243.71
K01128	0
K01129	82.59
K01130	13.24
K01133	2.03
K01135	0
K01137	0
K01138	2.04
K01139	7.03
K01141	2.31
K01142	121.95
K01143	0
K01144	4.45
K01146	2.14
K01147	24.86
K01150	1.14
K01151	27.61
K01153	85.1
K01154	87.66
K01155	2.99
K01156	8.47
K01158	0
K01159	67.02
K01160	5.86
K01163	2.5
K01166	3.89
K01167	16.48
K01169	1
K01173	5.68
K01174	36.78
K01175	4.17
K01176	13.46
K01178	0.08
K01179	48.28
K01181	1.34
K01182	3.43
K01183	31.83
K01184	0.14
K01185	8.7
K01186	35.02
K01187	88.79
K01190	19.28
K01191	10.82
K01192	1.62
K01193	53.8500000000001
K01194	3.46
K01195	3.1
K01197	1.48
K01198	4.18
K01200	48.26
K01201	2.7
K01205	1.33
K01206	9.81
K01207	78.64
K01208	4.9
K01209	9.82
K01210	0
K01212	6.54
K01215	7.96
K01216	0
K01218	1.34
K01219	0
K01220	26.03
K01222	10.85
K01223	95.76
K01224	2.13
K01226	30.84
K01227	3.6
K01230	0
K01232	7.43
K01233	0.62
K01235	0.67
K01236	28.73
K01239	121.19
K01240	0
K01241	31.74
K01243	74.58
K01246	77.61
K01247	25.93
K01250	16.74
K01251	38.97
K01252	7.21
K01253	0
K01255	92.52
K01256	50.48
K01258	59.54
K01259	69.88
K01261	28.05
K01262	70.14
K01263	0.01
K01264	0
K01265	152.98
K01266	2.22
K01267	38.44
K01269	0
K01270	13.74
K01271	82.06
K01273	28.19
K01274	24.82
K01277	1.96
K01278	3.42
K01281	9.09
K01283	0
K01284	41.87
K01286	20.07
K01295	22.91
K01297	7.59
K01299	39.84
K01301	0
K01303	0.08
K01304	49.93
K01305	4.41
K01308	1.26
K01318	32.51
K01322	39.81
K01325	0
K01338	59.39
K01342	1.5
K01347	0.8
K01350	0
K01354	38.4
K01355	0
K01356	95.83
K01358	137.65
K01361	5.08
K01372	67.05
K01387	2.25
K01389	0
K01390	1.7
K01392	2.06
K01399	0
K01400	0
K01401	17.03
K01406	1.66
K01407	2.31
K01409	99.65
K01414	27.42
K01415	0
K01416	0
K01417	0
K01419	25.57
K01420	54.2
K01421	106.34
K01424	119.55
K01425	18.41
K01426	97.72
K01427	5.93
K01428	67.86
K01429	53.72
K01430	53.72
K01432	9.23
K01433	41.55
K01434	10.38
K01436	79.72
K01437	0
K01438	9.5
K01439	96.43
K01442	29.42
K01443	82.6
K01444	0.2
K01446	17.94
K01447	6.39
K01448	183.12
K01449	5.74
K01451	56.94
K01452	1.66
K01453	0.25
K01455	1.92
K01457	2.85
K01458	1.66
K01459	0
K01460	1
K01461	0.33
K01462	169.17
K01464	6.13
K01465	104.35
K01466	23.4
K01467	10.46
K01468	45
K01469	0.36
K01470	18.28
K01471	0
K01473	5.41
K01474	5.41
K01476	41.67
K01477	7.99
K01478	32.03
K01479	22.12
K01480	29.99
K01482	0.25
K01483	4.05
K01484	3.2
K01485	9.43
K01486	28.63
K01487	23.1
K01488	20.55
K01489	90
K01491	108.44
K01492	0.46
K01493	50.75
K01494	49.46
K01495	74.27
K01496	41.21
K01497	8.72
K01499	0
K01501	1.27
K01502	0.33
K01505	0.01
K01507	58.08
K01512	90.91
K01515	113.12
K01518	0
K01520	73.77
K01521	1.14
K01523	41.21
K01524	113.77
K01525	5.2
K01531	9.43
K01533	27.33
K01534	69.39
K01535	0
K01537	24.93
K01539	0
K01545	0.14
K01546	42.84
K01547	42.47
K01548	43.47
K01551	3.94
K01555	2.39
K01556	24.72
K01560	21.74
K01561	0.33
K01563	0
K01567	2.31
K01568	0
K01569	1.23
K01571	23.55
K01572	4.56
K01573	0.63
K01574	0.79
K01575	75.3
K01576	0
K01577	0
K01578	0.33
K01579	61.87
K01580	13.64
K01581	5.45
K01582	19.79
K01583	1.7
K01584	1.33
K01585	26.68
K01586	140.29
K01588	98.47
K01589	93.12
K01590	0.57
K01591	98.14
K01593	0
K01594	0
K01595	67.25
K01596	37.09
K01597	35.15
K01598	8.8
K01599	85.82
K01601	3.9
K01602	1.66
K01607	68.88
K01608	0.4
K01609	88.4
K01610	50.16
K01611	9.07
K01613	33.44
K01615	0.67
K01616	34.28
K01617	0.2
K01619	134.2
K01620	50.76
K01621	3.68
K01622	0
K01623	22.14
K01624	104.21
K01625	22.62
K01626	85.22
K01627	8.82
K01628	7.89
K01629	5.44
K01630	1.33
K01631	1.66
K01633	92.11
K01635	32.44
K01637	43.65
K01638	57.22
K01639	30.18
K01640	14.27
K01641	35.15
K01643	2.23
K01644	96.34
K01646	2.01
K01647	99.67
K01649	111.9
K01652	126.08
K01653	77.1
K01654	3.65
K01655	21.97
K01657	90.71
K01658	101.76
K01659	21.63
K01661	59.34
K01662	74.85
K01664	15.48
K01665	28.23
K01666	8.75
K01667	4.15
K01668	0
K01669	48.97
K01671	1
K01673	95.34
K01674	2.77
K01676	7.52
K01677	2.62
K01678	2.62
K01679	85.39
K01681	94.67
K01682	5.03
K01683	0
K01684	4.24
K01685	3.8
K01686	9.8
K01687	97.2499999999999
K01689	99.75
K01690	2.92
K01692	83.48
K01693	84.12
K01695	92.32
K01696	98.38
K01697	20.67
K01698	86.23
K01699	1.62
K01702	0
K01703	91.28
K01704	92.7
K01706	1.51
K01707	5.24
K01708	1.01
K01709	0.75
K01710	85.48
K01711	4.55
K01712	44.63
K01713	0.14
K01714	147.66
K01715	29.68
K01716	3.97
K01719	52.51
K01720	19.93
K01721	0
K01724	25.99
K01725	0.19
K01727	19.12
K01728	0
K01729	0
K01730	0.25
K01732	0
K01733	97.46
K01734	20.25
K01735	99.59
K01736	98.47
K01737	44.1
K01738	131.33
K01739	52.34
K01740	96.06
K01744	54.34
K01745	47.17
K01746	1.42
K01749	86.23
K01750	87.8
K01751	3.98
K01752	176.45
K01753	2.75
K01754	117.12
K01755	95.33
K01756	97.8
K01758	0.25
K01759	53.86
K01760	30.79
K01761	18.89
K01766	2.31
K01768	14.42
K01769	0
K01770	63.39
K01771	17.16
K01772	82.86
K01775	124.64
K01776	108.28
K01777	1.18
K01778	47.89
K01779	3.66
K01781	0
K01782	11.62
K01783	108.11
K01784	149.97
K01785	103.55
K01787	1.05
K01788	65.2
K01790	66.51
K01791	92.01
K01792	28.97
K01795	0
K01796	1.89
K01799	0.66
K01800	2.39
K01801	0.52
K01802	122.24
K01803	101.49
K01804	8.7
K01805	9.17
K01807	59.44
K01808	48.35
K01809	105.97
K01810	98.46
K01811	2.91
K01812	14.51
K01813	4.5
K01814	58.96
K01815	4.04
K01816	21.57
K01817	90.57
K01818	3.37
K01819	52.03
K01820	0.4
K01821	31.55
K01822	0
K01823	100.26
K01825	3.45
K01826	12.23
K01829	0
K01834	117.6
K01835	89.35
K01838	5.36
K01839	55.96
K01840	101.58
K01841	0.97
K01843	24.72
K01844	0.25
K01845	106.16
K01846	0.97
K01847	81.47
K01848	21.97
K01849	21.97
K01851	0
K01854	61.81
K01856	7.49
K01857	12.51
K01858	34.55
K01865	0
K01866	100.66
K01867	115.39
K01868	100.78
K01869	98.86
K01870	99.09
K01872	121.38
K01873	98.57
K01874	99.18
K01875	99.47
K01876	100.21
K01878	17.93
K01879	18.18
K01880	80.7
K01881	111.09
K01883	98.83
K01884	10.67
K01885	126.3
K01886	30.24
K01887	99.17
K01889	98.47
K01890	98.47
K01892	99.3
K01893	59.39
K01894	6.69
K01895	94.96
K01896	0
K01897	154.39
K01902	54.7
K01903	54.7
K01904	1.33
K01905	0
K01906	44
K01907	0.05
K01908	2.99
K01909	0
K01910	3.43
K01911	59.14
K01912	33.72
K01914	10.86
K01915	167.15
K01916	85.65
K01918	93.95
K01919	15.85
K01920	6.69
K01921	99.87
K01922	9.04
K01923	99.63
K01924	98.47
K01925	98.47
K01926	57.04
K01928	80.88
K01929	98.14
K01933	98.46
K01934	90.4
K01935	82.05
K01937	75.61
K01938	60.36
K01939	98.38
K01940	92.73
K01941	4.75
K01945	97.88
K01947	0.25
K01950	12.83
K01951	131.38
K01952	254.73
K01953	53.61
K01955	99.7
K01956	97.58
K01958	60.82
K01959	0
K01960	2.1
K01961	82.2
K01962	60.81
K01963	87.89
K01965	1.66
K01966	85.55
K01968	4.05
K01969	10.48
K01971	7.45
K01972	104.94
K01974	0.2
K01975	31.61
K01989	23.16
K01990	760.3
K01991	14.24
K01992	652.6
K01993	14.93
K01994	0.28
K01995	96.73
K01996	119.37
K01997	118.37
K01998	123.7
K01999	139.97
K02000	15.33
K02001	12.56
K02002	20.31
K02003	386.72
K02004	365.8
K02005	38.22
K02006	7.86
K02007	10.2
K02008	8.67
K02009	5.62
K02010	27.01
K02011	47.73
K02012	65.08
K02013	500.46
K02014	49.17
K02015	673.21
K02016	664.87
K02017	31.42
K02018	66.66
K02019	6.41
K02020	67.36
K02021	22.59
K02022	3.46
K02024	1.17
K02025	123.25
K02026	122.57
K02027	128.25
K02028	134.3
K02029	139.76
K02030	266.95
K02031	93.35
K02032	320.28
K02033	346.23
K02034	347.75
K02035	491.69
K02036	113.54
K02037	101.98
K02038	101.98
K02039	115.63
K02040	112.05
K02041	32.69
K02042	59.48
K02043	1.66
K02044	34.39
K02045	13.09
K02046	13.09
K02047	13.09
K02048	20.08
K02049	119.65
K02050	77.12
K02051	111.03
K02052	27.79
K02053	10.19
K02054	8.11
K02055	11.78
K02056	80.27
K02057	136.63
K02058	40.91
K02062	3.97
K02063	26.19
K02064	26.19
K02065	9.23
K02066	9.23
K02067	9.23
K02068	23.22
K02069	29.81
K02071	115.64
K02072	115.64
K02073	163.83
K02074	27
K02075	26.08
K02076	21.27
K02077	69.78
K02078	94.6300000000001
K02079	1
K02080	0
K02081	8.67
K02082	9.23
K02083	20.21
K02086	29.53
K02092	0
K02093	0
K02094	0
K02095	0
K02096	0
K02097	0
K02099	1.14
K02100	1
K02103	2.16
K02106	3.48
K02107	3.53
K02108	74.64
K02109	76.41
K02110	76.04
K02111	76.08
K02112	76.04
K02113	58.32
K02114	76.04
K02115	74.64
K02116	13.87
K02117	31.08
K02118	31.12
K02119	29.87
K02120	31.08
K02121	28.29
K02122	29.87
K02123	31.12
K02124	31.08
K02160	80.82
K02164	0
K02167	18.16
K02168	46.81
K02169	8.64
K02170	4.86
K02171	18.29
K02172	18.72
K02173	1.43
K02182	1.66
K02188	4.28
K02189	5.27
K02190	5.68
K02191	3.29
K02192	4.44
K02193	26.52
K02194	25.52
K02195	26.52
K02196	4.22
K02197	25.52
K02198	25.52
K02199	35.92
K02200	28.68
K02203	2.06
K02204	3.89
K02205	0.16
K02217	61.19
K02221	72.58
K02224	49.35
K02225	2.99
K02226	33.34
K02227	49.47
K02228	23.22
K02229	23.16
K02230	36.5
K02231	58.04
K02232	52.7
K02233	58.04
K02234	1.66
K02236	29.66
K02237	102.16
K02238	96.06
K02239	0.28
K02240	29.44
K02241	0.66
K02242	31.8
K02243	29.33
K02244	29.33
K02245	28.72
K02246	27.73
K02247	0.28
K02248	10.48
K02249	0.28
K02250	22.31
K02251	0
K02253	0
K02254	0.08
K02255	1
K02258	0.33
K02259	79.47
K02274	60.58
K02275	71.35
K02276	36.22
K02277	0.78
K02278	2.66
K02279	3.14
K02280	2.49
K02281	0
K02282	2.33
K02283	39.57
K02284	0
K02285	0
K02286	0
K02287	0
K02288	0
K02289	0
K02290	0
K02291	24.74
K02292	0
K02293	0
K02294	0
K02297	4.86
K02298	20.17
K02299	21.42
K02300	20.25
K02302	31.75
K02303	39.21
K02304	31.15
K02305	0.33
K02313	98.47
K02314	106.6
K02315	13.09
K02316	98.58
K02317	1
K02334	32.68
K02335	99.01
K02336	1.14
K02337	103.99
K02338	103.96
K02339	6.61
K02340	98.47
K02341	81.16
K02342	175.46
K02343	98.66
K02344	2.31
K02345	2.14
K02346	89.07
K02347	42.61
K02348	46.17
K02351	1.61
K02352	18.19
K02355	128.22
K02356	99.94
K02357	98.47
K02358	143.11
K02361	42.95
K02362	1
K02363	7.21
K02364	1
K02371	16.46
K02372	63.51
K02377	3.53
K02379	54.44
K02380	1.64
K02381	1.7
K02383	0
K02385	2.32
K02386	4.46
K02387	8.26
K02388	8.26
K02389	9.26
K02390	8.26
K02391	4.46
K02392	10.47
K02393	4.46
K02394	4.46
K02395	2.8
K02396	8.38
K02397	8.26
K02398	5.92
K02399	3.47
K02400	9.26
K02401	7.46
K02402	3.61
K02403	3.61
K02404	3.93
K02405	5.12
K02406	13.93
K02407	6.71
K02408	8.26
K02409	8.06
K02410	8.26
K02411	8.26
K02412	8.26
K02413	4.92
K02414	4.72
K02415	7.66
K02416	7.78
K02417	12.14
K02418	6.12
K02419	9.26
K02420	8.26
K02421	7.38
K02422	6.72
K02423	2.47
K02424	52.43
K02425	1.14
K02426	30.21
K02427	6.86
K02428	130.46
K02429	6.47
K02430	1.17
K02431	4.24
K02433	130.45
K02434	94
K02435	94
K02436	0
K02437	83.39
K02438	61.3
K02439	2.31
K02440	83.76
K02441	2.39
K02442	0.2
K02443	22.67
K02444	24.59
K02445	65.39
K02446	60.71
K02448	0.33
K02450	0
K02451	0
K02452	2.53
K02453	25.5
K02454	5.17
K02455	2.86
K02456	5.45
K02457	0.47
K02458	2.53
K02459	2.53
K02460	2.53
K02461	2.53
K02462	2.39
K02463	2.39
K02464	0
K02465	0.14
K02466	1.5
K02467	1
K02468	1
K02469	99.34
K02470	99.43
K02471	2.5
K02472	23.65
K02473	0.58
K02474	2.69
K02475	9.18
K02476	30.3
K02477	5.67
K02478	4.97
K02479	0.36
K02480	0.41
K02481	1.35
K02482	0
K02483	44.35
K02484	67.18
K02485	2.14
K02486	0
K02487	0.14
K02488	1.66
K02490	0.28
K02491	0.08
K02492	83.56
K02493	97.9
K02494	5.2
K02495	110.41
K02496	2.89
K02497	4.02
K02498	3.55
K02499	22.32
K02500	87.89
K02501	87.89
K02502	32.37
K02503	63.52
K02504	1.31
K02505	2.31
K02506	1.17
K02507	1.31
K02508	1
K02509	29.18
K02510	33.14
K02511	1
K02517	48.05
K02518	98.52
K02519	98.51
K02520	98.83
K02521	2.31
K02523	31.21
K02525	2.7
K02526	5.26
K02527	11.81
K02528	98.36
K02529	223.65
K02530	26.05
K02531	4.59
K02532	4.63
K02533	25.21
K02535	6.86
K02536	9.25
K02538	21.88
K02545	16.17
K02547	15.31
K02548	61.82
K02549	84.65
K02550	0
K02551	59.46
K02552	23.4
K02553	27.46
K02554	4.35
K02556	10.54
K02557	28.31
K02558	5.45
K02560	2.31
K02562	2.31
K02563	98.63
K02564	67.54
K02565	2.14
K02566	29.51
K02567	1.5
K02568	1.5
K02569	1.5
K02570	1.5
K02571	0.33
K02572	1.17
K02573	1.17
K02574	1.17
K02575	20.3
K02584	4.32
K02585	3.67
K02586	5.46
K02587	2.7
K02588	7.41
K02589	0.68
K02590	0.68
K02591	6.79
K02592	1.91
K02593	1.66
K02594	3.65
K02595	1.66
K02596	1.66
K02597	1.66
K02598	3.5
K02600	98.22
K02601	98.47
K02609	27.77
K02610	27.77
K02611	27.77
K02612	27.77
K02613	5.93
K02614	29.1
K02615	0.5
K02616	1.38
K02617	0.2
K02618	21.91
K02619	63.43
K02621	40.26
K02622	40.34
K02623	0
K02624	10.3
K02625	0.19
K02626	0
K02634	0
K02635	0
K02636	0
K02637	0
K02638	0
K02639	0
K02640	0
K02641	0
K02642	0
K02643	0
K02647	4.06
K02650	26.22
K02651	1.3
K02652	29.92
K02653	29.18
K02654	45.99
K02655	6.73
K02656	3.87
K02657	2.06
K02658	18.29
K02659	2.06
K02660	40.19
K02661	0
K02662	25.31
K02663	25.72
K02664	24.96
K02665	2.56
K02666	24.78
K02667	2.06
K02668	2.06
K02669	72.26
K02670	4.42
K02671	2.56
K02672	2.56
K02673	0.25
K02674	2.81
K02676	2.31
K02679	1.31
K02680	1.31
K02681	1.31
K02682	2.31
K02686	2.89
K02687	63.89
K02688	1
K02689	0
K02690	0
K02691	0
K02692	0
K02693	0
K02694	0
K02696	0
K02697	0
K02698	0
K02699	0
K02700	0
K02702	0
K02703	0
K02704	0
K02705	0
K02706	0
K02707	0
K02708	0
K02709	0
K02710	0
K02711	0
K02712	0
K02713	0
K02714	0
K02715	0
K02716	0
K02717	0
K02718	0
K02719	0
K02720	0
K02722	0
K02723	0
K02724	0
K02742	2.31
K02744	7.43
K02745	4.84
K02746	4.84
K02747	4.84
K02750	22.74
K02753	0.76
K02755	16.12
K02756	0.18
K02757	68.9
K02759	39.05
K02760	41.45
K02761	51.98
K02763	2.07
K02765	42.62
K02768	9.33
K02769	4.6
K02770	138.62
K02771	0.5
K02773	31.55
K02774	32.08
K02775	31.03
K02777	49.89
K02778	0
K02779	14.98
K02781	5.81
K02783	10.34
K02784	3.07
K02786	26.12
K02788	26.14
K02791	22.96
K02793	19.3
K02794	35.96
K02795	31.2
K02796	30.18
K02798	24.69
K02799	0
K02800	30.43
K02802	0
K02803	0
K02804	45.68
K02805	3.32
K02806	4.7
K02810	58.62
K02812	0
K02813	0
K02814	0
K02815	0
K02819	28.95
K02821	34.27
K02822	36.51
K02823	14.32
K02824	46.92
K02825	90.38
K02826	5.75
K02827	20.73
K02828	5.22
K02829	5.22
K02834	98.47
K02835	98.36
K02836	98.36
