function.	skin_13
K00001	23.2645583
K00002	1.4559477
K00003	99.9999999
K00004	55.3929091
K00005	10.4277338
K00007	0
K00008	27.9187816
K00009	32.4400896
K00010	3.4942746
K00011	0
K00012	13.9495534
K00013	96.2774957
K00014	111.6003619
K00015	0
K00016	87.8015187
K00018	17.2024817
K00019	2.2744265
K00020	23.2278318
K00021	0.5823791
K00023	0
K00024	20.1353638
K00027	59.8318007
K00028	0
K00029	37.2720436
K00030	0
K00031	99.6615904
K00032	0
K00033	99.6615904
K00034	5.9221658
K00035	0
K00036	100.2439695
K00038	0.5823791
K00039	0
K00040	0.8735686
K00041	0
K00042	0
K00043	0
K00045	1.7471373
K00046	7.8621178
K00048	0
K00050	0
K00052	100.2439695
K00053	99.6615904
K00054	33.8409474
K00055	0.2911895
K00057	101.1372131
K00058	48.0541454
K00059	152.7684866
K00060	0
K00064	0
K00065	0
K00066	0
K00067	59.8079723
K00068	0.8460237
K00073	1.6920474
K00074	5.2138669
K00075	100.8735685
K00076	0
K00077	84.4528389
K00082	0
K00086	0
K00087	0
K00088	119.5096997
K00090	0
K00091	0
K00094	0
K00096	0
K00097	51.607445
K00098	8.4444969
K00099	65.5294534
K00100	2.0383268
K00101	54.5193405
K00102	0
K00103	0
K00104	1.7195923
K00105	0
K00106	0
K00108	43.186558
K00111	46.3070081
K00112	0
K00113	0
K00114	0
K00116	139.4247036
K00117	0
K00118	0
K00119	0
K00121	55.320549
K00122	25.3807106
K00123	35.3441151
K00124	0.5823791
K00126	0
K00127	0
K00128	112.1788058
K00129	0
K00130	39.9834729
K00131	0
K00132	0
K00133	99.9999999
K00134	199.3704008
K00135	86.1212765
K00137	0
K00138	0
K00140	2.6207059
K00141	0
K00145	93.7394246
K00146	0.8735686
K00147	64.1285956
K00148	0.2911895
K00150	0
K00151	0.5823791
K00152	0
K00153	3.4942746
K00154	0
K00155	0
K00156	12.8123401
K00158	35.5329948
K00161	41.191516
K00162	41.191516
K00163	64.1285956
K00164	88.5963875
K00166	35.5329948
K00167	35.5329948
K00169	0.3384095
K00170	0.3384095
K00171	0
K00172	0.3384095
K00174	35.5329948
K00175	35.5329948
K00176	0
K00177	0
K00179	0
K00180	0
K00184	0
K00185	0
K00194	0
K00196	0
K00197	0
K00198	0
K00200	0
K00201	0
K00202	0
K00207	0
K00208	87.1404398
K00209	0
K00210	11.4683211
K00211	0
K00214	0
K00215	99.6615904
K00216	1.1647582
K00217	1.4559477
K00218	0
K00219	1.4559477
K00220	0
K00221	0.8460237
K00224	0
K00226	100.2911894
K00228	0
K00230	0
K00231	48.0541454
K00232	1.7471373
K00239	102.5286707
K00240	99.6615904
K00241	99.3704009
K00242	51.607445
K00243	35.8714043
K00244	3.3840947
K00245	0
K00246	0
K00247	0
K00248	0
K00249	2.6207059
K00252	33.3962931
K00253	0
K00254	0
K00255	0
K00256	0
K00257	33.9522204
K00258	0
K00259	71.8136385
K00260	85.4577927
K00261	0.5823791
K00262	63.8374061
K00263	2.8292606
K00265	37.8900562
K00266	38.7360798
K00270	0
K00271	0
K00273	0
K00274	0
K00275	51.8986345
K00276	0
K00278	55.6565537
K00279	0
K00280	0
K00281	56.311293
K00282	35.8714043
K00283	36.717428
K00284	0
K00285	50.7786916
K00286	99.6615904
K00287	103.0929051
K00290	0
K00292	0
K00293	0
K00294	35.5329948
K00297	60.3879467
K00298	0
K00299	38.4566953
K00301	1.4559477
K00302	0
K00303	0
K00304	0
K00305	0
K00309	0
K00311	51.607445
K00313	0
K00314	0
K00315	0
K00316	0
K00317	14.3824027
K00318	35.5329948
K00320	0
K00322	0
K00324	52.4810136
K00325	52.7722032
K00329	0
K00330	51.607445
K00331	51.607445
K00332	51.607445
K00333	51.607445
K00334	51.9458545
K00335	54.8129348
K00336	51.607445
K00337	51.607445
K00338	51.607445
K00339	51.607445
K00340	51.607445
K00341	51.607445
K00342	51.607445
K00343	51.607445
K00344	2.9118955
K00346	51.607445
K00347	51.9458545
K00348	51.9458545
K00349	51.9458545
K00350	51.9458545
K00351	51.9458545
K00353	0
K00354	0
K00355	0
K00356	0
K00358	3.9664738
K00359	1.9832369
K00360	0
K00362	35.2693502
K00363	35.2693502
K00364	34.6869711
K00365	0
K00366	0
K00367	0
K00368	49.1659999
K00370	37.9451461
K00371	39.6371934
K00372	0
K00373	39.6371934
K00374	39.6371934
K00375	47.4638963
K00376	11.4683211
K00378	0.3384095
K00380	92.3197662
K00381	58.3756345
K00382	256.0264429
K00383	17.5972927
K00384	136.1153738
K00385	0
K00386	0
K00387	0
K00389	2.6207059
K00390	56.4269381
K00392	3.7854641
K00394	0
K00395	0
K00397	0
K00404	51.607445
K00405	51.607445
K00406	25.8037225
K00407	25.8037225
K00410	0
K00411	51.607445
K00412	51.607445
K00413	51.607445
K00423	0
K00425	44.9061503
K00426	46.5981977
K00427	0
K00428	8.6012408
K00432	115.5021269
K00433	0
K00435	0
K00436	0
K00437	0
K00441	0
K00446	0.2911895
K00448	1.7471373
K00449	2.0383268
K00450	1.7471373
K00451	0
K00452	0
K00453	0
K00455	0
K00456	0
K00457	1.7471373
K00459	90.7999842
K00462	0
K00464	0
K00466	0
K00467	0
K00468	0
K00469	0
K00470	0
K00471	0
K00472	0
K00476	0
K00477	0
K00478	0
K00479	0.2911895
K00480	2.9118955
K00481	1.7471373
K00483	0
K00484	48.7403647
K00485	0.8735686
K00486	0
K00491	35.5329948
K00492	6.7957344
K00493	0
K00494	0
K00495	0
K00496	0.5823791
K00499	0
K00500	0
K00504	0
K00505	0.2911895
K00507	0
K00508	9.9004447
K00510	36.7646479
K00514	0
K00517	0.8735686
K00518	0
K00520	5.4499665
K00523	20.0695619
K00524	0
K00525	101.1372131
K00526	109.8901698
K00527	44.6346357
K00528	117.4831779
K00529	0
K00530	0.5823791
K00531	0
K00532	0
K00533	0
K00534	0
K00535	0
K00537	57.2935112
K00538	0
K00539	0
K00540	74.0443428
K00543	0
K00547	36.9613976
K00548	10.4828238
K00549	96.7969149
K00554	99.7363553
K00555	0
K00556	0
K00557	22.9366422
K00558	292.1398496
K00559	0
K00560	101.3536378
K00561	15.2284263
K00563	12.5211506
K00564	0
K00566	99.1539762
K00567	97.6704835
K00568	52.1898241
K00569	0
K00570	0
K00571	30.0705675
K00573	51.8986345
K00574	16.3066147
K00575	0
K00577	0
K00584	0
K00587	0
K00588	0.5823791
K00590	0
K00594	0
K00595	10.4828238
K00596	0
K00598	0
K00599	21.0052161
K00600	99.9999999
K00602	97.1329196
K00603	0
K00604	100.582379
K00605	95.0497776
K00606	92.4369416
K00607	0
K00608	0
K00609	99.9999999
K00610	51.9458545
K00611	134.686971
K00612	0
K00613	0
K00614	0
K00615	99.9999999
K00616	99.9999999
K00617	0
K00619	0
K00620	93.4206901
K00624	0.8735686
K00625	35.8714043
K00626	76.7087709
K00627	92.798961
K00631	0
K00632	16.101995
K00633	1.6920474
K00634	2.5380711
K00635	0
K00638	0
K00639	32.9949237
K00640	100.2439695
K00641	98.5243772
K00643	3.3840947
K00645	87.1404398
K00646	0
K00647	5.7341606
K00648	88.305198
K00651	0.8460237
K00652	88.515283
K00653	0
K00654	0
K00655	147.0861369
K00656	43.2062329
K00657	15.8864448
K00658	97.9144531
K00661	7.7794829
K00662	0
K00663	0
K00666	17.1801834
K00672	0
K00673	0
K00674	76.2381021
K00675	0.2911895
K00676	0
K00677	51.607445
K00680	15.0198717
K00681	80.6153455
K00683	0.8735686
K00684	51.607445
K00685	0
K00686	0
K00687	0
K00688	11.9859915
K00689	0.8460237
K00690	0
K00691	54.4745253
K00692	0
K00693	0
K00694	0.2911895
K00695	0
K00696	0
K00697	12.5211506
K00698	0
K00700	12.277181
K00701	0
K00702	0
K00703	0.629599
K00705	11.9859915
K00712	64.2978001
K00713	0
K00720	0
K00721	12.2299611
K00737	0
K00745	0
K00748	51.607445
K00752	0
K00754	3.4391847
K00756	34.6869711
K00757	0.3384095
K00758	8.4444969
K00759	99.9999999
K00760	100.3384094
K00761	99.9999999
K00762	99.9999999
K00763	99.9999999
K00764	99.9999999
K00765	96.2774957
K00766	97.1235193
K00767	57.9860701
K00768	12.8123401
K00769	0
K00772	0
K00773	99.9999999
K00776	2.0383268
K00777	0
K00782	61.7990792
K00783	84.9407782
K00784	35.8241843
K00785	51.607445
K00786	1.1647582
K00788	95.415732
K00789	98.0064883
K00790	136.4065633
K00791	99.9999999
K00793	96.7945101
K00794	99.6615904
K00795	51.607445
K00796	111.9387714
K00797	53.6457718
K00798	9.026876
K00799	2.0304569
K00800	99.9999999
K00801	0.8460237
K00803	0.5823791
K00805	48.3925549
K00806	99.9999999
K00808	0
K00809	0
K00810	0.5823791
K00812	0.3384095
K00813	22.9366422
K00817	149.9744223
K00818	4.0215638
K00819	61.7597291
K00820	99.9999999
K00821	51.607445
K00822	0
K00823	32.9949237
K00824	35.5329948
K00826	99.9999999
K00829	0
K00830	0
K00831	64.1285956
K00832	51.607445
K00833	93.6843347
K00835	51.607445
K00836	0.2911895
K00837	0
K00839	17.7664974
K00840	0
K00841	36.3790185
K00842	0.3384095
K00843	0
K00844	0
K00845	109.5620351
K00847	36.4065634
K00848	0
K00849	24.3497423
K00850	48.7309644
K00851	98.832837
K00852	49.5573131
K00853	32.1489001
K00854	11.4547672
K00855	0
K00856	0
K00857	36.1625938
K00858	99.9999999
K00859	99.9999999
K00860	6.7681895
K00862	0
K00863	0.2911895
K00864	48.0541454
K00865	128.9528105
K00867	12.5211506
K00868	48.1013654
K00869	34.4233265
K00870	0
K00872	48.0541454
K00873	102.6207058
K00874	3.3840947
K00875	0
K00876	36.2098138
K00878	36.7725179
K00879	0
K00880	0
K00881	0
K00882	48.3925549
K00883	0
K00884	0
K00885	0
K00886	12.5211506
K00887	0
K00891	99.3704009
K00892	0
K00895	0
K00897	2.8292606
K00899	0
K00901	86.6328256
K00903	0.8460237
K00906	0
K00912	51.607445
K00917	35.0253806
K00918	0
K00919	99.1539762
K00924	1.6920474
K00925	148.7403646
K00926	63.7901859
K00927	99.9999999
K00928	133.8409473
K00929	2.5380711
K00930	94.5854483
K00931	63.5462165
K00932	0
K00934	0
K00936	32.0151103
K00937	60.4060914
K00938	34.4233265
K00939	99.9999999
K00940	99.6615904
K00941	92.4841616
K00942	99.9999999
K00943	99.9999999
K00945	98.2056427
K00946	64.1285956
K00947	0
K00948	99.1539762
K00949	3.7225042
K00950	98.8155667
K00951	99.9999999
K00952	0
K00954	97.1329196
K00955	0
K00956	48.2028008
K00957	49.6587486
K00958	6.7681895
K00960	0
K00962	99.9999999
K00963	103.9940187
K00965	13.2845394
K00966	11.9387715
K00968	0
K00969	99.9999999
K00970	63.5462165
K00971	0
K00972	0
K00973	101.4006392
K00974	87.1404398
K00975	12.9067801
K00978	0
K00979	51.607445
K00980	35.8241843
K00981	99.9999999
K00982	63.5462165
K00983	31.5378831
