reactions	GI_2
K00001	66.6336694677871
K00003	65.7651067766556
K00004	0
K00005	43
K00006	76.958440109989
K00007	0
K00008	0
K00009	0
K00010	0.6
K00011	66.6336694677871
K00012	54.9247706422018
K00013	65.7651067766556
K00014	65.7651067766556
K00015	0.6
K00016	63.6219047619048
K00018	0.6
K00019	43
K00020	53.4285714285714
K00021	30.6666666666667
K00022	53.4285714285714
K00024	53.3247706422018
K00025	53.3247706422018
K00026	53.3247706422018
K00027	10.4285714285714
K00028	10.4285714285714
K00029	55.3365353480842
K00030	0
K00031	64.3533420707733
K00033	0.6
K00034	0
K00036	0
K00039	0
K00040	22.3619047619048
K00041	9.42857142857143
K00042	43.6
K00043	0
K00045	0
K00046	30.6666666666667
K00048	9.42857142857143
K00049	0.6
K00050	0.6
K00052	65.7651067766556
K00053	65.7651067766556
K00054	0
K00057	76.958440109989
K00058	76.958440109989
K00059	76.958440109989
K00060	0
K00066	0
K00067	64.3533420707733
K00068	30.6666666666667
K00073	12.3333333333333
K00074	0
K00075	76.958440109989
K00077	65.7651067766556
K00082	54.9247706422018
K00086	0
K00087	0.6
K00088	76.958440109989
K00090	0
K00094	0
K00096	76.958440109989
K00097	53.3247706422018
K00098	12.3333333333333
K00099	76.958440109989
K00100	0
K00101	63.6219047619048
K00102	0.6
K00103	0
K00104	43.6
K00105	0
K00106	0.6
K00110	43.6
K00111	0
K00112	0
K00113	0
K00116	0
K00121	66.6336694677871
K00122	43
K00123	0
K00125	0
K00126	0
K00128	43
K00130	43
K00132	10.4285714285714
K00133	76.958440109989
K00134	76.958440109989
K00135	43
K00137	43
K00139	43
K00140	43
K00145	65.7651067766556
K00146	12.3333333333333
K00147	65.7651067766556
K00149	43
K00150	76.958440109989
K00151	12.3333333333333
K00156	0
K00158	43
K00160	43
K00161	65.7651067766556
K00162	65.7651067766556
K00163	65.7651067766556
K00164	43
K00165	43
K00166	43
K00167	43
K00169	23.2336694677871
K00170	23.2336694677871
K00171	23.2336694677871
K00172	23.2336694677871
K00174	10.9247706422018
K00175	10.9247706422018
K00176	10.9247706422018
K00177	10.9247706422018
K00179	0
K00199	0
K00207	0
K00208	53.9247706422018
K00209	43
K00210	64.3533420707733
K00211	64.3533420707733
K00215	11.0285714285714
K00216	0
K00220	65.7651067766556
K00226	10.4285714285714
K00228	53.4285714285714
K00229	0
K00231	0
K00238	53.3247706422018
K00239	53.9247706422018
K00240	53.9247706422018
K00241	53.9247706422018
K00242	53.9247706422018
K00244	53.9247706422018
K00245	53.9247706422018
K00246	53.9247706422018
K00247	53.9247706422018
K00248	64.6219047619048
K00249	43
K00252	43
K00253	43
K00254	76.958440109989
K00259	0.6
K00260	53.3247706422018
K00261	65.7651067766556
K00262	65.7651067766556
K00263	0
K00264	67.2336694677871
K00265	67.2336694677871
K00266	67.2336694677871
K00271	0
K00273	0
K00274	0
K00275	43
K00276	0
K00278	23.2581039755352
K00281	53.9247706422018
K00282	53.9247706422018
K00283	53.9247706422018
K00284	43
K00285	43
K00286	67.2336694677871
K00287	65.2219047619048
K00288	76.958440109989
K00294	43.6
K00297	65.7651067766556
K00299	0
K00301	43
K00302	43
K00303	43
K00304	43
K00305	43
K00306	43
K00318	43
K00319	0
K00320	0
K00322	43
K00323	43
K00324	43
K00325	43
K00329	53.3247706422018
K00357	0
K00360	43
K00361	43
K00362	43
K00364	0
K00365	0
K00366	0
K00368	0
K00370	43
K00371	43
K00372	43
K00374	43
K00376	12.3333333333333
K00380	43
K00381	43
K00382	53.9247706422018
K00383	43
K00384	65.1651067766556
K00385	43
K00390	43
K00392	0
K00394	0.6
K00395	0.6
K00399	0
K00401	0
K00402	0
K00411	0
K00432	12.3333333333333
K00436	0
K00440	0
K00441	0
K00442	0
K00443	0
K00448	30.6666666666667
K00449	30.6666666666667
K00451	43
K00453	43
K00455	12.3333333333333
K00457	43
K00463	43
K00466	0
K00472	0
K00480	30.6666666666667
K00483	0
K00484	0
K00491	0
K00500	0
K00518	53.3247706422018
K00522	43.6
K00524	43
K00525	43
K00526	43
K00527	46.2917734433223
K00528	43
K00529	0
K00531	0
K00540	12.3333333333333
K00547	0
K00548	0
K00549	43
K00560	44.6
K00568	43
K00577	0
K00578	0
K00579	0
K00580	0
K00581	0
K00582	0
K00583	0
K00584	0
K00589	0
K00591	0
K00593	10.6285714285714
K00595	1.2
K00598	43
K00599	44.2
K00600	45.2
K00601	76.958440109989
K00602	76.958440109989
K00603	43.6
K00605	53.9247706422018
K00606	54.9247706422018
K00607	52.7247706422018
K00608	76.958440109989
K00609	76.958440109989
K00610	76.958440109989
K00611	66.6336694677871
K00615	76.958440109989
K00616	43
K00618	55.4403361344538
K00620	55.4403361344538
K00625	75.5466754041066
K00626	64.6219047619048
K00627	43.6
K00629	66.6336694677871
K00632	53.4285714285714
K00634	12.3333333333333
K00639	10.3247706422018
K00640	76.958440109989
K00641	43
K00643	0
K00645	76.958440109989
K00647	76.958440109989
K00648	76.958440109989
K00651	13.0403361344538
K00652	53.9247706422018
K00655	76.958440109989
K00656	33.958440109989
K00657	43.6
K00658	0
K00661	43.6
K00665	76.958440109989
K00667	76.958440109989
K00668	76.958440109989
K00672	0
K00673	0
K00674	43
K00677	53.3247706422018
K00681	43.6
K00688	10.4285714285714
K00690	0
K00691	0
K00697	0
K00703	10.4285714285714
K00705	63.7533420707733
K00713	43
K00748	53.3247706422018
K00756	75.5466754041066
K00757	75.5466754041066
K00758	75.5466754041066
K00759	76.958440109989
K00760	76.958440109989
K00761	46.0117647058824
K00762	75.5466754041066
K00763	64.6219047619048
K00764	76.958440109989
K00765	65.7651067766556
K00766	45.2
K00767	63.3533420707733
K00768	44.2
K00769	67.2336694677871
K00772	0
K00777	0.6
K00787	75.5466754041066
K00788	64.3533420707733
K00790	76.958440109989
K00793	45.2
K00794	54.9247706422018
K00795	75.5466754041066
K00796	53.9247706422018
K00797	54.8403361344538
K00798	53.9247706422018
K00800	65.7651067766556
K00804	75.5466754041066
K00805	53.4285714285714
K00806	43
K00810	12.3333333333333
K00811	76.958440109989
K00812	76.958440109989
K00813	76.958440109989
K00814	0
K00815	76.958440109989
K00817	76.958440109989
K00818	65.7651067766556
K00819	0
K00820	66.6336694677871
K00821	65.7651067766556
K00822	43
K00823	43
K00824	43
K00826	65.7651067766556
K00827	9.42857142857143
K00830	9.42857142857143
K00831	65.1651067766556
K00832	76.958440109989
K00833	44.2
K00835	43
K00838	76.958440109989
K00840	0
K00841	0
K00844	20.7533420707733
K00845	20.7533420707733
K00848	0.6
K00849	20.7533420707733
K00850	33.358440109989
K00851	0
K00852	10.3247706422018
K00853	0
K00855	0
K00856	43
K00857	0
K00858	76.958440109989
K00859	76.3584401099889
K00860	0.6
K00861	76.958440109989
K00863	0.6
K00864	65.8219047619048
K00865	53.6285714285714
K00867	76.958440109989
K00868	43.6
K00869	0
