function.	skin_14
K00001	23.73
K00002	0
K00003	26.73
K00004	3.9
K00005	3.47
K00007	0
K00008	31.51
K00009	16.99
K00010	8.54
K00011	0
K00012	8.45
K00013	20.63
K00014	27.75
K00015	0
K00016	49.35
K00018	1.94
K00019	3.4
K00020	6.52
K00021	0
K00023	0.33
K00024	9.17
K00025	0
K00027	24.7
K00028	0.38
K00029	1.67
K00030	0.4
K00031	24.47
K00032	0
K00033	28.02
K00034	2.63
K00035	0
K00036	24.23
K00038	0.14
K00039	0
K00040	0.25
K00041	0.68
K00042	0.56
K00043	0.33
K00045	0.2
K00046	3.92
K00048	0.76
K00050	0.25
K00052	26.54
K00053	25.71
K00054	21.03
K00055	0
K00057	27.41
K00058	30.72
K00059	62.41
K00060	0.2
K00064	0
K00065	3.68
K00066	0
K00067	5.16
K00068	0.16
K00073	0.51
K00074	5.52
K00075	27.66
K00076	0
K00077	54.97
K00078	0
K00082	0
K00086	0
K00087	0.06
K00088	35.31
K00090	0
K00091	0
K00094	0
K00096	3.65
K00097	4.98
K00098	0
K00099	6.8
K00100	5.93
K00101	1.58
K00102	0.33
K00104	0.76
K00105	2.02
K00106	0
K00108	19.41
K00111	27.39
K00112	3.67
K00113	3.67
K00114	0
K00116	38.63
K00117	0
K00118	0
K00121	4.81
K00122	16.08
K00123	19.35
K00124	0.83
K00126	0.33
K00127	0.83
K00128	57.92
K00130	21.59
K00131	2.49
K00132	0
K00133	28
K00134	46.12
K00135	7.22
K00137	0
K00138	0.47
K00140	4.91
K00141	0
K00145	23.18
K00146	0
K00147	9.07
K00148	0
K00150	0.5
K00151	0.58
K00153	0
K00154	0
K00156	1.34
K00158	23.13
K00161	28.92
K00162	28.92
K00163	4.58
K00164	22.34
K00166	18.09
K00167	18.09
K00169	0.59
K00170	0.59
K00171	0.59
K00172	0.59
K00174	23.42
K00175	23.42
K00176	0.76
K00177	0.76
K00179	1.49
K00180	1.49
K00184	0
K00185	0
K00194	0.06
K00196	0.31
K00197	0.12
K00198	0.62
K00200	0
K00201	0
K00202	0
K00208	25.55
K00209	0.37
K00210	0.37
K00214	0
K00215	27.02
K00216	0
K00217	0
K00218	0
K00219	0.33
K00220	0
K00221	0
K00226	28.08
K00227	0
K00228	0.33
K00230	0.35
K00231	22.55
K00232	0
K00239	26.43
K00240	26.43
K00241	26.43
K00242	0.33
K00243	22.33
K00244	4.09
K00245	0.17
K00246	0.17
K00247	0.17
K00248	0.45
K00249	1.98
K00252	16.48
K00253	0.33
K00254	4.42
K00255	0
K00256	0
K00257	18.14
K00259	40.91
K00260	18.48
K00261	0.64
K00262	9.27
K00263	2.2
K00265	22.26
K00266	25.6
K00270	0
K00271	0
K00273	0
K00274	3.5
K00275	0.87
K00276	0
K00278	8.22
K00280	0
K00281	4.34
K00282	18.27
K00283	18.27
K00284	0.79
K00285	5.81
K00286	27.66
K00287	27.02
K00288	0
K00290	2.47
K00293	0
K00294	18.23
K00297	7.5
K00298	0.29
K00299	18.59
K00301	0
K00302	0.33
K00303	0.45
K00304	0.33
K00305	0.33
K00311	0.33
K00313	3.75
K00314	0
K00315	0
K00316	0
K00317	0
K00318	18.23
K00320	0
K00322	0
K00324	4.33
K00325	4
K00326	0
K00329	0
K00330	4.2
K00331	4.2
K00332	3.83
K00333	3.83
K00334	5.3
K00335	4.91
K00336	5.35
K00337	4.2
K00338	4.2
K00339	4.2
K00340	4.2
K00341	4.2
K00342	4.2
K00343	4.2
K00344	0.66
K00346	0.68
K00347	0.68
K00348	0.68
K00349	0.68
K00350	0.68
K00351	0.68
K00354	0
K00355	0.92
K00356	0.33
K00360	0
K00362	18.09
K00363	18.09
K00364	20.71
K00365	0
K00366	0.43
K00367	0
K00368	3.5
K00370	18.34
K00371	21.84
K00372	0
K00373	7.65
K00374	21.84
K00375	24.89
K00376	0
K00380	18.56
K00381	4.23
K00382	54.78
K00383	5.64
K00384	67.96
K00385	0.06
K00387	0
K00389	0.17
K00390	7.98
K00392	3.5
K00394	0.25
K00395	0.25
K00404	0.33
K00405	0.33
K00406	0.33
K00407	0.33
K00410	0
K00411	0.33
K00412	0.33
K00413	0.33
K00423	0
K00425	22.72
K00426	24.11
K00427	0
K00428	0.31
K00432	36.23
K00433	1.41
K00435	0
K00436	0
K00441	0
K00446	0
K00448	0
K00449	0
K00450	0.14
K00451	0.33
K00452	0
K00453	0.33
K00455	0.33
K00456	0
K00457	0.33
K00459	18.75
K00462	0
K00464	0
K00466	0
K00467	0
K00471	0
K00472	0
K00476	0
K00477	0.33
K00479	0
K00480	0.8
K00481	0
K00483	0
K00484	0
K00486	0
K00491	18.09
K00493	0
K00496	0
K00499	0
K00500	0
K00504	0
K00505	0
K00507	0.33
K00508	0.25
K00510	0.25
K00514	0
K00517	3.5
K00518	0
K00520	0
K00523	0.66
K00525	27.94
K00526	23.64
K00527	24.93
K00528	2.75
K00529	1.65
K00531	0
K00532	0.15
K00533	0.58
K00534	0
K00537	24.91
K00543	0
K00544	0
K00547	20.3
K00548	7.48
K00549	21.32
K00554	27.66
K00556	0
K00557	0.17
K00558	8.76
K00560	27.71
K00561	0.42
K00563	6.62
K00564	21.8
K00566	28.46
K00567	30.39
K00568	0.33
K00569	0.33
K00570	0
K00571	24.67
K00573	0.66
K00574	2
K00575	2.75
K00577	0
K00584	0.06
K00587	0
K00588	0
K00590	0
K00594	0
K00595	4.29
K00596	0
K00598	0.39
K00600	27.49
K00602	27.53
K00603	0.51
K00604	28.69
K00605	22.61
K00606	18.08
K00608	0
K00609	27.82
K00610	1.46
K00611	42.71
K00612	0
K00613	0
K00615	33.24
K00616	28.48
K00619	0
K00620	22.42
K00621	0
K00624	0
K00625	23.5
K00626	43.92
K00627	29.31
K00631	0.17
K00632	15.11
K00633	0.34
K00634	2.3
K00635	0
K00638	0.26
K00639	19.52
K00640	28.13
K00641	22.17
K00643	0
K00645	26.91
K00646	0
K00647	0.17
K00648	28.57
K00651	4.04
K00652	16.21
K00655	39.22
K00656	26.97
K00657	6.33
K00658	22.91
K00661	8.03
K00662	0.51
K00663	0
K00666	16.76
K00672	0
K00673	0
K00674	20.89
K00675	0.06
K00677	1.77
K00680	32.07
K00681	20.65
K00683	0
K00684	4.08
K00685	0.33
K00686	0
K00687	16.84
K00688	10.99
K00689	0
K00690	0.92
K00691	0.83
K00692	0
K00693	0
K00694	0.12
K00695	0
K00696	0
K00697	3.75
K00698	0
K00700	8.89
K00701	0
K00702	0.59
K00703	5.34
K00705	12.34
K00709	0
K00712	33.53
K00713	0
K00720	0
K00721	5.35
K00728	0
K00737	0
K00745	0
K00748	1.26
K00752	0.02
K00754	16.55
K00756	23.61
K00757	1.99
K00758	0.25
K00759	27.27
K00760	27.59
K00761	27.66
K00762	27.41
K00763	27.35
K00764	28.34
K00765	20.38
K00766	25.38
K00767	5.97
K00768	5.52
K00769	0.34
K00772	0.56
K00773	27.66
K00782	4.51
K00783	23.91
K00784	22.08
K00785	0.17
K00786	0.68
K00788	31.07
K00789	28.29
K00790	50.64
K00791	28.17
K00793	24.86
K00794	24.86
K00795	0.5
K00796	29.2
K00797	2.55
K00798	5.13
K00799	2.81
K00800	27.41
K00801	0.14
K00803	3.5
K00805	25.23
K00806	27.78
K00808	0
K00809	0
K00812	3.15
K00813	0.17
K00817	40.17
K00818	7.79
K00819	31.5
K00820	27.02
K00821	1.76
K00822	0.33
K00823	21.78
K00824	19.29
K00826	28.17
K00830	0.33
K00831	7.38
K00832	4.47
K00833	16.26
K00835	0
K00836	0.5
K00839	0.17
K00840	0
K00841	21.51
K00842	0
K00844	1.01
K00845	24.48
K00847	27.62
K00848	2.27
K00849	11.01
K00850	30.02
K00851	22.13
K00852	25.8
K00853	25.73
K00854	9.8
K00855	0
K00856	0.33
K00857	22.55
K00858	27.66
K00859	27.33
K00860	4.41
K00862	0
K00863	4.98
K00864	27.38
K00865	48.12
K00867	6.86
K00868	31.37
K00869	21.03
K00870	0
K00872	22.18
K00873	27.84
K00874	8.5
K00875	0
K00876	25.68
K00878	25.27
K00879	0.42
K00880	0.49
K00881	0
K00882	22.94
K00883	0
K00884	0.17
K00885	0.17
K00886	3.75
K00887	6.9
K00891	24.3
K00892	0
K00895	4.01
K00897	0.52
K00899	0.12
K00901	15.39
K00906	0.33
K00912	1.26
K00917	20.96
K00918	0
K00919	25.84
K00924	2.2
K00925	27.66
K00926	35.26
K00927	27.66
K00928	46.78
K00929	0.74
K00930	23.35
K00931	9.07
K00932	0
K00936	5.84
K00937	9.19
K00938	21.03
K00939	27.66
K00940	26.18
K00941	26.02
K00942	27.66
K00943	26.7
K00945	27.8
K00946	5.26
K00947	0
K00948	34.73
K00949	23.16
K00950	25.09
K00951	28.17
K00952	0
K00954	27.66
K00955	0.25
K00956	4.34
K00957	4.93
K00958	3.9
K00960	0
K00962	27.91
K00963	28.91
K00965	4.26
K00966	0.5
K00968	0.14
K00969	41.68
K00970	5.01
K00971	4.52
K00972	14.19
K00973	8.53
K00974	23.4
K00975	11.9
K00978	0.85
K00979	1.26
K00980	19.57
K00981	28.28
K00982	4.25
K00983	1.82
K00984	0.58
K00986	1.31
K00988	0
K00989	4.81
K00990	0.75
K00991	37.1
K00992	0.33
K00995	31.1
K00996	0.42
K00997	26.2
K00998	0.17
K00999	0
K01000	27.66
K01002	0.17
K01003	0
K01004	0
K01006	10.9
K01007	0.91
K01008	1.06
K01011	5.2
K01012	25.3
K01014	0
K01015	0
K01023	0
K01026	0.56
K01027	0
K01028	1.05
K01029	1.11
K01031	0.66
K01032	0.66
K01034	1.13
K01035	1.13
K01039	0
K01040	0
K01042	0.73
K01046	33.01
K01048	0.67
K01051	1.78
K01053	0.66
K01055	0.66
K01056	27.91
K01057	4.43
K01058	0.14
K01060	1.62
K01061	0.99
K01066	4.3
K01067	0
K01069	0.62
K01070	0.79
K01071	3.08
K01073	0
K01075	0.33
K01077	23.88
K01078	0
K01079	3.89
K01081	2.68
K01082	0.93
K01083	0
K01085	0
K01086	0
K01087	3.75
K01089	0.68
K01090	27.05
K01091	27.16
K01092	40.06
K01093	0
K01095	0.7
K01096	0.17
K01101	2.44
K01104	86.83
K01113	0
K01114	16.33
K01115	0
K01117	0
K01118	19.51
K01119	6.03
K01120	0
K01121	0
K01126	101.99
K01128	0
K01129	7.05
K01130	1.68
K01133	0.53
K01135	0
K01137	0
K01138	0.4
K01139	0.5
K01141	0.17
K01142	10.4
K01143	0
K01144	0.51
K01146	0
K01147	0.5
K01150	0.33
K01151	23.76
K01153	44.82
K01154	51
K01155	1.88
K01156	1.49
K01158	0
K01159	6.09
K01160	0
K01163	1.84
K01166	0.17
K01167	0
K01169	0
K01173	1.11
K01174	33.08
K01175	0.17
K01176	4.02
K01178	0
K01179	4.67
K01181	2.56
K01182	1.12
K01183	14.92
K01184	0
K01185	0.34
K01186	4.29
K01187	27.47
K01190	12.84
K01191	1.62
K01192	0.77
K01193	24.19
K01194	0
K01195	3.24
K01197	0.5
K01198	0.64
K01200	3.01
K01201	0.73
K01205	0.94
K01206	3.71
K01207	8.7
K01208	0
K01209	2.34
K01210	0
K01212	0
K01215	2.04
K01216	0
K01218	2.11
K01219	0
K01220	20.86
K01222	0.34
K01223	32.65
K01224	1.09
K01226	21.41
K01227	0.94
K01230	0
K01232	0.41
K01233	0
K01235	0.54
K01236	0.33
K01239	18.77
K01240	0
K01241	0.84
K01243	23.27
K01246	26.26
K01247	0.97
K01250	14.69
K01251	1.59
K01252	0
K01253	0
K01255	18.93
K01256	7.71
K01258	42.24
K01259	18.52
K01261	21.03
K01262	28
K01263	0
K01264	0
K01265	32.75
K01266	0.33
K01267	4.98
K01269	0
K01270	2.67
K01271	21.26
K01273	1.51
K01274	15.11
K01277	0.51
K01278	1.16
K01281	2.65
K01283	0
K01284	4.91
K01286	3.52
K01295	0.5
K01297	1.86
K01299	0.42
K01301	0
K01303	0
K01304	21.1
K01305	0.45
K01308	0.34
K01318	30.72
K01322	0.37
K01325	0
K01338	3.47
K01342	0
K01347	0.34
K01350	0
K01354	0.25
K01355	0
K01356	26.57
K01358	32.34
K01361	1.37
K01372	11.62
K01387	0
K01389	0
K01390	0.92
K01392	0
K01399	0
K01400	0
K01401	16.53
K01406	0
K01407	0
K01409	30.5
K01414	0.5
K01415	0
K01416	0
K01417	0
K01419	18.94
K01420	6.01
K01421	26.52
K01424	27.98
K01425	0.51
K01426	3.4
K01427	0
K01428	19.07
K01429	19.07
K01430	19.07
K01432	0.33
K01433	1.62
K01434	0
K01436	15.26
K01437	0
K01438	4.93
K01439	52.64
K01442	22.06
K01443	24.46
K01444	0
K01446	15.01
K01447	2.33
K01448	28.83
K01449	2.16
K01451	9.21
K01452	0
K01453	0
K01455	2.7
K01457	0
K01458	0.33
K01459	0
K01460	0
K01461	0.33
K01462	49.56
K01464	0.56
K01465	28.13
K01466	0.5
K01467	2.65
K01468	17.46
K01469	0.33
K01470	0.81
K01471	0
K01473	1.32
K01474	1.32
K01476	17.14
K01477	0
K01478	21.05
K01479	17.61
K01480	2.35
K01482	0
K01483	0.33
K01484	0
K01485	0.29
K01486	0.49
K01487	0.64
K01488	6.12
K01489	24.58
K01491	27.99
K01492	0.7
K01493	26.91
K01494	1.31
K01495	7.53
K01496	4.66
K01497	0.17
K01499	0
K01501	0.66
K01502	0
K01505	0
K01507	8.75
K01512	25.19
K01515	27.69
K01518	0
K01520	20.43
K01521	0
K01523	4.66
K01524	10.08
K01525	0.5
K01531	2.41
K01533	7.73
K01534	8.23
K01535	0
K01537	6.57
K01539	0
K01545	0
K01546	17.23
K01547	17.23
K01548	17.23
K01551	6.07
K01555	0.33
K01556	0.33
K01560	16.78
K01561	0
K01563	0
K01567	0.92
K01568	0
K01569	0.25
K01571	2.28
K01572	2.89
K01573	0.51
K01574	0.31
K01575	40.84
K01576	0
K01577	0
K01578	0.33
K01579	18.1
K01580	4.91
K01581	1.56
K01582	14.44
K01583	1.42
K01584	0.33
K01585	0.37
K01586	42.57
K01588	27.16
K01589	25.49
K01590	0.42
K01591	27.66
K01593	0
K01594	0
K01595	3.15
K01596	1.16
K01597	21.03
K01598	2.65
K01599	24.7
K01601	0.58
K01602	0
K01607	11.45
K01608	0
K01609	25.29
K01610	20.12
K01611	1.4
K01613	2.13
K01615	0.75
K01616	0.25
K01617	0
K01619	39.2
K01620	20.45
K01621	3.93
K01622	0
K01623	22.27
K01624	27.46
K01625	10.88
K01626	8.96
K01627	1.26
K01628	2.56
K01629	0.48
K01630	0.33
K01631	0
K01633	24.58
K01635	23
K01637	0.33
K01638	0.33
K01639	19.49
K01640	1.32
K01641	21.03
K01643	0.44
K01644	5.84
K01646	0.44
K01647	29.67
K01649	45.36
K01652	52.5
K01653	12.1
K01654	0.8
K01655	0
K01657	25.71
K01658	36.9
K01659	0.33
K01661	22.94
K01662	7.12
K01664	7.63
K01665	19.66
K01666	0.14
K01667	0.87
K01668	0
K01669	20.15
K01671	0
K01673	4.72
K01674	0.86
K01676	0.84
K01677	1.7
K01678	1.7
K01679	23.4
K01681	25.62
K01682	0.33
K01683	0
K01684	2.78
K01685	0.68
K01686	4.06
K01687	28.16
K01689	31.3
K01690	0
K01692	7.55
K01693	19.95
K01695	25.71
K01696	26.21
K01697	0
K01698	22.82
K01699	3.56
K01702	0
K01703	25.98
K01704	26.76
K01706	0
K01707	0
K01708	0
K01709	0.79
K01710	8.8
K01711	0.99
K01712	17.86
K01713	0
K01714	28.98
K01715	2.19
K01716	0.17
K01719	18.93
K01720	0.33
K01721	0
K01724	0.33
K01725	0
K01727	15.94
K01728	0.5
K01729	0
K01730	0
K01732	0
K01733	28.24
K01734	3.47
K01735	27.33
K01736	27.16
K01737	21.76
K01738	53.71
K01739	24.16
K01740	8.98
K01744	8.86
K01745	18.03
K01746	0.25
K01749	22.9
K01750	20.11
K01751	0.89
K01752	50.66
K01753	0.76
K01754	41.99
K01755	26.05
K01756	27.14
K01758	0
K01759	7.91
K01760	21.03
K01761	0.09
K01766	0.17
K01768	0.25
K01769	0
K01770	6.34
K01771	14.19
K01772	24.62
K01775	47.47
K01776	26.83
K01777	0
K01778	6.61
K01779	4.53
K01781	0
K01782	0.33
K01783	27.95
K01784	55.81
K01785	23.82
K01787	1.21
K01788	18.96
K01790	8.97
K01791	52.91
K01792	3.67
K01795	0
K01796	0.33
K01799	0.99
K01800	0
K01801	0.33
K01802	12.3
K01803	32.06
K01804	4.23
K01805	1.57
K01807	22.54
K01808	13.06
K01809	43.23
K01810	27.99
K01811	1.67
K01812	3.78
K01813	0.73
K01814	17.13
K01815	1.05
K01816	4.14
K01817	25.43
K01818	1.71
K01819	41.46
K01820	0
K01821	22.05
K01822	0
K01823	21.28
K01825	0
K01826	0.33
K01829	0
K01834	49.95
K01835	27.16
K01838	1.16
K01839	22.44
K01840	1.94
K01841	0.67
K01843	0.76
K01844	0
K01845	45.16
K01846	0
K01847	9.02
K01848	0.25
K01849	0.25
K01851	0
K01854	5.52
K01856	0
K01857	0
K01858	3.7
K01865	0
K01866	28.31
K01867	27.75
K01868	29.64
K01869	27.66
K01870	27.66
K01872	28.09
K01873	27.66
K01874	27.91
K01875	27.66
K01876	28.97
K01878	3.69
K01879	3.69
K01880	24.22
K01881	27.66
K01883	27.66
K01884	0
K01885	10.65
K01886	6.38
K01887	27.89
K01889	27.66
K01890	27.66
K01892	27.91
K01893	23.13
K01894	0.33
K01895	38.65
K01896	0
K01897	29.7
K01902	18.96
K01903	18.96
K01904	0
K01905	0.99
K01906	14.69
K01907	0
K01908	0.33
K01909	0
K01910	0.57
K01911	22.94
K01912	4.12
K01914	4.42
K01915	34.12
K01916	21.62
K01918	18.58
K01919	2.71
K01920	0.33
K01921	28.64
K01922	2.65
K01923	27.16
K01924	27.66
K01925	27.16
K01926	23.2
K01928	10.39
K01929	27.33
K01933	26.91
K01934	12.55
K01935	15.96
K01937	26.91
K01938	26.97
K01939	27.16
K01940	25.72
K01941	0
K01945	27.16
K01947	0
K01950	5.96
K01951	32.79
K01952	67.52
K01953	8.99
K01955	29
K01956	27.67
K01958	19.27
K01959	0
K01960	1.16
K01961	42.48
K01962	22.31
K01963	22.96
K01965	0
K01966	5.02
K01968	0.33
K01969	0.33
K01971	0.78
K01972	27.75
K01974	0
K01975	1.16
K01989	9.07
K01990	244.1
K01991	2.56
K01992	190.24
K01993	2.11
K01994	0
K01995	11.51
K01996	11.51
K01997	11.42
K01998	15.01
K01999	11.6
K02000	1.96
K02001	1.13
K02002	4.9
K02003	111.02
K02004	80.97
K02005	10.54
K02006	4.94
K02007	4.94
K02008	4.94
K02009	4.12
K02010	6.4
K02011	7.88
K02012	21.73
K02013	81.69
K02014	7.81
K02015	210.5
K02016	163.42
K02017	19.3
K02018	22.8
K02019	0.5
K02020	19.8
K02021	3.75
K02022	0.37
K02024	0
K02025	9.78
K02026	9.73
K02027	15.98
K02028	57.19
K02029	27.11
K02030	72.37
K02031	38.38
K02032	64.53
K02033	65.12
K02034	66.92
K02035	71.57
K02036	31.88
K02037	28.69
K02038	28.69
K02039	28.92
K02040	29.23
K02041	18.91
K02042	37.82
K02043	0
K02044	22.67
K02045	4.42
K02046	4.33
K02047	4.33
K02048	4.42
K02049	24.64
K02050	25.06
K02051	28.66
K02052	1.61
K02053	1.94
K02054	1.28
K02055	1.61
K02056	10.26
K02057	19.94
K02058	4.17
K02062	0.17
K02063	0.17
K02064	0.17
K02065	1.59
K02066	1.59
K02067	1.59
K02068	20.01
K02069	23.51
K02071	43.94
K02072	43.94
K02073	48.5
K02074	0.33
K02075	0.33
K02076	18.38
K02077	0.83
K02078	32.41
K02079	0
K02080	0.14
K02081	0
K02082	3.38
K02083	0.29
K02086	21.03
K02092	0
K02093	0
K02094	0
K02095	0
K02096	0
K02097	0
K02099	0
K02100	0
K02103	0.14
K02106	1.66
K02107	0.75
K02108	27.33
K02109	27.47
K02110	27.39
K02111	27.33
K02112	27.33
K02113	11.72
K02114	27.33
K02115	27.33
K02116	4.54
K02117	3.41
K02118	3.41
K02119	2.9
K02120	3.41
K02121	2.72
K02122	2.9
K02123	3.41
K02124	3.41
K02160	41.48
K02164	0
K02167	0
K02168	1.14
K02169	1.59
K02170	0.58
K02171	14.77
K02172	14.53
K02173	0
