reactions	oral_18
K00001	47.7189276626818
K00003	63.4666199520371
K00004	12.6
K00005	1.39102485975
K00006	109.574495006092
K00007	2
K00008	2
K00009	0.468849148488095
K00010	2.4
K00011	48.7564276626818
K00012	18.8666081641825
K00013	45.8755950922871
K00014	76.5304631815371
K00015	18.7666666666667
K00016	46.0274116688484
K00018	18.7666666666667
K00019	2.4639810592381
K00020	11.04102485975
K00021	0
K00022	10.04102485975
K00024	58.6054166705768
K00025	58.6054166705768
K00026	58.6054166705768
K00027	1.9063491484881
K00028	1.9063491484881
K00029	66.578431372549
K00030	1.4639810592381
K00031	12.8331826605
K00033	19.6047174164167
K00034	0
K00036	18.7715347559167
K00039	0
K00040	2.4
K00041	0
K00042	2.4688491484881
K00043	0.463981059238095
K00045	2
K00046	2.3956826605
K00048	1
K00049	18.7666666666667
K00050	18.7666666666667
K00052	20.6263303864048
K00053	63.0755950922871
K00054	1
K00057	109.574495006092
K00058	59.4693977298149
K00059	110.411995006092
K00060	7.86398105923809
K00066	0
K00067	27.8714762534325
K00068	2.4639810592381
K00073	0
K00074	0
K00075	111.011995006092
K00077	62.6799124317871
K00082	75.4862150693149
K00086	0
K00087	2.4639810592381
K00088	111.011995006092
K00090	0
K00094	0.463981059238095
K00096	109.574495006092
K00097	18.4027777777778
K00098	2.3956826605
K00099	76.3193977298149
K00100	0.39102485975
K00101	46.0274116688484
K00102	20.8806477259048
K00103	0
K00104	2.4639810592381
K00105	0
K00106	2.4639810592381
K00110	2.7956826605
K00111	0
K00112	0
K00113	0
K00116	2
K00121	47.7189276626818
K00122	9.63064772590476
K00123	0
K00125	0
K00126	0
K00128	21.0173552461548
K00130	2
K00132	1.63551581515476
K00133	68.6693977298149
K00134	102.078661672759
K00135	11.9956826605
K00137	21.0173552461548
K00139	11.6
K00140	2.56666666666667
K00145	4.2506885794881
K00146	2
K00147	11.0000596156667
K00149	21.0173552461548
K00150	111.678661672759
K00151	2
K00156	2
K00158	0.00486808925
K00160	20.2041666666667
K00161	22.0686984756548
K00162	22.0686984756548
K00163	22.0686984756548
K00164	20.5998493271667
K00165	2
K00166	2
K00167	2
K00169	57.5575991523982
K00170	57.5575991523982
K00171	57.5575991523982
K00172	57.5575991523982
K00174	48.1160235428982
K00175	48.1160235428982
K00176	48.1160235428982
K00177	48.1160235428982
K00179	0
K00199	0
K00207	0.463981059238095
K00208	67.202638892799
K00209	11.6
K00210	61.6424124317871
K00211	61.6424124317871
K00215	0.463981059238095
K00216	0
K00220	62.6380950922871
K00226	3.8596637197381
K00228	3.7915756095
K00229	0.166666666666667
K00231	0
K00238	67.8192599000768
K00239	67.8192599000768
K00240	67.8192599000768
K00241	67.8192599000768
K00242	67.8192599000768
K00244	67.8192599000768
K00245	67.8192599000768
K00246	67.8192599000768
K00247	67.8192599000768
K00248	25.5050059189881
K00249	2.3956826605
K00252	2
K00253	2.3956826605
K00254	111.011995006092
K00259	2.44236808925
K00260	3.8550059189881
K00261	35.9076330239325
K00262	20.5651271049444
K00263	0.39102485975
K00264	8.25966371973809
K00265	8.25966371973809
K00266	8.25966371973809
K00271	0
K00273	2
K00274	0
K00275	24.1666666666667
K00276	0
K00278	17.8596637197381
K00281	26.8597233354048
K00282	26.8597233354048
K00283	26.8597233354048
K00284	2
K00285	2
K00286	21.8597233354048
K00287	110.609217228314
K00288	111.678661672759
K00294	11.9956826605
K00297	55.1217054404596
K00299	0
K00301	2
K00302	2
K00303	2
K00304	2
K00305	2
K00306	2
K00318	11.9956826605
K00319	0
K00320	0
K00322	13.7998493271667
K00323	13.7998493271667
K00324	13.7998493271667
K00325	13.7998493271667
K00329	22.3048095867659
K00357	59.178431372549
K00360	9.95337418691667
K00361	2.4639810592381
K00362	2.4639810592381
K00364	0.00486808925
K00365	0
K00366	0
K00368	0
K00370	9.95337418691667
K00371	9.95337418691667
K00372	9.95337418691667
K00374	9.95337418691667
K00376	0
K00380	3.16666666666667
K00381	3.16666666666667
K00382	61.5474525224318
K00383	9.16666666666667
K00384	111.678661672759
K00385	2.16666666666667
K00390	3
K00392	0
K00394	1
K00395	1
K00399	0
K00401	0
K00402	0
K00411	0
K00432	2.39102485975
K00436	0
K00440	0
K00441	0
K00442	0
K00443	0
K00448	2
K00449	2
K00451	2
K00453	2
K00455	2
K00457	2
K00463	2
K00466	0
K00472	0
K00480	0
K00483	2
K00484	2
K00491	0
K00500	2
K00518	67.378982122299
K00522	8.56255961566667
K00524	104.771717228314
K00525	104.771717228314
K00526	104.771717228314
K00527	57.5627303002096
K00528	12.1666666666667
K00529	0
K00531	0
K00540	0
K00547	0
K00548	0.39102485975
K00549	20.1623493271667
K00560	68.7334714631937
K00568	9.16666666666667
K00577	0
K00578	0
K00579	0
K00580	0
K00581	0
K00582	0
K00583	0
K00584	0
K00589	0.463981059238095
K00591	2.16666666666667
K00593	16.4875
K00595	15.5139810592381
K00598	0
K00599	20.7672174164167
K00600	68.9124076259815
K00601	109.609217228314
K00602	110.011995006092
K00603	26.3582422761667
K00605	26.8597233354048
K00606	27.8250011131825
K00607	2.56234932716667
K00608	103.845328339425
K00609	103.845328339425
K00610	103.845328339425
K00611	21.7353651423214
K00615	77.9909324857315
K00616	62.6424124317871
K00618	4.2506885794881
K00620	4.92222333540476
K00625	108.110513946854
K00626	10.5050059189881
K00627	20.2355158151548
K00629	104.838383894981
K00632	10.5050059189881
K00634	0
K00639	7.4
K00640	56.1474525224318
K00641	20.9908741869167
K00643	0
K00645	104.216312345592
K00647	110.411995006092
K00648	110.411995006092
K00651	3.8550059189881
K00652	15.6194444444444
K00655	111.678661672759
K00656	51.3689276626818
K00657	2.00486808925
K00658	0
K00661	3.63551581515476
K00665	110.011995006092
K00667	110.011995006092
K00668	109.616312345592
K00672	0
K00673	0
K00674	19.5998493271667
K00677	75.4268918108268
K00681	3.81735524615476
K00688	0.630647725904762
K00690	0
K00691	0.468849148488095
K00697	2
K00703	0.463981059238095
K00705	51.7403562919715
K00713	28.2123493271667
K00748	75.4268918108268
K00756	59.6712143063762
K00757	59.6712143063762
K00758	59.2337143063762
K00759	111.678661672759
K00760	111.678661672759
K00761	29.7416677798492
K00762	110.411995006092
K00763	105.209217228314
K00764	102.361995006092
K00765	45.8755950922871
K00766	19.7666666666667
K00767	18.2555566687381
K00768	34.9097233354048
K00769	60.6668969668762
K00772	0
K00777	2.58948529802778
K00787	111.011995006092
K00788	74.1299124317871
K00790	111.011995006092
K00793	75.4862150693149
K00794	75.4862150693149
K00795	111.011995006092
K00796	76.3332409593149
K00797	3.4639810592381
K00798	34.4457422761667
K00800	68.2804631815371
K00804	111.011995006092
K00805	27.6722233354048
K00806	26.9582422761667
K00810	2
K00811	105.209217228314
K00812	105.209217228314
K00813	105.209217228314
K00814	0.166666666666667
K00815	71.5214880412871
K00817	71.5214880412871
K00818	4.65068857948809
K00819	2
K00820	105.209217228314
K00821	14.6881885794881
K00822	2
K00823	2
K00824	2
K00826	102.970970146342
K00827	2.8550059189881
K00830	2.8550059189881
K00831	67.8143918108268
K00832	105.209217228314
K00833	25.2076915264167
K00835	0
K00838	71.5214880412871
K00840	2
K00841	1
K00844	20.2714762534325
K00845	18.8033285275278
K00848	0
K00849	17.0498493271667
K00850	54.6002303002096
K00851	2.56721741641667
K00852	5.85485524615476
K00853	0.8375
K00855	8.17153475591667
K00856	11.3582422761667
K00857	9.62922628233333
K00858	111.011995006092
K00859	101.411995006092
K00860	2
K00861	111.678661672759
K00863	0.566666666666667
K00864	12.7186984756548
K00865	3.39574227616667
K00867	111.011995006092
K00868	21.8597233354048
K00869	3.96721741641667
K00872	63.4291199520371
K00873	96.6786616727586
K00875	7.8375
K00876	69.6668969668762
K00877	27.2541666666667
K00878	7.46398105923809
K00879	0
K00882	43.1189276626818
K00883	2
K00884	0
K00885	7.63551581515476
K00891	70.6957409593149
K00892	0
K00893	11.3582422761667
K00895	1.6971637197381
K00899	0
K00901	53.9232450021818
K00904	3.06666666666667
K00912	75.4268918108268
K00917	54.0002303002096
K00919	75.7193977298149
K00925	109.241161672759
K00926	0.78670752025
K00927	111.678661672759
K00928	0
K00929	0.463981059238095
K00930	4.2506885794881
K00931	4.00005961566667
K00932	109.241161672759
K00938	1
K00939	111.078661672759
K00940	60.974114033049
K00941	27.2541666666667
K00942	111.678661672759
K00943	111.678661672759
K00944	11.4222233354048
K00945	111.678661672759
K00948	111.678661672759
K00949	53.3599525224318
K00950	76.5255950922871
K00951	111.011995006092
K00952	106.278661672759
K00953	111.678661672759
K00954	77.3242658190649
K00955	3
K00956	3
K00957	3
K00958	3
K00963	71.5214880412871
K00964	16.6763303864048
K00966	1
K00969	106.278661672759
K00971	10.4999414975159
K00972	105.209217228314
K00973	27.8714762534325
K00975	18.1186984756548
K00978	0
K00979	75.420006982049
K00980	2.395892949
K00981	111.678661672759
K00983	7
K00991	75.7193977298149
K00995	105.875883894981
K00997	105.209217228314
K00998	75.8227847598268
K01000	111.011995006092
K01005	69.6002303002095
K01006	8.0881885794881
K01007	12.4550059189881
K01008	51.0424124317871
K01011	7.16666666666667
K01012	75.5209372915371
K01027	8.11398105923809
K01028	8.11398105923809
K01029	8.11398105923809
K01034	13.5139810592381
K01035	13.5139810592381
K01047	0
K01048	5.85485524615476
K01053	0
K01055	2
K01057	19.2090347559167
K01069	105.209217228314
K01077	7.79102485975
