reactions	air_26
K00001	547.731382489375
K00003	1035.56223834273
K00004	256.979237686902
K00005	114.186222234783
K00006	1034.48138248687
K00007	23.3238897802353
K00008	13
K00009	112.083818841211
K00010	64.0153512903781
K00011	1036.45638248687
K00012	838.245141567521
K00013	97.5753349791877
K00014	1035.56223834273
K00015	249.133919335238
K00016	545.447811060803
K00018	249.133919335238
K00019	58.2381281768095
K00020	120.411460330021
K00021	0
K00022	120.211460330021
K00024	120.806460330021
K00025	120.806460330021
K00026	120.806460330021
K00027	93.4453349791877
K00028	93.4453349791877
K00029	327.722349552521
K00030	0.2
K00031	815.664016216688
K00033	1002.74254156333
K00034	1
K00036	1003.99754156333
K00039	13.6666666666667
K00040	103.662332454548
K00041	47.8336353738067
K00042	117.081460330021
K00043	0
K00045	13
K00046	76.2988037101429
K00048	66.1177546839496
K00049	249.133919335238
K00050	249.133919335238
K00052	838.950141567521
K00053	842.175141567521
K00054	0.2
K00057	1034.48138248687
K00058	609.786460327521
K00059	1011.64525713604
K00060	114.986222234783
K00066	0
K00067	783.782784236452
K00068	89.5250968839496
K00073	53.6914615101429
K00074	0
K00075	1037.70638248687
K00077	549.062238345231
K00082	814.489016216688
K00086	0
K00087	43.0077920175
K00088	1012.24525713604
K00090	41.6914615101429
K00094	65.9177546839496
K00096	1034.48138248687
K00097	353.200141570021
K00098	40.6914615101429
K00099	356.475141570021
K00100	26.2262931738067
K00101	545.447811060803
K00102	325.39377812395
K00103	0
K00104	17.5466666666667
K00105	0
K00106	43.0077920175
K00110	118.53288890145
K00111	0
K00112	0
K00113	0
K00116	536.213635371307
K00121	547.731382489375
K00122	118.78288890145
K00123	0
K00125	0
K00126	0
K00128	1006.8761129919
K00130	27.2038897802353
K00132	88.7250968839496
K00133	1034.96223834273
K00134	779.456575896041
K00135	351.57157014145
K00137	1006.8761129919
K00139	321.980444790616
K00140	91.1693601570448
K00145	120.411460330021
K00146	23.3238897802353
K00147	584.075334976688
K00149	1006.8761129919
K00150	1012.24525713604
K00151	65.6820179570448
K00156	89.1917635506162
K00158	1
K00160	840.54657013895
K00161	1034.56223834273
K00162	1034.56223834273
K00163	1034.56223834273
K00164	331.014016219188
K00165	0
K00166	0
K00167	0
K00169	92.3500968839496
K00170	92.3500968839496
K00171	92.3500968839496
K00172	92.3500968839496
K00174	3.29166666666667
K00175	3.29166666666667
K00176	3.29166666666667
K00177	3.29166666666667
K00179	0
K00199	0
K00207	0
K00208	523.801112994397
K00209	327.539016219188
K00210	545.837238345231
K00211	545.837238345231
K00215	41.6914615101429
K00216	88.5250968839496
K00220	1031.93723834273
K00226	42.5581281768095
K00228	581.450334976688
K00229	113.986222234783
K00231	485.4999999975
K00238	841.975141567521
K00239	841.975141567521
K00240	841.975141567521
K00241	841.975141567521
K00242	841.975141567521
K00244	841.975141567521
K00245	841.975141567521
K00246	841.975141567521
K00247	841.975141567521
K00248	328.539016219188
K00249	46.666699605381
K00252	0.666666666666667
K00253	4.54666666666667
K00254	1037.70638248687
K00259	3.29166666666667
K00260	69.7620179570448
K00261	1010.1011129919
K00262	810.342349550021
K00263	0
K00264	120.961460330021
K00265	120.961460330021
K00266	120.961460330021
K00271	0
K00273	13
K00274	23.990556446902
K00275	326.360444790616
K00276	23.990556446902
K00278	327.539016219188
K00281	1033.53366691416
K00282	1033.53366691416
K00283	1033.53366691416
K00284	3.3452380952381
K00285	94.7503349791877
K00286	817.114016216688
K00287	1037.70638248687
K00288	1012.24525713604
K00294	325.636612825616
K00297	1034.48138248687
K00299	41.6914615101429
K00301	0
K00302	0
K00303	0
K00304	0
K00305	0
K00306	0.666666666666667
K00318	325.636612825616
K00319	0
K00320	0
K00322	123.086460330021
K00323	123.086460330021
K00324	123.086460330021
K00325	123.086460330021
K00329	816.714016216688
K00357	514.400874899159
K00360	95.0003349791877
K00361	119.961460330021
K00362	119.961460330021
K00364	306.373319009993
K00365	0
K00366	0
K00368	1.25
K00370	95.0003349791877
K00371	95.0003349791877
K00372	95.0003349791877
K00374	95.0003349791877
K00376	1
K00380	120.411460330021
K00381	120.411460330021
K00382	1037.70638248687
K00383	119.03288890145
K00384	1012.24525713604
K00385	120.211460330021
K00390	120.411460330021
K00392	41.6914615101429
K00394	0.2
K00395	0.2
K00399	0
K00401	0
K00402	0
K00411	0
K00432	56.0129927791877
K00436	0
K00440	0
K00441	0
K00442	0
K00443	0
K00448	27.870556446902
K00449	27.870556446902
K00451	0.666666666666667
K00453	1
K00455	65.0153512903781
K00457	28.120556446902
K00463	1
K00466	0
K00472	1
K00480	13.6666666666667
K00483	64.0153512903781
K00484	64.0153512903781
K00491	0
K00500	1
K00518	1031.33723834273
K00522	285.908860325826
K00524	1034.08138248687
K00525	1034.08138248687
K00526	1034.08138248687
K00527	119.180366378927
K00528	724.513919332738
K00529	0
K00531	0.666666666666667
K00540	53.5844213506162
K00547	45.9312319802353
K00548	0
K00549	544.408666916659
K00560	1036.70638248687
K00568	18.9490700602381
K00577	0
K00578	0
K00579	0
K00580	0
K00581	0
K00582	0
K00583	0
K00584	0
K00589	41.6914615101429
K00591	2.8190700602381
K00593	77.1143601570448
K00595	63.9654703768095
K00598	24.3238897802353
K00599	546.437238345231
K00600	803.165126436452
K00601	1037.10638248687
K00602	1037.10638248687
K00603	927.944848072948
K00605	1034.96223834273
K00606	1032.93723834273
K00607	92.833668312521
K00608	1037.45638248687
K00609	1037.45638248687
K00610	1037.45638248687
K00611	841.575141567521
K00615	1035.56223834273
K00616	547.187238345231
K00618	120.411460330021
K00620	120.411460330021
K00625	520.573590471875
K00626	121.211460330021
K00627	353.450141570021
K00629	1034.48138248687
K00632	121.211460330021
K00634	0
K00639	113.083818841211
K00640	1037.70638248687
K00641	727.588919332738
K00643	0.666666666666667
K00645	525.145257138541
K00647	1011.64525713604
K00648	1011.64525713604
K00651	114.186222234783
K00652	94.7503349791877
K00655	1037.70638248687
K00656	117.180366378927
K00657	87.6226934903782
K00658	0
K00661	88.7250968839496
K00665	551.606382489375
K00667	526.145257138541
K00668	551.606382489375
K00672	0
K00673	88.5250968839496
K00674	841.375141567521
K00677	353.450141570021
K00681	119.78288890145
K00688	113.986222234783
K00690	0
K00691	0
K00697	90.1917635506162
K00703	41.6914615101429
K00705	124.352033045594
K00713	352.02157014145
K00748	353.450141570021
K00756	316.472463154137
K00757	313.592463154137
K00758	313.847463154137
K00759	1037.70638248687
K00760	1037.70638248687
K00761	1005.60944632523
K00762	1035.6778110583
K00763	1010.81668570747
K00764	1037.10638248687
K00765	97.5753349791877
K00766	813.489016216688
K00767	546.387238345231
K00768	1009.5011129919
K00769	803.489129818303
K00772	0.666666666666667
K00777	485.6999999975
K00787	974.407578776732
K00788	355.875141570021
K00790	1037.70638248687
K00793	773.130888039878
K00794	328.989016219188
K00795	974.407578776732
K00796	841.575141567521
K00797	93.2455467014496
K00798	1009.5011129919
K00800	816.114016216688
K00804	974.407578776732
K00805	470.335973426281
K00806	931.424848072948
K00810	578.097931583116
K00811	1037.70638248687
K00812	1037.70638248687
K00813	1037.70638248687
K00814	51.2653512903781
K00815	1035.56223834273
K00817	1035.56223834273
K00818	602.781460327521
K00819	1.91666666666667
K00820	1037.70638248687
K00821	841.075141567521
K00822	17.5466666666667
K00823	56.5938649037143
K00824	1.66666666666667
K00826	1036.70638248687
K00827	23.3238897802353
K00830	23.3238897802353
K00831	816.114016216688
K00832	1037.70638248687
K00833	327.539016219188
K00835	114.000485507878
K00838	1035.56223834273
K00840	89.5250968839496
K00841	192.58709677521
K00844	546.533666916659
K00845	518.447541565826
K00848	88.5250968839496
K00849	577.10009688145
K00850	803.239129818303
K00851	118.53288890145
K00852	120.756460330021
K00853	116.611222234783
K00855	15.3524033935714
K00856	695.156166832948
K00857	282.362193659159
K00858	1037.70638248687
K00859	804.917701246875
K00860	117.53288890145
K00861	1037.70638248687
K00863	23.3238897802353
K00864	802.273557102731
K00865	773.583860323326
K00867	1037.70638248687
K00868	1007.07254156333
K00869	13.8666666666667
K00872	1032.93723834273
K00873	777.77800446747
K00875	117.52788890145
K00876	526.145257138541
K00877	304.926674019188
K00878	90.203668312521
K00879	88.5250968839496
K00882	773.886337800803
K00883	65.6820179570448
K00884	0
K00885	114.236222234783
K00891	1031.93723834273
K00892	88.5250968839496
K00893	695.156166832948
K00895	2.625
K00899	23.990556446902
K00901	354.915714285594
K00904	193.38709677521
K00912	327.989016219188
K00917	802.639129818303
K00919	331.414016219188
K00925	546.701382489375
K00926	0
K00927	1037.70638248687
K00928	0
K00929	0
K00930	120.411460330021
K00931	583.158668310021
K00932	546.701382489375
K00938	0.2
K00939	1037.10638248687
K00940	1031.13723834273
K00941	304.926674019188
K00942	1037.70638248687
K00943	1037.70638248687
K00944	56.7129927791877
K00945	1037.70638248687
K00948	1012.24525713604
K00949	428.519922159354
K00950	842.175141567521
K00951	1037.70638248687
K00952	1037.70638248687
K00953	1037.70638248687
K00954	1035.56223834273
K00955	120.411460330021
K00956	120.411460330021
K00957	120.411460330021
K00958	120.411460330021
K00963	1009.1011129919
K00964	88.9750968839496
K00966	0.2
K00969	1037.70638248687
K00971	70.6704703768095
K00972	1037.70638248687
K00973	842.175141567521
K00975	118.32788890145
K00978	42.3581281768095
K00979	1006.8761129919
K00980	193.38709677521
K00981	1037.70638248687
K00983	0.25
K00991	356.875141570021
K00995	1012.24525713604
K00997	1010.81668570747
K00998	1006.8761129919
K01000	1037.70638248687
K01005	1037.70638248687
K01006	4.89166666666667
K01007	327.872349552521
K01008	91.6550968839496
K01011	117.116222234783
K01012	817.114016216688
K01027	0.25
K01028	0.25
K01029	0.25
K01034	77.9654703768095
K01035	77.9654703768095
K01047	54.6914615101429
K01048	609.136460327521
K01053	1.66666666666667
K01055	29.2991278754734
K01057	1006.62254156333
K01069	819.858160360832
K01077	50.5003020404734
K01078	49.5003020404734
K01079	841.575141567521
K01080	0
K01081	354.450141570021
K01082	605.961460327521
K01085	40.6914615101429
K01086	1032.33723834273
K01087	90.1917635506162
K01089	815.864016216688
K01091	353.450141570021
K01092	520.176112994397
K01093	49.5003020404734
K01094	1006.8761129919
K01101	49.5003020404734
K01112	248.141084633571
K01113	50.5003020404734
K01119	115.436222234783
K01126	800.723557102731
K01129	56.3581281768095
K01133	55.5938649037143
K01139	353.250141570021
K01176	0
K01182	0
K01187	92.1500968839496
K01188	91.6050968839496
K01189	66.1177546839496
K01190	46.597898646902
K01193	15.1024033935714
K01194	113.986222234783
K01203	0
K01207	13.6666666666667
K01209	0
K01220	13.2
K01221	114.186222234783
K01222	114.186222234783
K01223	114.186222234783
K01226	114.186222234783
K01232	114.186222234783
K01239	575.919360154545
K01241	93.0717635506162
K01243	544.784715822708
K01244	544.784715822708
K01251	20.2252380952381
K01252	93.0717635506162
K01255	1037.70638248687
K01256	1037.70638248687
K01270	1037.70638248687
K01271	1037.70638248687
K01424	1032.77638248687
K01425	93.3217635506162
K01426	16.5466666666667
K01427	50.477898646902
K01428	50.477898646902
K01429	50.477898646902
K01430	50.477898646902
K01431	24.990556446902
K01432	1
K01433	94.5003349791877
K01436	0
K01438	119.53288890145
K01439	815.914016216688
K01440	1004.61168570747
K01443	281.362193659159
K01446	0
K01447	0
K01448	0
K01449	0
K01457	94.5003349791877
K01458	13.6666666666667
K01460	78.2012071037143
K01464	19.6990700602381
K01465	1035.31223834273
K01466	53.6914615101429
K01468	89.5393601570448
K01476	1.91666666666667
K01477	1
K01478	40.6914615101429
K01479	1006.8761129919
K01480	114.85288890145
K01482	13
K01484	91.4050968839496
K01485	67.8120179570448
K01486	51.3540851913067
K01487	56.6626566198781
K01488	94.433668312521
K01489	1002.16754156333
K01491	1012.24525713604
K01492	1037.10638248687
K01493	195.731240919354
K01494	813.889016216688
K01495	816.714016216688
K01496	583.075334976688
K01497	816.447349550021
K01498	814.489016216688
K01499	0
K01507	1036.70638248687
K01509	0
K01510	0
K01512	90.1917635506162
K01513	88.5250968839496
K01514	113.986222234783
K01515	1037.03971582021
K01517	1037.03971582021
K01518	6.2252380952381
K01519	1034.48138248687
K01520	1034.48138248687
K01521	113.986222234783
K01523	583.075334976688
K01524	113.986222234783
K01525	119.794793663354
K01529	310.287484950143
K01533	0
K01553	0
K01556	1
K01568	1034.56223834273
K01571	52.2153512903782
K01572	52.2153512903782
K01573	52.2153512903782
K01575	23.3238897802353
K01579	350.920141570021
K01580	350.920141570021
K01581	1029.90866691416
K01582	118.73288890145
K01583	118.73288890145
K01584	118.73288890145
K01585	118.73288890145
K01586	1033.96223834273
K01587	1037.70638248687
K01591	1037.70638248687
K01595	41.8914615101429
K01596	930.973419501519
K01597	0.2
K01598	1037.70638248687
K01599	841.125141567521
K01607	29.5491278754734
K01608	57.260531570381
K01609	814.089016216688
K01610	0
K01611	14
K01613	1032.33723834273
K01619	269.276001643994
K01620	3.88
K01621	0.666666666666667
K01622	1035.56223834273
K01623	1035.56223834273
K01624	1035.56223834273
K01625	325.19377812395
K01626	1034.56223834273
K01627	327.989016219188
K01628	113.986222234783
K01629	89.1917635506162
K01630	113.986222234783
K01631	745.881641077973
K01632	0.666666666666667
K01633	838.950141567521
K01635	38.3764122602381
K01637	120.211460330021
K01638	120.211460330021
K01639	103.912332454548
K01640	45.2381281768095
K01641	0.2
K01643	77.5488037101429
K01644	77.5488037101429
K01646	77.5488037101429
K01647	813.489016216688
K01649	839.550141567521
K01652	1034.56223834273
K01653	1034.56223834273
K01654	0
K01655	0
K01656	813.489016216688
K01657	813.489016216688
K01658	813.489016216688
K01659	83.5097785322857
K01661	578.166763548116
K01662	331.214016219188
K01663	583.075334976688
K01664	353.450141570021
K01665	353.450141570021
K01666	23.3238897802353
K01670	0
K01672	838.750141567521
K01673	838.750141567521
K01674	838.750141567521
K01676	841.975141567521
K01677	841.975141567521
K01678	841.975141567521
K01679	841.975141567521
K01680	608.536460327521
K01681	608.536460327521
K01682	608.536460327521
K01684	52.0153512903781
K01685	41.6914615101429
K01686	113.986222234783
K01687	838.12157013895
K01689	1035.56223834273
K01690	325.19377812395
K01692	120.211460330021
K01693	97.5753349791877
K01694	816.714016216688
K01695	0
K01696	0
K01697	23.3238897802353
K01698	815.864016216688
K01699	73.6226934903782
K01702	838.950141567521
K01703	838.950141567521
K01704	838.950141567521
K01706	90.1917635506162
K01707	1.66666666666667
K01708	834.39157013895
K01709	56.6081281768095
K01710	842.175141567521
K01711	63.9654703768095
K01712	48.847898646902
K01713	839.950141567521
K01714	41.6914615101429
K01715	120.211460330021
K01716	1034.48138248687
K01718	1037.70638248687
K01719	608.536460327521
K01720	67.8454703768095
K01724	4.79666666666667
K01725	1.66666666666667
K01733	1035.56223834273
K01734	89.7750968839496
K01735	1034.56223834273
K01736	1010.1011129919
K01737	0
K01738	1012.24525713604
K01739	545.637238345231
K01740	1012.24525713604
K01744	842.175141567521
K01745	89.5393601570448
K01746	1
K01749	841.325141567521
K01750	2.66666666666667
K01752	314.378319009992
K01753	88.5250968839496
K01754	552.206382489375
K01755	841.575141567521
K01756	1036.10638248687
K01758	310.168557105231
K01759	327.989016219188
K01760	310.168557105231
K01761	14.9024033935714
K01768	804.467701246875
K01770	356.875141570021
K01772	1008.9011129919
K01773	16.0190700602381
K01775	844.719285711665
K01776	1037.70638248687
K01777	13
K01778	841.575141567521
K01782	120.211460330021
K01783	1037.70638248687
K01784	586.069479120832
K01785	89.4417635506162
K01786	113.986222234783
K01787	0.6
K01788	114.90288890145
K01790	783.782784236452
K01791	308.373319009992
K01792	1036.70638248687
K01803	1037.70638248687
K01804	602.97788889895
K01805	1026.62866691416
K01807	1037.70638248687
K01808	1037.70638248687
K01809	775.92800446747
K01810	1036.70638248687
K01812	113.986222234783
K01813	88.5250968839496
K01814	98.1753349791877
