function.	air_26
K01004	3.45
K01006	26.39
K01007	386.57
K01008	89.52
K01011	674.18
K01012	561.06
K01014	0
K01015	0
K01023	82.52
K01026	7.97
K01027	0.1
K01028	237.99
K01029	140.49
K01031	24.09
K01032	18.22
K01034	22.67
K01035	22.67
K01039	3.64
K01040	3.24
K01042	152.48
K01046	471.41
K01048	77.78
K01051	76.11
K01053	15.36
K01055	153.15
K01056	700.39
K01057	314.8
K01058	142.24
K01060	1.73
K01061	126.8
K01066	579
K01067	0
K01069	284.71
K01070	192.44
K01071	1.98
K01073	0.25
K01075	3.88
K01077	264.49
K01078	0.88
K01079	390.38
K01081	254.12
K01082	355.57
K01083	2.95
K01085	75.85
K01086	0
K01087	300.41
K01089	75.94
K01090	281.6
K01091	587.24
K01092	891.77
K01093	41.08
K01095	176.46
K01096	76.71
K01101	1.74
K01104	894.34
K01113	149.46
K01114	100.3
K01115	0
K01117	0
K01118	191.92
K01119	79.7
K01120	0
K01121	0
K01126	1024.75
K01128	0
K01129	295.98
K01130	140.06
K01133	1.45
K01135	0
K01137	0
K01138	38.07
K01139	180.85
K01141	78.62
K01142	718.38
K01143	36.86
K01144	1.51
K01146	75.77
K01147	173.91
K01150	77.47
K01151	179.59
K01153	502.72
K01154	511.17
K01155	206.75
K01156	296.97
K01158	0
K01159	392.68
K01160	158.22
K01163	0
K01166	3.46
K01167	0.83
K01169	76.24
K01173	9
K01174	179.69
K01175	76.08
K01176	156.03
K01178	0
K01179	95.69
K01181	1.01
K01182	0.66
K01183	103.55
K01184	0.35
K01185	176.46
K01186	183.25
K01187	221.98
K01190	53.13
K01191	1.97
K01192	0.48
K01193	403.05
K01194	154.7
K01195	16.93
K01197	0
K01198	28.04
K01200	69.12
K01201	2.1
K01205	0
K01206	2.01
K01207	395.39
K01208	99.5
K01209	0.14
K01210	1.01
K01212	0.33
K01215	1.48
K01216	0
K01218	0
K01219	0.51
K01220	102.07
K01222	112.06
K01223	552.91
K01224	10.16
K01226	175.93
K01227	1.54
K01230	0
K01232	41.39
K01233	0.2
K01235	0
K01236	115.81
K01239	617.76
K01240	0
K01241	277.2
K01243	405.46
K01246	592.56
K01247	80.21
K01250	155.91
K01251	223.36
K01252	79.83
K01253	1.83
K01255	515.88
K01256	400.43
K01258	279.38
K01259	369.4
K01261	100.96
K01262	289.43
K01263	0
K01264	0.25
K01265	720.39
K01266	1.28
K01267	213.91
K01269	0
K01270	77.99
K01271	350.53
K01273	11.27
K01274	89.88
K01277	0
K01278	0.64
K01281	2.23
K01283	1.5
K01284	288.61
K01286	104.02
K01295	6.04
K01297	176.73
K01299	20.71
K01301	0
K01303	0
K01304	124.83
K01305	67.19
K01308	0
K01318	163.11
K01322	293.5
K01325	0
K01338	181.45
K01342	0
K01347	304.53
K01350	0
K01354	296.12
K01355	3.61
K01356	396.98
K01358	709.25
K01361	0.14
K01372	181.95
K01387	0
K01389	0
K01390	1.34
K01392	1.34
K01399	0.75
K01400	0
K01401	83.3
K01406	3.45
K01407	78.27
K01409	497.72
K01414	182.87
K01415	1.4
K01416	0
K01417	0
K01419	179.6
K01420	293.65
K01421	350.85
K01424	685.37
K01425	232.51
K01426	132.98
K01427	9.33
K01428	328.82
K01429	317.54
K01430	318.14
K01432	1.62
K01433	198.45
K01434	14.5
K01436	254.07
K01437	0
K01438	103.22
K01439	605.11
K01442	155.72
K01443	381.35
K01444	0
K01446	79.81
K01447	3.22
K01448	770.8
K01449	0
K01451	389.44
K01452	0.5
K01453	5.09
K01455	4.9
K01457	4.93
K01458	1.14
K01459	2.03
K01460	69.7
K01461	0.51
K01462	809.96
K01464	30.22
K01465	570.65
K01466	64.9
K01467	19.18
K01468	157.38
K01469	1.34
K01470	20.63
K01471	0.51
K01473	107.71
K01474	107.71
K01476	91.31
K01477	12.03
K01478	162.81
K01479	164.94
K01480	175.2
K01482	2.07
K01483	22.17
K01484	87.21
K01485	187.25
K01486	35.03
K01487	41.12
K01488	123.88
K01489	276.37
K01491	493.97
K01492	0
K01493	105.49
K01494	388.85
K01495	300.61
K01496	319.74
K01497	176.84
K01499	0
K01501	99.68
K01502	0.83
K01505	2.54
K01507	415.95
K01512	391.54
K01515	491.8
K01518	0
K01520	475.51
K01521	78.57
K01523	315.28
K01524	711.16
K01525	176.8
K01531	131.79
K01533	143.38
K01534	195.84
K01535	0
K01537	12.95
K01539	0
K01545	4.31
K01546	179.57
K01547	177.24
K01548	177.36
K01551	35.02
K01555	4.96
K01556	2.66
K01560	90.3
K01561	9.13
K01563	1.54
K01567	0
K01568	0.75
K01569	0.51
K01571	146.33
K01572	61.74
K01573	52.23
K01574	1.21
K01575	298.98
K01576	1.78
K01577	14.81
K01578	1.01
K01579	375.73
K01580	40.33
K01581	167.63
K01582	220.96
K01583	1.34
K01584	68.55
K01585	174.47
K01586	819.3
K01588	493.64
K01589	493.11
K01590	2.62
K01591	493.84
K01593	0.53
K01594	0
K01595	383.93
K01596	213.7
K01597	110.95
K01598	1.98
K01599	493.46
K01601	3.34
K01602	1.51
K01607	386.89
K01608	58.1
K01609	417.31
K01610	191.69
K01611	78.02
K01613	179.4
K01615	0.33
K01616	209.61
K01617	0.5
K01619	554.88
K01620	189.41
K01621	4.45
K01622	0.01
K01623	103.75
K01624	526.66
K01625	299.31
K01626	664.66
K01627	179.01
K01628	80.01
K01629	38.79
K01630	76.27
K01631	49.86
K01633	489.84
K01635	116.83
K01637	296.06
K01638	213.04
K01639	266.31
K01640	117.07
K01641	110.61
K01643	112.57
K01644	382.97
K01646	110.24
K01647	516.14
K01649	589.39
K01652	799.84
K01653	488.88
K01654	96.5
K01655	0
K01657	490.76
K01658	481.22
K01659	385.61
K01661	388.36
K01662	391.62
K01664	110.12
K01665	181.51
K01666	217.99
K01667	32.69
K01668	0
K01669	288.25
K01671	66.84
K01673	513.2
K01674	12.95
K01676	275.92
K01677	4.4
K01678	4.4
K01679	492.92
K01681	512.18
K01682	178.99
K01683	0
K01684	70.26
K01685	35.35
K01686	88.12
K01687	522.65
K01689	496.64
K01690	177.09
K01692	169.23
K01693	300.13
K01695	502.03
K01696	496.22
K01697	81.41
K01698	498.43
K01699	63.18
K01702	1.5
K01703	496.47
K01704	497.81
K01706	80.47
K01707	101.26
K01708	84.65
K01709	41.19
K01710	740.7
K01711	70.14
K01712	158.88
K01713	11.2
K01714	931.37
K01715	2.59
K01716	80.16
K01719	286.15
K01720	288.48
K01721	3.01
K01724	120.37
K01725	28.52
K01727	81.29
K01728	1
K01729	1.45
K01730	11.03
K01732	0
K01733	495.22
K01734	77.74
K01735	558.61
K01736	493.64
K01737	293.79
K01738	769.17
K01739	412.23
K01740	243.86
K01744	508.53
K01745	161.43
K01746	0.58
K01749	491
K01750	391.81
K01751	39.12
K01752	823.53
K01753	78.19
K01754	780.78
K01755	493
K01756	505.01
K01758	6.26
K01759	212.72
K01760	290.53
K01761	4.68
K01766	77.64
K01768	127.91
K01769	0.5
K01770	381.02
K01771	79.81
K01772	502.4
K01775	723.28
K01776	493.64
K01777	0.33
K01778	391.95
K01779	63.16
K01781	0.51
K01782	91.34
K01783	548.54
K01784	880.38
K01785	452.39
K01787	0
K01788	409.42
K01790	457.93
K01791	364.99
K01792	264.48
K01795	1.45
K01796	7.14
K01799	1.17
K01800	4.86
K01801	57.36
K01802	314.71
K01803	505.3
K01804	82.63
K01805	90.01
K01807	279.77
K01808	235.24
K01809	488.6
K01810	589.13
K01811	115.55
K01812	183.39
K01813	75.65
K01814	364.3
K01815	67.36
K01816	347.3
K01817	420.64
K01818	77.61
K01819	201.74
K01820	0.2
K01821	234.12
K01822	0.4
K01823	387.23
K01825	78.66
K01826	68.29
K01829	0
K01834	592.32
K01835	436.28
K01838	122.62
K01839	177.66
K01840	611.9
K01841	0.2
K01843	2.61
K01844	0.2
K01845	598.27
K01846	13.33
K01847	406.08
K01848	0.2
K01849	0.53
K01851	0.25
K01854	264.84
K01856	126.9
K01857	244.16
K01858	204.07
K01865	0
K01866	493.89
K01867	545.1
K01868	521.46
K01869	493.64
K01870	493.64
K01872	493.64
K01873	493.64
K01874	494.47
K01875	495.97
K01876	494.14
K01878	181.32
K01879	181.32
K01880	312.32
K01881	493.64
K01883	506.11
K01884	0.33
K01885	604.63
K01886	180.81
K01887	493.84
K01889	493.97
K01890	493.64
K01892	496.88
K01893	179.76
K01894	178.64
K01895	293.2
K01896	0
K01897	929.56
K01902	387.78
K01903	387.78
K01904	0
K01905	0
K01906	169.14
K01907	3.69
K01908	68.83
K01909	0
K01910	110.24
K01911	388.26
K01912	129.9
K01914	77.95
K01915	725.87
K01916	479.57
K01918	588.82
K01919	180.58
K01920	178.64
K01921	572.66
K01922	1.98
K01923	496.15
K01924	493.97
K01925	493.64
K01926	102.22
K01928	395.28
K01929	495.97
K01933	493.14
K01934	412.69
K01935	608.08
K01937	411.14
K01938	301.56
K01939	493.31
K01940	491.8
K01941	4.55
K01945	493.31
K01947	97
K01950	16.21
K01951	762.26
K01952	1100.09
K01953	297.08
K01955	493.53
K01956	493.2
K01958	307.06
K01959	1.7
K01960	2.2
K01961	380.95
K01962	280.14
K01963	467.32
K01965	4.91
K01966	475.96
K01968	6.77
K01969	17.49
K01971	16.5
K01972	570.86
K01974	20.25
K01975	184.8
K01989	116.96
K01990	2829.49
K01991	195.07
K01992	2505.79
K01993	171.27
K01994	0
K01995	121.92
K01996	124.06
K01997	123.32
K01998	127.72
K01999	207.35
K02000	56.39
K02001	93.11
K02002	114.67
K02003	1536.38
K02004	1355.6
K02005	152.34
K02006	72.01
K02007	29.28
K02008	66.14
K02009	65.61
K02010	264.87
K02011	334
K02012	414.64
K02013	2691.33
K02014	744.13
K02015	3610.49
K02016	3129.97
K02017	183.66
K02018	312.31
K02019	81.48
K02020	368.49
K02021	327.13
K02022	4.02
K02024	124.4
K02025	251.63
K02026	256.25
K02027	262.37
K02028	724.47
K02029	647.96
K02030	979.88
K02031	344.67
K02032	1582.62
K02033	1232.98
K02034	1262.76
K02035	1671.58
K02036	399.71
K02037	397.13
K02038	398.19
K02039	398.84
K02040	420.89
K02041	336.9
K02042	538.8
K02043	29.95
K02044	354.98
K02045	190.77
K02046	191.27
K02047	191.27
K02048	270.21
K02049	460.62
K02050	235.79
K02051	328.27
K02052	114.72
K02053	47.75
K02054	46.34
K02055	181.73
K02056	310.86
K02057	398.64
K02058	314.38
K02062	76.92
K02063	173.67
K02064	176
K02065	182.64
K02066	183.98
K02067	186.89
K02068	177.55
K02069	187.29
K02071	669.68
K02072	655.92
K02073	817.46
K02074	356.98
K02075	361.45
K02076	98.98
K02077	432.21
K02078	524.38
K02079	25.48
K02080	27.08
K02081	39.37
K02082	45.29
K02083	64.5
K02086	100.96
K02092	0
K02093	0
K02094	0
K02095	0
K02096	0
K02097	0
K02099	78.11
K02100	67.71
K02103	0.29
K02106	26.8
K02107	0.45
K02108	493.31
K02109	495.32
K02110	493.31
K02111	493.31
K02112	493.31
K02113	412.16
K02114	493.64
K02115	493.31
K02116	100.88
K02117	1.11
K02118	1.11
K02119	1.11
K02120	1.11
K02121	0.78
K02122	1.11
K02123	1.11
K02124	1.11
K02160	383.23
K02164	1.01
K02167	36.78
K02168	351.17
K02169	276.13
K02170	175.41
K02171	80.81
K02172	80.81
K02173	25.6
K02182	77.23
K02188	65.96
K02189	64.17
K02190	60.05
K02191	60.05
K02192	139.2
K02193	83.19
K02194	74.33
K02195	74.33
K02196	73.83
K02197	74.33
K02198	80.4
K02199	80.57
K02200	91.51
K02203	5.64
K02204	103.07
K02205	0.25
K02217	384.39
K02221	395.21
K02224	148.64
K02225	3.18
K02226	80.29
K02227	148.8
K02228	80.76
K02229	98.44
K02230	82.92
K02231	268.45
K02232	148.33
K02233	268.95
K02234	3.29
K02236	100.96
K02237	793.03
K02238	411.9
K02239	0
K02240	100.96
K02241	0
K02242	100.96
K02243	100.96
K02244	100.96
K02245	100.82
K02246	98.96
K02247	0
K02248	1.98
K02249	0
K02250	98.98
K02251	0
K02253	0
K02254	0
K02255	81.84
K02258	4.68
K02259	313.67
K02274	235.47
K02275	219.26
K02276	216.37
K02277	0.5
K02278	4.43
K02279	18.09
K02280	18.87
K02281	1.53
K02282	19.57
K02283	232.46
K02284	0
K02285	0
K02286	0
K02287	0
K02288	0
K02289	0
K02290	0
K02291	102.9
K02292	0
K02293	0
K02294	0
K02297	81.18
K02298	160.99
K02299	163.27
K02300	160.99
K02302	261.98
K02303	279.84
K02304	100.8
K02305	1.26
K02313	493.64
K02314	574.51
K02315	99.56
K02316	493.47
K02317	81.84
K02334	105.57
K02335	494.82
K02336	79.94
K02337	595.11
K02338	494.14
K02339	178.56
K02340	493.64
K02341	493.64
K02342	1111.56
K02343	493.97
K02344	75.94
K02345	84.68
K02346	498.33
K02347	98.99
K02348	187.14
K02351	5.8
K02352	99.8300000000001
K02355	510.34
K02356	571.74
K02357	493.64
K02358	672.93
K02361	288.71
K02362	71.4
K02363	81.03
K02364	72.03
K02371	16.1
K02372	280.95
K02377	67.39
K02379	314.31
K02380	76.94
K02381	69.38
K02383	0
K02385	0.73
K02386	71.83
K02387	73.06
K02388	74.07
K02389	73.57
K02390	73.57
K02391	74.66
K02392	72.33
K02393	72.83
K02394	74.66
K02395	67.62
K02396	73.07
K02397	72.06
K02398	69.81
K02399	69.06
K02400	100.85
K02401	73.06
K02402	70.54
K02403	68.21
K02404	2.67
K02405	71.63
K02406	79.12
K02407	73.52
K02408	72.94
K02409	75.27
K02410	72.44
K02411	72.93
K02412	75.27
K02413	69.41
K02414	70.02
K02415	74.14
K02416	74.89
K02417	74.57
K02418	70.86
K02419	73.39
K02420	73.06
K02421	73.06
K02422	71.05
K02423	68.42
K02424	279.1
K02425	66.86
K02426	155.75
K02427	178.81
K02428	641.22
K02429	236.61
K02430	94.05
K02431	91.04
K02433	539.02
K02434	417.7
K02435	417.7
K02436	55.68
K02437	390.21
K02438	333.92
K02439	77.64
K02440	274.09
K02441	77.47
K02442	2
K02443	129.9
K02444	284.32
K02445	333.65
K02446	298.45
K02448	1.26
K02450	1
K02451	9.05
K02452	25.12
K02453	32.1
K02454	35.01
K02455	31.27
K02456	35.03
K02457	28.49
K02458	29.68
K02459	29.69
K02460	29.43
K02461	29.43
K02462	28.07
K02463	11.78
K02464	9.91
K02465	7.83
K02466	75.77
K02467	75.89
K02468	75.89
K02469	497.37
K02470	497.37
K02471	214.43
K02472	181.16
K02473	37.25
K02474	40.19
K02475	100.28
K02476	109.72
K02477	111.84
K02478	122.96
K02479	0
K02480	1.3
K02481	1.14
K02482	1.01
K02483	363.37
K02484	351.8
K02485	75.77
K02486	0.33
K02487	38.43
K02488	2.15
K02490	0
K02491	0
K02492	489.32
K02493	508.02
K02494	176.8
K02495	721.81
K02496	175.28
K02497	19.17
K02498	177.62
K02499	101.36
K02500	472.49
K02501	473.82
K02502	103.07
K02503	282.86
K02504	75.89
K02505	82.51
K02506	74.79
K02507	82.48
K02508	66.51
K02509	166.23
K02510	266.62
K02511	71.42
K02517	500.74
K02518	507.69
K02519	496.5
K02520	493.64
K02521	75.94
K02523	178.81
K02525	21.66
K02526	104.88
K02527	181.34
K02528	493.64
K02529	1157.09
K02530	100.67
K02531	2.04
K02532	90.4
K02533	176.12
K02535	179.01
K02536	179.1
K02538	96.78
K02545	79.81
K02547	79.81
K02548	388.9
K02549	388.26
K02550	14.04
K02551	388.26
K02552	187.88
K02553	196.25
K02554	121.25
K02556	74.53
K02557	101.38
K02558	175.3
K02560	76.1
K02562	75.77
K02563	493.64
K02564	375.73
K02565	75.77
K02566	274.79
K02567	70.37
K02568	68.04
K02569	68.29
K02570	68.04
K02571	1.01
K02572	67.28
K02573	67.03
K02574	67.03
K02575	263.51
K02584	1.01
K02585	1.01
K02586	1.01
K02587	1.01
K02588	1.51
K02589	0
K02590	0
K02591	1.01
K02592	1.01
K02593	1.01
K02594	1
K02595	1.01
K02596	1.01
K02597	2.01
K02598	67.39
K02600	493.76
K02601	487.58
K02609	125.97
K02610	125.97
K02611	125.97
K02612	125.97
K02613	125.97
K02614	135.56
K02615	21.06
K02616	23.23
K02617	22.02
K02618	124.73
K02619	311.36
K02621	279.77
K02622	279.77
K02623	1.25
K02624	154.15
K02625	2.05
K02626	0.2
K02634	0
K02635	0
K02636	0
K02637	0
K02638	0
K02639	0.5
K02640	0
K02641	0
K02642	0
K02643	0
K02647	135.37
K02650	61.69
K02651	21.57
K02652	101.39
K02653	101.73
K02654	263.1
K02655	200.32
K02656	101.03
K02657	3.61
K02658	3.61
K02659	3.61
K02660	3.61
K02661	0.5
K02662	3.81
K02663	100.86
K02664	100.86
K02665	100.66
K02666	100.86
K02667	16.16
K02668	16.16
K02669	177.17
K02670	198.33
K02671	101.16
K02672	101.99
K02673	99.5
K02674	104.4
K02676	100.41
K02679	64.64
K02680	75.94
K02681	75.94
K02682	75.89
K02686	76.6
K02687	280.8
K02688	67.93
K02689	0
K02690	0
K02691	0
K02692	0
K02693	0
K02694	0
K02696	0
K02697	0
K02698	0
K02699	0
K02700	0
K02702	0
K02703	0
K02704	0
K02705	0
K02706	0
K02707	0
K02708	0
K02709	0
K02710	0
K02711	0
K02712	0
K02713	0
K02714	0
K02715	0
K02716	0
K02717	0
K02718	0
K02719	0
K02720	0
K02722	0
K02723	0
K02724	0
K02742	77.17
K02744	29.08
K02745	26.96
K02746	26.96
K02747	26.96
K02750	183.43
K02753	46.65
K02755	79.81
K02756	0
K02757	447.41
K02759	152.62
K02760	165.34
K02761	180.26
K02763	0
K02765	193.16
K02768	1.36
K02769	1.22
K02770	644.36
K02771	0.25
K02773	240.64
K02774	240.47
K02775	237.42
K02777	242.42
K02778	8.91
K02779	79.26
K02781	98.1
K02783	179.38
K02784	76.14
K02786	100.73
K02788	102.27
K02791	161.71
K02793	41.16
K02794	118.45
K02795	117.45
K02796	104.03
K02798	108.07
K02799	0
K02800	280.74
K02802	0.33
K02803	0.66
K02804	256.43
K02805	76.14
K02806	178.32
K02810	367.13
K02812	27.85
K02813	21.78
K02814	21.78
K02815	21.64
K02819	182
K02821	489.52
K02822	302.93
K02823	2.74
K02824	275.93
