reactions	GI_11
K00001	184.749238801261
K00003	135.450382334417
K00004	1.09896845088235
K00005	1.89980351445378
K00006	201.074009443463
K00007	1.09896845088235
K00008	0.5
K00009	1.6140892287395
K00010	1.32837494302521
K00011	184.749238801261
K00012	30.4511093546556
K00013	122.578672379866
K00014	128.850382334417
K00015	0.5
K00016	110.797997720908
K00018	0.5
K00019	1.44940649214286
K00020	44.5749101410252
K00021	0
K00022	44.5749101410252
K00024	11.8388598709413
K00025	11.8388598709413
K00026	11.8388598709413
K00027	42.5691958553109
K00028	42.5691958553109
K00029	80.6235657532943
K00030	0.285714285714286
K00031	74.7920256584128
K00033	1.91843705482645
K00034	0.5
K00036	2.35272276911217
K00039	0
K00040	42.2294064921429
K00041	41.5989684508824
K00042	19.1998035144538
K00043	0
K00045	0.5
K00046	0.729406492142857
K00048	41.5426606573109
K00049	0.5
K00050	0.5
K00052	126.210382334417
K00053	126.210382334417
K00054	0
K00057	201.074009443463
K00058	200.157049004763
K00059	200.288295157749
K00060	2.1140892287395
K00066	0
K00067	71.7229345545669
K00068	1.32837494302521
K00073	0.229406492142857
K00074	0
K00075	201.074009443463
K00077	126.210382334417
K00082	29.8853950689413
K00086	0
K00087	20.3136507936508
K00088	199.983947331662
K00090	0.229406492142857
K00094	0.82837494302521
K00096	201.074009443463
K00097	13.7810820931636
K00098	0.729406492142857
K00099	200.157049004763
K00100	2.60690495881886
K00101	110.797997720908
K00102	2.04837494302521
K00103	0
K00104	18.3057142857143
K00105	0
K00106	20.3136507936508
K00110	19.6340892287395
K00111	0
K00112	0
K00113	0
K00116	1.81896845088235
K00121	184.749238801261
K00122	3.61980351445378
K00123	0
K00125	0
K00126	0
K00128	2.3340892287395
K00130	1.81896845088235
K00132	45.4338250645201
K00133	200.157049004763
K00134	198.950235996849
K00135	2.8340892287395
K00137	2.3340892287395
K00139	1.32837494302521
K00140	2.04837494302521
K00145	128.850382334417
K00146	1.09896845088235
K00147	134.664668048702
K00149	2.3340892287395
K00150	198.950235996849
K00151	1.32837494302521
K00156	1.32837494302521
K00158	0
K00160	2.8340892287395
K00161	128.850382334417
K00162	128.850382334417
K00163	128.850382334417
K00164	2.04837494302521
K00165	0.5
K00166	0.5
K00167	0.5
K00169	184.760028878847
K00170	184.760028878847
K00171	184.760028878847
K00172	184.760028878847
K00174	27.0247706422018
K00175	27.0247706422018
K00176	27.0247706422018
K00177	27.0247706422018
K00179	0
K00199	0
K00207	0
K00208	28.573145585227
K00209	2.54837494302521
K00210	74.1599621663493
K00211	72.8219030054493
K00215	59.2702274044286
K00216	0.82837494302521
K00220	128.564668048702
K00226	43.2559416901429
K00228	44.0749101410252
K00229	1.6140892287395
K00231	0
K00238	13.0588598709413
K00239	29.8588598709413
K00240	29.8588598709413
K00241	29.8588598709413
