KO	oral_17
K00001	0.000484902578596956
K00002	0.000114434472819475
K00003	0.000399284420746909
K00004	8.6231249711902e-05
K00005	0.000333571786896317
K00007	2.09015430556304e-06
K00008	0.000119104943744233
K00009	0.000124797212293569
K00010	0.000150838331252775
K00012	0.000628689800718289
K00013	0.000152122363251562
K00014	0.000608951312606833
K00015	9.8716030703107e-05
K00016	0.000595099718776669
K00018	9.25149310314568e-05
K00019	0.000217117123915215
K00020	0.000156726338892626
K00021	5.15702827967956e-08
K00023	0.000275567865241154
K00024	9.20588340098882e-05
K00027	0.000356084933908929
K00029	0.000420136148105906
K00030	0.000192923633084293
K00031	0.00027161812107533
K00032	2.10734439982864e-06
K00033	0.00041570869604055
K00034	0.000198841449429564
K00035	7.34651554238407e-05
K00036	0.000354051267902116
K00038	0.00013467587983662
K00039	3.43801885311971e-08
K00040	3.25697992972735e-05
K00041	4.37311865053122e-06
K00042	5.12369757125393e-06
K00043	0.000114071412350748
K00045	6.8239302329968e-06
K00046	0.000319951620231708
K00048	7.14640008219541e-05
K00050	2.20726182274742e-06
K00052	0.000433893445956832
K00053	0.000353305309715388
K00054	0.000440306646693126
K00055	4.20831272537143e-05
K00057	0.000511887334598776
K00058	0.000643461724860324
K00059	0.00243424170971816
K00060	1.20502244515178e-05
K00064	3.11973806982145e-05
K00065	0.000254852228105641
K00066	6.30204971490215e-06
K00067	0.00052237836487411
K00068	0.000126992334247398
K00073	3.68754399293016e-07
K00074	0.000145113453002584
K00075	0.000514224275326189
K00076	2.23069714015133e-05
K00077	0.000424091247403815
K00082	0
K00086	6.50025581891358e-05
K00087	0
K00088	0.000584793031842288
K00090	1.71844760758064e-05
K00091	3.99767008972789e-05
K00094	4.7472340845219e-06
K00096	7.80842206562478e-06
K00097	3.62679708048368e-05
K00098	7.85736634678194e-06
K00099	7.56655971275191e-05
K00100	2.15366185740703e-06
K00101	0.000108262189030553
K00102	1.64718433965243e-05
K00103	1.63467052656926e-06
K00104	5.16436054374566e-05
K00105	0.000410224435350232
K00108	4.69208457693524e-05
K00111	0.00043785457486079
K00112	3.28164179901714e-05
K00113	3.28379056080034e-05
K00114	1.62924490306668e-06
K00116	3.59697075669919e-05
K00117	1.67603419089586e-07
K00118	1.13418225308854e-05
K00121	9.48712870902529e-05
K00122	2.97671615936235e-06
K00123	0.000118691074554186
K00124	7.42351077052392e-05
K00125	0
K00126	2.09015430556304e-06
K00127	5.9714938704027e-05
K00128	0.000473433796946906
K00129	5.15702827967955e-08
K00130	0.00013042117814846
K00131	0.000367461041360517
K00132	0.000175704580614727
K00133	0.000466894359356913
K00134	0.00066378931331326
K00135	0.000399478952583172
K00137	2.31267261907454e-05
K00138	3.54728866382981e-05
K00140	0.000291527433438292
K00141	0.000153747251950335
K00145	0.000152503042537335
K00146	4.97350615500098e-05
K00147	0.000495374897614339
K00148	3.11810739109635e-05
K00150	3.25924187275748e-06
K00151	2.76002300914894e-05
K00152	6.69835512594267e-07
K00153	1.07912241689337e-05
K00154	2.83281517020575e-05
K00156	1.43637401116037e-05
K00158	0.000174398955528192
K00161	0.000452538085146199
K00162	0.000458971688503754
K00163	5.12893554653491e-05
K00164	5.2010014354738e-05
K00166	2.3196034597777e-06
K00167	0.000100539227179995
K00169	0
K00170	0
K00171	0
K00172	0
K00174	2.21420548325096e-05
K00175	2.20775919790136e-05
K00176	1.89962675819051e-05
K00177	1.89962675819051e-05
K00179	1.48517358544693e-06
K00180	5.74843297505049e-07
K00183	1.93388560487983e-07
K00184	1.66831063788487e-05
K00185	1.22221570228405e-06
K00186	0
K00187	0
K00188	0
K00193	0
K00194	0
K00196	5.29626804323091e-06
K00197	0
K00198	6.44628534959947e-08
K00200	9.56915247451649e-07
K00201	0
K00202	1.22221570228405e-06
K00205	0
K00208	8.10060107767182e-05
K00209	6.3111138435177e-05
K00210	0
K00214	0
K00215	0.000426673160618576
K00216	1.33442041293757e-05
K00217	3.12811368493771e-06
K00218	1.92072443895774e-06
K00219	0.0001213178837808
K00220	0.000156972396106394
K00221	1.45256296544308e-07
K00226	0.000453394872065878
K00228	3.3123700078471e-06
K00230	1.77417748955925e-05
K00231	7.07537270921031e-05
K00232	4.29752356639964e-08
K00239	0.000130465165082393
K00240	5.57715026349239e-05
K00241	3.58677371133224e-05
K00242	3.68272361984228e-06
K00243	0.000443790213430991
K00244	0.00131671834262539
K00245	5.48965168579321e-05
K00246	5.48965168579321e-05
K00247	3.5900249276027e-05
K00248	3.16109659836323e-05
K00249	5.80937911298883e-05
K00252	7.89922883565256e-05
K00253	1.341481084304e-05
K00254	7.66040723418925e-05
K00255	7.73554241951935e-08
K00256	9.33583275755742e-07
K00257	0
K00259	0.000212260778650682
K00260	6.86059426493033e-06
K00261	1.10571731853286e-05
K00262	0.000412318679047266
