function.	skin_19
K00001	49.5933764
K00002	0.174216
K00003	89.6928772
K00004	9.825784
K00005	41.4437781
K00007	2.2996516
K00008	27.5043554
K00009	40.4817283
K00010	7.565331
K00011	0.4878049
K00012	45.079041
K00013	52.0086331
K00014	110.4816987
K00015	0.4181185
K00016	124.7355033
K00018	3.7891986
K00019	21.3956441
K00020	16.8191058
K00021	0
K00023	11.2195122
K00024	16.0623586
K00027	68.1225979
K00028	3.6208197
K00029	15.4587689
K00030	1.0452962
K00031	65.9412606
K00032	0.4878049
K00033	70.6752669
K00034	6.0511034
K00035	0
K00036	76.7035007
K00038	0.5574913
K00039	0.2090592
K00040	4.2900697
K00041	1.2325784
K00042	9.8954704
K00043	2.0905923
K00045	0.2221254
K00046	36.7126604
K00048	0.3048781
K00050	6.4939025
K00052	74.9925915
K00053	79.1364186
K00054	74.0654001
K00055	0.4181185
K00057	101.1033685
K00058	69.1345327
K00059	224.8838118
K00060	4.716899
K00064	3.1358885
K00065	2.2212544
K00066	0
K00067	58.8432148
K00068	5.0025743
K00073	1.5098722
K00074	15.2606207
K00075	100.1524393
K00076	0.0696864
K00077	118.2021926
K00082	0
K00086	0
K00087	1.4634146
K00088	106.6289202
K00090	2.0209059
K00091	4.4592119
K00094	0
K00096	5.1346582
K00097	17.1123694
K00098	0.6968641
K00099	20.6867016
K00100	12.2742825
K00101	14.0069687
K00102	5.5052265
K00103	0.1393728
K00104	6.9570267
K00105	19.0093036
K00106	0
K00108	41.7770036
K00111	43.5714286
K00112	2.2648084
K00113	2.2648084
K00114	4.9477352
K00116	77.5029037
K00117	0.7665505
K00118	0
K00119	7.3170732
K00121	17.4321396
K00122	24.2508711
K00123	49.3742742
K00124	9.5470384
K00126	4.738676
K00127	9.3379791
K00128	132.5696866
K00129	0
K00130	40.5008711
K00131	27.6087504
K00132	0
K00133	90.0714378
K00134	143.2621955
K00135	49.1620869
K00137	0.6968641
K00138	0
K00140	15.901568
K00141	3.4843206
K00145	53.902514
K00146	4.0418119
K00147	59.765527
K00148	2.7874565
K00150	0.152439
K00151	2.0209059
K00152	0
K00153	2.6132404
K00154	4.2508711
K00155	2.0209059
K00156	8.3972126
K00158	47.270017
K00161	92.2775156
K00162	92.2078292
K00163	21.4634147
K00164	49.7560977
K00166	33.1707317
K00167	33.1707317
K00169	4.8780488
K00170	4.8780488
K00171	0
K00172	4.8780488
K00174	34.6036586
K00175	34.6036586
K00176	0.4573171
K00177	0.4573171
K00179	1.402439
K00180	1.402439
K00184	0.4878049
K00185	0.4878049
K00194	0.3048781
K00196	0.152439
K00197	0.3048781
K00198	0.4573171
K00200	0.4181185
K00201	0.4181185
K00202	0.4181185
K00207	0.0696864
K00208	48.9895471
K00209	2.5348432
K00210	1.6260163
K00211	0
K00214	0
K00215	85.2800929
K00216	2.5087108
K00217	1.2543554
K00218	0.2787456
K00219	3.4843206
K00220	0
K00221	0.7549361
K00224	0.9756098
K00226	131.1221223
K00228	4.8780488
K00230	0.174216
K00231	40.0000001
K00232	0
K00239	52.8368178
K00240	52.5435541
K00241	50.9407667
K00242	14.4250872
K00243	80.0352026
K00244	19.7623987
K00245	0
K00246	0
K00247	0
K00248	2.9268293
K00249	47.3867598
K00252	32.588934
K00253	6.6898955
K00254	0
K00255	0.4181185
K00256	1.2543554
K00257	38.2578398
K00258	0
K00259	78.6227057
K00260	44.2508712
K00261	5.0304878
K00262	47.898452
K00263	3.9372822
K00265	41.7200541
K00266	47.4488578
K00270	0
K00271	0
K00273	0
K00274	4.1463415
K00275	11.9512196
K00276	0.0696864
K00278	16.6761259
K00279	0
K00280	0.174216
K00281	16.6666667
K00282	37.195122
K00283	37.9500581
K00284	0.6968641
K00285	28.3391406
K00286	94.0730183
K00287	101.7080508
K00290	8.042674
K00292	0
K00293	0
K00294	31.9860627
K00297	42.5876769
K00298	0
K00299	29.3263647
K00301	0.4878049
K00302	2.5783972
K00303	5.7142857
K00304	2.5087108
K00305	2.5783972
K00309	0
K00311	13.2404182
K00313	2.0557491
K00314	0
K00315	0.4878049
K00316	2.4390244
K00317	20.1452399
K00318	34.0418119
K00320	0
K00322	0.4878049
K00324	26.4808363
K00325	20.2918119
K00329	3.3449477
K00330	14.56446
K00331	15.1916377
K00332	16.5505227
K00333	16.1672475
K00334	20.2743903
K00335	22.144309
K00336	14.8388502
K00337	14.6341464
K00338	16.5505227
K00339	14.56446
K00340	14.6341464
K00341	14.6341464
K00342	16.1672475
K00343	14.56446
K00344	30.2090594
K00346	7.3170732
K00347	12.347561
K00348	12.347561
K00349	12.347561
K00350	12.347561
K00351	12.347561
K00353	0
K00354	0.2787456
K00355	13.5373936
K00356	11.0047057
K00358	5.0177958
K00359	14.644773
K00360	0
K00362	41.3487225
K00363	38.7224159
K00364	68.5183857
K00365	0
K00366	0
K00367	0
K00368	12.0325204
K00370	38.292683
K00371	39.8722416
K00372	3.1358885
K00373	40.0464577
K00374	39.8722416
K00375	68.5014131
K00376	2.253194
K00378	6.2195122
K00380	43.4727062
K00381	21.2311267
K00382	165.3840091
K00383	57.9787351
K00384	185.8108235
K00385	0.152439
K00386	0
K00387	0
K00389	0.0696864
K00390	18.227352
K00392	0.3484321
K00394	0
K00395	0
K00397	0
K00404	9.8954704
K00405	9.8954704
K00406	6.097561
K00407	5.1219512
K00410	0
K00411	12.195122
K00412	12.1254356
K00413	11.6376307
K00423	0.2090592
K00425	50.7858281
K00426	52.226014
K00427	0
K00428	5.6097561
K00432	108.5027751
K00433	10.7992385
K00435	0.9756098
K00436	1.6027875
K00437	0
K00441	0
K00446	3.4277004
K00448	3.7630662
K00449	3.7630662
K00450	3.4843206
K00451	4.5993032
K00452	0.8362369
K00453	5.4355401
K00455	2.0209059
K00456	0
K00457	10.3832753
K00459	55.1916378
K00462	0.1393728
K00464	0
K00466	0.2787456
K00467	0
K00468	0
K00469	0
K00470	0.6271777
K00471	1.3240418
K00472	3.1358885
K00476	1.6027875
K00477	3.3449477
K00478	0
K00479	2.8571429
K00480	5.5749129
K00481	4.3205575
K00483	2.0209059
K00484	9.3495935
K00485	0.0696864
K00486	0
K00491	31.7073171
K00492	10.7200929
K00493	0.6271777
K00494	0
K00495	0
K00496	2.0209059
K00499	2.5087108
K00500	4.3902439
K00504	0
K00505	0.3484321
K00507	5.7142857
K00508	0
K00510	24.3321719
K00514	0
K00517	7.9765797
K00518	0
K00520	7.4898524
K00523	7.7932637
K00524	0
K00525	119.3729274
K00526	113.3185612
K00527	89.005562
K00528	24.6167248
K00529	8.2229965
K00530	0
K00531	0
K00532	0
K00533	0
K00534	0
K00535	0
K00537	33.7276244
K00538	0
K00539	0
K00540	102.5503792
K00543	0.7665505
K00547	54.3613876
K00548	10.9756098
K00549	83.0454131
K00554	99.2926144
K00555	0
K00556	0
K00557	5.5150449
K00558	93.9775289
K00559	0
K00560	94.9027297
K00561	17.6622724
K00563	30.5003773
K00564	46.3414636
K00566	97.7206739
K00567	94.863097
K00568	12.7526133
K00569	0.4878049
K00570	0
K00571	46.6465661
K00573	18.9895471
K00574	12.3653867
K00575	8.5670732
K00577	0
K00584	0
K00587	0
K00588	0.0696864
K00590	0.5919753
K00594	0
K00595	4.9608014
K00596	0.9756098
K00598	3.5888502
K00599	63.8596935
K00600	102.6088853
K00602	97.0942146
K00603	11.9201031
K00604	104.0900808
K00605	54.6864113
K00606	46.6772035
K00607	0.0696864
K00608	0.152439
K00609	99.8217881
K00610	12.9573171
K00611	124.2225688
K00612	3.9721255
K00613	1.8118467
K00614	9.5046518
K00615	165.9484901
K00616	87.8606903
K00617	0
K00619	3.8327526
K00620	51.2994362
K00624	0
K00625	89.8395689
K00626	141.2702807
K00627	104.0109651
K00631	0.7621951
K00632	21.7766443
K00633	1.7189315
K00634	2.4869338
K00635	0
K00638	3.1682173
K00639	36.9377942
K00640	100.4373813
K00641	46.5621371
K00643	3.0197445
K00645	95.2703943
K00646	1.0801394
K00647	4.9245064
K00648	102.9206781
K00651	30.4836891
K00652	42.0673636
K00653	0
K00654	0
K00655	113.673055
K00656	116.0960497
K00657	23.9304873
K00658	48.292683
K00661	25.8723375
K00662	1.3846582
K00663	0.0696864
K00666	31.3501743
K00672	0.4181185
K00673	4.5993032
K00674	51.5551327
K00675	4.4033101
K00676	4.3521678
K00677	12.1254356
K00680	58.4726465
K00681	53.2984902
K00683	3.1682173
K00684	15.3963415
K00685	4.8083624
K00686	0
K00687	35.7555948
K00688	68.5824296
K00689	6.6387682
K00690	22.7825623
K00691	7.8760163
K00692	4.1790294
K00693	0
K00694	10.6736503
K00695	0
K00696	0
K00697	11.3937283
K00698	0
K00700	43.9117786
K00701	1.8104099
K00702	0
K00703	39.034089
K00705	64.8762979
K00712	58.2803502
K00713	0
K00720	7.3860412
K00721	6.3066202
K00737	0.2090592
K00745	0.9052049
K00748	12.1254356
K00752	14.0306764
K00754	9.9386952
K00756	61.5863389
K00757	21.6431985
K00758	6.1672474
K00759	100.0130665
K00760	101.9864222
K00761	102.6259477
K00762	98.5452965
K00763	101.6510564
K00764	97.9181188
K00765	52.2307585
K00766	66.1285878
K00767	37.8457082
K00768	5.6616617
K00769	0
K00772	0.3048781
K00773	97.9878052
K00776	0
K00777	0.4878049
K00782	20.836237
K00783	89.4432274
K00784	79.8388504
K00785	7.3170732
K00786	16.1916736
K00788	96.1697023
K00789	111.875816
K00790	176.982067
K00791	100.4703836
K00793	62.4641991
K00794	64.8916091
K00795	11.8466899
K00796	96.6038654
K00797	28.5744371
K00798	12.2212544
K00799	66.7636532
K00800	99.4381536
K00801	4.4483159
K00803	1.8945993
K00805	61.5350768
K00806	100.1524393
K00808	1.5331011
K00809	0
K00810	0
K00812	5.3306513
K00813	3.5569106
K00817	99.9489627
K00818	6.6979178
K00819	55.4587689
K00820	104.0418122
K00821	14.7212544
K00822	5.8536586
K00823	33.2752614
K00824	36.2630662
K00826	103.1297374
K00829	0
K00830	3.1489547
K00831	35.6247981
K00832	17.1428572
K00833	42.1613714
K00835	7.6219513
K00836	2.3127178
K00837	6.2020906
K00839	15.8536586
K00840	0
K00841	65.0496308
K00842	5.1829269
K00843	0
K00844	2.5914634
K00845	93.6600186
K00847	86.7893515
K00848	11.0631668
K00849	44.2790841
K00850	96.0148086
K00851	44.8544608
K00852	52.9606399
K00853	31.3487225
K00854	15.9676324
K00855	2.369338
K00856	4.3205575
K00857	83.1834389
K00858	100.1524393
K00859	98.3754358
K00860	10.5691057
K00862	0
K00863	22.5636698
K00864	77.9474391
K00865	116.9439009
K00867	48.780488
K00868	115.5544384
K00869	73.9957136
K00870	0
K00872	72.6193471
K00873	103.9456341
K00874	60.9146493
K00875	0.0696864
K00876	93.8164538
K00878	72.393929
K00879	1.8104099
K00880	2.4154514
K00881	0
K00882	85.7734655
K00883	2.4390244
K00884	0.2090592
K00885	0
K00886	5.5749129
K00887	0.0696864
K00891	94.0283867
K00892	0
K00895	4.8780488
K00897	7.8706132
K00899	0.2221254
K00901	90.4652948
K00903	0.8246225
K00906	4.2508711
K00912	12.195122
K00917	82.6009228
K00918	0
K00919	75.4179241
K00924	4.0185831
K00925	107.1319765
K00926	102.4919629
K00927	102.2560979
K00928	120.978813
K00929	2.4172474
K00930	51.3128616
K00931	60.6754466
K00932	0
K00934	0
K00936	90.3356505
K00937	33.4676324
K00938	74.4483161
K00939	99.6998369
K00940	95.8863468
K00941	76.9441403
K00942	97.5609759
K00943	100.5353554
K00945	95.5792686
K00946	17.1428572
K00947	0.4878049
K00948	144.3844372
K00949	53.4037384
K00950	77.8323427
K00951	105.4849315
K00952	0
K00954	99.7459353
K00955	2.5348432
K00956	11.2775842
K00957	14.5441348
K00958	6.039489
K00960	0.0696864
K00962	99.6301504
K00963	112.7236524
K00965	41.9482712
K00966	0
K00968	0
K00969	99.6646344
K00970	19.3292684
K00971	4.9825784
K00972	2.0905923
K00973	61.570429
K00974	90.1742163
K00975	74.3159779
K00978	2.2343206
K00979	11.9163764
K00980	35.6355293
K00981	102.2430317
K00982	17.0034844
K00983	15.1535915
K00984	22.4967372
K00985	0.0696864
K00986	2.1595603
K00988	1.3937282
K00989	17.0731708
K00990	12.195122
K00991	90.0963129
K00992	0.1393728
K00995	109.255586
K00996	0.0696864
K00997	100.2221257
K00998	0
K00999	0
K01000	100.2221257
K01002	1.1295006
K01003	1.0452962
K01004	0
K01005	7.3113259
K01006	31.6326617
K01007	17.0147545
K01008	9.3641115
