KO	air_8
K00248	0.000351201426932549
K00249	0.000639363088333221
K00252	0.000530759190203125
K00253	0.000168931185686489
K00254	0.000435537738802377
K00255	5.84121764446709e-05
K00256	0
K00257	1.24052490832208e-06
K00259	0.000447304424708983
K00260	0.000169469847031212
K00261	0.000184925499834315
K00262	0.000309190013038212
K00263	2.18038402239141e-05
K00265	0.000304529142269377
K00266	0.000364088641910456
K00270	0
K00271	1.21989233053097e-06
K00273	3.94285358738697e-05
K00274	0.000234994295013311
K00275	6.32186978744109e-05
K00276	4.54900636651238e-07
K00278	4.02998622030516e-05
K00281	0.000352469347543873
K00282	0.000350865814747876
K00283	0.000323835970638434
K00284	0.000412743998540288
K00285	0.000235031491822241
K00286	0.000482706936187232
K00287	0.000466975724421649
K00288	0
K00290	4.6434926081382e-06
K00293	3.62155535626383e-07
K00294	0.00019052645024493
K00297	0.000449515489111584
K00298	6.45181275595976e-07
K00299	0.000471031924954138
K00301	4.5899859856073e-05
K00302	5.47699416136987e-06
K00303	2.38999375260274e-05
K00304	1.79393832049711e-06
K00305	1.79393832049711e-06
K00311	2.24003014150548e-05
K00313	4.08296823573037e-05
K00314	0
K00315	7.17665890556378e-07
K00316	7.30956251949152e-07
K00317	1.72023879422532e-06
K00318	0.000152405556425144
K00320	0
K00322	0.000147320914986464
K00324	0.000105966970511883
K00325	6.39735492362699e-05
K00329	0.000116308243044862
K00330	2.21387253517693e-05
K00331	2.20914876732093e-05
K00332	2.1729332137583e-05
K00333	2.20914876732093e-05
K00334	2.19967394998167e-05
K00335	2.31231449936834e-05
K00336	2.20843534512769e-05
K00337	2.21387253517693e-05
K00338	2.24536432088357e-05
K00339	2.23166053708633e-05
K00340	2.20914876732093e-05
K00341	4.28329693391989e-05
K00342	2.51275752650885e-05
K00343	0.000125153549206014
K00344	0.000989259585044916
K00346	1.9918554459451e-05
K00347	1.9918554459451e-05
K00348	1.9918554459451e-05
K00349	2.02807099950774e-05
K00350	2.17656715566684e-05
K00351	2.0143672157105e-05
K00354	0.000340681172151118
K00355	1.87485803305229e-05
K00356	0.000116308243044862
K00360	4.81715478268158e-07
K00362	0.000418462560509858
K00363	0.000190031117854315
K00364	0.000350282903518165
K00365	1.08646660687915e-06
K00366	1.32448893533683e-06
K00367	4.01053712860509e-05
K00368	0.000354956889090504
K00370	0.000275901665968583
K00371	0.000274155166502305
K00372	4.18760936701144e-05
K00373	0.000273039733462846
K00374	0.000273039733462846
K00375	0.000628411104101871
K00376	6.10190885118057e-07
K00380	0.000368274076579823
K00381	4.64318113717712e-05
K00382	0.00164746334545884
K00383	0.000638886317746965
K00384	0.00125330108116325
K00385	0
K00387	1.96823660666512e-07
K00389	0.000186150277636833
K00390	0.000244675190584907
K00392	0.000222124573249783
K00394	0
K00395	0
K00400	0.000195687762186176
K00404	1.95494178054403e-05
K00405	1.96248668753624e-05
K00406	5.51226701554368e-05
K00407	1.84699323169455e-05
K00410	7.24311071252765e-07
K00411	1.88320878525719e-05
K00412	1.95563989238247e-05
K00413	1.88399607989986e-05
K00423	7.02576076571946e-07
K00424	7.24311071252765e-07
K00425	0.000326490481505661
K00426	0.000351144629467261
K00427	1.26867049629864e-06
K00428	4.85584445642438e-06
K00432	0.000497762041025447
K00433	3.29900253328234e-06
K00435	0.000149948519720254
K00436	4.9565540728086e-06
K00437	7.24311071252765e-07
K00440	0
K00441	0
K00442	0
K00446	5.94436023329219e-05
K00448	8.66266081557191e-05
K00449	0.000125953235732705
K00450	8.39818979208475e-05
K00451	1.50397074800375e-06
K00452	3.62155535626383e-07
K00453	1.11718239247458e-06
K00455	0
K00456	0
K00457	3.92807524393903e-05
K00459	0.000496780563750658
K00462	0
K00464	2.8670646570422e-07
K00466	1.12978959863678e-05
K00467	3.98381670685676e-05
K00469	0
K00471	0
K00472	3.62155535626383e-07
K00476	0
K00477	3.62155535626383e-07
K00479	4.04403805137248e-05
K00480	0.000149644679268693
K00481	8.73933602308347e-05
K00483	3.55510354929996e-07
K00484	2.05199237009251e-05
K00485	0
K00486	1.6659522503518e-06
K00491	0.000149182484189711
K00493	1.70777329571644e-06
K00494	5.51106249866234e-08
K00496	8.03450586223782e-05
K00499	3.77245349610817e-07
K00500	1.44862214250553e-06
K00504	0
K00505	1.46982594676165e-06
K00507	2.32230050290855e-06
K00508	4.04364739377228e-06
K00514	3.93647321333024e-08
K00518	0
K00520	0.000303087994230958
K00523	1.89595324443868e-05
K00524	0
K00525	0.00055927636383058
K00526	0.000713219984082068
K00527	0
K00528	0.000399466906992478
K00529	0.000441129592172679
K00531	0
K00532	3.62155535626383e-07
K00533	3.62155535626383e-07
K00534	0
K00537	0.000359024297062405
K00544	0
K00547	0.000241748470719746
K00548	0.000168824492566758
K00549	0.000716947649873212
K00554	0.000445032656452225
K00555	0
K00556	6.65167711481606e-08
K00557	2.68167038542558e-05
K00558	0.000261447317570867
K00560	0.000454649219797285
K00561	8.67191978830214e-05
K00563	0.000274909829153328
K00564	0.000174972627487269
K00566	0.000596584928281798
K00567	0.000447999081453617
K00568	5.25604691359496e-05
K00569	3.32583855740803e-08
K00570	2.2122979458916e-06
K00571	0.000247049594582356
K00573	0.000168439036803396
K00574	0.000533567773675267
K00575	3.77748343410297e-06
K00577	7.24311071252765e-07
K00584	0
K00587	0
K00588	0.000125031481135403
K00590	3.04249899927405e-07
K00594	1.07982142618276e-06
K00595	0.000108779951932847
K00596	2.87930322674786e-05
K00598	3.62155535626383e-07
K00600	0.000444914107708733
K00602	0.000445245830988877
K00603	2.89724428501106e-06
K00604	0.000543812061060223
K00605	0.000352749215543715
K00606	0.000347383958965313
K00608	0
K00609	0.000444619584388376
K00610	1.84699323169455e-05
K00611	0.000568050494902112
K00612	1.76389299347704e-06
K00613	3.62155535626383e-07
K00615	0.000495883372342018
K00616	0.000448797773020417
K00619	2.10754401982575e-06
K00620	0.000421856972507793
K00622	0
K00624	7.22855208896792e-06
K00625	0.000389705443211183
K00626	0.00125850172473551
K00627	0.000675820693335539
K00631	1.81077767813191e-06
K00632	0.000910589903151486
K00633	0.000152262783010407
K00634	2.6839074567993e-05
K00635	3.95413921200463e-07
K00638	7.77548449693276e-05
K00639	0.00035627206330468
K00640	0.000540691901581301
K00641	0.000591525848050082
K00643	5.58272177592442e-05
K00645	0.000187642545520781
K00646	0
K00647	0.000146044023188522
K00648	0.000183746158024964
K00651	6.89304923912395e-06
K00652	0.000419535859818728
K00655	0.000661851462318761
K00656	0.000425726135076347
K00657	5.85873585370953e-05
K00658	0.000642664684648518
K00661	0.000752101007087602
K00662	1.28455752125141e-06
K00663	2.12603649123602e-05
K00666	0.00115889385926442
K00672	3.62155535626383e-07
K00673	7.24311071252765e-07
K00674	0.000620023248810839
K00675	0.000150808164412228
K00677	3.95147355326867e-05
K00680	0.000124659848317031
K00681	0.000206239312482666
K00684	2.06839968627046e-05
K00686	3.62155535626383e-07
K00687	1.17004248241274e-05
K00688	0.000350782647651242
K00689	1.98517086879039e-06
K00690	3.15732765795791e-06
K00691	1.98137888986728e-05
K00692	2.32326192665981e-07
K00693	0
K00694	1.25461201711042e-05
K00695	0
K00696	1.04045669404946e-06
K00697	0.00026698407881715
K00698	0
K00700	0.000273747630820502
K00701	5.25206244831128e-07
K00702	7.24311071252765e-07
K00703	4.77559085971967e-05
K00705	0.000239888500666369
K00709	0
K00712	0.000464729845093083
K00713	0
K00720	2.95874239483441e-06
K00721	0.000322037872329479
K00728	0.000265460007604722
K00737	0
K00748	2.16517273799487e-05
K00752	3.38502418450269e-06
K00754	0.00021589784826886
K00756	0.000322238252976358
K00757	1.71077843762583e-05
K00758	0.000204991941840432
K00759	0.000447886727452614
K00760	0.000446343579920769
K00761	0.000491428134227723
K00762	0.000600999765065108
K00763	0.000442542245693912
K00764	0.000446671230537538
K00765	0.000411278228213522
K00766	0.000443054428353338
K00767	0.000164510814199555
K00768	0.000278552352859983
K00769	1.47042579395677e-06
K00771	0
K00772	1.44862214250553e-06
K00773	0.000444479003163445
K00776	1.2783312421826e-05
K00782	0.000204984295578074
K00783	0.000179034156643182
K00784	0.000272040079559999
K00785	1.89897137104392e-05
K00786	6.68183887092337e-06
K00788	0.000539212201134358
K00789	0.000451581792397131
K00790	0.000611609968924513
K00791	0.000496442031659201
K00793	0.000440371152868271
K00794	0.000439559138200209
K00795	0.000172637943251556
K00796	0.000668839864528737
K00797	5.90648531130065e-05
K00798	0.0001090909333167
K00799	0.000149688016840289
K00800	0.000472147927280998
K00801	0
K00803	5.01679101662588e-05
K00805	0.00047651170776926
K00806	0.000707890059809687
K00808	5.19614464159592e-07
K00809	7.24311071252765e-07
K00812	0.000517231991541191
K00813	2.13369969739877e-05
K00817	0.00100421494445328
K00819	0.000519847925405737
K00820	0.000447791944000956
K00821	0.000819269882130373
K00822	0.000102536711005111
K00823	0.000749809270338113
K00824	0.000151665910223594
K00826	0.000559800080927861
K00830	0.000157988741872762
K00831	0.000289118211616837
K00832	3.98371089189021e-05
K00833	0.000426190670861681
K00835	1.85580121766271e-05
K00836	8.31354828773707e-05
K00839	5.50838692524156e-06
K00840	2.26600094952738e-05
K00841	0.000162889835522932
K00842	0
K00844	0
K00845	0.000687759287887361
K00846	0
K00847	0.000354295504428435
K00848	4.02504386063018e-06
K00849	0.0003637219581027
K00850	0.000351122094077877
K00851	0.000685670272378116
K00852	0.00061277288436746
K00853	0.000156327143240312
K00854	0.000192636072535822
K00855	3.62155535626383e-07
K00856	7.57569456826846e-07
K00857	0.000221651758833668
K00858	0.000450172225271785
K00859	0.000444786201046874
K00860	0.000101550059126735
K00862	0
K00863	0.000181470458787745
K00864	0.00043682768560126
K00865	0.000682579596786613
K00867	0.000274513895995382
K00868	0.000473062041876558
K00869	0.000246564356108422
K00872	0.00042629340484156
K00873	0.000589551277686167
K00874	3.77866302892089e-05
K00875	0
K00876	0.000164822366924834
K00878	0.000290407157811017
K00879	4.24363207256524e-07
K00880	7.36770300653474e-07
K00881	0
K00882	0.000451624734118957
K00883	6.15603615756522e-07
K00884	5.55953883244992e-07
K00885	4.24363207256524e-07
K00886	0.000275448856070589
K00887	0.000132683582374403
K00891	0.000603024390149537
K00892	0
K00895	1.44862214250553e-06
K00897	2.29935186403882e-05
K00899	3.62155535626383e-07
K00901	2.14004349875307e-05
K00903	0.000139714895310819
K00906	3.62155535626383e-07
K00912	2.17615880801708e-05
K00917	0.000157129687963981
K00918	0
K00919	0.000438094087827214
K00925	0.000463333278936692
K00926	0.000263107787999949
K00927	0.000445816772782685
K00928	0.000594325400559347
K00929	1.24178488607769e-06
K00930	0.000413462313042769
K00931	0.000346203482306487
K00932	0
K00936	3.40982097598004e-06
K00937	5.10830956383288e-05
K00938	0.00020134133166453
K00939	0.000445210664033103
K00940	0.00044293130752353
K00941	0.000614555374822858
K00942	0.000472696899088398
K00943	0.000475958055687381
K00945	0.000534888224844293
K00946	0.000287959660726388
K00947	0
K00948	0.000455129020940104
K00949	0.00015778991812707
K00950	0.000443161829222127
K00951	0.000472231102755659
K00952	0
K00954	0.00044441995282878
K00955	0.000243246577820993
K00956	0.000216902674101297
K00957	0.000216902674101297
K00958	2.76214084885535e-05
K00960	0
K00962	0.000721699235187644
K00963	0.00055243367975308
K00965	0.000147391299131959
K00966	0.000268318523355015
K00968	0.000149254924434597
K00969	0.000587581586841489
K00970	0.000315593736058057
K00971	5.41593106267353e-06
K00972	4.69864551488858e-07
K00973	0.000310426943790459
K00974	0.000181881868355193
K00975	0.000286730536987968
K00978	1.08646660687915e-06
K00979	2.17776803371415e-05
K00980	0.00019967290593579
K00981	0.000445575272653164
K00982	0.000294841460281405
K00983	1.847314267722e-05
K00984	0.000103931332083263
K00986	4.51648132598691e-05
K00988	4.02395039584869e-08
K00989	0.000287551495277932
K00990	0.000238590062535338
K00991	0.000364496191992231
K00992	2.27628296215537e-05
K00995	0.000711686273485268
K00996	0.000312217004029125
K00997	0.000435353892612071
K00998	1.44862214250553e-06
K01000	0.000444844510363891
K01001	1.08646660687915e-06
K01002	4.08771580163752e-05
K01003	0
K01004	7.24311071252765e-07
K01006	3.25611757181728e-05
K01007	0.000116166737817592
K01008	0.000112362650415857
K01011	0.000765999852580629
K01012	0.000449713788367569
K01014	0
K01023	0
K01026	0.000122958723438536
K01027	1.4339569716064e-05
K01028	0.000241225052574519
K01029	0.000244337575586823
K01031	1.99840220234755e-05
K01032	4.93735890603243e-05
K01034	8.08504319825581e-06
K01035	4.90455710650077e-05
K01039	5.37838379261231e-05
K01040	5.37838379261231e-05
K01042	0.000112123339704496
K01046	0.000739569566896605
K01048	0.000312593119307124
K01051	2.58035819133798e-06
K01053	2.72622639318749e-06
K01055	0.000320440249246277
K01056	0.000705701847242204
K01057	0.000287444961972809
K01058	1.866039845817e-05
K01060	3.70844961976682e-06
K01061	3.79891368147743e-06
K01066	0.000555800969954002
K01067	3.55510354929996e-07
K01069	0.000558203374267605
K01070	2.03240795141223e-05
K01071	7.25602562018743e-06
K01073	0
K01075	9.83537150342263e-07
K01077	0.000559967889772285
K01079	0.000292322241390051
K01081	0.000418144896134953
K01082	0.000266222469564984
K01083	6.91052685678685e-07
K01085	6.72574566163283e-07
K01086	3.62155535626383e-07
K01087	0.00039063738846512
K01089	4.99422570758345e-05
K01090	1.12583133901245e-06
K01091	0.00072641916709166
K01092	0.00117266059226747
K01093	7.24311071252765e-07
K01095	2.34779889928885e-05
K01096	3.25939982063744e-06
K01101	0.000387125883536432
K01104	0.00105414398853886
K01113	0.000251003719655601
K01114	0.00024170932026505
K01115	5.3557904996921e-07
K01117	0.000139963057782248
K01118	0.000157583163441364
K01119	0.000263824703976764
K01120	0
K01126	0.00108679466295674
K01127	0
K01128	7.24311071252765e-07
K01129	0.000269770442414263
K01130	0.000163785057045245
K01133	1.2599723069992e-06
K01134	0
K01135	0
K01136	1.31558860020921e-06
K01138	6.57794300104605e-07
K01139	0.000438575994468035
K01141	1.93092142471089e-06
K01142	0.00061762799999793
K01143	0
K01144	8.89642946212634e-07
K01146	0
K01147	2.06822302628371e-05
K01150	0
K01151	0.000164876795454994
K01153	0.000469364371031724
K01154	0.000486935175976787
K01155	2.38266576941355e-05
K01156	0.000169916167168308
K01158	0
K01159	0.000288646792248688
K01160	9.18218751752738e-05
K01161	1.41228272342013e-06
K01163	3.62155535626383e-07
K01166	2.1729332137583e-06
K01167	0.000263216000009014
K01169	0
K01173	1.48798687463883e-06
K01174	0.000638215071318946
K01175	5.76223262743431e-06
K01176	0.000236791321557644
K01178	0.000157487930215395
K01179	4.67921563930743e-06
K01181	5.42283366576325e-06
K01182	0.000375916943779975
K01183	0.000148928427782346
K01184	1.13173604883245e-06
K01185	0.000119221339054179
K01186	0.000158387266355924
K01187	0.000631369256990671
K01188	0
K01190	1.46722656938226e-05
K01191	5.50110825761252e-06
K01192	1.5417787951376e-06
K01193	0.000543813546371283
K01194	5.81608163060875e-05
K01195	4.9303984651027e-06
K01197	7.08902384360631e-06
K01198	6.45232072119711e-06
K01200	8.92547667194157e-05
K01201	3.19898939604851e-06
K01202	0
K01205	7.24311071252765e-07
K01206	6.48337138235491e-06
K01207	0.000282938685002622
K01208	3.24438077841104e-05
K01209	4.5933564043083e-06
K01210	3.43861825219025e-07
K01212	2.32326192665981e-07
K01214	0.000273912214960597
K01215	0.000281257023929828
K01216	0
K01217	0
K01218	1.11972499245323e-06
K01219	0
K01220	0.000168067999835464
K01222	1.223155054151e-06
K01223	0.00027037056929
K01224	6.45446252409114e-06
K01226	0.000313003834744834
K01227	0.00053291370768809
K01230	0
K01232	5.03426305166634e-07
K01233	6.0915514211439e-07
K01235	1.81470888976325e-06
K01236	0.000100371992409597
K01239	0.000821860807429031
K01241	0.000215555557677305
K01243	0.000383834023076655
K01246	0.000481783652142731
K01247	2.35629159879183e-05
K01250	0.000223855309634555
K01251	0.000198214814852377
K01252	8.56338392008915e-05
K01253	3.62155535626383e-07
K01255	0.000471851757383332
K01256	0.000556235005599206
K01258	0.00030331042692616
K01259	0.000453408790591932
K01261	0.00030644134917214
K01262	0.000685910654371179
K01263	1.67517394117721e-06
K01265	0.000749554644447872
K01266	9.12870042349785e-05
K01267	0.000264032589266473
K01269	0.000270805032933975
K01270	1.05000761865822e-05
K01271	0.00118651049754843
K01273	1.18706536677537e-06
K01274	0.000270215063187441
K01277	3.28897150052302e-07
K01278	1.87616687206445e-06
K01281	6.99756391171124e-06
K01283	0
K01284	0.000273824657703269
K01286	5.03703844845435e-05
K01295	9.79337577703387e-06
K01297	2.34077178160845e-05
K01299	3.62155535626383e-07
K01301	7.24311071252765e-07
K01303	5.27487410586253e-07
K01304	0.00015867264160746
K01305	3.62155535626383e-07
K01308	3.62155535626383e-07
K01312	0
K01318	0.000641060259524007
K01322	0.000201049889674362
K01325	0
K01337	4.21957233358866e-06
K01338	2.66446187619563e-05
K01342	8.29805468195e-07
K01347	6.92653270685213e-05
K01354	0.000270631419173999
K01355	0
K01356	0.000505741574147395
K01358	0.000841134222203539
K01361	5.99485545139956e-06
K01364	1.44862214250553e-06
K01372	0.000267164593005194
K01381	0
K01387	0
K01390	3.38524756175866e-06
K01392	2.35401098157149e-06
K01399	0
K01400	0.000124851234271028
K01401	0.000124896186352072
K01406	4.20071715502015e-05
K01407	1.41228272342013e-06
K01408	0
K01409	0.000674751584158888
K01414	0.000255459609011887
K01415	0
K01417	0
K01419	0.000152467480498345
K01420	2.17407880608167e-05
K01421	0.000803670369913168
K01423	1.81077767813191e-06
K01424	0.000514496711004861
K01425	0.000247953412504809
K01426	0.000536154246280093
K01427	4.56326556385898e-05
K01428	0.000353391240740382
K01429	0.000350621411694157
K01430	0.000351644120822104
K01431	1.08646660687915e-06
K01432	1.20479878379065e-06
K01433	0.000129566001536369
K01434	3.59595475181175e-06
K01436	0.00126327141689674
K01437	0
K01438	0.000458934439150895
K01439	0.00103442586701629
K01442	0.000177038696301375
K01443	0.000409175776300964
K01444	3.62155535626383e-07
K01446	0
K01447	0.000191973125445109
K01448	0.000652440892491767
K01449	2.92950022759887e-06
K01451	0.000903932976512065
K01452	1.40925741037223e-06
K01453	0
K01455	1.23853565837875e-05
K01457	2.4251121567201e-05
K01458	3.62155535626383e-07
K01459	0
K01460	9.34442205053137e-09
K01461	0
K01462	0.000864452348612959
K01463	2.59164500421157e-06
K01464	1.87688543463514e-06
K01465	0.000457284023768963
K01466	4.65407544568852e-05
K01467	9.07467624474601e-06
K01468	0.000192894356591343
K01469	3.52254914742742e-06
K01470	5.63735158705262e-05
K01473	0.000108787695663655
K01474	0.000107672262624195
K01476	0.00013121907754018
K01477	4.08459042111802e-05
K01478	0.000218518026243745
K01479	0.000245159997626571
K01480	2.45691231356645e-05
K01482	0
K01483	1.05497482117251e-06
K01484	3.62155535626383e-07
K01485	9.43766007275383e-05
K01486	4.60375141329955e-07
K01487	9.86468843514469e-05
K01488	0.000248316393251965
K01489	0.000389704813250035
K01491	0.000444028283156163
K01492	7.41961646237102e-07
K01493	0.00015942848670936
K01494	0.000286837277572783
K01495	0.00027598498053581
K01496	0.000408183697442381
K01497	0.000377853116529357
K01498	0
K01499	3.62155535626383e-07
K01501	5.61317483021718e-07
K01502	7.84014248321605e-07
K01505	2.42946005149365e-06
K01507	0.000290476832220465
K01512	0.000423008261635453
K01515	0.00049643583941497
K01518	1.44862214250553e-06
K01520	0.00051263163722836
K01521	0
K01523	0.000287621645542954
K01524	0.000598761521612887
K01525	2.02807099950774e-05
K01531	4.16718886251097e-05
K01533	0.00100738270627362
K01534	0.00133909801698664
K01535	1.58696704475601e-05
K01537	0.000521887784252291
K01539	2.79474743530548e-06
K01541	2.8315161464697e-06
K01545	0
K01546	0.00017132465555741
K01547	0.000306415235344252
K01548	0.000173639306522707
K01551	7.31290040794188e-05
K01555	1.86612628363013e-06
K01556	1.81077767813191e-06
K01560	0.000157571570146154
K01561	3.04077295775995e-05
K01563	2.19583327473605e-05
K01565	3.28897150052302e-07
K01567	7.24311071252765e-07
K01568	9.59506699283735e-06
K01569	4.48757946319648e-07
K01571	0.00026512787472855
K01572	5.5407482053304e-06
K01573	1.41228272342013e-06
K01574	4.01520267759685e-07
K01575	0.000448879301213888
K01576	0.000119702432224028
K01577	3.62155535626383e-07
K01578	3.62155535626383e-07
K01579	0.000315962975138639
K01580	4.88474096217914e-05
K01581	2.5459115899612e-05
K01582	0.00015027407009419
K01583	0
K01584	2.24007357154973e-05
K01585	2.42218243864487e-05
K01586	0.000860964441106795
K01588	0.000444373090834288
K01589	0.000446458808044604
K01590	7.69595893798599e-07
K01591	0.000444775381653301
K01593	7.24311071252765e-07
K01594	0
K01595	0.000280138406555525
K01596	0.000346087651685161
K01597	0.000201703487200156
K01598	7.3845021787271e-06
K01599	0.000436253924830425
K01601	0
K01602	0
K01607	0.000265717202173529
K01608	7.17665890556378e-07
K01609	0.000586624805900802
K01610	0.00015353659358982
K01611	7.09221257268333e-07
K01612	4.57459623949116e-07
K01613	6.267116078532e-05
K01615	2.03302171411066e-06
K01616	0.000268306831405963
K01617	9.55688219014066e-08
K01619	0.000670768585460187
K01620	0.000209192165618229
K01621	5.86994947037198e-06
K01622	0
K01623	0.000159710591210873
K01624	0.000437298607803572
K01625	5.84487748107569e-05
K01626	0.000391067971634789
K01627	2.39022653513413e-05
K01628	6.84184260751548e-06
K01629	6.20838061073799e-07
K01630	5.14621640530021e-05
K01631	2.48349388263808e-05
K01633	0.00043959266046963
K01634	0
K01635	0.000184517332811755
K01637	0.000153201031850078
K01638	0.000135395023762969
K01639	0.000150832842838235
K01640	3.2984261292071e-06
K01641	0.000246953670214485
K01643	2.89213967065465e-06
K01644	0.000319493022477393
K01646	2.85843690890842e-06
K01647	0.000674809713666345
K01649	0.000544810875617094
K01652	0.000818920096224928
K01653	0.000440431238975126
K01654	1.78526110583656e-05
K01655	0
K01657	0.000625885521245668
K01658	0.000794358485532482
K01659	0.000269791253010253
K01661	0.00041905381971848
K01662	0.000284502168007324
K01664	0.000254185668513719
K01665	0.0004506024941106
K01666	6.73170581611175e-06
K01667	5.48796489550528e-05
K01668	5.34216823904967e-05
K01669	0.000309315268849317
K01671	0
K01673	0.000362613375827404
K01674	1.41738500735716e-06
K01676	1.8880200302957e-05
K01677	4.0239503958487e-07
K01678	4.98797540460939e-05
K01679	0.000596584712647001
K01681	0.000502566052380505
K01682	1.90986745662969e-05
K01683	0
K01684	3.41259728084927e-05
K01685	2.22131712764001e-06
K01686	2.5557835264702e-06
K01687	0.000521522147347442
K01689	0.00044706043688789
K01690	2.50145752641153e-05
K01692	0.000860970918431609
K01693	0.000409742180964653
K01695	0.000445869142759565
K01696	0.000514172222314718
K01697	0.000420234567612643
K01698	0.00043533655030113
K01699	1.26754437469234e-06
K01703	0.000445940686646842
K01704	0.000440523983908829
K01706	1.42850239052629e-06
K01707	6.81473275496011e-05
K01708	7.04191319273522e-07
K01709	1.08646660687915e-06
K01710	0.000347986620403791
K01711	1.53633507419735e-06
K01712	0.000195083966598066
K01713	4.42634543543356e-07
K01714	0.000686170574516252
K01715	0.000298298851075794
K01716	1.81493075459882e-06
K01719	0.000227915112311604
K01720	0.000240173106098563
K01721	4.87685292540358e-08
K01724	8.44748296130007e-05
K01725	1.68260950169127e-06
K01726	0.000183400874164388
K01727	0.000146489176191136
K01728	0
