reactions	oral_17
K00001	20.1239114114114
K00003	3.80499183006536
K00004	0.35
K00005	0
K00006	22.7425143525879
K00007	0.2
K00008	0.2
K00009	0.839722222222222
K00010	0.2
K00011	21.0426614114114
K00012	0.792638888888889
K00013	1.94499183006536
K00014	4.73874183006536
K00015	1.48388888888889
K00016	20.7426614114114
K00018	1.48388888888889
K00019	0.2
K00020	0.318472222222222
K00021	0
K00022	0.318472222222222
K00024	3.55499183006536
K00025	3.55499183006536
K00026	3.55499183006536
K00027	1.04625
K00028	1.04625
K00029	3.48624183006536
K00030	0
K00031	0.66875
K00033	2.63013888888889
K00034	0
K00036	2.41138888888889
K00039	0
K00040	0.2
K00041	0
K00042	1.0275
K00043	0
K00045	0.2
K00046	0.2
K00048	0.0122222222222222
K00049	1.48388888888889
K00050	1.48388888888889
K00052	1.58388888888889
K00053	3.80499183006536
K00054	0
K00057	22.7425143525879
K00058	3.05499183006536
K00059	22.9612643525879
K00060	0.2
K00066	0
K00067	3.23013888888889
K00068	0.2
K00073	0
K00074	0
K00075	23.5612643525879
K00077	3.70499183006536
K00082	3.09249183006536
K00086	0
K00087	0.2
K00088	23.5612643525879
K00090	0
K00094	0
K00096	22.7425143525879
K00097	0.35
K00098	0.2
K00099	3.81124183006536
K00100	0.0122222222222222
K00101	20.7426614114114
K00102	0.580138888888889
K00103	0
K00104	0.2
K00105	0
K00106	0.2
K00110	0.212222222222222
K00111	0
K00112	0
K00113	0
K00116	0.312222222222222
K00121	20.1239114114114
K00122	1.33388888888889
K00123	0
K00125	0
K00126	0
K00128	1.58388888888889
K00130	0.2
K00132	0.951388888888889
K00133	3.20499183006536
K00134	23.4112643525879
K00135	0.35
K00137	1.58388888888889
K00139	0.35
K00140	0.311666666666667
K00145	0.212222222222222
K00146	0.2
K00147	2.48013888888889
K00149	1.58388888888889
K00150	23.5612643525879
K00151	0.2
K00156	0.2
K00158	0.8275
K00160	2.40263888888889
K00161	3.23013888888889
K00162	3.23013888888889
K00163	3.23013888888889
K00164	2.30263888888889
K00165	0.2
K00166	0.2
K00167	0.2
K00169	2.55485294117647
K00170	2.55485294117647
K00171	2.55485294117647
K00172	2.55485294117647
K00174	1.62110294117647
K00175	1.62110294117647
K00176	1.62110294117647
K00177	1.62110294117647
K00179	0
K00199	0
K00207	0
