function.	skin_17
K00001	40.8549783
K00002	0.487013
K00003	97.7272727
K00004	0
K00005	6.4935065
K00007	0
K00008	72.8896104
K00009	82.9545454
K00010	7.7922078
K00011	0
K00012	11.2012987
K00013	89.2857143
K00014	99.7294372
K00015	0
K00016	193.0735931
K00018	0
K00019	4.2207792
K00020	2.7597403
K00021	0
K00023	0
K00024	25.8116883
K00027	126.9480519
K00028	0
K00029	0
K00030	0
K00031	97.7272727
K00032	0
K00033	98.7012987
K00034	14.7727273
K00035	0
K00036	95.4545454
K00038	0
K00039	0
K00040	9.4155845
K00041	2.7597403
K00042	2.2727273
K00043	0
K00045	0
K00046	5.3030304
K00048	4.5454546
K00050	0
K00052	96.7532467
K00053	97.7272727
K00054	84.4155844
K00055	0
K00057	103.0844156
K00058	109.2532468
K00059	219.1558441
K00060	6.3311688
K00064	0
K00065	0.487013
K00066	0
K00067	5.0324676
K00068	4.8701299
K00073	6.4935065
K00074	6.6558442
K00075	102.2727273
K00076	0
K00077	191.5043289
K00082	0
K00086	0
K00087	0
K00088	112.8787878
K00090	0
K00091	0
K00094	0
K00096	14.1774892
K00097	4.2207792
K00098	0
K00099	15.5844156
K00100	2.2727273
K00101	0.487013
K00102	0
K00103	0
K00104	2.1103896
K00105	0
K00106	0
K00108	82.3051948
K00111	101.2445888
K00112	6.3311688
K00113	6.3311688
K00114	0
K00116	187.8246752
K00117	0
K00118	0
K00119	0
K00121	2.1103896
K00122	63.3116883
K00123	84.4155844
K00124	0
K00126	0
K00127	0
K00128	265.9090908
K00129	0
K00130	83.2792207
K00131	0
K00132	0
K00133	97.7272727
K00134	188.6363636
K00135	18.3441558
K00137	0
K00138	0
K00140	6.8181818
K00141	0
K00145	84.7402597
K00146	0
K00147	11.3636364
K00148	0
K00150	0
K00151	0
K00152	0
K00153	0.487013
K00154	0
K00155	0
K00156	5.8441558
K00158	89.1233766
K00161	108.1168831
K00162	108.1168831
K00163	6.8181818
K00164	95.4545454
K00166	88.6363636
K00167	88.6363636
K00169	2.2727273
K00170	0
K00171	0
K00172	2.2727273
K00174	95.4545454
K00175	95.4545454
K00176	0
K00177	0
K00179	0
K00180	0
K00184	0
K00185	0
K00194	0
K00196	0
K00197	0
K00198	0
K00200	0
K00201	0
K00202	0
K00207	0
K00208	95.4545454
K00209	0
K00210	0
K00211	0
K00214	0
K00215	103.0844155
K00216	0
K00217	0
K00218	0
K00219	0
K00220	0
K00221	2.1103896
K00224	0
K00226	107.3051948
K00228	0
K00230	0.487013
K00231	101.2987012
K00232	0
K00239	102.2727272
K00240	102.2727272
K00241	102.2727272
K00242	0
K00243	90.9090909
K00244	8.4415584
K00245	0
K00246	0
K00247	0
K00248	1.5151515
K00249	0
K00252	73.8636363
K00253	0
K00254	0
K00255	0
K00256	0
K00257	30.0324675
K00258	0
K00259	175.8116882
K00260	90.7467532
K00261	2.2727273
K00262	10.8766234
K00263	6.3311688
K00265	92.8571428
K00266	101.7857143
K00270	0
K00271	0
K00273	0
K00274	6.3311688
K00275	0.487013
K00276	0
K00278	5.8441559
K00279	0
K00280	0.487013
K00281	6.8181818
K00282	88.6363636
K00283	90.7467532
K00284	0.7575758
K00285	0.487013
K00286	100.487013
K00287	108.4415584
K00290	0.7575758
K00292	0
K00293	0
K00294	88.6363636
K00297	9.0909091
K00298	0
K00299	66.3961039
K00301	0
K00302	0
K00303	0
K00304	0
K00305	0
K00309	0
K00311	0
K00313	5.3571428
K00314	0
K00315	0
K00316	0
K00317	35.8766234
K00318	94.9675324
K00320	0
K00322	0
K00324	6.8181818
K00325	6.8181818
K00329	0
K00330	6.8181818
K00331	6.8181818
K00332	12.1753246
K00333	12.6623376
K00334	6.8181818
K00335	6.8181818
K00336	9.0909091
K00337	6.8181818
K00338	12.1753246
K00339	6.8181818
K00340	6.8181818
K00341	6.8181818
K00342	6.8181818
K00343	6.8181818
K00344	0
K00346	0
K00347	0
K00348	0
K00349	0
K00350	0
K00351	0
K00353	0
K00354	0
K00355	0
K00356	0
K00358	8.4415584
K00359	4.2207792
K00360	0
K00362	86.525974
K00363	87.012987
K00364	86.525974
K00365	0
K00366	0
K00367	0
K00368	6.8181818
K00370	88.1493506
K00371	92.3701298
K00372	0
K00373	92.8571428
K00374	92.3701298
K00375	101.4610389
K00376	0
K00378	5.0324676
K00380	86.525974
K00381	16.8831169
K00382	206.1688311
K00383	18.9935065
K00384	188.6363636
K00385	0
K00386	0
K00387	0
K00389	0
K00390	19.3722944
K00392	0.974026
K00394	0
K00395	0
K00397	0
K00404	0
K00405	0
K00406	0
K00407	0
