reactions	air_23
K00001	339.300766534184
K00003	349.849753020671
K00004	44.9373469837059
K00005	102.765962696396
K00006	343.550766534184
K00007	44.9373469837059
K00008	0
K00009	102.048576921301
K00010	50.5208972489916
K00011	351.113266534184
K00012	114.578462696396
K00013	64.0107830240868
K00014	349.849753020671
K00015	2.25
K00016	350.753266534184
K00018	2.25
K00019	6.61021693195238
K00020	103.125962696396
K00021	0.666666666666667
K00022	103.125962696396
K00024	116.828462696396
K00025	116.828462696396
K00026	116.828462696396
K00027	62.9841163574202
K00028	62.9841163574202
K00029	54.4482830240868
K00030	0
K00031	64.0107830240868
K00033	295.895406681694
K00034	0
K00036	284.442906681694
K00039	0
K00040	57.1619490460238
K00041	45.5880660921344
K00042	102.765962696396
K00043	0
K00045	0
K00046	6.25021693195238
K00048	50.5716163574202
K00049	2.25
K00050	2.25
K00052	105.375962696396
K00053	117.188462696396
K00054	0
K00057	343.550766534184
K00058	119.188462696396
K00059	304.435586861874
K00060	102.09929602973
K00066	0
K00067	20.723436040381
K00068	53.2382830240868
K00073	5.58355026528571
K00074	0
K00075	355.363266534184
K00077	347.849753020671
K00082	56.4482830240868
K00086	0
K00087	51.2876796723095
K00088	304.435586861874
K00090	5.58355026528571
K00094	50.5716163574202
K00096	343.550766534184
K00097	103.125962696396
K00098	5.58355026528571
K00099	117.188462696396
K00100	46.9880660921344
K00101	350.753266534184
K00102	51.5316163574202
K00103	0
K00104	1.02666666666667
K00105	0
K00106	51.2876796723095
K00110	103.125962696396
K00111	0
K00112	0
K00113	0
K00116	45.9480660921344
K00121	339.300766534184
K00122	105.375962696396
K00123	0
K00125	0
K00126	0
K00128	287.109573348361
K00130	45.9640136503725
K00132	51.1716163574202
K00133	349.849753020671
K00134	304.435586861874
K00135	103.125962696396
K00137	287.109573348361
K00139	51.8382830240868
K00140	51.5475639156583
K00145	103.125962696396
K00146	44.9373469837059
K00147	68.2607830240868
K00149	287.109573348361
K00150	304.435586861874
K00151	51.1208972489916
K00156	51.1716163574202
K00158	0.666666666666667
K00160	117.188462696396
K00161	347.849753020671
K00162	347.849753020671
K00163	347.849753020671
K00164	66.2607830240868
K00165	0.666666666666667
K00166	0.666666666666667
K00167	0.666666666666667
K00169	64.9841163574202
K00170	64.9841163574202
K00171	64.9841163574202
K00172	64.9841163574202
K00174	11.8125
K00175	11.8125
K00176	11.8125
K00177	11.8125
K00179	0
K00199	0
K00207	0
K00208	298.922073348361
K00209	52.1982830240868
K00210	336.037253020671
K00211	336.037253020671
K00215	5.58355026528571
K00216	51.1716163574202
K00220	336.037253020671
K00226	5.58355026528571
K00228	54.1982830240868
K00229	102.09929602973
K00231	0
K00238	117.188462696396
K00239	117.188462696396
K00240	117.188462696396
K00241	117.188462696396
K00242	117.188462696396
K00244	117.188462696396
K00245	117.188462696396
K00246	117.188462696396
K00247	117.188462696396
K00248	54.1982830240868
K00249	6.61021693195238
K00252	0.666666666666667
K00253	1.02666666666667
K00254	355.363266534184
K00259	11.8125
K00260	53.5475639156583
K00261	298.922073348361
K00262	54.0882830240868
K00263	0
K00264	105.125962696396
K00265	105.125962696396
K00266	105.125962696396
K00271	0
K00273	0
K00274	45.5373469837059
K00275	54.4482830240868
K00276	45.5373469837059
K00278	51.5316163574202
K00281	349.849753020671
K00282	349.849753020671
K00283	349.849753020671
K00284	0.666666666666667
K00285	52.1982830240868
K00286	68.2607830240868
K00287	355.363266534184
K00288	304.435586861874
K00294	52.1475639156583
K00297	343.550766534184
K00299	5.58355026528571
K00301	0.666666666666667
K00302	0.666666666666667
K00303	0.666666666666667
K00304	0.666666666666667
K00305	0.666666666666667
K00306	0.666666666666667
K00318	52.1475639156583
K00319	0
K00320	0
K00322	117.188462696396
K00323	117.188462696396
K00324	117.188462696396
K00325	117.188462696396
K00329	66.2607830240868
K00357	284.082906681694
K00360	54.4482830240868
K00361	103.125962696396
K00362	103.125962696396
K00364	332.760586354004
K00365	0
K00366	0
K00368	0
K00370	54.4482830240868
K00371	54.4482830240868
K00372	54.4482830240868
K00374	54.4482830240868
K00376	0
K00380	103.125962696396
K00381	103.125962696396
K00382	355.363266534184
K00383	105.375962696396
K00384	304.435586861874
K00385	103.125962696396
K00390	103.125962696396
K00392	5.58355026528571
K00394	0
K00395	0
K00399	0
K00401	0
K00402	0
K00411	0
K00432	51.1716163574202
K00436	0
K00440	0
K00441	0
K00442	0
K00443	0
K00448	45.9640136503725
K00449	45.9640136503725
K00451	0.666666666666667
K00453	0.666666666666667
K00455	51.1208972489916
K00457	45.9640136503725
