reactions	oral_19
K00001	74.9346756756756
K00003	51.4603970588235
K00004	17.6375714285714
K00005	1.475
K00006	106.076211623388
K00007	4.855
K00008	4.855
K00009	0.606428571428571
K00010	5.205
K00011	76.9384256756756
K00012	18.5968174603175
K00013	27.0528256302521
K00014	50.8816470588235
K00015	26.3073333333333
K00016	70.4234256756756
K00018	26.3073333333333
K00019	4.93309523809524
K00020	6.54458333333333
K00021	0
K00022	6.44458333333333
K00024	37.5223692810458
K00025	37.5223692810458
K00026	37.5223692810458
K00027	1.78684523809524
K00028	1.78684523809524
K00029	48.9249803921569
K00030	0.428095238095238
K00031	17.60275
K00033	27.9046547619048
K00034	0
K00036	27.6859047619048
K00039	0
K00040	4.955
K00041	0
K00042	6.31309523809524
K00043	0.0780952380952381
K00045	4.855
K00046	4.855
K00048	0.123333333333333
K00049	26.3073333333333
K00050	26.3073333333333
K00052	27.359
K00053	50.3353970588235
K00054	0.35
K00057	106.076211623388
K00058	37.035464519141
K00059	106.394961623388
K00060	4.93309523809524
K00066	0
K00067	29.9153888888889
K00068	4.93309523809524
K00073	0
K00074	0
K00075	107.744961623388
K00077	49.4718256302521
K00082	49.3405359477124
K00086	0
K00087	4.93309523809524
K00088	107.744961623388
K00090	0
K00094	0.0780952380952381
K00096	106.076211623388
K00097	17.3416388888889
K00098	4.855
K00099	51.3492859477124
K00100	0.0233333333333333
K00101	70.4234256756756
K00102	18.7366785714286
K00103	0
K00104	4.93309523809524
K00105	0.25
K00106	4.93309523809524
K00110	4.97833333333333
K00111	0
K00112	0
K00113	0
K00116	5.75190476190476
K00121	74.9346756756756
K00122	14.4014285714286
K00123	0
K00125	0
K00126	0
K00128	28.734
K00130	4.855
K00132	2.19142857142857
K00133	50.4930359477124
K00134	95.750961623388
K00135	17.2775714285714
K00137	28.734
K00139	16.849
K00140	5.315
K00145	5.30642857142857
K00146	4.855
K00147	15.5820833333333
K00149	28.734
K00150	107.744961623388
K00151	4.855
K00156	4.855
K00158	0.505
K00160	29.0996547619048
K00161	29.53275
K00162	29.53275
K00163	29.53275
K00164	27.9860833333333
K00165	4.855
K00166	4.855
K00167	4.855
K00169	23.5083811858077
K00170	23.5083811858077
K00171	23.5083811858077
K00172	23.5083811858077
K00174	21.8371311858077
K00175	21.8371311858077
K00176	21.8371311858077
K00177	21.8371311858077
K00179	0
K00199	0
K00207	0.0780952380952381
K00208	48.4723018207283
K00209	17.2775714285714
K00210	47.9030756302521
K00211	47.9030756302521
K00215	0.0780952380952381
K00216	0
K00220	50.1166470588235
K00226	5.04309523809524
K00228	7.19857142857143
K00229	0.383333333333333
K00231	0.863571428571429
K00238	50.6349407096172
K00239	50.8849407096172
K00240	50.8849407096172
K00241	50.8849407096172
K00242	50.8849407096172
K00244	50.8849407096172
K00245	50.8849407096172
K00246	50.8849407096172
K00247	50.8849407096172
K00248	17.5469166666667
K00249	4.855
K00252	5.105
K00253	4.855
K00254	107.744961623388
K00259	5.57875
K00260	5.46166666666667
K00261	30.9766388888889
K00262	29.9599722222222
K00263	0
K00264	6.05809523809524
K00265	6.05809523809524
K00266	6.05809523809524
K00271	0
K00273	4.855
K00274	0
K00275	26.3173333333333
K00276	0
K00278	16.9370952380952
K00281	29.1844166666667
K00282	29.1844166666667
K00283	29.1844166666667
K00284	4.855
K00285	4.855
K00286	28.18275
K00287	107.362322734499
K00288	107.744961623388
K00294	17.3109047619048
K00297	84.8273145645645
K00299	0
K00301	4.855
K00302	4.855
K00303	4.855
K00304	4.855
K00305	4.855
K00306	4.855
K00318	17.3109047619048
K00319	0
K00320	0
K00322	9.78708333333333
K00323	9.78708333333333
K00324	9.78708333333333
K00325	9.78708333333333
K00329	29.5553888888889
K00357	43.1485518207283
K00360	14.7419047619048
K00361	5.36166666666667
K00362	5.36166666666667
K00364	0.505
K00365	0
K00366	0
K00368	0.0333333333333333
K00370	14.7419047619048
K00371	14.7419047619048
K00372	14.7419047619048
K00374	14.7419047619048
K00376	0.01
K00380	5.33833333333333
K00381	5.33833333333333
K00382	86.0134256756756
K00383	14.5633333333333
K00384	107.744961623388
K00385	5.23833333333333
K00390	4.955
K00392	0
K00394	0.1
K00395	0.1
K00399	0
K00401	0
K00402	0
K00411	0
K00432	5.98
K00436	0
K00440	0
K00441	0
K00442	0
K00443	0
K00448	4.855
K00449	4.855
K00451	4.855
K00453	4.855
K00455	4.855
K00457	4.855
K00463	4.855
K00466	0
K00472	0
K00480	0
K00483	4.855
K00484	4.855
K00491	0
K00500	4.855
K00518	49.0435518207283
K00522	11.6269047619048
K00524	106.018572734499
K00525	106.018572734499
K00526	106.018572734499
K00527	68.6559931359931
K00528	18.1825714285714
K00529	0
K00531	0
K00540	0
K00547	0.0233333333333333
K00548	0
K00549	27.0959047619048
K00560	86.1265804375803
K00568	14.3233333333333
K00577	0
K00578	0
K00579	0
K00580	0
K00581	0
K00582	0
K00583	0
K00584	0
K00589	0.0880952380952381
K00591	5.24833333333333
K00593	5.365
K00595	5.12434523809524
K00598	0
K00599	28.7009047619048
K00600	49.5042859477124
K00601	105.912322734499
K00602	106.294961623388
K00603	29.0109047619048
K00605	29.1844166666667
K00606	30.8216388888889
K00607	5.23833333333333
K00608	98.2866282900547
K00609	98.2866282900547
K00610	98.2866282900547
K00611	28.7791785714286
K00615	52.3892859477124
K00616	50.9066470588235
K00618	5.30642857142857
K00620	7.115
K00625	102.158116385293
K00626	5.39767857142857
K00627	27.0004285714286
K00629	105.793572734499
K00632	5.39767857142857
K00634	0
K00639	4.855
K00640	84.8884256756756
K00641	27.7496547619048
K00643	0
K00645	104.734961623388
K00647	106.394961623388
K00648	106.394961623388
K00651	5.28309523809524
K00652	5.81222222222222
K00655	107.744961623388
K00656	68.2633542471042
K00657	5.11
K00658	0
K00661	5.89809523809524
K00665	105.859961623388
K00667	105.859961623388
K00668	105.859961623388
K00672	0
K00673	0
K00674	27.3996547619048
K00677	48.6774407096172
K00681	6.94666666666667
K00688	0.461428571428571
K00690	0
K00691	0.333095238095238
K00697	4.855
K00703	0.0780952380952381
K00705	68.5316478978978
K00713	27.1371547619048
K00748	48.6774407096172
K00756	72.1297431359931
K00757	72.1297431359931
K00758	71.9109931359931
K00759	107.744961623388
K00760	107.744961623388
K00761	30.9128888888889
K00762	106.394961623388
K00763	107.338989401166
K00764	106.103711623388
K00765	27.4813970588235
K00766	27.5309047619048
K00767	17.4420952380952
K00768	29.499
K00769	74.5933145645645
K00772	0
K00777	1.71954365079365
K00787	106.619961623388
K00788	48.6316470588235
K00790	107.744961623388
K00793	49.3405359477124
K00794	48.9055359477124
K00795	106.619961623388
K00796	51.0392859477124
K00797	5.47166666666667
K00798	29.4209047619048
K00800	50.4653970588235
K00804	106.619961623388
K00805	27.52025
K00806	30.3609047619048
K00810	5.29
K00811	107.362322734499
K00812	107.362322734499
K00813	107.362322734499
K00814	0.383333333333333
K00815	52.0066470588235
K00817	52.0066470588235
K00818	5.84142857142857
K00819	4.855
K00820	107.362322734499
K00821	18.0541785714286
K00822	4.855
K00823	4.855
K00824	4.855
K00826	106.428711623388
K00827	4.93309523809524
K00830	4.93309523809524
K00831	48.8613692810457
K00832	107.362322734499
K00833	17.4235833333333
K00835	0
K00838	52.0066470588235
K00840	4.855
K00841	0.1
K00844	20.1803888888889
K00845	17.8466388888889
K00848	0.0233333333333333
K00849	11.1919047619048
K00850	74.5933145645645
K00851	5.75333333333333
K00852	7.33517857142857
K00853	0.31875
K00855	9.81333333333333
K00856	15.8919047619048
K00857	10.1633333333333
K00858	107.744961623388
K00859	94.625961623388
K00860	4.855
K00861	107.744961623388
K00863	1.585
K00864	8.545
K00865	7.53208333333333
K00867	107.744961623388
K00868	29.30775
K00869	6.38190476190476
K00872	51.3416470588235
K00873	95.750961623388
K00875	9.64375
K00876	84.8023145645645
K00877	27.4959047619048
K00878	9.40309523809524
K00879	0.0233333333333333
K00882	67.5956756756756
K00883	4.855
K00884	0
K00885	9.79142857142857
K00891	52.0705359477124
K00892	0
K00893	15.8919047619048
K00895	0.396845238095238
K00899	0
K00901	83.4811042471042
K00904	5.205
K00912	48.6774407096172
K00917	73.2433145645645
K00919	50.2492859477124
K00925	102.236211623388
K00926	1.135
K00927	107.744961623388
K00928	0
K00929	0.0780952380952381
K00930	5.30642857142857
K00931	6.50708333333333
K00932	102.236211623388
K00938	0.35
K00939	106.394961623388
K00940	48.2499803921569
K00941	27.4959047619048
K00942	107.744961623388
K00943	107.744961623388
K00944	16.56
K00945	107.744961623388
