reactions	GI_1
K00001	16.4841675183205
K00003	18.1809216467608
K00004	0.1
K00005	14.2951515151515
K00006	19.2505502181894
K00007	0.1
K00008	0.323333333333333
K00009	0.0733333333333333
K00010	0.1
K00011	16.4841675183205
K00012	17.4148675483538
K00013	17.6568283326675
K00014	18.0323502181894
K00015	0.1
K00016	15.4855400673401
K00018	0.1
K00019	14.32
K00020	14.6433333333333
K00021	14.11
K00022	14.6433333333333
K00024	17.1630493665356
K00025	17.1630493665356
K00026	17.1630493665356
K00027	0.25
K00028	0.25
K00029	17.3353997612389
K00030	0
K00031	17.4767723102585
K00033	0.26991341991342
K00034	0.00181818181818182
K00036	0.26991341991342
K00039	0
K00040	0.285151515151515
K00041	0.00181818181818182
K00042	14.6184848484848
K00043	0
K00045	0.1
K00046	14.21
K00048	0
K00049	0.1
K00050	0.1
K00052	17.9223502181894
K00053	17.9223502181894
K00054	0
K00057	19.2505502181894
K00058	19.2505502181894
K00059	19.0787320363712
K00060	0.468095238095238
K00066	0
K00067	17.433419736906
K00068	14.21
K00073	0.11
K00074	0
K00075	19.0272168848561
K00077	17.9223502181894
K00082	17.3415342150204
K00086	0
K00087	0.267037037037037
K00088	19.1772168848561
K00090	0
K00094	0
K00096	19.2505502181894
K00097	17.2567530702393
K00098	0.21
K00099	19.1520653697045
K00100	0.39028379028379
K00101	15.4855400673401
K00102	0.396580086580087
K00103	0
K00104	14.5451515151515
K00105	0
K00106	0.267037037037037
K00110	14.4647619047619
K00111	0
K00112	0
K00113	0
K00116	0.1
K00121	16.4841675183205
K00122	14.3933333333333
K00123	0
K00125	0
K00126	0
K00128	14.3218181818182
K00130	14.32
K00132	0.444006734006734
K00133	19.2505502181894
K00134	19.1772168848561
K00135	14.3933333333333
K00137	14.3218181818182
K00139	14.32
K00140	14.32
K00145	18.0323502181894
K00146	0.21
K00147	18.1075883134275
K00149	14.3218181818182
K00150	19.1772168848561
K00151	0.21
K00156	0.394761904761905
K00158	14.22
K00160	14.6166666666667
K00161	18.0323502181894
K00162	18.0323502181894
K00163	18.0323502181894
K00164	14.5433333333333
K00165	14.32
K00166	14.32
K00167	14.32
K00169	1.92377790793085
K00170	1.92377790793085
K00171	1.92377790793085
K00172	1.92377790793085
K00174	2.54638269986894
K00175	2.54638269986894
K00176	2.54638269986894
K00177	2.54638269986894
K00179	0
K00199	0
K00207	0.00181818181818182
K00208	17.0915342150204
K00209	14.32
K00210	17.5085712520575
K00211	17.5085712520575
K00215	0.473333333333333
K00216	0
K00220	18.0323502181894
K00226	0.573333333333333
K00228	14.5718181818182
K00229	0.0733333333333333
K00231	0
K00238	17.1630493665356
K00239	17.2615342150205
K00240	17.2615342150205
K00241	17.2615342150205
K00242	17.2615342150205
K00244	17.2615342150205
K00245	17.2615342150205
K00246	17.2615342150205
K00247	17.2615342150205
K00248	15.6396285714286
K00249	14.32
K00252	14.32
K00253	14.32
K00254	19.0305502181894
K00259	0.171428571428571
K00260	16.7949541284404
K00261	18.1790168848561
K00262	18.1790168848561
K00263	0
K00264	16.555596089749
K00265	16.555596089749
K00266	16.555596089749
K00271	0
K00273	0.1
K00274	0
K00275	14.5433333333333
K00276	0
K00278	3.09153421502045
K00281	17.2585712520575
K00282	17.2585712520575
K00283	17.2585712520575
K00284	14.32
K00285	14.32
K00286	16.6308341849871
K00287	16.350301972102
K00288	19.1772168848561
K00294	14.6147619047619
K00297	18.0323502181894
K00299	0.223333333333333
K00301	14.32
K00302	14.32
K00303	14.32
K00304	14.32
K00305	14.32
K00306	14.32
K00318	14.5433333333333
K00319	0
K00320	0
K00322	14.2933333333333
K00323	14.2933333333333
K00324	14.2933333333333
K00325	14.2933333333333
K00329	17.0915342150204
K00357	0.223333333333333
K00360	14.32
K00361	14.3933333333333
K00362	14.3933333333333
K00364	0.0733333333333333
K00365	0
K00366	0
K00368	0
K00370	14.32
K00371	14.32
K00372	14.32
K00374	14.32
K00376	0.11
K00380	14.6166666666667
K00381	14.6166666666667
K00382	17.3570561005423
K00383	14.3933333333333
K00384	18.1790168848561
K00385	14.6166666666667
K00390	14.6880952380952
K00392	0.225151515151515
K00394	0.00181818181818182
K00395	0.00181818181818182
K00399	0
K00401	0
K00402	0
K00411	0
K00432	0.21
K00436	0
K00440	0
K00441	0
K00442	0
K00443	0
K00448	14.21
K00449	14.21
K00451	14.32
K00453	14.32
K00455	0.21
K00457	14.32
K00463	14.32
K00466	0
K00472	0
K00480	14.11
K00483	0.1
K00484	0.1
K00491	0
K00500	0.1
K00518	17.1648675483538
K00522	14.2914285714286
K00524	14.4888552188552
K00525	14.4888552188552
K00526	14.4888552188552
K00527	5.0405502181894
K00528	14.4184848484848
K00529	0
K00531	0.00181818181818182
