reactions	GI_3
K00001	38.9107665264309
K00003	37.8751581032747
K00004	0.428571428571429
K00005	24
K00006	49.3788348240863
K00007	0
K00008	0
K00009	0
K00010	0
K00011	40.1607665264309
K00012	34.4680682976554
K00013	34.7872793153959
K00014	36.5751581032747
K00015	0.5
K00016	35.5078253499603
K00018	0.5
K00019	24
K00020	25.2857142857143
K00021	24
K00022	25.2857142857143
K00024	32.6680682976555
K00025	32.6680682976555
K00026	32.6680682976555
K00027	1.71428571428571
K00028	1.71428571428571
K00029	34.7515650296816
K00030	0
K00031	33.7222169268041
K00033	5.56427630340674
K00034	0.428571428571429
K00036	5.56427630340674
K00039	0
K00040	1.28571428571429
K00041	1.28571428571429
K00042	26.2285714285714
K00043	0
K00045	0
K00046	24
K00048	1.28571428571429
K00049	0.5
K00050	0.5
K00052	36.5751581032747
K00053	36.5751581032747
K00054	0
K00057	49.3788348240863
K00058	45.4183961245172
K00059	48.5909560362076
K00060	0
K00066	0
K00067	37.0037825833697
K00068	24
K00073	0
K00074	0
K00075	49.3788348240863
K00077	36.8251581032747
K00082	35.7180682976554
K00086	0.428571428571429
K00087	1.8
K00088	46.0310087371298
K00090	0
K00094	0
K00096	49.3788348240863
K00097	32.1680682976555
K00098	0
K00099	43.701945908067
K00100	0
K00101	35.5078253499603
K00102	0.428571428571429
K00103	0
K00104	25.8
K00105	0.428571428571429
K00106	1.8
K00110	25.8
K00111	0
K00112	0
K00113	0
K00116	0.5
K00121	38.9107665264309
K00122	24.5
K00123	0
K00125	0
K00126	0
K00128	25.75
K00130	24
K00132	5.4214191605496
K00133	44.9898246959458
K00134	49.3788348240863
K00135	24.4285714285714
K00137	25.75
K00139	24.4285714285714
K00140	24
K00145	35.5751581032747
K00146	0
K00147	37.8751581032747
K00149	25.75
K00150	49.3788348240863
K00151	0
K00156	0
K00158	24.4285714285714
K00160	25
K00161	37.0037295318461
K00162	37.0037295318461
K00163	37.0037295318461
K00164	24.5
K00165	24
K00166	24
K00167	24
K00169	13.853322054856
K00170	13.853322054856
K00171	13.853322054856
K00172	13.853322054856
K00174	10.7180682976555
K00175	10.7180682976555
K00176	10.7180682976555
K00177	10.7180682976555
K00179	0
K00199	0
K00207	0
K00208	32.0771952817824
K00209	24.75
K00210	32.9343381389253
K00211	32.9343381389253
K00215	3.08571428571429
K00216	0
K00220	36.5751581032747
K00226	1.28571428571429
K00228	26.5357142857143
K00229	0
K00231	0.5
K00238	33.1680682976555
K00239	35.7559470855342
K00240	35.7559470855342
K00241	35.7559470855342
K00242	35.7559470855342
K00244	35.7559470855342
K00245	35.7559470855342
K00246	35.7559470855342
K00247	35.7559470855342
K00248	30.330936433941
K00249	24
K00252	24
K00253	24
K00254	45.4810087371298
K00259	0.428571428571429
K00260	30.098623853211
K00261	40.6946025477191
K00262	40.6946025477191
K00263	0.75
K00264	34.5217563982903
K00265	34.5217563982903
K00266	34.5217563982903
K00271	0
K00273	0
K00274	0
K00275	24.5
K00276	0
K00278	7.14862385321101
K00281	32.898623853211
K00282	32.898623853211
K00283	32.898623853211
K00284	24
K00285	24
K00286	37.2503278268618
K00287	33.7099992630038
K00288	49.3788348240863
K00294	24
K00297	40.7572151603317
K00299	0
K00301	24
K00302	24
K00303	24
K00304	24
K00305	24
K00306	24
K00318	24
K00319	0
K00320	0
K00322	24.5
K00323	24.5
K00324	24.5
K00325	24.5
K00329	34.9680682976554
K00357	1.25
K00360	24.5
K00361	24
K00362	24
K00364	0.428571428571429
K00365	0
K00366	0
K00368	0
K00370	24.5
K00371	24.5
K00372	24.5
K00374	24.5
K00376	0
K00380	24
K00381	24
K00382	34.7276866822738
K00383	24.5
K00384	43.2836126758597
K00385	24
K00390	24
