KO	oral_6
K00001	0.000303422319159851
K00002	9.79544690370635e-05
K00003	0.000414256077679394
K00004	9.89561617796207e-05
K00005	0.000220069554283599
K00007	4.00747926591522e-06
K00008	6.82071017704266e-05
K00009	4.10754102317968e-05
K00010	9.49074665115934e-05
K00012	0.00051837743427194
K00013	0.000219395449095377
K00014	0.000544052386038076
K00015	8.68959335190956e-05
K00016	0.000392161020770772
K00018	0.00016188628445481
K00019	4.76969654059529e-05
K00020	0.000271745514791882
K00021	0
K00023	0.000248747988355138
K00024	0.000137373054121268
K00027	0.000356034604584799
K00029	0.000455613216170065
K00030	0.000279712026278181
K00031	0.000401574425450339
K00032	0
K00033	0.000482030737991132
K00034	9.37055483285094e-05
K00035	8.52979717030459e-06
K00036	0.00044672887720663
K00038	0.000177987324949293
K00039	0
K00040	1.32415551744293e-05
K00041	1.2963324234091e-06
K00042	5.01567668123494e-06
K00043	0.00013849848343003
K00045	1.09003436032894e-05
K00046	0.000152638041430405
K00048	3.45998403093898e-05
K00050	0
K00052	0.000493296347950839
K00053	0.000427598037673154
K00054	0.000338707313645299
K00055	0.000211866226251036
K00057	0.000517926620326883
K00058	0.000666426902394189
K00059	0.00208606416523154
K00060	9.77824940883314e-06
K00064	3.44235323362446e-06
K00065	0.000207951540850739
K00066	2.64493631550405e-06
K00067	0.000534574308169086
K00068	0.000115263884186708
K00073	7.55696090144014e-07
K00074	7.99757241679057e-05
K00075	0.000518099710772596
K00076	1.85145542085283e-05
K00077	0.000357453591533875
K00082	0
K00086	7.77668775373743e-05
K00087	1.08201940179711e-05
K00088	0.000568282552257371
K00090	2.62764311985243e-05
K00091	9.0340641310106e-06
K00094	1.50020728445326e-06
K00096	8.95681295833661e-07
K00097	0.000135067635902933
K00098	8.88731715546956e-06
K00099	0.000180532811663345
K00100	3.03489451647378e-06
K00101	0.000234482937032884
K00102	8.45578125108112e-05
K00103	0
K00104	0.000170818977800174
K00105	0.000320631886950667
K00108	8.25540728778535e-06
K00111	0.00033088851383989
K00112	5.44260211858686e-05
K00113	5.44260211858686e-05
K00114	0
K00116	0.000140655968186818
K00117	4.24792802187013e-06
K00118	4.24792802187013e-06
K00121	0.000123930368879934
K00122	0
K00123	0.000124660131028509
K00124	0.000140907800515874
K00125	0
K00126	0
K00127	7.91403757962104e-05
K00128	0.000472311885349448
K00129	0
K00130	0.000181259939036411
K00131	0.000301518287212721
K00132	0.000222993123971189
K00133	0.000531526382230105
K00134	0.000739791874301557
K00135	0.00037841799124934
K00137	1.0222953598308e-05
K00138	4.18503729153868e-05
K00140	0.000249426090596549
K00141	0.000193328556199233
K00145	0.000248560639737739
K00146	2.98083594124712e-05
K00147	0.000450207894792516
K00148	1.58365758072594e-05
K00150	3.6570732276228e-06
K00151	1.73050241028157e-05
K00152	0
K00153	5.96021461730664e-06
K00154	2.58883160578123e-05
K00156	1.22427773387462e-05
K00158	0.000124837431887999
K00161	0.000349032823450485
K00162	0.000366019440389755
K00163	0.000137112314628552
K00164	0.000150461371618015
K00166	0
K00167	0.000133359810862147
K00169	8.82790432577325e-06
K00170	0
K00171	3.59528139856394e-06
K00172	0
K00174	7.55489133995521e-05
K00175	7.53425185226662e-05
K00176	4.62463107286616e-05
K00177	4.76890032643911e-05
K00179	2.50761050194263e-05
K00180	2.5035252937998e-05
K00183	0
K00184	3.93092899067834e-05
K00185	2.07587425974408e-05
K00186	2.27624822303985e-05
K00187	2.34838284982632e-05
K00188	0
K00193	0
K00194	2.16403880359422e-06
K00196	3.66545055423603e-06
K00197	2.16403880359422e-06
K00198	5.4501718016447e-06
K00200	0
K00201	0
K00202	0
K00205	2.16403880359422e-06
K00208	0.000168135647915948
K00209	9.62596519672836e-05
K00210	4.00747926591522e-06
K00214	0
K00215	0.000508912435057591
K00216	4.23979729370424e-06
K00217	0
K00218	0
K00219	0.000172790045115259
K00220	0.000204654439078602
K00221	0
K00226	0.000356591291281146
K00228	1.48276732838863e-05
K00230	1.95564988176663e-05
K00231	0.000123189912634234
K00232	4.24792802187013e-06
K00239	0.000238064787727078
K00240	0.00014747523698568
K00241	0.000131476345567949
K00242	7.01308871535164e-05
K00243	0.000360399524734452
K00244	0.00111909985341121
K00245	7.61239239705346e-05
K00246	7.61239239705346e-05
K00247	6.00940069068737e-05
K00248	7.64760626578822e-05
K00249	5.37288470151633e-05
K00252	8.14208467965475e-05
K00253	5.81440339755829e-05
K00254	0.000165421090769367
K00255	3.20598341273218e-06
K00256	0
K00257	0
K00259	0.00017014924008962
K00260	7.96763242097667e-05
K00261	8.59689589701735e-05
K00262	0.000519884475559518
K00263	2.49633276383383e-05
K00265	4.68073578258898e-05
K00266	8.83774664858794e-05
K00271	7.5270914907625e-07
K00273	0
K00274	4.37978701707122e-06
K00275	0.000175842614957682
K00276	0
K00278	0.000373932471187847
K00281	0.000275153200503729
K00282	0.000199830091109673
K00283	0.000106143905666376
K00284	4.07248948511785e-05
K00285	0.000393211285619447
K00286	0.000461972344207032
K00287	0.000508495095143292
K00288	0
K00290	6.23919994155601e-05
K00293	1.08201940179711e-05
K00294	3.69623562697534e-05
K00297	0.000548996135466555
K00298	1.9563881016314e-05
K00299	2.39337003642434e-05
K00301	0
K00302	0
K00303	2.00373963295761e-06
K00304	0
K00305	0
K00311	0.000150921669154367
K00313	0
K00315	0
K00316	0
K00317	4.85655054139951e-06
K00318	1.49078228692046e-05
K00320	0
K00322	1.25834848949738e-05
K00324	0.000177315296647362
K00325	0.000148356882424181
K00329	2.66898119109954e-05
K00330	9.49772586021907e-05
K00331	9.74618957470582e-05
K00332	9.29735189692331e-05
K00333	9.34544164811429e-05
K00334	0.000105527196167188
K00335	0.000103144385576492
K00336	0.000100465099438709
K00337	9.63398015526019e-05
K00338	9.6099352796647e-05
K00339	9.56103245565713e-05
K00340	9.49772586021907e-05
K00341	9.52635071211847e-05
K00342	9.66641534557219e-05
K00343	0.000104579024961645
K00344	0.000384375110695197
K00346	0.000165108145755707
K00347	0.000165108145755707
K00348	0.000170558317557352
K00349	0.000165108145755707
K00350	0.000231472002399263
K00351	0.000165741211710088
K00354	3.1319231631777e-05
K00355	0.000142808665128896
K00356	2.66898119109954e-05
K00360	0
K00362	0.000253463853554109
K00363	0
K00364	0.000321479986711719
K00365	0
K00366	2.16403880359422e-06
K00367	2.84531027879981e-05
K00368	0.000104896102717605
K00370	1.70905683122564e-05
K00371	1.18701300813637e-05
K00372	8.89660397033179e-06
K00373	9.99025798935252e-06
K00374	9.86639044840605e-06
K00375	0.000475365588891831
K00376	1.51154009212593e-05
K00380	9.12590472986208e-05
K00381	7.54721101432111e-05
K00382	0.00227676693216684
