function.	skin_28
K00001	5.03
K00002	0
K00003	5.47
K00004	1.78
K00005	1.58
K00007	0
K00008	5.12
K00009	2.64
K00010	1
K00011	0
K00012	2.26
K00013	4.42
K00014	5.61
K00015	0.5
K00016	8.36
K00018	0.28
K00019	0.4
K00020	1.92
K00021	0
K00023	0
K00024	2.7
K00025	0
K00027	4.89
K00028	0
K00029	0.28
K00030	0
K00031	5
K00032	0
K00033	5.56
K00034	0.4
K00035	0
K00036	6.46
K00038	3
K00039	0
K00040	0
K00041	0.14
K00042	0
K00043	0
K00045	0
K00046	0.89
K00048	0.14
K00050	0
K00052	5.2
K00053	5.2
K00054	3.45
K00055	0.5
K00057	5.61
K00058	7.07
K00059	15.84
K00060	1.5
K00064	0
K00065	1.5
K00066	0.14
K00067	1.55
K00068	0
K00073	0
K00074	2.35
K00075	5.61
K00076	0.5
K00077	10.23
K00078	0
K00082	0
K00086	0
K00087	0
K00088	8.11
K00090	0.14
K00091	0.14
K00094	0
K00096	0.5
K00097	0.78
K00098	0
K00099	2.16
K00100	3.56
K00101	1.64
K00102	0
K00104	2
K00105	0.99
K00106	0
K00108	4.48
K00111	5.48
K00112	0.5
K00113	0.5
K00114	0
K00116	6.78
K00117	0.14
K00118	0
K00121	2.64
K00122	2.06
K00123	3.14
K00124	0.5
K00126	0
K00127	0
K00128	12.16
K00130	4.98
K00131	0.99
K00132	0.2
K00133	5.61
K00134	9.59
K00135	6.57
K00137	0
K00138	1.14
K00140	1.64
K00141	0
K00145	4.24
K00146	1
K00147	2.77
K00148	0.5
K00150	0.5
K00151	0.5
K00153	1.5
K00154	0.14
K00156	0.5
K00158	4.28
K00161	6.73
K00162	7.23
K00163	2.14
K00164	4.48
K00166	2.84
K00167	2.84
K00169	0
K00170	0
K00171	0
K00172	0
K00174	5.12
K00175	5.12
K00176	0.64
K00177	0.64
K00179	0.64
K00180	0.64
K00184	0
K00185	0
K00194	0
K00196	0
K00197	0
K00198	0
K00200	0
K00201	0
K00202	0
K00208	4.32
K00209	0
K00210	0.14
K00214	0
K00215	6.2
K00216	0
K00217	0
K00218	0
K00219	1.78
K00220	0
K00221	0
K00226	4.59
K00227	0
K00228	0.14
K00230	0.5
K00231	4.34
K00232	1
K00239	5.12
K00240	5.12
K00241	5.12
K00242	0.64
K00243	3.97
K00244	0.94
K00245	0
K00246	0
K00247	0
K00248	1.5
K00249	5.14
K00252	5.58
K00253	0.14
K00254	1.64
K00255	0.28
K00256	0
K00257	7.54
K00259	7.6
K00260	2.84
K00261	2.64
K00262	2.91
K00263	0.58
K00265	4.62
K00266	4.76
K00270	0
K00271	0.5
K00273	0
K00274	1.5
K00275	0.78
K00276	0
K00278	2.16
K00280	0
K00281	1.64
K00282	2.84
K00283	2.84
K00284	0
K00285	1.28
K00286	5.61
K00287	5.61
K00288	0
K00290	0.72
K00293	0
K00294	3.84
K00297	2.14
K00298	0
K00299	5.08
K00301	0
K00302	0
K00303	0.5
K00304	0
K00305	0
K00311	0.14
K00313	0.5
K00314	0
K00315	0
K00316	0
K00317	0.5
K00318	3.84
K00320	1
K00322	0.14
K00324	1.28
K00325	1.14
K00326	0
K00329	0
K00330	1.28
K00331	1.28
K00332	1
K00333	1
K00334	1.14
K00335	1.14
K00336	1.14
K00337	1.28
K00338	1.28
K00339	1.28
K00340	1.28
K00341	1.28
K00342	1.28
K00343	1.28
K00344	1.64
K00346	0.14
K00347	0.14
K00348	0.14
K00349	0.14
K00350	0.14
K00351	0.14
K00354	0
K00355	0.24
K00356	0
K00360	0.5
K00362	3.48
K00363	3.34
K00364	3.83
K00365	0
K00366	0
K00367	0
K00368	0.5
K00370	2.84
K00371	3.34
K00372	0.64
K00373	1.28
K00374	3.34
K00375	4.48
K00376	0
K00380	2.6
K00381	0.54
K00382	10.63
K00383	1.77
K00384	13.94
K00385	0
K00387	0
K00389	2
K00390	2.04
K00392	1.5
K00394	0
K00395	0
K00404	0
K00405	0
K00406	0
K00407	0
K00410	0
K00411	0
K00412	0
K00413	0
K00423	0
K00425	5.67
K00426	5.67
K00427	0.14
K00428	0
K00432	7.14
K00433	0.01
K00435	0
K00436	0
K00441	0
K00446	0
K00448	0.5
K00449	0.5
K00450	0
K00451	0.5
K00452	0
K00453	0.5
K00455	0
K00456	0
K00457	0.64
K00459	3.78
K00462	0
K00464	0
K00466	0.5
K00467	0
K00471	0
K00472	0
K00476	0
K00477	0
K00479	0
K00480	0
K00481	0.64
K00483	0.5
K00484	0
K00486	0
K00491	2.84
K00493	0
K00496	1.14
K00499	0
K00500	0.5
K00504	0
K00505	0
K00507	0.64
K00508	1.14
K00510	0.5
K00514	0
K00517	1
K00518	1
K00520	0.5
K00523	0.5
K00525	6.8
K00526	5.52
K00527	4.45
K00528	2.28
K00529	1.14
K00531	0
K00532	0
K00533	0
K00534	0
K00537	4.86
K00543	0
K00544	0
K00547	3.1
K00548	1.28
K00549	4.07
K00554	6.11
K00556	0.5
K00557	0.14
K00558	3.82
K00560	5.76
K00561	0.88
K00563	1.23
K00564	4.19
K00566	5.89
K00567	6.61
K00568	0.14
K00569	0
K00570	0
K00571	5.03
K00573	0.5
K00574	1.01
K00575	0.5
K00577	0
K00584	0
K00587	0
K00588	0
K00590	0
K00594	0
K00595	1.14
K00596	0
K00598	1
K00600	6.11
K00602	5.75
K00603	0.34
K00604	5.61
K00605	4.98
K00606	4.12
K00608	0
K00609	5.61
K00610	0.14
K00611	8.38
K00612	0
K00613	0
K00615	7.47
K00616	5.93
K00619	0.5
K00620	4.1
K00621	0
K00624	0
K00625	3.97
K00626	14.01
K00627	7.37
K00631	0.14
K00632	4.28
K00633	0
K00634	0.52
K00635	2.14
K00638	0.14
K00639	3.78
K00640	5.61
K00641	4.48
K00643	0
K00645	5.61
K00646	0
K00647	0.42
K00648	6.61
K00651	0.72
K00652	3.56
K00655	9.61
K00656	5.3
K00657	1.8
K00658	5.12
K00661	2.28
K00662	0
K00663	0.5
K00666	8.62
K00672	0
K00673	0
K00674	4.28
K00675	0
K00677	0.42
K00680	6.34
K00681	2.96
K00683	0
K00684	1.28
K00685	0.14
K00686	0
K00687	3.05
K00688	2.37
K00689	0
K00690	0.58
