function.	skin_18
K00001	16.0020216
K00002	3.7917001
K00003	97.3622641
K00004	0.8474918
K00005	6.0431929
K00007	0.3547243
K00008	33.9191662
K00009	34.4389342
K00010	62.4589967
K00011	0
K00012	61.8339635
K00013	82.5381986
K00014	95.2761464
K00015	0.0644953
K00016	199.5459724
K00018	0.7009925
K00019	3.1537456
K00020	5.4139229
K00021	1.1692653
K00023	0.8276899
K00024	61.4234686
K00027	146.0848998
K00028	0.2693289
K00029	2.3828633
K00030	2.4336236
K00031	84.8188604
K00032	0
K00033	91.8083849
K00034	4.8987782
K00035	0
K00036	84.1941184
K00038	0.1265908
K00039	0.0322477
K00040	38.6849953
K00041	5.5530474
K00042	0.7779569
K00043	0.1719875
K00045	0.1325404
K00046	3.9982423
K00048	0.3009782
K00050	0
K00052	79.2819351
K00053	86.9401131
K00054	30.6137955
K00055	0.1269308
K00057	107.5278411
K00058	106.896537
K00059	198.6926213
K00060	48.5757282
K00064	0.3001182
K00065	5.0123616
K00066	0
K00067	22.2847404
K00068	7.1893042
K00073	1.3658677
K00074	6.5496147
K00075	100.0468501
K00076	0.0107492
K00077	145.7654073
K00082	0
K00086	0
K00087	2.1294207
K00088	205.4453503
K00090	0.5083664
K00091	0.3898088
K00094	1.1286682
K00096	96.3678235
K00097	17.1306029
K00098	0.9444565
K00099	58.365885
K00100	2.6571878
K00101	5.162604
K00102	0.4729657
K00103	0.0214984
K00104	3.9653708
K00105	1.4139768
K00106	0
K00108	28.4799855
K00111	90.5471691
K00112	49.3120498
K00113	49.3120498
K00114	0.1612383
K00116	62.3128032
K00117	0.4974739
K00118	0
K00119	0.6019563
K00121	2.0311761
K00122	20.5847579
K00123	39.8013565
K00124	0.9413818
K00126	0.3547243
K00127	0.9814038
K00128	99.5955872
K00129	0
K00130	35.7106413
K00131	3.2384838
K00132	0
K00133	98.1678676
K00134	130.0664841
K00135	69.1916567
K00137	0.1074922
K00138	0
K00140	54.8221936
K00141	0.4291089
K00145	77.0848027
K00146	0.702409
K00147	58.9554917
K00148	0.3750228
K00150	0
K00151	0.6081559
K00152	0
K00153	4.1820968
K00154	0.78111
K00155	0.2645741
K00156	45.8238743
K00158	33.5180762
K00161	90.4600172
K00162	90.449268
K00163	54.3651868
K00164	82.2243924
K00166	28.9089545
K00167	28.9089545
K00169	10.5793831
K00170	10.2784049
K00171	0
K00172	10.5793831
K00174	83.273138
K00175	83.273138
K00176	1.0458991
K00177	1.0458991
K00179	0.5643341
K00180	0.5643341
K00184	0
K00185	0
K00194	0
K00196	0
K00197	0
K00198	0.5869074
K00200	0.0644953
K00201	0.0644953
K00202	0.0644953
K00207	0.0107492
K00208	81.5832889
K00209	0.343975
K00210	0.083605
K00211	0
K00214	0
K00215	128.1081211
K00216	0.2745367
K00217	0.1444895
K00218	0.0429969
K00219	1.0181861
K00220	0.0983195
K00221	0.6829338
K00224	0
K00226	158.3431047
K00228	0.5728618
K00230	3.946039
K00231	126.6311945
K00232	0.1217912
K00239	136.0457679
K00240	136.2398511
K00241	135.6929124
K00242	0.9920813
K00243	44.3982378
K00244	5.1881317
K00245	0.2558315
K00246	0.2558315
K00247	0.2558315
K00248	1.8409832
K00249	1.7866137
K00252	24.8296758
K00253	0.523272
K00254	0
K00255	0.1628148
K00256	0.1182414
K00257	15.9122474
K00258	0
K00259	141.0215026
K00260	40.7523265
K00261	0.6275045
K00262	55.5791646
K00263	2.1013477
K00265	78.3545066
K00266	85.1225743
K00270	0
K00271	0
K00273	0
K00274	48.1124368
K00275	5.4087394
K00276	0.179297
K00278	14.7231054
K00279	0
K00280	3.6902075
K00281	53.6746557
K00282	38.7133187
K00283	39.3962526
K00284	0.2078183
K00285	6.354518
K00286	91.7672733
K00287	102.2166567
K00290	1.3960725
K00292	0
K00293	0
K00294	29.2905518
K00297	57.9191102
K00298	0
K00299	30.0983014
K00301	0.1767372
K00302	0.3365222
K00303	0.6697481
K00304	0.325773
K00305	0.3365222
K00309	0
K00311	1.138414
K00313	41.1103945
K00314	0
K00315	0
K00316	0
K00317	12.1592822
K00318	76.6666671
K00320	0
K00322	0.2718836
K00324	55.6449722
K00325	54.5431238
K00329	0.2902289
K00330	53.405353
K00331	53.4880503
K00332	93.7976995
K00333	97.4771578
K00334	66.983697
K00335	65.87593
K00336	56.1076354
K00337	53.4020566
K00338	93.9943386
K00339	53.3913073
K00340	53.4020566
K00341	53.4020566
K00342	53.6385394
K00343	53.3913073
K00344	1.6127096
K00346	1.3844996
K00347	11.4145974
K00348	11.4145974
K00349	11.4145974
K00350	11.4145974
K00351	11.4145974
K00353	0
K00354	0.0429969
K00355	1.2779722
K00356	0.8933821
K00358	3.2169475
K00359	2.2951513
K00360	0
K00362	29.7649874
K00363	32.2255557
K00364	30.7945746
K00365	0
K00366	1.1286682
K00367	0
K00368	52.81051
K00370	72.3874272
K00371	73.7640441
K00372	0.3793758
K00373	77.4542515
K00374	73.7640441
K00375	92.7541543
K00376	0.180348
K00378	17.8770289
K00380	28.936228
K00381	6.6490379
K00382	189.6423786
K00383	56.8132711
K00384	132.7821082
K00385	1.1286682
K00386	0
K00387	0
K00389	0.193436
K00390	14.2157005
K00392	7.6442958
K00394	0.2934537
K00395	0.2934537
K00397	0
K00404	0.3977211
K00405	0.3977211
K00406	0.1881114
K00407	0.1881114
K00410	0
K00411	0.7524454
K00412	0.7416962
K00413	0.7416962
K00423	0.0322477
K00425	83.6604289
K00426	85.0155474
K00427	0.1825934
K00428	0.9957361
K00432	61.615619
K00433	0.8419336
K00435	0
K00436	0.0214984
K00437	0
K00441	0
K00446	0.0740446
K00448	0.6731545
K00449	0.693453
K00450	1.4257433
K00451	0.4084704
K00452	0.0537461
K00453	0.3869719
K00455	0.5675589
K00456	0
K00457	1.3181077
K00459	28.540591
K00462	0.0214984
K00464	0
K00466	0.0429969
K00467	0
K00468	0
K00469	0
K00470	0.0214984
K00471	0.2042352
K00472	0.1074922
K00476	0.2472321
K00477	0.2902289
K00478	0
K00479	0.385772
K00480	0.5311948
K00481	0.6558124
K00483	0.3418253
K00484	0.8368866
K00485	0.0716448
K00486	0
K00491	28.6832209
K00492	5.4019684
K00493	0.0214984
K00494	0
K00495	0
K00496	0.5630091
K00499	0.3117274
K00500	0.3009782
K00504	0
K00505	0.0740446
K00507	0.8001719
K00508	0.8586977
K00510	20.6576193
K00514	0
K00517	4.2124995
K00518	0
K00520	2.7295663
K00523	0.4580362
K00524	0
K00525	141.9736633
K00526	90.3783782
K00527	91.3035201
K00528	5.5349552
K00529	0.9854885
K00530	0.0405971
K00531	0
K00532	0
K00533	0
K00534	0
K00535	0
K00537	7.3393005
K00538	0
K00539	0
K00540	46.7938692
K00543	0.1182414
K00547	34.7129327
K00548	18.4109218
K00549	47.1563838
K00554	99.3665347
K00555	0
K00556	0
K00557	0.6896917
K00558	34.9775383
K00559	0.2934537
K00560	89.6334518
K00561	12.595804
K00563	54.8196792
K00564	55.6433407
K00566	100.5049269
K00567	87.0491149
K00568	1.2562622
K00569	0.0140456
K00570	0
K00571	18.8868576
K00573	4.882171
K00574	2.4387872
K00575	1.6629044
K00577	0
K00584	0
K00587	0
K00588	0.0513463
K00590	0.0551646
K00594	0
K00595	53.8125485
K00596	0.1504891
K00598	3.8406965
K00599	30.2736688
K00600	100.3977213
K00602	100.2396179
K00603	1.6277644
K00604	100.6485162
K00605	92.3981265
K00606	30.7873822
K00607	0.0107492
K00608	0
K00609	99.9974351
K00610	13.5891648
K00611	130.2525778
