function.	skin_17
K00587	0
K00588	0
K00590	0
K00594	0
K00595	8.42
K00596	0
K00598	1.16
K00600	62.62
K00602	64.23
K00603	1.89
K00604	64.37
K00605	56.64
K00606	44.96
K00608	0
K00609	63.49
K00610	3.99
K00611	93.01
K00612	0.2
K00613	0
K00615	76.7
K00616	63.92
K00619	0
K00620	50.02
K00621	0
K00624	0
K00625	58.59
K00626	108.73
K00627	69.42
K00631	0.37
K00632	39.07
K00633	1.49
K00634	11.64
K00635	0
K00638	0.45
K00639	49.11
K00640	65.74
K00641	51.79
K00643	0.33
K00645	61.42
K00646	0
K00647	2.74
K00648	66.08
K00651	8.19
K00652	40.36
K00655	81.55
K00656	60.78
K00657	14.63
K00658	54.2
K00661	14.93
K00662	0.43
K00663	0.33
K00666	42.52
K00672	0
K00673	0.8
K00674	44.88
K00675	0.45
K00677	6.23
K00680	76.2
K00681	53.37
K00683	0
K00684	7.8
K00685	1.77
K00686	0.78
K00687	37.42
K00688	19.39
K00689	0.17
K00690	2.83
K00691	0.75
K00692	0.2
K00693	0
K00694	0.25
K00695	0
K00696	0
K00697	5.75
K00698	0
K00700	17.23
K00701	0
K00702	1.97
K00703	11.7
K00705	23.09
K00709	0
K00712	83.5
K00713	0
K00720	0
K00721	10.19
K00728	0
K00737	0.45
K00745	0
K00748	4.21
K00752	0.1
K00754	38.02
K00756	52.71
K00757	4.75
K00758	0.33
K00759	62.54
K00760	61.85
K00761	62.81
K00762	64.37
K00763	62.52
K00764	65.17
K00765	47.62
K00766	57.93
K00767	13.17
K00768	9.69
K00769	0.5
K00772	0
K00773	62.81
K00782	8.44
K00783	56.31
K00784	53.23
K00785	0.17
K00786	0.74
K00788	68.03
K00789	63.86
K00790	114.21
K00791	65.08
K00793	57.45
K00794	58.23
K00795	1.74
K00796	64.52
K00797	4.97
K00798	9.64
K00799	16.89
K00800	61.17
K00801	1
K00803	5.75
K00805	55.38
K00806	63.4
K00808	0
K00809	0
K00812	8.34
K00813	0.17
K00817	98.07
K00818	15.73
K00819	76.35
K00820	62.56
K00821	4.1
K00822	2.1
K00823	50.95
K00824	47.35
K00826	62.85
K00830	1.9
K00831	14.14
K00832	8.21
K00833	39.57
K00835	0
K00836	1.36
K00839	0.14
K00840	0
K00841	50.33
K00842	0.25
K00844	1.48
K00845	60.18
K00847	62.87
K00848	5
K00849	21.73
K00850	69.67
K00851	51.5
K00852	62.37
K00853	54.41
K00854	22.18
K00855	0.33
K00856	1.24
K00857	53.8
K00858	62.81
K00859	63.06
K00860	13.35
K00862	0.33
K00863	7.31
K00864	63.16
K00865	112.31
K00867	8.94
K00868	67.8
K00869	49.03
K00870	0
K00872	50.96
K00873	63.18
K00874	21.07
K00875	0.33
K00876	59.41
K00878	57.64
K00879	0.25
K00880	0.66
K00881	0
K00882	54.3
K00883	0.86
K00884	0.17
K00885	0.17
K00886	5.5
K00887	15.94
K00891	56.12
K00892	0
K00895	7.77
K00897	0.25
K00899	0.12
K00901	40.99
K00906	1.44
K00912	4.46
K00917	47.83
K00918	0
K00919	60.54
K00924	4.15
K00925	63.86
K00926	79.97
K00927	62.81
K00928	109.67
K00929	6.46
K00930	52.55
K00931	16.26
K00932	0
K00936	10.02
K00937	24.27
K00938	49.03
K00939	62.81
K00940	58.7
K00941	61.94
K00942	62.81
K00943	59.53
K00945	63.26
K00946	9.38
K00947	0
K00948	73.85
K00949	55.7
K00950	59.46
K00951	65.99
K00952	0.25
K00954	62.81
K00955	1.19
K00956	8.75
K00957	10.7
K00958	10.8
K00960	0
K00962	62.84
K00963	63.85
K00965	8.73
K00966	0.66
K00968	0.39
K00969	97.07
K00970	9.05
K00971	12.42
K00972	34.8
K00973	17.78
K00974	54.71
K00975	21.16
K00978	1.49
K00979	4.21
K00980	47.75
K00981	64.7
K00982	7.44
K00983	2.4
K00984	0.91
K00986	1.79
K00988	0
K00989	9.06
K00990	1.94
K00991	88.39
K00992	1.77
K00995	66.78
K00996	0.14
K00997	58.13
K00998	0.37
K00999	0
K01000	62.84
K01002	1.73
K01003	0.2
K01004	0.53
K01006	24.88
K01007	1.74
K01008	3.03
K01011	9.11
K01012	58.42
K01014	0
K01015	0
K01023	0
K01026	0.71
K01027	0
K01028	4.01
K01029	3.78
K01031	2.56
K01032	2.56
K01034	1.38
K01035	1.38
K01039	1.19
K01040	1.19
K01042	2.56
K01046	78.77
K01048	1.54
K01051	2.52
K01053	2.02
K01055	3.42
K01056	62.81
K01057	7.64
K01058	0.39
K01060	2.91
K01061	4.25
K01066	9.42
K01067	0.25
K01069	2.27
K01070	2.3
K01071	3.27
K01073	0
K01075	2.1
K01077	56
K01078	0
K01079	7.58
K01081	5.08
K01082	3.13
K01083	0.2
K01085	0
K01086	0
K01087	5.75
K01089	1.94
K01090	59.07
K01091	69.06
K01092	94.03
K01093	0
K01095	2.17
K01096	0.17
K01101	3.02
K01104	202.41
K01113	0.95
K01114	41.62
K01115	0
K01117	0
K01118	48.53
K01119	11.81
K01120	0
K01121	0
K01126	235.09
K01128	0
K01129	13.58
K01130	3.86
K01133	1.09
K01135	0.2
K01137	0
K01138	0.58
K01139	0.7
K01141	0.62
K01142	19.74
K01143	0
K01144	2.35
K01146	0
K01147	1.41
K01150	0.53
K01151	55.99
K01153	99.24
K01154	110.63
K01155	3.13
K01156	2.48
K01158	0
K01159	12.13
K01160	0
K01163	3.77
K01166	0.5
K01167	0.25
K01169	0
K01173	4.72
K01174	81.41
K01175	0.17
K01176	7.6
K01178	0
K01179	5.8
K01181	3.08
K01182	0.74
K01183	35.11
K01184	0
K01185	1.1
K01186	8.05
K01187	66
K01190	31.59
K01191	3.81
K01192	2.48
K01193	59.2
K01194	0
K01195	6.49
K01197	2.26
K01198	1.57
K01200	6.56
K01201	1.18
K01205	2.96
K01206	13.95
K01207	16.12
K01208	0
K01209	7.47
K01210	1
K01212	0.25
K01215	2.5
K01216	0.17
K01218	3.54
K01219	0
K01220	47.31
K01222	2.75
K01223	73.6
K01224	2.99
K01226	49.12
K01227	1.27
K01230	0
K01232	1.89
K01233	0.4
K01235	1.97
K01236	1.19
K01239	49.4
K01240	0
K01241	3.79
K01243	56.42
K01246	58.98
K01247	4.01
K01250	35.79
K01251	3.55
K01252	0.99
K01253	0
K01255	48.16
K01256	12.42
K01258	101.29
K01259	43.46
K01261	49.43
K01262	67.3
K01263	0
K01264	0
K01265	74.99
K01266	1.32
K01267	7.61
K01269	0
K01270	8.11
K01271	52.07
K01273	4.48
K01274	35.4
K01277	2.27
K01278	5.11
K01281	3.27
K01283	0
K01284	10.94
K01286	6.35
K01295	2.02
K01297	3.91
K01299	2.47
K01301	0
K01303	0
K01304	49.59
K01305	0.33
K01308	1.08
K01318	73.5
K01322	0.76
K01325	0
K01338	9.95
K01342	0.33
K01347	0.06
K01350	0
K01354	0.2
K01355	0
K01356	60.99
K01358	70.39
K01361	1.6
K01372	19.7
K01387	0.25
K01389	0
K01390	1.25
K01392	0
K01399	0
K01400	0
K01401	39.55
K01406	0.73
K01407	0.17
K01409	66.87
K01414	1.61
K01415	0
K01416	0
K01417	0
K01419	46.96
K01420	10.81
K01421	58.35
K01424	63.59
K01425	2.64
K01426	8.45
K01427	0
K01428	46.84
K01429	46.74
K01430	46.84
K01432	1.24
K01433	4.79
K01434	1.77
K01436	35.77
K01437	0
K01438	15.16
K01439	117.18
K01442	56.31
K01443	58.16
K01444	0.16
K01446	35.26
K01447	6.12
K01448	65.26
K01449	3.47
K01451	20.68
K01452	0
K01453	0.7
K01455	6.36
K01457	0.78
K01458	1.74
K01459	0
K01460	0
K01461	0.99
K01462	115.51
K01464	1.85
K01465	64.35
K01466	1.14
K01467	3.8
K01468	43.37
K01469	1.24
K01470	3.4
K01471	0
K01473	5.53
K01474	5.53
K01476	42.46
K01477	0.2
K01478	48.64
K01479	42.56
K01480	6.21
K01482	0
K01483	1.11
K01484	0.2
K01485	1.32
K01486	3.88
K01487	1.68
K01488	12.44
K01489	56.3
K01491	63.8
K01492	1.63
K01493	60.95
K01494	3.1
K01495	13.88
K01496	9.82
K01497	0.53
K01499	0
K01501	2.59
K01502	0
K01505	0.2
K01507	14.66
K01512	57.06
K01515	62.28
K01518	0
K01520	45.75
K01521	0
K01523	8.85
K01524	23.32
K01525	1.61
K01531	5.93
K01533	17.87
K01534	19.17
K01535	0
K01537	12.69
K01539	0
K01545	0.2
K01546	42.77
K01547	42.77
K01548	42.77
K01551	9.76
K01555	1.77
K01556	1.57
K01560	39.26
K01561	1.57
K01563	0
K01567	2.24
K01568	0
K01569	0.12
K01571	4.78
K01572	9.23
K01573	1.94
K01574	1.34
K01575	92.14
K01576	0.25
K01577	0
K01578	1.57
K01579	43.37
K01580	8.13
K01581	5.89
K01582	35.05
K01583	1.91
K01584	1.49
K01585	2.5
K01586	102.17
K01588	62.17
K01589	55.83
K01590	0.75
K01591	62.81
K01593	0
K01594	0
K01595	5.99
K01596	1.9
K01597	49.03
K01598	4.41
K01599	56.91
K01601	1.32
K01602	0.33
K01607	18.99
K01608	0.45
K01609	57.76
K01610	50.34
K01611	1.75
K01613	5.16
K01615	0
K01616	0
K01617	0.66
K01619	91.13
K01620	50.78
K01621	7.26
K01622	0
K01623	52.27
K01624	66.53
K01625	26.64
K01626	16.1
K01627	4.21
K01628	6.03
K01629	1.89
K01630	1.15
K01631	0.86
K01633	58.32
K01635	52.77
K01637	1.77
K01638	2.1
K01639	47.95
K01640	5.16
K01641	49.03
K01643	1.27
K01644	12.94
K01646	1.27
K01647	65.98
K01649	102.08
K01652	122.25
K01653	26.13
K01654	2.02
K01655	0
K01657	57.93
K01658	87.88
K01659	1.77
K01661	52.71
K01662	16.55
K01664	17.03
K01665	49.62
K01666	0.43
K01667	1.07
K01668	0
K01669	47.93
K01671	0
K01673	10.44
K01674	0.77
K01676	4.04
K01677	3.05
K01678	3.05
K01679	54.69
K01681	62.23
K01682	1.94
K01683	0.33
K01684	10.14
K01685	2.55
K01686	9.81
K01687	67.41
K01689	69.43
K01690	0.78
K01692	14.8
K01693	46.68
K01695	57.93
K01696	58.3
K01697	0
K01698	53.47
K01699	5.5
K01702	0
K01703	60.46
K01704	62.23
K01706	0.9
K01707	0.45
K01708	0.78
K01709	1.49
K01710	16.89
K01711	4.62
K01712	43.64
K01713	0.2
K01714	70.94
K01715	4.01
K01716	0.95
K01719	49.23
K01720	1.52
K01721	0
K01724	1.77
K01725	0.2
K01727	36.65
K01728	0.45
K01729	0.2
K01730	1.09
K01732	0
K01733	62.39
K01734	5.63
K01735	61.01
K01736	60.92
K01737	56.81
K01738	116.16
K01739	53.61
K01740	24.06
K01744	15.93
K01745	44.67
K01746	0.1
K01749	53.32
K01750	52.13
K01751	1.45
K01752	115.08
K01753	2.66
K01754	103.02
K01755	60.36
K01756	62.31
K01758	0.2
K01759	14.36
K01760	51.1
K01761	0.55
K01766	0.37
K01768	0.25
K01769	0
K01770	13.45
K01771	34.48
K01772	56.33
K01775	114.62
K01776	61.07
K01777	0.51
K01778	11.38
K01779	10.6
K01781	0
K01782	1.55
K01783	63.19
K01784	122.93
K01785	59.55
K01787	3.75
K01788	47.75
K01790	16.03
K01791	128.87
K01792	6.12
K01795	0.2
K01796	1.82
K01799	3.47
K01800	1.44
K01801	2.48
K01802	20.76
K01803	68.81
K01804	8.97
K01805	4.93
K01807	52.81
K01808	25.11
K01809	102.65
K01810	64.05
K01811	5.45
K01812	8.85
K01813	2.3
K01814	43.12
K01815	3.6
K01816	8.19
K01817	58.01
K01818	2.77
K01819	93.83
K01820	0
K01821	50.33
K01822	0.33
K01823	49.43
K01825	0.2
K01826	1.69
K01829	0
K01834	110.44
K01835	62.35
K01838	1.03
K01839	52.1
K01840	3.98
K01841	1.59
K01843	3.6
K01844	0.35
K01845	103.32
K01846	0
K01847	15.62
K01848	0.18
K01849	0.18
K01851	0
K01854	9.37
K01856	1.44
K01857	1.03
K01858	6.74
K01865	0
K01866	63.63
K01867	62.81
K01868	69.04
K01869	62.81
K01870	62.81
K01872	63.98
K01873	62.81
K01874	64.68
K01875	63.09
K01876	63.72
K01878	6.37
K01879	6.37
K01880	56.44
K01881	63.67
K01883	62.81
K01884	0
K01885	19.95
K01886	11.17
K01887	63.21
K01889	62.81
K01890	62.81
K01892	62.91
K01893	55.54
K01894	1.77
K01895	99.82
K01896	0
K01897	67.45
K01902	48.15
K01903	48.15
K01904	0
K01905	0.99
K01906	34.55
K01907	0.45
K01908	1.57
K01909	0
K01910	1.78
K01911	52.71
K01912	11.7
K01914	9.68
K01915	78.19
K01916	49.73
K01918	44.86
K01919	5.52
K01920	1.77
K01921	65.17
K01922	4.41
K01923	62.25
K01924	62.81
K01925	62.56
K01926	53.62
K01928	18.65
K01929	62.07
K01933	62.17
K01934	27.17
K01935	38.49
K01937	62.15
K01938	61.53
K01939	62.31
K01940	59.17
K01941	0.7
K01945	62.15
K01947	0
K01950	14.36
K01951	71.42
K01952	153
K01953	16.53
K01955	66.37
K01956	62.7
K01958	46.18
K01959	0.2
K01960	4.05
K01961	104.23
K01962	51.19
K01963	52.64
K01965	0.58
K01966	9.26
K01968	1.77
K01969	1.77
K01971	3.29
K01972	63.01
K01974	0.25
K01975	2.35
K01989	14.82
K01990	547.95
K01991	7.34
K01992	422.75
K01993	8.29
K01994	0
K01995	28.77
K01996	28.77
K01997	29.1
K01998	34.8
K01999	29.27
K02000	5.96
K02001	5.46
K02002	13.27
K02003	239.18
K02004	170.55
K02005	24.37
K02006	7.56
K02007	7.68
K02008	7.68
K02009	6.26
K02010	18.27
K02011	20.01
K02012	53.19
K02013	184.65
K02014	34.35
K02015	497.25
K02016	395.21
K02017	48.69
K02018	54.83
K02019	2.4
K02020	50.38
K02021	5.5
K02022	1.37
K02024	0.17
K02025	19.95
K02026	20.63
K02027	30.16
K02028	124.99
K02029	53.86
K02030	150.55
K02031	95.89
K02032	153.61
K02033	154.25
K02034	159.42
K02035	166.18
K02036	67.48
K02037	64.18
K02038	64.18
K02039	64.67
K02040	66.64
K02041	45.49
K02042	90.48
K02043	0.33
K02044	54.62
K02045	7.84
K02046	7.84
K02047	7.84
K02048	8.49
K02049	59.98
K02050	59.57
K02051	67.11
K02052	8.97
K02053	9.77
K02054	8.21
K02055	10.1
K02056	18.35
K02057	34.91
K02058	8.83
K02062	0.17
K02063	0.17
K02064	0.17
K02065	5.98
K02066	6.23
K02067	6.23
K02068	47.95
K02069	53.35
K02071	102.04
K02072	102.04
K02073	116.05
K02074	1.52
K02075	1.77
K02076	45.12
K02077	1.52
K02078	73.44
K02079	0.02
K02080	0.14
K02081	0.5
K02082	9.74
K02083	0.57
K02086	49.43
K02092	0
K02093	0
K02094	0
K02095	0
K02096	0
K02097	0
K02099	1.04
K02100	0
K02103	3.39
K02106	1.99
K02107	1.59
K02108	62.55
K02109	62.88
K02110	62.55
K02111	62.55
K02112	62.55
K02113	26.2
K02114	62.55
K02115	62.55
K02116	13.06
K02117	6.47
K02118	6.47
K02119	4.45
K02120	6.47
K02121	4.91
K02122	4.45
K02123	6.47
K02124	6.47
K02160	98.8
K02164	0.33
K02167	0.53
K02168	2.14
K02169	4.78
K02170	1.19
K02171	34.69
K02172	34.61
K02173	0.45
K02182	7.15
K02188	8.9
K02189	2.04
K02190	2.73
K02191	0.61
K02192	1.65
K02193	1.03
K02194	1.03
K02195	1.03
K02196	0.7
K02197	1.03
K02198	1.69
K02199	1.86
K02200	1.89
K02203	6.35
K02204	1.44
K02205	0
K02217	49.11
K02221	57.87
K02224	9.25
K02225	0.86
K02226	5.7
K02227	9.86
K02228	0.78
K02229	0.78
K02230	2.8
K02231	9.76
K02232	9.71
K02233	9.81
K02234	0.78
K02236	48.54
K02237	60.38
K02238	69.41
K02239	0
K02240	49.43
K02241	0.88
K02242	48.94
K02243	49.43
K02244	48.43
K02245	48.94
K02246	45.73
K02247	0
K02248	3.27
K02249	0
K02250	45.02
K02251	0
K02253	0
K02254	0
K02255	0
K02258	0.78
K02259	46.79
K02274	3.09
K02275	1.77
K02276	1.77
K02277	0
K02278	2.09
K02279	2.58
K02280	2.43
K02281	0
K02282	2.58
K02283	13.38
K02284	0
K02285	0
K02286	0
K02287	0
K02288	0
K02289	0
K02290	0
K02291	1.24
K02292	0
K02293	0
K02294	0
K02297	2.76
K02298	36.91
K02299	39.01
K02300	36.91
K02302	1.33
K02303	62.76
K02304	46.88
K02305	0.33
K02313	62.81
K02314	65.12
K02315	10.71
K02316	63.61
K02317	0
K02334	4.97
K02335	63.51
K02336	0.2
K02337	63.72
K02338	62.81
K02339	1.94
K02340	62.81
K02341	62.81
K02342	70.71
K02343	62.31
K02344	0.17
K02345	0
K02346	69.86
K02347	45.02
K02348	3.12
K02351	0.99
K02352	44.08
K02355	76.52
K02356	63.14
K02357	62.81
K02358	65.72
K02361	2.35
K02362	0.2
K02363	0.33
K02364	0.66
K02371	11.77
K02372	54.52
K02377	4.28
K02379	47.47
K02380	0.75
K02381	0.34
K02383	0
K02385	1.53
K02386	1.77
K02387	3.58
K02388	3.58
K02389	3.58
K02390	3.88
K02391	1.77
K02392	5.64
K02393	1.77
K02394	1.77
K02395	2.93
K02396	4.89
K02397	3.58
K02398	3.25
K02399	1.19
K02400	3.58
K02401	3.18
K02402	1.24
K02403	1.24
K02404	3.17
K02405	3.25
K02406	6.82
K02407	3.9
K02408	3.58
K02409	3.6
K02410	3.58
K02411	3.25
K02412	3.58
K02413	3.25
K02414	3.07
K02415	2.84
K02416	3.5
K02417	4.11
K02418	2.41
K02419	3.58
K02420	3.58
K02421	3.18
K02422	4.08
K02423	1.24
K02424	49.64
K02425	0
K02426	2.97
K02427	1.94
K02428	69.93
K02429	6.69
K02430	0.14
K02431	2.16
K02433	65.81
K02434	59
K02435	59
K02436	0
K02437	56.8
K02438	14.59
K02439	0.37
K02440	58.38
K02441	0.2
K02442	0.2
K02443	51.98
K02444	2.3
K02445	46.69
K02446	0.41
K02448	0.33
K02450	0.33
K02451	0
K02452	0.25
K02453	1.69
K02454	2.14
K02455	1.69
K02456	0.9
K02457	0.7
K02458	0.7
K02459	0.7
K02460	0.7
K02461	0.7
K02462	0.7
K02463	0.25
K02464	0
K02465	0
K02466	0.03
K02467	0
K02468	0.03
K02469	70.5
K02470	70.47
K02471	0.48
K02472	41.36
K02473	2.02
K02474	6.09
K02475	2.06
K02476	1.06
K02477	6.04
K02478	0.79
K02479	0.16
K02480	0.91
K02481	3.03
K02482	0
K02483	12.27
K02484	43.79
K02485	0
K02486	0
K02487	0.14
K02488	0.33
K02490	0
K02491	0
K02492	52.46
K02493	62.6
K02494	1.61
K02495	69.41
K02496	1.61
K02497	10.87
K02498	1.94
K02499	47.49
K02500	49.61
K02501	48.6
K02502	5.09
K02503	58.55
K02504	0.17
K02505	0.17
K02506	0.17
K02507	0.17
K02508	0
K02509	2.81
K02510	3.51
K02511	0
K02517	11.15
K02518	63.72
K02519	63.14
K02520	62.81
K02521	0.17
K02523	4.21
K02525	0.2
K02526	3.11
K02527	4.54
K02528	62.81
K02529	135.27
K02530	46.65
K02531	2.13
K02532	5.22
K02533	1.57
K02535	1.94
K02536	4.21
K02538	40.74
K02545	34.31
K02547	34.15
K02548	53.48
K02549	50.69
K02550	0
K02551	53.57
K02552	56.19
K02553	0.37
K02554	0.66
K02556	4.51
K02557	5.96
K02558	1.75
K02560	0.17
K02562	0.17
K02563	62.81
K02564	59.24
K02565	0
K02566	0
K02567	1.49
K02568	1.49
K02569	1.49
K02570	1.49
K02571	1.46
K02572	0.17
K02573	0.5
K02574	0.5
K02575	1.47
K02584	0
K02585	0.86
K02586	0.96
K02587	1.28
K02588	2.42
K02589	0.3
K02590	0.3
K02591	0.96
K02592	0
K02593	0
K02594	0.46
K02595	0
K02596	0
K02597	0
K02598	0.7
K02600	62.81
K02601	65.47
K02609	1.57
K02610	1.57
K02611	1.57
K02612	1.57
K02613	1.57
K02614	9.01
K02615	0
K02616	1.32
K02617	0
K02618	0.33
K02619	20.72
K02621	53.99
K02622	53.99
K02623	0.53
K02624	3.92
K02625	0.2
K02626	0.39
K02634	0
K02635	0
K02636	0
K02637	0
K02638	0
K02639	0
K02640	0
K02641	0
K02642	0
K02643	0
K02647	5.7
K02650	2.23
K02651	2.95
K02652	3.17
K02653	3.9
K02654	12.24
K02655	0.95
K02656	0.62
K02657	0.45
K02658	0.45
K02659	0.45
K02660	0.45
K02661	0
K02662	1.68
K02663	1.75
K02664	0.78
K02665	0.45
K02666	0.45
K02667	0.45
K02668	0.45
K02669	2.7
K02670	0.7
K02671	0.95
K02672	0.95
K02673	0.95
K02674	0.95
K02676	0.45
K02679	0.17
K02680	0.17
K02681	0.17
K02682	0.17
K02686	1.41
K02687	55.38
K02688	1.4
K02689	0
K02690	0
K02691	0
K02692	0
K02693	0
K02694	0
K02696	0
K02697	0
K02698	0
K02699	0
K02700	0
K02702	0
K02703	0
K02704	0
K02705	0
K02706	0
K02707	0
K02708	0
K02709	0
K02710	0
K02711	0
K02712	0
K02713	0
K02714	0
K02715	0
K02716	0
K02717	0
K02718	0
K02719	0
K02720	0
K02722	0
K02723	0
K02724	0
K02742	0.37
K02744	6.11
K02745	5.56
K02746	4.56
K02747	4.56
K02750	50.66
K02753	0
K02755	34.75
K02756	0.77
K02757	22.22
K02759	22.35
K02760	18.84
K02761	22.36
K02763	0.33
K02765	81.54
K02768	3.41
K02769	1.16
K02770	96.3
K02771	0
K02773	42.8
K02774	42.46
K02775	41.69
K02777	50.48
K02778	0
K02779	6.95
K02781	1.26
K02783	2.52
K02784	0.42
K02786	46.06
K02788	47.34
K02791	42.18
K02793	17.4
K02794	24.14
K02795	17.78
K02796	17.35
K02798	40.16
K02799	0
K02800	40.33
K02802	0
K02803	0
K02804	46.95
K02805	0.71
K02806	1.94
K02810	96.2
K02812	0
K02813	1
K02814	0
K02815	0
K02819	48.96
K02821	52.12
K02822	53.98
K02823	10.32
K02824	54.26
K02825	52.92
K02826	10.87
K02827	45.02
K02828	10.87
K02829	10.87
K02834	62.81
K02835	62.95
K02836	62.81
K02837	56.01
K02838	62.81
K02839	0.89
K02840	0
K02841	1.36
K02843	1.56
K02844	1.19
K02846	0
K02847	1.41
K02848	0.2
K02849	0
K02850	0
K02851	54.61
K02852	0.56
K02853	0.17
K02854	0
