reactions	air_10
K00001	446.641089494406
K00003	820.090547476974
K00004	190.812827534612
K00005	85.0613305848642
K00006	825.460479909406
K00007	17.6210593504118
K00008	9.2
K00009	84.0901304849911
K00010	54.3914291632689
K00011	824.953589502906
K00012	643.75698081912
K00013	82.1721129516187
K00014	820.340547476974
K00015	189.402540632256
K00016	438.720058403326
K00018	189.402540632256
K00019	53.2039009039371
K00020	94.6862437174997
K00021	0
K00022	94.6862437174997
K00024	95.5846030329197
K00025	95.5846030329197
K00026	95.5846030329197
K00027	72.7971998189832
K00028	72.7971998189832
K00029	253.870771542319
K00030	0
K00031	631.172499102763
K00033	797.080385620013
K00034	7
K00036	804.201416711093
K00039	9
K00040	77.6402712344524
K00041	36.4643300061261
K00042	93.5113305848642
K00043	0
K00045	9.2
K00046	61.4010583271429
K00048	54.795393346253
K00049	189.402540632256
K00050	189.402540632256
K00052	644.6974023167
K00053	646.0099023167
K00054	0.2
K00057	825.460479909406
K00058	474.8181341325
K00059	812.946349143525
K00060	92.2613305848642
K00066	0
K00067	607.381523686121
K00068	72.2346998189832
K00073	44.7703698128571
K00074	0
K00075	826.772979909406
K00077	442.090547468474
K00082	631.870771550819
K00086	0
K00087	31.260161856961
K00088	812.946349143525
K00090	42.7703698128571
K00094	54.6040113046975
K00096	825.460479909406
K00097	266.686629860144
K00098	35.7703698128571
K00099	269.0099023082
K00100	20.0250235333959
K00101	438.720058403326
K00102	253.051381135819
K00103	0
K00104	17.43353109108
K00105	0
K00106	31.260161856961
K00110	93.4862437174997
K00111	0
K00112	0
K00113	0
K00116	414.889243147262
K00121	446.641089494406
K00122	94.5056341239997
K00123	0
K00125	0
K00126	0
K00128	804.951416711093
K00130	25.6545904414918
K00132	71.6760818605387
K00133	820.090547476974
K00134	640.754580959325
K00135	266.686629860144
K00137	804.951416711093
K00139	243.626468003183
K00140	78.2556487686346
K00145	94.6862437174997
K00146	17.4210593504118
K00147	461.241503366619
K00149	804.951416711093
K00150	812.946349143525
K00151	60.3914291632689
K00156	71.2346998189832
K00158	7.25
K00160	646.0099023167
K00161	819.340547476974
K00162	819.340547476974
K00163	819.340547476974
K00164	255.183271542319
K00165	1
K00166	1
K00167	1
K00169	73.7971998189832
K00170	73.7971998189832
K00171	73.7971998189832
K00172	73.7971998189832
K00174	1.3125
K00175	1.3125
K00176	1.3125
K00177	1.3125
K00179	0
K00199	0
K00207	0
K00208	429.263916702593
K00209	252.859999094263
K00210	440.778047468474
K00211	440.778047468474
K00215	43.7703698128571
K00216	71.2346998189832
K00220	817.778047476974
K00226	42.7703698128571
K00228	458.918230918563
K00229	85.2527126264197
K00231	377.0000000085
K00238	646.2599023167
K00239	646.2599023167
K00240	646.2599023167
K00241	646.2599023167
K00242	646.2599023167
K00244	646.2599023167
K00245	646.2599023167
K00246	646.2599023167
K00247	646.2599023167
K00248	253.859999094263
K00249	45.2039009039371
K00252	1.2
K00253	8.43353109108
K00254	826.772979909406
K00259	2.5625
K00260	63.6249602543489
K00261	806.263916711093
K00262	629.637240459739
K00263	1
K00264	95.4948616759442
K00265	95.4948616759442
K00266	95.4948616759442
K00271	1
K00273	9
K00274	17.4210593504118
K00275	253.870771542319
K00276	17.4210593504118
K00278	252.859999094263
K00281	820.149165435418
K00282	820.149165435418
K00283	820.149165435418
K00284	8.2
K00285	79.6682309100632
K00286	633.433271550819
K00287	826.772979909406
K00288	812.946349143525
K00294	251.63879899439
K00297	825.460479909406
K00299	42.7703698128571
K00301	0.2
K00302	0.2
K00303	0.2
K00304	0.2
K00305	0.2
K00306	0.2
K00318	250.63879899439
K00319	0
K00320	0
K00322	95.8181341239997
K00323	95.8181341239997
K00324	95.8181341239997
K00325	95.8181341239997
K00329	632.433271550819
K00357	418.517885611513
K00360	80.6790033581187
K00361	93.4948616759442
K00362	93.4948616759442
K00364	258.591975745138
K00365	0
K00366	0
K00368	7.19138204155556
K00370	80.6790033581187
K00371	80.6790033581187
K00372	80.6790033581187
K00374	80.6790033581187
K00376	7
K00380	93.6862437174997
K00381	93.6862437174997
K00382	826.772979909406
K00383	94.5056341239997
K00384	812.946349143525
K00385	93.6862437174997
K00390	94.4948616759442
K00392	43.7703698128571
K00394	0
K00395	0
K00399	0
K00401	0
K00402	0
K00411	0
K00432	53.8040113046975
K00436	0
K00440	0
K00441	0
K00442	0
K00443	0
K00448	25.6545904414918
K00449	25.6545904414918
K00451	1
K00453	7.2
K00455	60.1914291632689
K00457	26.8545904414918
K00463	7.2
K00466	0
K00472	7.2
K00480	10.2
K00483	53.3914291632689
K00484	53.3914291632689
K00491	0
K00500	7.2
K00518	818.028047476974
K00522	255.009648518393
K00524	824.460479909406
K00525	824.460479909406
K00526	824.460479909406
K00527	100.754535465352
K00528	557.62529928378
K00529	0
K00531	0
K00540	45.6040113046975
