KO	skin_1
K00001	0.000886162142627207
K00002	4.87568445328746e-05
K00003	0.000417411695253914
K00004	0.000456581968904345
K00005	3.91809359853827e-05
K00007	4.16551275268461e-06
K00008	0.00063096332730014
K00009	0.000249443280346987
K00010	0.000199324071123507
K00012	0.000132012919741609
K00013	0.000349710944763805
K00014	0.000479476911510485
K00015	0.000984932302477144
K00016	0.000741207504348671
K00018	0.000447347967739291
K00019	0.000221570474516598
K00020	0.000166371824068379
K00021	2.12214727282799e-06
K00023	0.000195161646318855
K00024	0.00024909159511142
K00027	0.00051537982464976
K00029	0.000390005667864109
K00030	2.21106657105404e-05
K00031	0.000389203110687843
K00032	6.20919215241154e-06
K00033	0.000426136056735942
K00034	0.000342660093306234
K00035	2.97003831186923e-06
K00036	0.000363358165461707
K00038	0.000571240165525634
K00039	9.91101271946518e-07
K00040	7.39648764780509e-06
K00041	4.60138465572151e-06
K00042	2.53323803008594e-05
K00043	6.06995242927725e-05
K00045	4.76738198638411e-06
K00046	0.00029888647358884
K00048	4.19670181003095e-05
K00050	6.34753873625697e-06
K00052	0.000405952643304888
K00053	0.000389221952954543
K00054	0.00028202296464821
K00055	7.59779628331583e-05
K00057	0.000447076151679811
K00058	0.00157047465346151
K00059	0.00294881152892777
K00060	2.57475709786673e-05
K00064	1.2042582348523e-05
K00065	0.000165748863380458
K00066	5.88442693961534e-06
K00067	0.000260705711783174
K00068	8.65794059527263e-05
K00073	2.12687706579089e-05
K00074	0.000126721104782686
K00075	0.000449102522343053
K00076	4.30410506033658e-05
K00077	0.000851935333399862
K00082	1.94125424812052e-06
K00086	1.35267239185222e-05
K00087	4.52312239812082e-05
K00088	0.000612829205639329
K00090	0.000600295436388705
K00091	0.000501149101368249
K00094	3.16415033426029e-06
K00096	6.59453714070384e-05
K00097	0.00011846192893943
K00098	7.31834885889795e-06
K00099	0.000117337332455157
K00100	5.43551189473747e-05
K00101	2.77963413277363e-05
K00102	9.57351685535202e-05
K00103	5.35647614675705e-07
K00104	0.000205919702489437
K00105	9.69389776032964e-06
K00106	0
K00108	0.000296769721852633
K00109	0
K00111	0.000450248685049757
K00112	6.59487207069834e-05
K00113	6.59615170494123e-05
K00114	4.99057354727477e-07
K00116	0.000565057743417846
K00117	2.62398966538194e-06
K00118	0.000457136276388921
K00121	0.000144168486168595
K00122	0.000232174130770851
K00123	0.000533123500441306
K00124	0.000106333870246203
K00125	0
K00126	5.19372704917126e-06
K00127	3.96221197567739e-05
K00128	0.00163712647566553
K00129	3.07112218293832e-08
K00130	0.000702975917163187
K00131	3.37993607971069e-05
K00132	0.000244881749526203
K00133	0.000425153243146048
K00134	0.000723878885752387
K00135	0.00122066149038344
K00137	0.000390173861930238
K00138	0.000599989139536111
K00140	0.000134911529950071
K00141	2.20623962158981e-05
K00145	0.000387417531338549
K00146	0.000171836595236128
K00147	0.000125034514112969
