reactions	GI_3
K00001	10.6158606633338
K00003	10.7114949724677
K00004	0.107142857142857
K00005	7.99666666666667
K00006	12.7909740680229
K00007	0
K00008	0
K00009	0
K00010	0
K00011	10.9308606633338
K00012	9.82928007135576
K00013	9.86126769974045
K00014	10.4514949724677
K00015	0.0825
K00016	10.1211547809809
K00018	0.0825
K00019	7.99666666666667
K00020	8.25380952380953
K00021	7.99666666666667
K00022	8.25380952380953
K00024	9.74678007135576
K00025	9.74678007135576
K00026	9.74678007135576
K00027	0.364285714285714
K00028	0.364285714285714
K00029	9.83662484259759
K00030	0
K00031	9.72428909011478
K00033	1.36693534726143
K00034	0.107142857142857
K00036	1.36693534726143
K00039	0
K00040	0.257142857142857
K00041	0.257142857142857
K00042	8.10380952380953
K00043	0
K00045	0
K00046	7.99666666666667
K00048	0.257142857142857
K00049	0.0825
K00050	0.0825
K00052	10.4514949724677
K00053	10.4514949724677
K00054	0
K00057	12.7909740680229
K00058	12.044832274055
K00059	12.4482467952956
K00060	0
K00066	0
K00067	10.3189229284986
K00068	7.99666666666667
K00073	0
K00074	0
K00075	12.7909740680229
K00077	10.4364949724677
K00082	10.0617800713558
K00086	0.107142857142857
K00087	0
K00088	12.1214088506316
K00090	0
K00094	0
K00096	12.7909740680229
K00097	9.66428007135576
K00098	0
K00099	11.4299621441849
K00100	0
K00101	10.1211547809809
K00102	0.107142857142857
K00103	0
K00104	7.99666666666667
K00105	0.107142857142857
K00106	0
K00110	7.99666666666667
K00111	0
K00112	0
K00113	0
K00116	0.165
K00121	10.6158606633338
K00122	8.07916666666667
K00123	0
K00125	0
K00126	0
K00128	8.39416666666667
K00130	7.99666666666667
K00132	1.26943534726143
K00133	11.9376894169122
K00134	12.7909740680229
K00135	8.10380952380953
K00137	8.39416666666667
K00139	8.10380952380953
K00140	7.99666666666667
K00145	10.2039949724677
K00146	0
K00147	10.7114949724677
K00149	8.39416666666667
K00150	12.7909740680229
K00151	0
K00156	0
K00158	8.10380952380953
K00160	8.24416666666667
K00161	10.5586378296106
K00162	10.5586378296106
K00163	10.5586378296106
K00164	8.07916666666667
K00165	7.99666666666667
K00166	7.99666666666667
K00167	7.99666666666667
K00169	2.38804318394024
K00170	2.38804318394024
K00171	2.38804318394024
K00172	2.38804318394024
K00174	1.81761340468909
K00175	1.81761340468909
K00176	1.81761340468909
K00177	1.81761340468909
K00179	0
K00199	0
K00207	0
K00208	9.14906181738751
K00209	8.14666666666667
K00210	9.29906181738751
K00211	9.29906181738751
K00215	0.257142857142857
K00216	0
K00220	10.4514949724677
K00226	0.257142857142857
K00228	8.56880952380953
K00229	0
K00231	0.165
K00238	9.91178007135576
K00239	10.254507344083
K00240	10.254507344083
K00241	10.254507344083
K00242	10.254507344083
K00244	10.254507344083
K00245	10.254507344083
K00246	10.254507344083
K00247	10.254507344083
K00248	8.92514285714286
K00249	7.99666666666667
K00252	7.99666666666667
K00253	7.99666666666667
K00254	12.0114088506316
K00259	0.107142857142857
K00260	9.10941896024465
K00261	11.4163560835788
K00262	11.4163560835788
K00263	0.15
K00264	9.76257601222307
K00265	9.76257601222307
K00266	9.76257601222307
K00271	0
K00273	0
K00274	0
K00275	8.07916666666667
K00276	0
K00278	0.962752293577982
K00281	9.35691896024465
K00282	9.35691896024465
K00283	9.35691896024465
K00284	7.99666666666667
K00285	7.99666666666667
K00286	10.3772188693659
K00287	9.80908956358957
K00288	12.7909740680229
K00294	7.99666666666667
K00297	11.3829326601554
K00299	0
K00301	7.99666666666667
K00302	7.99666666666667
K00303	7.99666666666667
K00304	7.99666666666667
K00305	7.99666666666667
K00306	7.99666666666667
K00318	7.99666666666667
K00319	0
K00320	0
K00322	8.07916666666667
K00323	8.07916666666667
K00324	8.07916666666667
K00325	8.07916666666667
K00329	9.91178007135576
K00357	0.2325
K00360	8.07916666666667
K00361	7.99666666666667
K00362	7.99666666666667
K00364	0.107142857142857
K00365	0
K00366	0
K00368	0
K00370	8.07916666666667
K00371	8.07916666666667
K00372	8.07916666666667
K00374	8.07916666666667
K00376	0
K00380	7.99666666666667
K00381	7.99666666666667
K00382	9.88336566669136
K00383	8.07916666666667
K00384	12.2696407346896
K00385	7.99666666666667
K00390	7.99666666666667
K00392	0
K00394	0
K00395	0
K00399	0
K00401	0
K00402	0
K00411	0
K00432	0
K00436	0
K00440	0
K00441	0
K00442	0
K00443	0
K00448	7.99666666666667
