reactions	GI_4
K00001	75.7738427758886
K00003	71.4811616161616
K00004	0
K00005	7
K00006	79.2988427758886
K00007	0
K00008	14.6666666666667
K00009	0
K00010	0
K00011	76.0238427758886
K00012	25.1916666666667
K00013	48.5666666666667
K00014	69.5811616161616
K00015	0
K00016	34.0171761092219
K00018	0
K00019	7
K00020	7
K00021	7
K00022	7
K00024	22.2916666666667
K00025	22.2916666666667
K00026	22.2916666666667
K00027	0
K00028	0
K00029	48.9416666666667
K00030	0
K00031	42.7339393939394
K00033	18.0316205533597
K00034	0.5
K00036	18.0316205533597
K00039	0
K00040	0
K00041	0
K00042	24.0666666666667
K00043	0
K00045	0
K00046	7
K00048	0
K00049	0
K00050	0
K00052	67.5161616161616
K00053	67.5161616161616
K00054	0
K00057	79.2988427758886
K00058	78.9944949498016
K00059	61.5715700486158
K00060	15.2916666666667
K00066	0
K00067	26.6638888888889
K00068	8
K00073	0
K00074	0
K00075	64.6321761092219
K00077	67.7661616161616
K00082	25.3166666666667
K00086	0
K00087	3.62222222222222
K00088	78.9944949498016
K00090	0
K00094	0
K00096	79.2988427758886
K00097	23.5138888888889
K00098	0
K00099	60.2672222225289
K00100	17.3888888888889
K00101	34.0171761092219
K00102	14.6666666666667
K00103	0
K00104	24.0666666666667
K00105	0
K00106	3.62222222222222
K00110	9.4
K00111	0
K00112	0
K00113	0
K00116	0
K00121	75.7738427758886
K00122	7.5
K00123	0
K00125	0
K00126	0
K00128	8.25
K00130	7
K00132	19.2538427755819
K00133	78.9944949498016
K00134	79.2988427758886
K00135	7
K00137	8.25
K00139	7
K00140	7
K00145	67.9561616161616
K00146	0
K00147	70.8561616161616
K00149	8.25
K00150	79.2988427758886
K00151	0
K00156	14.6666666666667
K00158	7
K00160	21.6666666666667
K00161	67.9561616161616
K00162	67.9561616161616
K00163	67.9561616161616
K00164	21.6666666666667
K00165	7
K00166	7
K00167	7
K00169	53.8272222225289
K00170	53.8272222225289
K00171	53.8272222225289
K00172	53.8272222225289
K00174	3.775
K00175	3.775
K00176	3.775
K00177	3.775
K00179	0
K00199	0
K00207	0
K00208	25.0666666666667
K00209	7.75
K00210	26.4138888888889
K00211	26.4138888888889
K00215	17.5666666666667
K00216	0
K00220	68.5811616161616
K00226	15.1666666666667
K00228	8.25
K00229	0
K00231	0
K00238	22.7916666666667
K00239	42.9189393939394
K00240	42.9189393939394
K00241	42.9189393939394
K00242	42.9189393939394
K00244	42.9189393939394
K00245	42.9189393939394
K00246	42.9189393939394
K00247	42.9189393939394
K00248	16.26333333364
K00249	7
K00252	7
K00253	7
K00254	77.3444949498016
K00259	0
K00260	8.25
K00261	71.4811616161616
K00262	70.4811616161616
K00263	0.25
K00264	77.0944949498016
K00265	77.0944949498016
K00266	77.0944949498016
K00271	0
K00273	0
K00274	0
K00275	21.6666666666667
K00276	0
K00278	18.1316666666667
K00281	27.1638888888889
K00282	27.1638888888889
K00283	27.1638888888889
K00284	7
K00285	7
K00286	78.9944949498016
K00287	51.0294949498016
K00288	79.2988427758886
K00294	21.6666666666667
K00297	68.7061616161616
K00299	14.6666666666667
K00301	7
K00302	7
K00303	7
K00304	7
K00305	7
K00306	7
K00318	21.6666666666667
K00319	0
K00320	0
K00322	7
K00323	7
K00324	7
K00325	7
K00329	24.6916666666667
K00357	14.9166666666667
K00360	7
K00361	7
K00362	7
K00364	0
K00365	0
K00366	0
K00368	0
K00370	7
K00371	7
K00372	7
K00374	7
K00376	0
K00380	21.6666666666667
K00381	21.6666666666667
K00382	45.3911616161616
K00383	7
K00384	69.3855094422486
K00385	21.6666666666667
K00390	21.6666666666667
K00392	14.6666666666667
K00394	2.4
K00395	2.4
K00399	0
K00401	0
K00402	0
K00411	0
K00432	0
K00436	0
K00440	0
K00441	0
K00442	0
K00443	0
K00448	7
K00449	7
K00451	7
K00453	7
K00455	0
K00457	7
K00463	7
K00466	0
K00472	0
K00480	7
K00483	0
K00484	0
K00491	0
K00500	0
K00518	22.5416666666667
K00522	7.25
K00524	8.47222222222222
K00525	8.47222222222222
K00526	8.47222222222222
K00527	71.9944949498016
K00528	24.7272727272727
K00529	0
K00531	0.25
K00540	0
K00547	0
K00548	0
K00549	24.7272727272727
K00560	40.2689393939394
K00568	7
K00577	0
K00578	0
K00579	0
K00580	0
K00581	0
K00582	0
K00583	0
K00584	0
K00589	14.6666666666667
K00591	0
K00593	3.87222222222222
K00595	2.4
K00598	21.6666666666667
K00599	42.2939393939394
K00600	25.4416666666667
K00601	61.2672222225289
K00602	78.9944949498016
K00603	8.875
K00605	43.6689393939394
K00606	25.3166666666667
K00607	24.7272727272727
K00608	77.3444949498016
K00609	77.3444949498016
K00610	77.3444949498016
K00611	75.7194949498016
K00615	78.9944949498016
K00616	27.6994949494949
K00618	50.2288888888889
K00620	67.9561616161616
K00625	36.4449538869997
K00626	15.51333333364
K00627	21.6666666666667
K00629	61.5715700486158
K00632	8
K00634	0
K00639	15.2916666666667
K00640	60.3922222225289
K00641	22.2916666666667
K00643	0
K00645	58.6172222225289
K00647	61.2672222225289
K00648	61.2672222225289
K00651	47.939494949495
K00652	24.3166666666667
K00655	78.6738427758886
K00656	67.9694949498016
K00657	7
K00658	0
K00661	21.6666666666667
K00665	61.2672222225289
K00667	61.2672222225289
K00668	61.2672222225289
K00672	0
K00673	0
K00674	25.3522727272727
K00677	22.5416666666667
K00681	10.65
K00688	14.6666666666667
K00690	0
K00691	0
K00697	0.5
K00703	0
K00705	23.3288888888889
K00713	21.9166666666667
K00748	22.5416666666667
K00756	20.0105555558622
K00757	20.0105555558622
K00758	19.7605555558622
K00759	79.2988427758886
K00760	79.2988427758886
K00761	67.4732872200264
K00762	54.9944949498016
K00763	35.5171761092219
K00764	78.9944949498016
K00765	66.7339393939394
K00766	42.2339393939394
K00767	26.3816666666667
K00768	26.5388888888889
K00769	79.2988427758886
K00772	0.25
K00777	2.4
K00787	36.7672222225289
K00788	25.2566666666667
K00790	79.2988427758886
K00793	25.3166666666667
K00794	25.9416666666667
K00795	36.7672222225289
K00796	25.4416666666667
K00797	31
K00798	27.1638888888889
K00800	70.2311616161616
K00804	37.2672222225289
K00805	24.1388888888889
K00806	22.9166666666667
K00810	0
K00811	78.9944949498016
K00812	78.9944949498016
K00813	78.9944949498016
K00814	0
K00815	78.9944949498016
K00817	78.9944949498016
K00818	67.9561616161616
K00819	0
K00820	64.6321761092219
K00821	67.9561616161616
K00822	7
K00823	7
K00824	7
K00826	68.5811616161616
K00827	14.6666666666667
K00830	14.6666666666667
K00831	50.3538888888889
K00832	78.9944949498016
K00833	24.3166666666667
K00835	21.6666666666667
K00838	78.9944949498016
K00840	0
K00841	0
K00844	16.9538888888889
K00845	16.9538888888889
K00848	0
K00849	34.0561616161616
K00850	51.8672222225289
K00851	0
K00852	16.8182367149758
K00853	1.22222222222222
K00855	0
K00856	8.25
K00857	1.30434782608696
K00858	78.7988427758886
K00859	74.6238427758886
K00860	14.6666666666667
K00861	79.2988427758886
K00863	1.72222222222222
K00864	19.6355555558622
K00865	10.6222222222222
K00867	79.2988427758886
K00868	27.6994949494949
K00869	0.304347826086957
K00872	41.7689393939394
K00873	76.5944949498016
K00875	1.47222222222222
K00876	61.5715700486158
K00877	26.0388888888889
K00878	16.6388888888889
K00879	14.6666666666667
K00882	2.66222222222222
K00883	7
K00884	0
K00885	1.22222222222222
K00891	70.4811616161616
K00892	0
K00893	8.25
K00895	17.0666666666667
K00899	0
K00901	8.5
K00904	0.929347826086957
K00912	22.5416666666667
K00917	51.8672222225289
K00919	60.6422222225289
K00925	64.3821761092219
K00926	0
K00927	78.9944949498016
K00928	0
K00929	0.625
K00930	67.9561616161616
K00931	53.1288888888889
K00932	64.3821761092219
K00938	0.304347826086957
K00939	79.2988427758886
K00940	24.8166666666667
K00941	26.0388888888889
K00942	61.5715700486158
K00943	79.2988427758886
K00944	16.0416666666667
K00945	61.5715700486158
K00948	79.2988427758886
K00949	52.7071761092219
K00950	24.3166666666667
K00951	64.6321761092219
K00952	78.4238427758886
K00953	79.2988427758886
K00954	79.2988427758886
K00955	24.0666666666667
K00956	24.0666666666667
K00957	24.0666666666667
K00958	24.0666666666667
K00963	49.1210144927536
K00964	19.1994949494949
K00966	0
K00969	78.4238427758886
K00971	24.6916666666667
K00972	77.4516205536663
K00973	23.0416666666667
K00975	1.66222222222222
K00978	2.4
K00979	25.9416666666667
K00980	15.6666666666667
K00981	79.2988427758886
K00983	7.5
K00991	35.8922222225289
K00995	78.6738427758886
K00997	25.3166666666667
K00998	25.3166666666667
K01000	79.2988427758886
K01005	54.7988427758886
K01006	19.1038888888889
K01007	10.65
K01008	11.1222222222222
K01011	0
K01012	25.3166666666667
K01027	0
K01028	0
K01029	0
K01034	0
K01035	0
K01047	7
K01048	25.2272727272727
K01053	7
K01055	7
K01057	2.70434782608696
K01069	11.525
K01077	23.2916666666667
K01078	22.2916666666667
K01079	22.1666666666667
K01080	0
K01081	27.1638888888889
K01082	8.875
K01085	0
K01086	12.9972222222222
K01087	0.5
K01089	67.9561616161616
K01091	44.8311616161616
K01092	41.7939393939394
K01093	22.2916666666667
K01094	12.3
K01101	22.2916666666667
K01112	7
K01113	23.2916666666667
K01119	0
K01126	26.2538427755819
K01129	36.0622222222222
K01133	0
K01139	10.025
K01176	0
K01182	0.625
K01187	40.0189393939394
K01188	14.6666666666667
K01189	32.3939393939394
K01190	34.2411616161616
K01193	0
K01194	14.6666666666667
K01203	0.625
K01207	14.6666666666667
K01209	0
K01220	0
K01221	0
K01222	0
K01223	0
K01226	0
K01232	0
K01239	24.9772727272727
K01241	7
K01243	26.2538427755819
K01244	26.2538427755819
K01251	26.4416666666667
K01252	8
K01255	79.2988427758886
K01256	79.2988427758886
K01270	79.2988427758886
K01271	79.2988427758886
K01424	9.09722222222222
K01425	23.5416666666667
K01426	21.6666666666667
K01427	0
K01428	0
K01429	0
K01430	0
K01431	7
K01432	7
K01433	7
K01436	0
K01438	9.22222222222222
K01439	24.7272727272727
K01440	9.97222222222222
K01443	16.3888888888889
K01446	0
K01447	0
K01448	0
K01449	0
K01457	7.5
K01458	7
K01460	0
K01464	9.22222222222222
K01465	77.3444949498016
K01466	0
K01468	8
K01476	7
K01477	0
K01478	0.5
K01479	8.25
K01480	10.025
K01482	0.5
K01484	0
K01485	7
K01486	1.72222222222222
K01487	7
K01488	7
K01489	16.9855555558622
K01491	79.2988427758886
K01492	78.9944949498016
K01493	27.4215700486158
K01494	7.25
K01495	25.4416666666667
K01496	66.7339393939394
K01497	25.9416666666667
K01498	25.3166666666667
K01499	0
K01507	51.7194949498016
K01509	0
K01510	0
K01512	7
K01513	0
K01514	0
K01515	50.8432367149758
K01517	50.8432367149758
K01518	7
K01519	64.0071761092219
K01520	64.0071761092219
K01521	0
K01523	66.7339393939394
K01524	0
K01525	7
K01529	0
K01533	0
K01553	0
K01556	7
K01568	67.9561616161616
K01571	18.2038888888889
K01572	18.2038888888889
K01573	18.2038888888889
K01575	0
K01579	26.3416666666667
K01580	26.8416666666667
K01581	8.9
K01582	41.8255555558622
K01583	59.5172222225289
K01584	59.5172222225289
K01585	59.5172222225289
K01586	76.9294949498016
K01587	78.9944949498016
K01591	77.3444949498016
K01595	0.5
K01596	46.9166666666667
K01597	0.304347826086957
K01598	35.9093478263936
K01599	7
K01607	25.0066666666667
K01608	0
