KO	GI_3
K00001	0.000623583893685635
K00002	2.98783470396967e-05
K00003	0.000233576015608076
K00004	3.78386007739564e-05
K00005	6.43412260718956e-05
K00007	4.24411986900367e-06
K00008	0.000354120852147892
K00009	3.06054094053527e-05
K00010	0.00029042547123906
K00012	0.000274129281110545
K00013	0.000224231609073808
K00014	0.000266082297399503
K00015	0.000538913602576702
K00016	0.000208429520180971
K00018	0.000376746164301902
K00019	0.00110268701405631
K00020	0.000924424935490198
K00021	0
K00023	0.00120446306600878
K00024	0.000225967279932064
K00027	0.000497608956473693
K00029	0.000497287575906288
K00030	0.000103401642261636
K00031	0.000324530033883172
K00032	4.29795037069056e-05
K00033	7.54030787336368e-05
K00034	0.00042399538986678
K00035	0
K00036	0.00012599579285395
K00038	0.00076809911503468
K00039	1.69867361874455e-05
K00040	0.000105411453548349
K00041	1.74857738602951e-05
K00042	0.00043769005888585
K00043	0.000169848233449307
K00045	9.15335395176406e-05
K00046	0.00108209705905218
K00048	8.02373475708668e-05
K00050	9.58094723563098e-05
K00052	0.000413449482567795
K00053	0.00021725387179843
K00054	2.91389144149023e-05
K00055	0.000113567552457373
K00057	0.000250995281862401
K00058	0.00102073369367713
K00059	0.00598088562545153
K00060	0.000111764202914138
K00064	7.13099806291748e-05
K00065	0.00057172221076474
K00066	3.01555885429208e-05
K00067	0.000315937295415707
K00068	9.49931975862801e-05
K00073	0.00012005439719254
K00074	0.000609122743519295
K00075	0.00025660071472286
K00076	5.60337579727656e-05
K00077	0.000230099276215433
K00082	3.97886237719094e-09
K00086	4.58132271213015e-05
K00087	0.000109274034111717
K00088	0.000272063132065586
K00090	0.000302723897583028
K00091	1.73128261885646e-05
K00094	0
K00096	4.84783459479434e-05
K00097	0.000210228101844482
K00098	3.12490907196896e-05
K00099	0.000229575099126046
K00100	7.19249478442955e-05
K00101	0.000421281480548545
K00102	0.000459716880173109
K00103	2.62529129039799e-06
K00104	0.000679968277434996
K00105	1.06102996725092e-06
K00108	0.000371095152299197
K00111	0.000415271897677979
K00112	1.40055955677121e-06
K00113	1.40055955677121e-06
K00114	6.03111770858416e-05
K00116	6.50623575918262e-05
K00117	0.000187762330981278
K00118	1.05877495100699e-06
K00121	0.000449618633434468
K00122	8.54889793348986e-05
K00123	0.000528052548434079
K00124	0.000403629662717315
K00125	4.24411986900367e-06
K00126	2.70553053483892e-05
K00127	0.000207454545473348
K00128	0.00150192348481771
K00129	0
K00130	0.000599434411854249
K00131	0.000137075259703418
K00132	2.46379314830279e-05
K00133	0.000249889174362854
K00134	0.000305131271257006
K00135	0.00140213546412875
K00137	0.000196067438980612
K00138	0.000370121888892256
K00140	0.000912224228876684
K00141	4.53111466369275e-05
K00145	0.000228296727425439
K00146	0.000335685474222777
K00147	0.000237093779656821
K00148	1.08125841118386e-05
K00150	1.43875663559224e-05
K00151	0.000193907038888768
K00152	0
K00153	4.77118849965279e-05
K00154	9.26819965471765e-05
K00156	0.00013652617594991
K00158	3.80960283479615e-06
K00161	0.000106386334241183
K00162	0.000139841288585923
K00163	0.000343802903046258
K00164	0.000170635348795747
K00166	5.0929438428044e-06
K00167	3.308911431521e-05
K00169	1.43026839585424e-05
K00170	1.17562120371402e-05
K00171	1.2877872288234e-05
K00172	1.48119783428228e-05
K00174	5.27190062166859e-05
K00175	5.27462898444152e-05
K00176	4.04906358441191e-05
K00177	3.30634260733626e-05
K00179	3.84667188279279e-05
K00180	3.71139056196829e-05
K00183	2.47856600349814e-05
K00184	0.000100116981998295
K00185	2.28939951790826e-05
K00186	1.05254172751291e-05
K00187	1.86741274236161e-06
K00188	0
K00193	0
K00194	2.97088390830257e-06
K00196	2.55916368037271e-05
K00197	5.94176781660513e-06
K00198	3.1499269053337e-05
K00200	3.38750057299456e-06
K00201	0
K00202	4.24411986900367e-06
K00205	7.25744497599627e-06
K00208	0.000430466806458156
K00209	3.94703147817341e-06
K00210	0.000112341852932527
K00214	3.35062094921342e-05
K00215	0.000243435642152935
K00216	0.000415845720255413
K00217	1.42778736122128e-05
K00218	3.35990496142687e-06
K00219	0.000571746449991937
K00220	1.05557324170506e-05
K00221	0
K00226	4.35830561630731e-05
K00228	0.00016569163368382
K00230	1.20957416266605e-05
K00231	0.000198882292840571
K00232	0
K00239	0.000235881642658908
K00240	0.000208733072183902
K00241	0.000184847849146216
K00242	0.000165478233692453
K00243	4.9783526063413e-05
K00244	0.000481885421654177
K00245	1.97775985895571e-05
K00246	1.97775985895571e-05
K00247	1.97775985895571e-05
K00248	0.000687476210619055
K00249	0.00209171754393789
K00252	0.000426582010980089
K00253	0.000655728135317126
K00254	0.000176121472802751
K00255	6.75164428022135e-05
K00256	1.62762488014395e-05
K00257	0
K00259	4.60145387505618e-05
K00260	0.000101282610043184
K00261	0.000184194802314759
K00262	0.000226688443332771
K00263	9.76147569870843e-07
K00265	0.000375774373201585
K00266	0.000431512003154857
K00271	8.48823973800733e-07
K00273	2.62529129039799e-06
K00274	0.000101909581379426
K00275	0.000179230339884187
K00276	0
K00278	0.000187529655203368
K00281	0.000197663312230423
K00282	0.000180996554842046
K00283	3.61747859910832e-05
K00284	0.000283834610782197
K00285	0.000814739303058649
K00286	0.000253860427454981
K00287	0.000229030463270003
K00288	0
K00290	0.000190522774184917
K00293	0
K00294	9.33830059427542e-05
K00297	0.000288730075548659
K00298	4.19621594176937e-06
K00299	0.000140860685455844
K00301	0
K00302	0.000144837772704563
K00303	0.000247065503720115
K00304	8.46353793694294e-05
K00305	8.46353793694294e-05
K00311	0.000185960563374968
K00313	6.25237251275069e-06
K00315	4.67091985173826e-06
K00316	6.19641500874535e-06
K00317	8.37345727185081e-05
K00318	5.47268088371525e-06
K00320	0
K00322	1.47495836984111e-06
K00324	0.000358273199787839
K00325	0.000179095949692106
K00329	0.000138265726779609
K00330	0.000235852442362432
K00331	0.000199262621847639
K00332	0.000168915970786346
K00333	0.000189499952151014
K00334	0.000196548763989572
K00335	0.000240683078954689
K00336	0.000237596164260223
K00337	0.000183474495934945
K00338	0.000188438922183763
K00339	0.000182242507175017
K00340	0.000182242507175017
K00341	0.000189754599343154
K00342	0.000193520933967716
K00343	0.000182242507175017
K00344	0.00106677214600212
K00346	1.93531866026567e-05
K00347	1.97784390093331e-05
K00348	3.16717445224399e-05
K00349	1.94246878577747e-05
K00350	2.26211589017895e-05
K00351	2.14752465371586e-05
K00354	0.000360273391850792
K00355	0.00013439612554504
K00356	0.000138265726779609
K00360	9.10786263112213e-06
K00362	0.000248245636215795
K00363	0.000148539326384661
K00364	1.60488361332181e-05
K00365	0
K00366	1.82910480966341e-05
K00367	8.7424672690411e-05
K00368	6.41234528686351e-05
K00370	7.86332773987382e-05
K00371	6.9438406230624e-05
K00372	0.000114828085118655
K00373	6.87661679585157e-05
K00374	7.56295160895331e-05
K00375	0.00138963711083135
K00376	0
K00380	0.000275979396421101
K00381	0.000168828854641667
K00382	0.000952167060951117
K00383	0.00016021160739576
K00384	0.000696792228662174
K00385	2.33843214241556e-05
K00387	3.35062094921342e-05
K00389	2.54473962757812e-06
K00390	0.000168158026171245
K00392	4.75341425328411e-06
K00394	7.97894535372689e-06
K00395	7.97894535372689e-06
K00400	0.000204848469444982
K00404	0.000232427981524258
K00405	0.000165329325095076
K00406	0.00032659411941456
K00407	0.00015440135995075
K00410	0
K00411	0.00016569163368382
K00412	0.00016569163368382
K00413	0.00016569163368382
K00423	5.69605561366282e-05
K00424	0.000149214556282617
K00425	0.00042866296066155
K00426	0.000401857993067842
K00427	3.35062094921342e-05
K00428	0.000214605357156577
K00432	0.000365022740597982
K00433	0.000101787357634094
K00435	0
K00436	5.0929438428044e-07
K00437	6.19641500874535e-06
K00441	0
K00442	0
K00443	0
K00446	0
K00448	1.40651861021726e-05
K00449	1.66904773925706e-05
K00450	5.09782149704328e-05
K00451	0.000162341012734607
K00452	0
K00453	0.000147101194659667
K00455	3.34326653142095e-06
K00457	0.00016569163368382
K00459	0.000411864046949182
K00462	0
K00464	0
K00466	0
K00467	7.3429229771168e-05
K00469	0
K00471	4.53954066178605e-05
K00472	1.31264564519899e-05
K00476	3.35062094921342e-06
K00477	0.000162277233821944
K00479	1.12191404026149e-05
K00480	0.000312212068463918
K00481	0
K00483	0
