function.	skin_15
K00001	61.09
K00002	0
K00003	71.7
K00004	6.59
K00005	4.18
K00007	0
K00008	97.88
K00009	52.1
K00010	35.23
K00011	0
K00012	18.21
K00013	65.05
K00014	81.79
K00015	4.48
K00016	133.43
K00018	0.27
K00019	2.08
K00020	20.44
K00021	0
K00023	0.75
K00024	22.63
K00025	0
K00027	66.69
K00028	0
K00029	1.85
K00030	0
K00031	70.28
K00032	0
K00033	80.4
K00034	2.23
K00035	0.52
K00036	72.85
K00038	3.98
K00039	0
K00040	4.24
K00041	0
K00042	0.75
K00043	0
K00045	3.98
K00046	4.04
K00048	0
K00050	0.5
K00052	71.57
K00053	71.81
K00054	55.03
K00055	4.5
K00057	71.87
K00058	80.08
K00059	157.37
K00060	0.24
K00064	0.26
K00065	9.81
K00066	0
K00067	3.6
K00068	0
K00073	0.1
K00074	6.8
K00075	71.87
K00076	0
K00077	150.61
K00078	0
K00082	1.67
K00086	0
K00087	0
K00088	103.02
K00090	0.17
K00091	0.25
K00094	0
K00096	9.5
K00097	10.92
K00098	1.74
K00099	17.09
K00100	10.78
K00101	9.14
K00102	0.25
K00104	0.25
K00105	1.84
K00106	0
K00108	56.66
K00111	78.45
K00112	9.67
K00113	9.67
K00114	0
K00116	114.4
K00117	0.58
K00118	0
K00121	11.2
K00122	50.71
K00123	53.16
K00124	0.67
K00126	0.25
K00127	0.67
K00128	164.8
K00130	69.11
K00131	1.59
K00132	0
K00133	72.13
K00134	131.23
K00135	34.17
K00137	0
K00138	6.98
K00140	15.33
K00141	0.26
K00145	65.31
K00146	4.15
K00147	19.18
K00148	0
K00150	0
K00151	0
K00153	4.56
K00154	0.85
K00156	6.76
K00158	64.23
K00161	70.7
K00162	70.7
K00163	17.1
K00164	67.84
K00166	52.69
K00167	52.93
K00169	0
K00170	0
K00171	0
K00172	0
K00174	62.19
K00175	62.19
K00176	0
K00177	0
K00179	0
K00180	0
K00184	0
K00185	0
K00194	0
K00196	0
K00197	0
K00198	0
K00200	0
K00201	0
K00202	0
K00208	64.38
K00209	0
K00210	0.49
K00214	0
K00215	72.07
K00216	0.17
K00217	7.96
K00218	0
K00219	0.67
K00220	0.26
K00221	0
K00226	73.21
K00227	0
K00228	0.92
K00230	0.15
K00231	68.44
K00232	0.33
K00239	79.11
K00240	79.11
K00241	79.11
K00242	1.17
K00243	54.78
K00244	4.99
K00245	0.17
K00246	0.17
K00247	0.17
K00248	0.25
K00249	6.8
K00252	52.66
K00253	0.92
K00254	17.09
K00255	0.34
K00256	0.25
K00257	53.62
K00259	118.4
K00260	52.99
K00261	0.42
K00262	18.68
K00263	1.1
K00265	67.42
K00266	67.42
K00270	0
