KO	GI_9
K00001	0.000617667173198613
K00002	0.000160988543472925
K00003	0.00041633823471758
K00004	0.000135086311329867
K00005	0.000430104298519572
K00007	0
K00008	0.000343583427192587
K00009	4.88666335826684e-05
K00010	0.00017618687227052
K00012	0.000154070565831012
K00013	0.000335645261883855
K00014	0.000449015763349441
K00015	0.000431789670006526
K00016	0.000477058541531334
K00018	0.000455136408693884
K00019	0.000262589625629873
K00020	0.000228096994193169
K00021	0
K00023	0.000274931787606263
K00024	0.000189136434852344
K00027	0.000446578697913306
K00029	0.00043048188151576
K00030	0.0002244361053459
K00031	0.000354326143254515
K00032	3.43530374822183e-05
K00033	8.74265672963011e-05
K00034	0.000422008569479438
K00035	0
K00036	5.44845294960895e-05
K00038	0.000129025622490295
K00039	3.10998460244997e-07
K00040	8.50273349741683e-05
K00041	6.79619164237621e-05
K00042	0.000112610038080869
K00043	0.000218628034510124
K00045	2.40117865699152e-07
K00046	0.000498924243375531
K00048	0.000410442922468733
K00050	7.8180317782515e-06
K00052	0.00054119950265186
K00053	0.000339492280315422
K00054	0
K00055	3.33377340522784e-05
K00057	0.000345835895631512
K00058	0.000925677815046955
K00059	0.00226936473674884
K00060	0.000151728867879705
K00064	2.11136810001375e-05
K00065	0.000449703293768579
K00066	8.30034009534122e-07
K00067	0.00033648909006471
K00068	0.000200733139408812
K00073	1.29554722980102e-05
K00074	0.000298651590031938
K00075	0.000508046803295687
K00076	4.13014910494567e-05
K00077	0.000285385020762467
K00082	4.75166140476424e-07
K00086	0.000185934355696994
K00087	0.000266167701936064
K00088	0.000561260221312472
K00090	0.000161790905297965
K00091	5.60722299883743e-05
K00094	0
K00096	0.000223257320965097
K00097	8.64792741496482e-05
K00098	1.47317871780796e-05
K00099	0.000380915882806672
K00100	0.000377356043794244
K00101	7.90260035420916e-05
K00102	0.000125750025389132
K00103	0
K00104	0.000304304964740232
K00105	0
K00108	5.03174910945752e-05
K00111	0.000376344606998784
K00112	0
K00113	0
K00114	0
K00116	0
K00117	7.65534671372299e-07
K00118	5.40199817210195e-05
K00121	8.9460097560547e-05
K00122	1.82625569955713e-05
K00123	0.00141620980328548
K00124	0.000541647228201984
K00125	0
K00126	9.80841297695756e-07
K00127	0.000255272905268033
K00128	0.000498138506087955
K00129	0
K00130	0.000255219720654117
K00131	0.000130107172253438
K00132	0.000155005004780559
K00133	0.000380407566847097
K00134	0.000455579283865526
K00135	0.000375015866389114
K00137	0.000170075816732971
K00138	0.000235117484217622
K00140	0.000102853072149574
K00141	0.000142898745516787
K00145	0.000323425368569419
K00146	0.000227561159368269
K00147	0.000331870125135048
K00148	2.39229584803843e-08
K00150	0.000166650551249215
K00151	0.000208953605691877
K00152	0
K00153	6.505390600413e-06
K00154	0.000118432937006955
K00156	2.33826200154928e-05
K00158	2.5081352898447e-06
K00161	0.000121813390490511
K00162	0.00033481609414258
K00163	4.03775772908152e-05
K00164	9.36982540481707e-06
K00166	3.88091492805516e-05
K00167	6.8057052437208e-05
K00169	7.84407696451375e-05
K00170	5.13194781353131e-05
K00171	4.8290097591834e-05
K00172	6.93363203149521e-05
K00174	0.000162385068005449
K00175	0.000160711195499082
K00176	0.000147442205872858
K00177	0.000144033159507056
K00179	0.000343259389037323
K00180	0.000332283280509414
K00183	0.000497091345646896
K00184	0.00126395558458551
K00185	0.000282619133109782
K00186	5.27903469432686e-05
K00187	7.26871085183849e-06
K00188	0
K00193	7.27109676233392e-06
K00194	9.9497069270944e-06
K00196	0.000395497392607485
K00197	1.21942269569e-05
K00198	0.000246157234732612
K00200	2.92256436382396e-05
K00201	0
K00202	3.75336206306656e-05
K00205	0.000165051305681845
K00208	0.000152198185483041
K00209	5.16699886462128e-05
K00210	1.44905346675433e-05
K00214	0
K00215	0.000434745309042361
K00216	0.00013087850384119
K00217	7.1768875441153e-07
K00218	4.34092209258883e-06
K00219	0.000704170467164818
K00220	4.68526880525462e-05
K00221	0
K00226	0.000250026543924779
K00228	9.36982540481707e-06
K00230	7.71825750315961e-05
K00231	2.89521552301197e-06
K00232	0
K00239	0.000278886822205667
K00240	3.62135786109662e-05
K00241	2.17592455193818e-05
K00242	9.34590244633669e-06
K00243	0.000160674995562997
K00244	0.00177435858404421
K00245	1.33822603091102e-05
K00246	0
K00247	0
K00248	0.000489411417402745
K00249	0.000690224694578558
K00252	0.000401857157313112
K00253	0.000319457506316294
K00254	3.44591807599578e-05
K00255	4.78459169607684e-08
K00256	1.24399384097998e-06
K00257	0
K00259	1.34788038369001e-05
K00260	8.15003485223941e-05
K00261	8.58104682086099e-05
K00262	0.000312902112672841
K00263	2.68494750640669e-06
K00265	0.000209903389586673
K00266	0.0011854650261593
K00271	0
K00273	0
K00274	7.66063586802892e-05
K00275	1.27501394380953e-05
K00276	0
K00278	0.000283640605142738
K00281	0.000137418792334823
K00282	9.02447825380455e-05
K00283	8.37289660799382e-05
K00284	0.000141893536540611
K00285	6.03497928816759e-05
K00286	0.000398706521925678
K00287	0.000217615392385397
K00288	0
K00290	0.000137791132340362
K00293	0
K00294	5.48411585839578e-05
K00297	0.000383578627816786
K00298	3.20522236013309e-05
K00299	5.67064460431118e-05
K00301	0
K00302	7.58920725624675e-05
K00303	2.54020884888773e-05
K00304	8.8913662352094e-06
K00305	8.8913662352094e-06
K00311	9.88587160751895e-05
K00313	0.000166752858620734
K00315	3.75814665476264e-05
K00316	0.000102546166095153
K00317	0.000120117158369431
K00318	0
K00320	0
K00322	8.66301763780566e-06
K00324	3.19369057357933e-05
K00325	1.66624592151359e-05
K00329	4.68830188710391e-05
K00330	5.30148406780804e-05
K00331	0.000286134264394571
K00332	5.06763714866228e-05
K00333	0.00019096237554293
K00334	0.000222431115046463
K00335	0.000425151103941386
K00336	0.000664102622131802
K00337	5.30387636365607e-05
K00338	0.000168116436513666
K00339	5.30148406780804e-05
K00340	5.30148406780804e-05
K00341	0.000168762728299553
K00342	5.78190044074825e-05
K00343	5.30148406780804e-05
K00344	9.31022043612197e-05
K00346	5.14463222120665e-06
K00347	2.76461634922936e-05
K00348	1.93106321712219e-05
K00349	1.33971903348677e-05
K00350	2.46640387354351e-05
K00351	1.12675587126485e-05
K00354	0.000345066733581603
K00355	0.000220821675166064
K00356	4.68830188710391e-05
