KO	oral_16
K00001	0.000338461101149281
K00002	2.63556782340006e-05
K00003	0.000366786238380866
K00004	0.000109507341193636
K00005	0.000138164516555402
K00007	4.82450445354847e-05
K00008	0.000247152909279363
K00009	5.48494493916079e-05
K00010	0.0001841185935986
K00012	0.000435131402475192
K00013	0.000212539787600437
K00014	0.000527793356749804
K00015	0.000238145137308879
K00016	0.00033903333151592
K00018	0.00027327841386081
K00019	0.00067109066015356
K00020	0.00028147177720064
K00021	1.65040489258425e-06
K00023	0.000503246682840332
K00024	0.000223731956673291
K00027	0.000357710320494353
K00029	0.000368651477219551
K00030	0.000144632902821794
K00031	0.000324238154738579
K00032	4.82492205490817e-05
K00033	0.000367855477346708
K00034	0.000361236504110379
K00035	2.3046564146918e-05
K00036	0.00033190213007713
K00038	0.000398243373823297
K00039	4.63373225364155e-06
K00040	9.75433715097579e-05
K00041	1.02942297681868e-05
K00042	9.10417755341921e-05
K00043	0.000151366552861924
K00045	4.71282130630131e-05
K00046	0.000559765070708168
K00048	8.51143504613389e-05
K00050	5.11904792806598e-05
K00052	0.000443759204416457
K00053	0.000376429382521774
K00054	0.00022090375420449
K00055	0.000143880085231848
K00057	0.000423234960315851
K00058	0.000898636600042891
K00059	0.00383525113973012
K00060	0.000157627464431129
K00064	4.87860364955267e-05
K00065	0.000317839827626951
K00066	6.48013875989745e-06
K00067	0.00035284412136697
K00068	0.0001015890647987
K00073	2.72749848091561e-06
K00074	0.000260819469842792
K00075	0.00042081651391583
K00076	0.000122953149508087
K00077	0.000396215033142013
K00082	2.98999691102651e-08
K00086	0.00010108374098221
K00087	1.16772970270635e-05
K00088	0.000495774953108912
K00090	0.000175247743233104
K00091	7.17766508818628e-05
K00094	3.08018975417658e-06
K00096	7.77466960848552e-06
K00097	0.000194392475891049
K00098	3.2628563420389e-05
K00099	0.00020556854695948
K00100	7.39829101575813e-06
K00101	0.000222847510206219
K00102	0.000198010285506682
K00103	1.0077807216703e-05
K00104	0.00050246031345559
K00105	0.000190510477317011
K00108	0.000246356625860009
K00111	0.000302070341762678
K00112	3.30119820568527e-05
K00113	3.27879674052755e-05
K00114	1.58167395860378e-05
K00116	0.000139118880203925
K00117	6.46044375949874e-06
K00118	1.36618639907585e-05
K00121	0.000175555298852029
K00122	3.93992324583458e-05
K00123	0.000491549742968121
K00124	0.000319890881503188
K00125	0
K00126	4.54460985920833e-05
K00127	0.00021387382476006
K00128	0.00126578551375398
K00129	3.49578465086644e-07
K00130	0.000735225015246505
K00131	0.000269876667602587
K00132	0.000136576787633795
K00133	0.000432163697180599
K00134	0.000553654630550676
K00135	0.00108958656746836
K00137	0.000241811947678254
K00138	0.000244256645038463
K00140	0.000596382963054837
K00141	0.000275874300446438
K00145	0.000225660802111126
K00146	0.000355373203885021
K00147	0.000373401614641435
K00148	0.000115556854631911
K00150	4.78500530140576e-06
K00151	0.000160271411336915
K00152	3.75206190816175e-07
K00153	2.13709773130536e-05
K00154	0.000109351359508142
K00156	9.53734973256856e-05
K00158	6.65330988529105e-05
K00161	0.000245905749293668
K00162	0.000353108654115923
K00163	0.000166857600842895
K00164	0.00013847830068609
K00166	6.26563252955877e-05
K00167	0.000155708115099554
K00169	1.39947387887527e-06
K00170	1.51549825181735e-06
K00171	3.19657851578834e-06
K00172	1.22861691253089e-06
K00174	9.87514003546693e-05
K00175	9.86511983837952e-05
K00176	8.88627081957079e-05
K00177	8.90801625165098e-05
K00179	1.6977083004204e-05
K00180	1.07190004446247e-05
K00183	4.48446656178502e-06
K00184	9.65846455080516e-05
K00185	1.37914362570823e-05
K00186	2.1093069117787e-06
K00187	7.39344690726555e-07
K00188	0
K00193	1.2177441964908e-06
K00194	3.19657851578834e-06
K00196	7.99505114719537e-06
K00197	4.87097678596319e-06
