reactions	skin_16
K00001	5.67327012496367
K00003	6.84573766603415
K00004	0
K00005	0
K00006	5.82856424261073
K00007	0
K00008	0
K00009	0
K00010	0.1875
K00011	6.76702012496367
K00012	1.28125
K00013	1.24904411764706
K00014	6.84573766603415
K00015	0.1875
K00016	6.57952012496367
K00018	0.1875
K00019	0
K00020	0.1875
K00021	0
K00022	0.1875
K00024	1.24904411764706
K00025	1.24904411764706
K00026	1.24904411764706
K00027	1.09375
K00028	1.09375
K00029	0.342794117647059
K00030	0
K00031	1.09375
K00033	6.50294354838709
K00034	0
K00036	5.40919354838709
K00039	0
K00040	0
K00041	0
K00042	0
K00043	0
K00045	0
K00046	0
K00048	0
K00049	0.1875
K00050	0.1875
K00052	0
K00053	1.24904411764706
K00054	0
K00057	5.82856424261073
K00058	1.24904411764706
K00059	6.92231424261073
K00060	0
K00066	0
K00067	1.28125
K00068	0.1875
K00073	0
K00074	0
K00075	6.92231424261073
K00077	6.84573766603415
K00082	0.155294117647059
K00086	0
K00087	0
K00088	6.92231424261073
K00090	0
K00094	0
K00096	5.82856424261073
K00097	0
K00098	0
K00099	1.24904411764706
K00100	0.1875
K00101	6.57952012496367
K00102	0
K00103	0
K00104	0
K00105	0
K00106	0
K00110	0
K00111	0
K00112	0
K00113	0
K00116	0
K00121	5.67327012496367
K00122	0.1875
K00123	0
K00125	0
K00126	0
K00128	5.59669354838709
K00130	0
K00132	0.1875
K00133	6.84573766603415
K00134	6.92231424261073
K00135	0
K00137	5.59669354838709
K00139	0
K00140	0
K00145	0
K00146	0
K00147	1.09375
K00149	5.59669354838709
K00150	6.92231424261073
K00151	0
K00156	0
K00158	0
K00160	1.09375
K00161	6.50294354838709
K00162	6.50294354838709
K00163	6.50294354838709
K00164	1.09375
K00165	0
K00166	0
K00167	0
K00169	1.43654411764706
K00170	1.43654411764706
K00171	1.43654411764706
K00172	1.43654411764706
K00174	1.24904411764706
K00175	1.24904411764706
K00176	1.24904411764706
K00177	1.24904411764706
K00179	0
K00199	0
K00207	0
K00208	6.84573766603415
K00209	0
K00210	5.56448766603415
K00211	5.56448766603415
K00215	0
K00216	0
K00220	5.56448766603415
K00226	0.1875
K00228	0.1875
K00229	0
K00231	0
K00238	1.24904411764706
K00239	1.24904411764706
K00240	1.24904411764706
K00241	1.24904411764706
K00242	1.24904411764706
K00244	1.24904411764706
K00245	1.24904411764706
K00246	1.24904411764706
K00247	1.24904411764706
K00248	0.1875
K00249	0
K00252	0
K00253	0
K00254	6.92231424261073
K00259	1.09375
K00260	0.1875
K00261	6.69044354838709
K00262	0
K00263	0
K00264	0
K00265	0
K00266	0
K00271	0
K00273	0
K00274	0
K00275	0
K00276	0
K00278	0
K00281	6.69044354838709
K00282	6.69044354838709
K00283	6.69044354838709
K00284	0
K00285	0
K00286	1.09375
K00287	6.92231424261073
K00288	6.92231424261073
K00294	0
K00297	5.67327012496367
K00299	0
K00301	0
K00302	0
K00303	0
K00304	0
K00305	0
K00306	0
K00318	0
K00319	0
K00320	0
K00322	1.09375
K00323	1.09375
K00324	1.09375
K00325	1.09375
K00329	1.09375
K00357	5.56448766603415
K00360	0
K00361	0
K00362	0
K00364	5.40919354838709
K00365	0
K00366	0
K00368	0
K00370	0
K00371	0
K00372	0
K00374	0
K00376	0
K00380	0
K00381	0
K00382	6.76702012496367
K00383	0
K00384	6.92231424261073
K00385	0
K00390	0
K00392	0
