reactions	oral_16
K00001	449.174398925165
K00003	391.791247355569
K00004	241.337308629257
K00005	85.79102485975
K00006	578.553068978842
K00007	91.973988426
K00008	91.9793022273333
K00009	90.7118686284127
K00010	182.879302227333
K00011	459.274398925165
K00012	256.693320753813
K00013	276.685173150811
K00014	396.086067821819
K00015	197.703223697039
K00016	359.353701152499
K00018	197.703223697039
K00019	98.7220149555238
K00020	182.297056354639
K00021	0
K00022	181.897056354639
K00024	240.234701548565
K00025	240.234701548565
K00026	240.234701548565
K00027	5.95800635852381
K00028	5.95800635852381
K00029	295.761361971438
K00030	89.1013171828571
K00031	159.1953169834
K00033	284.156060668896
K00034	2.052023148
K00036	287.208083816896
K00039	0
K00040	97.873988426
K00041	0
K00042	99.5328602815238
K00043	3.69600338152381
K00045	91.973988426
K00046	91.973988426
K00048	0.605019920888889
K00049	197.703223697039
K00050	197.703223697039
K00052	204.887444562642
K00053	384.400222495819
K00054	86.9
K00057	578.553068978842
K00058	320.230704930089
K00059	578.953068978842
K00060	105.427328756857
K00066	0
K00067	304.406864976198
K00068	95.6699918075238
K00073	0
K00074	0
K00075	588.553068978842
K00077	381.757365352961
K00082	385.069025133346
K00086	0
K00087	97.7220149555238
K00088	588.553068978842
K00090	2.052023148
K00094	3.69600338152381
K00096	578.553068978842
K00097	165.849252412178
K00098	91.973988426
K00099	307.669025133346
K00100	6.09604478063889
K00101	359.353701152499
K00102	164.422497936813
K00103	0
K00104	97.7220149555238
K00105	85
K00106	97.7220149555238
K00110	94.6310314948889
K00111	0
K00112	0
K00113	0
K00116	94.873023140746
K00121	449.174398925165
K00122	133.575282010385
K00123	0
K00125	0
K00126	0
K00128	291.389580533503
K00130	94.026011574
K00132	92.617182429746
K00133	383.794025133346
K00134	526.783763569442
K00135	158.938174126257
K00137	291.389580533503
K00139	154.7432938354
K00140	96.9313253753333
K00145	190.612262426385
K00146	91.973988426
K00147	218.975835013278
K00149	291.389580533503
K00150	588.553068978842
K00151	94.026011574
K00156	93.473988426
K00158	88.862868474
K00160	291.397238490896
K00161	297.698289888642
K00162	297.698289888642
K00163	297.698289888642
K00164	203.754381348039
K00165	94.473988426
K00166	94.473988426
K00167	94.473988426
K00169	105.48263196845
K00170	105.48263196845
K00171	105.48263196845
K00172	105.48263196845
K00174	101.6057617827
K00175	101.6057617827
K00176	101.6057617827
K00177	101.6057617827
K00179	0
K00199	0
K00207	3.69600338152381
K00208	378.806355085156
K00209	160.438174126257
K00210	378.157365352961
K00211	378.157365352961
K00215	5.74802652952381
K00216	0
K00220	390.400222495819
K00226	98.1731726065238
K00228	100.27605270394
K00229	1.70501992088889
K00231	2.64285714285714
K00238	306.061370765739
K00239	391.061370765739
K00240	391.061370765739
K00241	391.061370765739
K00242	391.061370765739
K00244	391.061370765739
K00245	391.061370765739
K00246	391.061370765739
K00247	391.061370765739
K00248	172.505516168864
K00249	95.026011574
K00252	176.973988426
K00253	95.026011574
K00254	588.553068978842
K00259	179.784833752
K00260	101.655896958131
K00261	304.65624720017
K00262	294.16247292715
K00263	0.39102485975
K00264	104.816217645746
K00265	104.816217645746
K00266	104.816217645746
K00271	0
K00273	91.973988426
K00274	0
K00275	194.954381348039
K00276	0
K00278	167.247791817257
K00281	294.195405938614
K00282	294.195405938614
K00283	294.195405938614
K00284	94.026011574
K00285	94.026011574
K00286	286.989314748392
K00287	588.150291201064
K00288	588.553068978842
K00294	164.694351698146
K00297	485.285377297026
K00299	2.052023148
K00301	91.973988426
K00302	91.973988426
K00303	91.973988426
K00304	91.973988426
K00305	91.973988426
K00306	91.973988426
K00318	159.194351698146
K00319	0
K00320	0
K00322	40.1110875126389
K00323	40.1110875126389
K00324	40.1110875126389
K00325	40.1110875126389
K00329	301.712178777531
K00357	191.684004850073
K00360	137.856689179135
K00361	99.864872098381
K00362	99.864872098381
K00364	86.810845326
K00365	0
K00366	0
K00368	2.30820071988889
K00370	137.856689179135
K00371	137.856689179135
K00372	137.856689179135
K00374	137.856689179135
K00376	2.103180799
K00380	96.1363452962222
K00381	96.1363452962222
K00382	496.462513267888
K00383	220.933918287639
K00384	588.164180089953
K00385	95.7310314948889
K00390	101.426011574
K00392	2.052023148
K00394	0.4
K00395	0.4
K00399	0
K00401	0
K00402	0
K00411	0
K00432	99.9223502350833
K00436	0
K00440	0
K00441	0
K00442	0
K00443	0
K00448	94.026011574
K00449	94.026011574
K00451	92.973988426
K00453	95.026011574
K00455	94.026011574
K00457	95.026011574
K00463	95.026011574
K00466	0
K00472	2.052023148
K00480	0
K00483	91.973988426
K00484	91.973988426
K00491	0
K00500	95.026011574
K00518	381.126175551406
K00522	135.261128642579
K00524	586.556088510842
K00525	586.556088510842
K00526	586.556088510842
K00527	340.754140067408
K00528	160.389331777257
K00529	0
K00531	0
K00540	0
K00547	0.205019920888889
K00548	0.39102485975
K00549	280.302552292229
K00560	493.652620997475
K00568	127.438366591972
K00577	0
