function.	skin_16
K00001	16.69
K00002	0
K00003	19.8
K00004	2.93
K00005	0.85
K00007	0
K00008	27.55
K00009	14.18
K00010	5
K00011	0
K00012	2.5
K00013	16.81
K00014	19.8
K00015	0
K00016	36.04
K00018	0
K00019	0.94
K00020	2.5
K00021	0
K00023	0
K00024	5.76
K00025	0
K00027	19.36
K00028	0
K00029	0.33
K00030	0
K00031	19.05
K00032	0
K00033	21.22
K00034	1.74
K00035	0
K00036	19.92
K00038	0.14
K00039	0
K00040	0
K00041	0
K00042	0
K00043	0
K00045	0
K00046	0
K00048	0
K00050	0
K00052	18.8
K00053	18.8
K00054	16.22
K00055	0
K00057	19.8
K00058	21.3
K00059	43.81
K00060	0
K00064	0
K00065	2.5
K00066	0
K00067	1
K00068	0.14
K00073	0
K00074	1.05
K00075	19.8
K00076	0
K00077	43.36
K00078	0
K00082	0
K00086	0
K00087	0
K00088	24.8
K00090	0
K00091	0
K00094	0
K00096	2.5
K00097	2.83
K00098	0
K00099	2.83
K00100	3.25
K00101	0
K00102	0
K00104	0.33
K00105	0
K00106	0
K00108	15.97
K00111	20.97
K00112	2.5
K00113	2.5
K00114	0
K00116	34.47
K00117	0
K00118	0
K00121	2.78
K00122	14.23
K00123	16.78
K00124	0.33
K00126	0
K00127	0.33
K00128	48.66
K00130	18.47
K00131	0
K00132	0
K00133	19.8
K00134	35.77
K00135	3.04
K00137	0
K00138	0.14
K00140	2.5
K00141	0
K00145	17.41
K00146	0
K00147	3.08
K00148	0
K00150	0
K00151	0
K00153	0
K00154	0
K00156	0
K00158	18.72
K00161	21.31
K00162	21.31
K00163	2.5
K00164	18.47
K00166	15.97
K00167	15.97
K00169	0.75
K00170	0.75
K00171	0.75
K00172	0.75
K00174	18.8
K00175	18.8
K00176	0.33
K00177	0.33
K00179	0
K00180	0
K00184	0
K00185	0
K00194	0
K00196	0
K00197	0
K00198	0
K00200	0
K00201	0
K00202	0
K00208	19.6
K00209	0
K00210	0
K00214	0
K00215	19.05
K00216	0
K00217	0
K00218	0
K00219	0
K00220	0
K00221	0
K00226	21.02
K00227	0
K00228	0
K00230	0
K00231	18.47
K00232	0
K00239	21.3
K00240	21.3
K00241	21.3
K00242	0
K00243	16.97
K00244	2.37
K00245	0.33
K00246	0.33
K00247	0
K00248	0
K00249	0
K00252	13.63
K00253	0
K00254	2.83
K00255	0
K00256	0
K00257	13.38
K00259	32.95
K00260	16.86
K00261	0
K00262	2.75
K00263	0.8
K00265	18.8
K00266	18.8
K00270	0
K00271	0
K00273	0
K00274	2.5
K00275	0
K00276	0
K00278	5
K00280	0
K00281	2.5
K00282	16.72
K00283	16.72
K00284	0
K00285	2.5
K00286	19.05
K00287	19.47
K00288	0
K00290	0.33
K00293	0
K00294	15.97
K00297	3.08
K00298	0
K00299	15.82
K00301	0
K00302	0
K00303	0
K00304	0
K00305	0
K00311	0
K00313	2.5
K00314	0
K00315	0
K00316	0
K00317	0
K00318	15.97
K00320	0
K00322	0
K00324	2.5
K00325	2.5
K00326	0
K00329	0
K00330	2.83
K00331	2.83
K00332	2.83
K00333	2.83
K00334	4
K00335	3.58
K00336	3.58
K00337	2.83
K00338	2.83
K00339	2.83
K00340	2.83
K00341	2.83
K00342	2.83
K00343	2.83
K00344	0
K00346	0
K00347	0.75
K00348	0.75
K00349	0.75
K00350	0.75
K00351	0.75
K00354	0
K00355	0.25
K00356	0
K00360	0
