function.	skin_20
K00001	98.91
K00002	0.12
K00003	132.98
K00004	32.19
K00005	37.31
K00007	0.79
K00008	117.01
K00009	70.91
K00010	49.71
K00011	0
K00012	56.38
K00013	108.8
K00014	175.86
K00015	12.76
K00016	214.54
K00018	7.25
K00019	12.23
K00020	56.98
K00021	7.25
K00023	6.79
K00024	64.4
K00025	0
K00027	93.41
K00028	0.45
K00029	17.22
K00030	1.04
K00031	130.97
K00032	1.59
K00033	128.29
K00034	10.25
K00035	0.11
K00036	132.31
K00038	9.94
K00039	2.12
K00040	11.7
K00041	3.14
K00042	10.81
K00043	0
K00045	21.01
K00046	21.19
K00048	0.71
K00050	6.77
K00052	132.14
K00053	124.41
K00054	83.42
K00055	9.57
K00057	134.33
K00058	132.98
K00059	296.93
K00060	0.87
K00064	2.4
K00065	4.49
K00066	1.59
K00067	41.43
K00068	1.04
K00073	1.67
K00074	57.76
K00075	134.96
K00076	0.45
K00077	203.93
K00078	0
K00082	10.85
K00086	0.12
K00087	0.2
K00088	199.25
K00090	5.1
K00091	1.44
K00094	0
K00096	5.14
K00097	18.25
K00098	13.75
K00099	50.11
K00100	17.8
K00101	43.43
K00102	5.27
K00104	22.92
K00105	5.21
K00106	0
K00108	98.3
K00111	120.75
K00112	2.82
K00113	2.82
K00114	7.47
K00116	182.87
K00117	2.15
K00118	0.2
K00121	10.85
K00122	58.85
K00123	82.65
K00124	8.38
K00126	3.51
K00127	7.77
K00128	245.96
K00130	107.94
K00131	11.55
K00132	0
K00133	136.09
K00134	251.9
K00135	147.26
K00137	2.77
K00138	42.53
K00140	34.92
K00141	0.2
K00145	109.63
K00146	12.12
K00147	62.52
K00148	1.93
K00150	0
K00151	1.86
K00153	20.49
K00154	1.91
K00156	39.44
K00158	82.31
K00161	117.05
K00162	117.05
K00163	42.73
K00164	101.03
K00166	70.67
K00167	70.67
K00169	2.02
K00170	2.02
K00171	2.02
K00172	2.02
K00174	73.81
K00175	73.81
K00176	2.35
K00177	2.35
K00179	3.47
K00180	3.47
K00184	4.71
K00185	4.15
K00194	0.2
K00196	0.57
K00197	0.4
K00198	1.27
K00200	0.31
K00201	0.31
K00202	0.31
K00208	92.01
K00209	4.46
K00210	1.15
K00214	0
K00215	133.63
K00216	7.9
K00217	19.52
K00218	0
K00219	14.73
K00220	2.81
K00221	0
K00226	86.57
K00227	0
K00228	7.62
K00230	1.85
K00231	107.4
K00232	9.04
K00239	120.74
